method,real_label_ap,real_label_auc,pileup_miss_rate,false_split_rate,accepted_secondary_fraction,timing_tail_rate_abs_gt_15ns,energy_bias_median,energy_bias_sigma68,stave_pid_proxy_drift_span,reviewer_disagreement_rate,real_label_ap_ci_low,real_label_ap_ci_high,real_label_auc_ci_low,real_label_auc_ci_high,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate_ci_low,false_split_rate_ci_high,accepted_secondary_fraction_ci_low,accepted_secondary_fraction_ci_high,timing_tail_rate_abs_gt_15ns_ci_low,timing_tail_rate_abs_gt_15ns_ci_high,energy_bias_median_ci_low,energy_bias_median_ci_high,energy_bias_sigma68_ci_low,energy_bias_sigma68_ci_high,stave_pid_proxy_drift_span_ci_low,stave_pid_proxy_drift_span_ci_high,reviewer_disagreement_rate_ci_low,reviewer_disagreement_rate_ci_high,winner_score
gradient_boosted_trees,0.3326283189903023,0.5198551890587289,0.9963636363636363,0.033628318584070796,0.023809523809523808,0.15,-0.0897276196082849,0.07219201359874837,0.03048780487804878,0.4297619047619048,0.2941025776801151,0.3658714169665147,0.4664773047503779,0.5599207347676095,0.9887900188323917,1.0,0.013055555555555555,0.05474990852591854,0.009141494435612083,0.03808994065938374,0.0,0.5,-0.10424873914161366,-0.04747707144646256,0.04365201220457917,0.1233101506463783,0.013511385036808765,0.04667305539822531,0.32818165553435114,0.5101508644947294,1.4589102958105453
template_residual_boosted_stack_new,0.3123270173024168,0.49201609010458563,0.9890909090909091,0.061946902654867256,0.04523809523809524,0.13157894736842105,-0.11202865482863193,0.08145015976963518,0.057926829268292686,0.4297619047619048,0.2718241111055582,0.3440106915061807,0.4281526693047058,0.530242444710183,0.9821394405540887,0.9965460565564969,0.026777794326945353,0.09733601704949088,0.021893372245484922,0.06674209770114942,0.0,0.26666666666666666,-0.12287861638984657,-0.05284257864413216,0.049764289948903896,0.12277763631525164,0.03522801317808686,0.07650360047119623,0.3213235915046938,0.5047742749054225,1.50738749131747
1d_cnn,0.2898234848795809,0.48133226065969426,0.9963636363636363,0.012389380530973451,0.009523809523809525,0.0,0.4492005828978771,2.668175009340124,0.012195121951219513,0.4297619047619048,0.2596661095411139,0.3703610824702321,0.3737130648009433,0.6591880053288053,0.9904281135531136,1.0,0.002359999330140336,0.02613220661398888,0.0018188067315974294,0.018118096246327573,0.0,0.0,0.3182318561416131,1.6572533124343802,0.5342834581404556,8.633946883025443,0.0026982675719780863,0.021691250587998114,0.32682257950344457,0.5108893697240975,1.5121832324925395
tiny_sequence_transformer,0.29385629623098297,0.48174416733708764,0.9745454545454545,0.06017699115044248,0.04880952380952381,0.1951219512195122,-0.15401198714971542,0.09401384711265565,0.06097560975609756,0.4297619047619048,0.2646367071091782,0.34980888907809693,0.3942589286605953,0.5796119158474718,0.9523809523809523,0.9937798418743113,0.030509500745156484,0.09752807486631011,0.028449971081550028,0.07056286913971556,0.06152751423149906,0.3296511627906975,-0.16446123756468295,-0.12901014806702735,0.07501821121200919,0.11454233468696474,0.04241950788560958,0.08302657899360698,0.32338990977112675,0.5200173106867952,1.5405273648701763
mlp,0.2997314721177371,0.49878680611423976,1.0,0.01415929203539823,0.009523809523809525,0.125,0.9872252170524201,3.183116833492581,0.012195121951219513,0.4297619047619048,0.2685897080578809,0.3597901837847603,0.4020344199534208,0.6261758879507046,1.0,1.0,0.0036932767664090687,0.02992356417028515,0.00257992007992008,0.0192088208533529,0.0,0.2222222222222222,0.8522419302653633,1.8259175377729844,0.5939014861449534,10273.600681229458,0.003435710977243532,0.024435191757829863,0.32769059309988374,0.510612065697553,1.644914564683844
traditional_template_cfd,0.3037634663977431,0.47523089300080446,0.8690909090909091,0.21946902654867256,0.19047619047619047,0.5,-1.0,0.4193988964402388,0.22040747193186216,0.4297619047619048,0.2645225280983341,0.35396190283900836,0.4118092862293074,0.5503439116986232,0.7697983145148094,0.9411764705882353,0.11735957132298595,0.30976045039740935,0.11113283050676313,0.26625580537015964,0.0,1.0,-1.0,-1.0,0.3458914968323539,0.4376297434310695,0.1619792108694478,0.3005512040663278,0.3300309701345327,0.5076738850651894,1.8969697777485701
ridge,0.27803581199442884,0.44337248592115847,0.7672727272727272,0.44778761061946903,0.3773809523809524,0.7017543859649122,-0.19181204627373638,0.7018224441398478,0.2559039876113047,0.4297619047619048,0.24728118686598358,0.32486192430418315,0.38248319857227975,0.5226823404955802,0.7353885528152629,0.805509328358209,0.37798341565836646,0.5080198681700504,0.32089168725536465,0.42651361154151124,0.575,0.7727272727272727,-0.23537265776476832,0.19331240250188741,0.2876997068899798,2550.8291718862074,0.12262566725978648,0.38535834392494117,0.32588575988874663,0.5060942869415807,1.9574238646547133
