run,eventno,evt,stave,stave_idx,even_amp,odd_amp,even_time_sample,odd_time_sample,raw_dt_ns
58,388937,7567,B2,0,4778.5,4775.0,4.515365853658537,3.5170731707317073,-9.982926829268294
58,388939,7569,B2,0,2794.0,2796.5,5.2212728857890145,4.219529206625981,-10.017436791630336
58,388941,7571,B2,0,5506.0,5506.0,4.4187418655097614,3.4187418655097614,-10.0
58,388942,7572,B2,0,3977.5,3977.5,4.747035573122529,3.7470355731225298,-9.999999999999996
58,388950,7580,B2,0,3186.0,3184.5,5.085241886099204,4.085976729944886,-9.992651561543173
58,388951,7581,B2,0,1807.0,1775.0,5.038700564971752,4.074858757062147,-9.638418079096045
58,388952,7581,B2,0,8211.0,8211.0,4.355404420694681,3.3554044206946805,-10.000000000000004
58,388955,7584,B2,0,6991.5,6991.0,4.669215491559086,3.6694141012909633,-9.99801390268123
58,388957,7586,B2,0,1632.0,1631.0,4.3323432343234325,3.3336633663366335,-9.98679867986799
58,388958,7587,B2,0,2280.5,2292.0,5.227533039647577,4.2174008810572685,-10.101321585903085
58,388959,7588,B2,0,1846.5,1845.0,4.521486268174475,3.523424878836834,-9.980613893376411
58,388964,7593,B2,0,9432.5,9432.5,4.286612426035503,3.2866124260355027,-10.0
58,388971,7599,B2,0,6673.0,6661.0,4.598946360153256,3.603544061302682,-9.954022988505745
58,388972,7600,B2,0,4098.0,4098.0,5.020394173093402,4.020394173093402,-10.0
58,388973,7601,B2,0,5336.0,5331.5,4.243291473892928,3.244481163251818,-9.9881031064111
58,388974,7602,B2,0,5282.5,5280.0,4.132398753894081,3.1330218068535824,-9.993769470404983
58,388975,7603,B2,0,4419.0,4405.5,5.020561379776801,4.0242137301318905,-9.963476496449104
58,388977,7605,B2,0,4111.0,4111.0,4.356345800122624,3.3563458001226243,-10.0
58,388978,7606,B2,0,4200.0,4198.0,4.755958055290753,3.757483317445186,-9.984747378455673
58,388981,7609,B2,0,3576.5,3575.5,4.234748160724392,3.2352009054895303,-9.995472552348614
58,388982,7610,B2,0,7616.0,7595.5,4.546184419713832,3.5527027027027027,-9.934817170111291
58,388986,7614,B2,0,3465.0,3461.5,4.394054878048781,3.396189024390244,-9.978658536585368
58,388996,7624,B2,0,5728.0,5705.5,4.668527918781726,3.67994923857868,-9.885786802030463
58,389001,7629,B2,0,4348.0,4341.0,4.786270871985158,3.791465677179963,-9.948051948051951
58,389003,7631,B2,0,4924.5,4916.5,4.307219917012448,3.3098755186721993,-9.973443983402488
58,389005,7633,B2,0,5365.0,5360.0,4.4639376218323585,3.46588693957115,-9.980506822612085
58,389007,7635,B2,0,2057.0,2057.0,4.85042372881356,3.8504237288135594,-10.000000000000004
58,389009,7636,B2,0,1721.5,1718.0,5.378947368421053,4.38328173374613,-9.95665634674923
58,389013,7639,B2,0,3054.5,3054.5,4.789226519337016,3.7892265193370167,-9.999999999999996
58,389015,7641,B2,0,3105.5,3105.5,4.455080213903743,3.4550802139037433,-10.0
58,389017,7643,B2,0,3435.5,3433.5,4.734154535274357,3.735946248600224,-9.982082866741324
58,389019,7645,B2,0,5582.5,5575.0,4.610859728506787,3.6142533936651584,-9.966063348416284
58,389020,7646,B2,0,3322.0,3322.0,4.712235294117647,3.7122352941176473,-10.0
58,389021,7646,B2,0,3183.0,3189.5,5.281574803149606,4.27748031496063,-10.040944881889766
58,389022,7647,B2,0,3343.5,3342.0,4.809774436090225,3.811278195488722,-9.984962406015034
58,389023,7648,B2,0,6081.0,6077.5,4.392279679533868,3.3932993445010924,-9.989803350327753
58,389026,7651,B2,0,6102.0,6096.0,4.363012181616833,3.3647840531561464,-9.982281284606866
58,389027,7652,B2,0,5248.5,5235.5,4.322557003257329,3.3267915309446257,-9.957654723127035
58,389029,7654,B2,0,2832.5,2829.0,4.375893769152196,3.3787538304392237,-9.97139938712972
58,389030,7655,B2,0,5426.5,5406.5,4.83317230273752,3.8460547504025766,-9.871175523349432
58,389034,7659,B2,0,7176.0,7173.5,5.032668329177057,4.03308395677473,-9.995843724023272
58,389035,7663,B2,0,3183.0,3183.0,5.3254237288135595,4.3254237288135595,-10.0
58,389037,7661,B2,0,7505.0,7505.0,4.308376575240919,3.3083765752409193,-9.999999999999996
58,389038,7662,B2,0,4028.0,4028.0,4.76797583081571,3.76797583081571,-10.000000000000004
58,389040,7664,B2,0,7439.0,7439.0,4.479009762900977,3.479009762900976,-10.000000000000004
58,389041,7665,B2,0,8082.0,8075.0,4.301467803030303,3.3027935606060606,-9.986742424242427
58,389042,7665,B2,0,2987.5,2985.5,5.367735470941883,4.369338677354709,-9.983967935871743
58,389043,7666,B2,0,5179.5,5177.5,4.160819462227913,3.1613316261203583,-9.994878361075546
58,389045,7668,B2,0,3713.5,3713.0,4.750743099787686,3.751167728237792,-9.995753715498935
58,389046,7669,B2,0,6078.0,6078.0,5.007259786476868,4.007259786476868,-10.0
58,389048,7671,B2,0,8253.5,8253.5,4.3692463841664555,3.369246384166455,-10.000000000000004
58,389049,7672,B2,0,3190.0,3188.0,4.9431137724550895,3.9455089820359284,-9.976047904191612
58,389050,7673,B2,0,3577.5,3573.0,4.396039603960396,3.3985855728429986,-9.974540311173978
58,389054,7677,B2,0,4249.5,4227.5,4.436452004860268,3.4471445929526126,-9.893074119076552
58,389057,7680,B2,0,5325.0,5321.0,4.730547550432277,3.7328530259365995,-9.976945244956777
58,389059,7682,B2,0,4446.0,4446.5,5.074861495844876,4.07472299168975,-10.001385041551254
58,389060,7683,B2,0,3513.0,3496.0,4.56921568627451,3.582549019607843,-9.866666666666667
58,389061,7684,B2,0,5065.5,5065.5,4.63913612565445,3.63913612565445,-10.0
58,389063,7684,B2,0,5541.5,5543.5,5.02002642007926,4.019603698811096,-10.004227212681638
58,389067,7688,B2,0,3400.5,3396.0,4.500932994062765,3.503986429177269,-9.96946564885496
58,389068,7689,B2,0,6600.5,6600.5,4.2690036900369,3.2690036900369,-10.0
58,389069,7690,B2,0,6114.5,6119.5,5.074336283185841,4.073352999016715,-10.009832841691253
58,389072,7692,B2,0,1939.0,1939.0,5.309677419354839,4.309677419354839,-10.0
58,389075,7695,B2,0,8467.5,8467.5,4.285593040526204,3.285593040526204,-10.0
58,389077,7697,B2,0,5473.0,5469.0,5.064635218283035,4.065572809844712,-9.990624084383235
58,389079,7699,B2,0,5285.5,5285.0,4.885324232081912,3.8856655290102387,-9.99658703071673
58,389080,7700,B2,0,8305.0,8305.0,4.396081546200689,3.3960815462006884,-10.000000000000004
58,389081,7701,B2,0,4900.5,4893.0,4.72,3.7245977011494253,-9.954022988505745
58,389082,7702,B2,0,3253.0,3253.0,4.326502963590178,3.326502963590178,-10.0
58,389085,7705,B2,0,4707.0,4703.5,5.044444444444444,4.045413637937003,-9.990308065074416
58,389086,7706,B2,0,1619.5,1617.0,5.033888048411498,4.0369137670196675,-9.969742813918305
58,389087,7707,B2,0,2698.0,2698.0,4.881281618887015,3.881281618887015,-10.0
58,389088,7708,B2,0,5050.5,5039.0,4.159238222519211,3.1623120614767792,-9.96926161042432
58,389089,7709,B2,0,6374.0,6369.0,4.312554112554112,3.313790970933828,-9.987631416202841
58,389091,7711,B2,0,9201.0,9191.5,4.182576426930553,3.1839194203922956,-9.986570065382576
58,389092,7712,B2,0,5938.0,5936.0,4.31958833619211,3.320137221269297,-9.994511149228131
58,389093,7713,B2,0,6112.5,6112.5,4.228003507746273,3.228003507746273,-9.999999999999996
58,389095,7715,B2,0,1799.0,1791.0,4.626160337552743,3.639662447257384,-9.864978902953588
