feature
even_s00
even_s01
even_s02
even_s03
even_s04
even_s05
even_s06
even_s07
even_s08
even_s09
even_s10
even_s11
even_s12
even_s13
even_s14
even_s15
even_s16
even_s17
odd_s00
odd_s01
odd_s02
odd_s03
odd_s04
odd_s05
odd_s06
odd_s07
odd_s08
odd_s09
odd_s10
odd_s11
odd_s12
odd_s13
odd_s14
odd_s15
odd_s16
odd_s17
diff_s00
diff_s01
diff_s02
diff_s03
diff_s04
diff_s05
diff_s06
diff_s07
diff_s08
diff_s09
diff_s10
diff_s11
diff_s12
diff_s13
diff_s14
diff_s15
diff_s16
diff_s17
prod_s00
prod_s01
prod_s02
prod_s03
prod_s04
prod_s05
prod_s06
prod_s07
prod_s08
prod_s09
prod_s10
prod_s11
prod_s12
prod_s13
prod_s14
prod_s15
prod_s16
prod_s17
even_area
even_peak
even_argmax
even_tail_fraction
even_mean_time
odd_area
odd_peak
odd_argmax
odd_tail_fraction
odd_mean_time
diff_area
diff_peak
diff_argmax
diff_tail_fraction
diff_mean_time
calibrated_dt_ns
abs_calibrated_dt_ns
phase_offset_ns
even_amp
odd_amp
amp_ratio_odd_even
window_ns
stave_B2
stave_B4
stave_B6
stave_B8
