target,method,metric,value,ci_low,ci_high
s16_baseline_excursion,traditional_hand_pca_logistic,auc,0.999957470654153,0.9999347207137239,0.9999673896913599
s16_baseline_excursion,traditional_hand_pca_logistic,ap,0.999180986837704,0.9989618779993952,0.9993574806781523
s16_baseline_excursion,traditional_hand_pca_logistic,brier,0.003723772342704068,0.002619308067857332,0.004787964190467129
s16_baseline_excursion,ridge_latent_logistic,auc,0.9879893513150801,0.9864486421871556,0.9906040011656371
s16_baseline_excursion,ridge_latent_logistic,ap,0.7901331257667147,0.7681743990785884,0.8113510736945551
s16_baseline_excursion,ridge_latent_logistic,brier,0.03482406796206315,0.02924809041463503,0.04298264431305275
s16_baseline_excursion,gbt_latent_hand,auc,0.9999978863779246,0.9999963314958566,0.9999989527228693
s16_baseline_excursion,gbt_latent_hand,ap,0.9999604312690304,0.9999245033669047,0.9999867926675541
s16_baseline_excursion,gbt_latent_hand,brier,0.0006901961652170301,0.0005492815164069271,0.0008824762190454024
s16_baseline_excursion,mlp_latent_hand,auc,0.9999417352632883,0.9999245698556849,0.9999627685427745
s16_baseline_excursion,mlp_latent_hand,ap,0.9989022497876928,0.9986117970941316,0.9990821162613733
s16_baseline_excursion,mlp_latent_hand,brier,0.002765969716093442,0.0023630515848839786,0.0036500900967971505
s16_baseline_excursion,cnn_waveform,auc,0.7920699147646866,0.7619756446937895,0.8189644427858058
s16_baseline_excursion,cnn_waveform,ap,0.34612899041660317,0.3153078698215616,0.36795847395206516
s16_baseline_excursion,cnn_waveform,brier,0.17761086442660823,0.17104293136919918,0.1815069150313162
s16_baseline_excursion,wave_latent_gate,auc,0.9902455844931373,0.9884407434957796,0.9926032019166884
s16_baseline_excursion,wave_latent_gate,ap,0.7649575049344496,0.7406015764228098,0.786507184186543
s16_baseline_excursion,wave_latent_gate,brier,0.03257380362679922,0.02948782442486717,0.041472473364252006
s16_baseline_excursion,ridge_latent_logistic_minus_traditional,auc_delta,-0.011968119339072825,-0.014484812208310549,-0.009741797630200999
s16_baseline_excursion,gbt_latent_hand_minus_traditional,auc_delta,4.0415723771669576e-05,3.888897008019754e-05,4.1399439677292094e-05
s16_baseline_excursion,mlp_latent_hand_minus_traditional,auc_delta,-1.5735390864635157e-05,-3.788554841810399e-05,-3.2523041350041026e-06
s16_baseline_excursion,cnn_waveform_minus_traditional,auc_delta,-0.2078875558894664,-0.23777761116740248,-0.17994464055932924
s16_baseline_excursion,wave_latent_gate_minus_traditional,auc_delta,-0.009711886161015704,-0.01129217814654071,-0.00840987413261729
s16_adaptive_lowering,traditional_hand_pca_logistic,auc,0.998219998357394,0.9979192384651484,0.998671862157913
s16_adaptive_lowering,traditional_hand_pca_logistic,ap,0.9876783754585452,0.9847360895636033,0.9914207849404577
s16_adaptive_lowering,traditional_hand_pca_logistic,brier,0.009272319439339696,0.008208323548081597,0.010631321965370972
s16_adaptive_lowering,ridge_latent_logistic,auc,0.940818525564663,0.9329611745739248,0.9488163772824012
s16_adaptive_lowering,ridge_latent_logistic,ap,0.8837912750722761,0.8505012949104757,0.9044273275851842
s16_adaptive_lowering,ridge_latent_logistic,brier,0.04699464322818658,0.04393636283030925,0.0504893802059362
s16_adaptive_lowering,gbt_latent_hand,auc,0.9999909479474988,0.9999862079368509,0.9999938209064148
s16_adaptive_lowering,gbt_latent_hand,ap,0.9999214568129013,0.9998891296055774,0.9999573083708211
s16_adaptive_lowering,gbt_latent_hand,brier,0.0012836525648772402,0.0011587200067499674,0.0014745549165702113
s16_adaptive_lowering,mlp_latent_hand,auc,0.9987208638546934,0.998221232259429,0.9990076608300219
s16_adaptive_lowering,mlp_latent_hand,ap,0.9921004473891621,0.9902963582475216,0.9941406367167276
s16_adaptive_lowering,mlp_latent_hand,brier,0.0075848755052482005,0.006429290578507905,0.009144565228208583
s16_adaptive_lowering,cnn_waveform,auc,0.8045137895103601,0.785922476674621,0.8271399349744872
s16_adaptive_lowering,cnn_waveform,ap,0.6108724548838056,0.5851172469911947,0.6409951898599022
s16_adaptive_lowering,cnn_waveform,brier,0.16572430165932955,0.16147241504915952,0.16913645836914082
s16_adaptive_lowering,wave_latent_gate,auc,0.9549402520464113,0.9457563804275393,0.962285694859207
s16_adaptive_lowering,wave_latent_gate,ap,0.9058126523343669,0.8743264372363481,0.9298276669997474
s16_adaptive_lowering,wave_latent_gate,brier,0.05903723078545337,0.05167363519426485,0.06729517328129873
s16_adaptive_lowering,ridge_latent_logistic_minus_traditional,auc_delta,-0.05740147279273089,-0.06916609328998213,-0.05063837988347364
s16_adaptive_lowering,gbt_latent_hand_minus_traditional,auc_delta,0.00177094959010482,0.0017674061083118309,0.0017749555716473076
s16_adaptive_lowering,mlp_latent_hand_minus_traditional,auc_delta,0.0005008654972994409,8.438340042760117e-05,0.0009055817535794652
s16_adaptive_lowering,cnn_waveform_minus_traditional,auc_delta,-0.19370620884703382,-0.22242908658185312,-0.16709940359918418
s16_adaptive_lowering,wave_latent_gate_minus_traditional,auc_delta,-0.043279746310982636,-0.054081789455304397,-0.034333113175660124
p09_dropout_delayed_peak,traditional_hand_pca_logistic,auc,0.9990601835464197,0.9985310209018924,0.9993537424804748
p09_dropout_delayed_peak,traditional_hand_pca_logistic,ap,0.9910403218052269,0.9881337901779865,0.9934069605460296
p09_dropout_delayed_peak,traditional_hand_pca_logistic,brier,0.010334098784974769,0.005758680512245643,0.01351634535442163
p09_dropout_delayed_peak,ridge_latent_logistic,auc,0.9561982621803174,0.9460740738863171,0.961838924434043
p09_dropout_delayed_peak,ridge_latent_logistic,ap,0.8167686651316736,0.8071294082519247,0.8298201365163181
p09_dropout_delayed_peak,ridge_latent_logistic,brier,0.06096740147892271,0.055505127861471326,0.07065911511596859
p09_dropout_delayed_peak,gbt_latent_hand,auc,0.9999996130040554,0.999999224659349,0.9999998287355885
p09_dropout_delayed_peak,gbt_latent_hand,ap,0.9999963395334154,0.9999926726510524,0.9999991387757231
p09_dropout_delayed_peak,gbt_latent_hand,brier,0.00028374360311027546,0.00018430351927992548,0.000418997003933939
p09_dropout_delayed_peak,mlp_latent_hand,auc,0.999820126843518,0.999740096691975,0.9998848726385583
p09_dropout_delayed_peak,mlp_latent_hand,ap,0.9982111369273391,0.997651613546929,0.9985329764738416
p09_dropout_delayed_peak,mlp_latent_hand,brier,0.003446256614321117,0.002701597537589775,0.004965309326634617
p09_dropout_delayed_peak,cnn_waveform,auc,0.895123836703383,0.8696361364446313,0.9234012590783521
p09_dropout_delayed_peak,cnn_waveform,ap,0.7073772026161194,0.6764856352939042,0.7295792455157702
p09_dropout_delayed_peak,cnn_waveform,brier,0.1442975820262255,0.13798222995330045,0.14889265200891727
p09_dropout_delayed_peak,wave_latent_gate,auc,0.9635402452994586,0.9519821842214868,0.9694758036282912
p09_dropout_delayed_peak,wave_latent_gate,ap,0.816882320565598,0.7858295729889321,0.8354657491532778
p09_dropout_delayed_peak,wave_latent_gate,brier,0.11242444655360413,0.09519338512153648,0.13001987116094157
p09_dropout_delayed_peak,ridge_latent_logistic_minus_traditional,auc_delta,-0.04286192136610223,-0.047336558420595365,-0.03883440931570703
p09_dropout_delayed_peak,gbt_latent_hand_minus_traditional,auc_delta,0.0009394294576356987,0.0009391917948915474,0.0009396776994194944
p09_dropout_delayed_peak,mlp_latent_hand_minus_traditional,auc_delta,0.0007599432970982756,0.0007003956890270224,0.0008019637824058234
p09_dropout_delayed_peak,cnn_waveform_minus_traditional,auc_delta,-0.10393634684303665,-0.13094252817627572,-0.0821809552268069
p09_dropout_delayed_peak,wave_latent_gate_minus_traditional,auc_delta,-0.03551993824696109,-0.04477307006740061,-0.02862614787561657
p07_saturation_boundary,traditional_hand_pca_logistic,auc,0.9998333665116776,0.999776816594516,0.9998580273345614
