target,method,metric,value,ci_low,ci_high
p07_saturation_boundary,traditional_hand_pca_logistic,ap,0.9984723092814015,0.9975709153319907,0.998895122018429
p07_saturation_boundary,traditional_hand_pca_logistic,brier,0.011472356613820279,0.009043952356189853,0.01364851225581775
p07_saturation_boundary,ridge_latent_logistic,auc,0.944395049152353,0.9334398045687093,0.9527128948961637
p07_saturation_boundary,ridge_latent_logistic,ap,0.6165937270652403,0.5735090821105664,0.6694644272739807
p07_saturation_boundary,ridge_latent_logistic,brier,0.13404731103620915,0.0997714610649935,0.1631945942115261
p07_saturation_boundary,gbt_latent_hand,auc,0.9999981533780924,0.999995614824433,0.999999170733911
p07_saturation_boundary,gbt_latent_hand,ap,0.9999838692911881,0.999971353147472,0.9999970724764096
p07_saturation_boundary,gbt_latent_hand,brier,0.0006310092578522206,0.0004995253045663625,0.0007926712046424452
p07_saturation_boundary,mlp_latent_hand,auc,0.9997880865579881,0.9997316508509452,0.9998334753941669
p07_saturation_boundary,mlp_latent_hand,ap,0.9980860626891113,0.997358366796038,0.998512279603247
p07_saturation_boundary,mlp_latent_hand,brier,0.005779783370332114,0.003961755394837643,0.006857427232397465
p07_saturation_boundary,cnn_waveform,auc,0.8951573456892052,0.8668834028173703,0.9314302604110529
p07_saturation_boundary,cnn_waveform,ap,0.420082850614901,0.32548521859872787,0.5060304086469998
p07_saturation_boundary,cnn_waveform,brier,0.21982952506723882,0.21614709151869915,0.22587341196793717
p07_saturation_boundary,wave_latent_gate,auc,0.9804755096672695,0.9769642552194359,0.9856377788121792
p07_saturation_boundary,wave_latent_gate,ap,0.8673086258154932,0.8429011275155821,0.8994672847009196
p07_saturation_boundary,wave_latent_gate,brier,0.08146775438569416,0.06188215777722033,0.09698561714876146
p07_saturation_boundary,ridge_latent_logistic_minus_traditional,auc_delta,-0.055438317359324696,-0.06492049272527789,-0.046439318760658654
p07_saturation_boundary,gbt_latent_hand_minus_traditional,auc_delta,0.0001647868664147456,0.00016385589188350203,0.00016611764872831447
p07_saturation_boundary,mlp_latent_hand_minus_traditional,auc_delta,-4.527995368952542e-05,-9.183493192976844e-05,5.772588294483683e-06
p07_saturation_boundary,cnn_waveform_minus_traditional,auc_delta,-0.1046760208224724,-0.12661078809061288,-0.07191843967662004
p07_saturation_boundary,wave_latent_gate_minus_traditional,auc_delta,-0.01935785684440816,-0.023897013314880144,-0.014807790540085408
s03_timing_tail,traditional_hand_pca_logistic,auc,0.9208579615063467,0.895346082874667,0.9365401304929574
s03_timing_tail,traditional_hand_pca_logistic,ap,0.15972457913436486,0.0792000065314115,0.21242853409922774
s03_timing_tail,traditional_hand_pca_logistic,brier,0.10842536671681643,0.08372384066009916,0.15735289362599084
s03_timing_tail,ridge_latent_logistic,auc,0.8301770294690277,0.7881510270257696,0.8576569397569556
s03_timing_tail,ridge_latent_logistic,ap,0.03791743016259132,0.015096430290387581,0.05028136588833491
s03_timing_tail,ridge_latent_logistic,brier,0.1767816153963837,0.13607769225364724,0.21340791232475054
s03_timing_tail,gbt_latent_hand,auc,0.9399306331822903,0.9086030487661132,0.9502404466361943
s03_timing_tail,gbt_latent_hand,ap,0.2476382642569089,0.17765153955202917,0.29434671797457346
s03_timing_tail,gbt_latent_hand,brier,0.10025766830928233,0.07891355844411824,0.13314968813975636
s03_timing_tail,mlp_latent_hand,auc,0.9339768380916434,0.9083473709640295,0.9439877242371187
s03_timing_tail,mlp_latent_hand,ap,0.18273599203462965,0.106091407938215,0.2375532811592797
s03_timing_tail,mlp_latent_hand,brier,0.07313435926790174,0.055558395393017705,0.09069228141630678
s03_timing_tail,cnn_waveform,auc,0.7898694252296031,0.7468219120221247,0.8435506230454458
s03_timing_tail,cnn_waveform,ap,0.02856839904312925,0.011913169711850151,0.042515958741168494
s03_timing_tail,cnn_waveform,brier,0.24430812072943148,0.24136247256616752,0.24614071396402012
s03_timing_tail,wave_latent_gate,auc,0.902498434625919,0.8703357387327062,0.9269428918229352
s03_timing_tail,wave_latent_gate,ap,0.08991113111848505,0.045020890259734006,0.10864472846189037
s03_timing_tail,wave_latent_gate,brier,0.13376625708430265,0.1006298124769653,0.16965398509855262
s03_timing_tail,ridge_latent_logistic_minus_traditional,auc_delta,-0.09068093203731897,-0.1368602802409774,-0.0702444702561642
s03_timing_tail,gbt_latent_hand_minus_traditional,auc_delta,0.01907267167594362,-0.004370357862948371,0.03055813579790656
s03_timing_tail,mlp_latent_hand_minus_traditional,auc_delta,0.013118876585296757,-0.0074134763821738225,0.024337533082489315
s03_timing_tail,cnn_waveform_minus_traditional,auc_delta,-0.13098853627674356,-0.1884120130953051,-0.09788991099416156
s03_timing_tail,wave_latent_gate_minus_traditional,auc_delta,-0.018359526880427635,-0.05070567823990135,-0.0029297517293821462
p04_charge_bias_tail,traditional_hand_pca_logistic,auc,0.9557388408677268,0.9466475439267584,0.9610169565142711
p04_charge_bias_tail,traditional_hand_pca_logistic,ap,0.6875013127975789,0.6735224248151908,0.7030522279722589
p04_charge_bias_tail,traditional_hand_pca_logistic,brier,0.07458515972524683,0.06250042207240568,0.08989982624958753
p04_charge_bias_tail,ridge_latent_logistic,auc,0.7990897781797525,0.7854902015228173,0.8046615611194505
p04_charge_bias_tail,ridge_latent_logistic,ap,0.42757987241784445,0.417036826872164,0.4448033028612175
p04_charge_bias_tail,ridge_latent_logistic,brier,0.15687356795006324,0.14208949200282645,0.1688786701828788
p04_charge_bias_tail,gbt_latent_hand,auc,0.9983007161726397,0.9970950319878812,0.9987878575770903
p04_charge_bias_tail,gbt_latent_hand,ap,0.9844827912162184,0.9827924267864205,0.9876095154950522
p04_charge_bias_tail,gbt_latent_hand,brier,0.016196575416382978,0.011861870412033742,0.0203436258034527
p04_charge_bias_tail,mlp_latent_hand,auc,0.9965033866470557,0.9954965092626514,0.9975361874204817
p04_charge_bias_tail,mlp_latent_hand,ap,0.965203997354233,0.9609529879721174,0.9700035324691201
p04_charge_bias_tail,mlp_latent_hand,brier,0.01977978735159398,0.015849673345278033,0.023927702632177122
p04_charge_bias_tail,cnn_waveform,auc,0.7408829715889896,0.7122601625360598,0.7664851697564845
p04_charge_bias_tail,cnn_waveform,ap,0.47076176899740924,0.43356407008754544,0.4945226798028689
p04_charge_bias_tail,cnn_waveform,brier,0.1915745183684294,0.18825156652432173,0.1965877101858165
p04_charge_bias_tail,wave_latent_gate,auc,0.8779337026623779,0.8635438948004031,0.8907615603114525
p04_charge_bias_tail,wave_latent_gate,ap,0.5379925203077474,0.516155908292463,0.5536800295448281
p04_charge_bias_tail,wave_latent_gate,brier,0.12651483217975618,0.11448773300144109,0.1488611484675214
p04_charge_bias_tail,ridge_latent_logistic_minus_traditional,auc_delta,-0.1566490626879743,-0.1692529403632328,-0.14980035983663242
p04_charge_bias_tail,gbt_latent_hand_minus_traditional,auc_delta,0.042561875304912955,0.04208171901479629,0.04300329976210615
p04_charge_bias_tail,mlp_latent_hand_minus_traditional,auc_delta,0.040764545779328976,0.03987878512370624,0.041597853323708134
p04_charge_bias_tail,cnn_waveform_minus_traditional,auc_delta,-0.21485586927873712,-0.23726488802433088,-0.18639940482450634
p04_charge_bias_tail,wave_latent_gate_minus_traditional,auc_delta,-0.07780513820534884,-0.09061858943823875,-0.06785468683576279
