dimension,stratum,method,method_label,traditional_calibration_loss,calibration_loss,ml_minus_traditional_calibration_loss,traditional_pull_width68,pull_width68,ml_minus_traditional_pull_width68,traditional_coverage68,coverage68,ml_minus_traditional_coverage68,traditional_coverage95,coverage95,ml_minus_traditional_coverage95,traditional_sigma68_ns,sigma68_ns,ml_minus_traditional_sigma68_ns,traditional_full_rms_ns,full_rms_ns,ml_minus_traditional_full_rms_ns,traditional_tail_frac_abs_gt5ns,tail_frac_abs_gt5ns,ml_minus_traditional_tail_frac_abs_gt5ns,traditional_calibration_ece,calibration_ece,ml_minus_traditional_calibration_ece,ml_minus_traditional_calibration_loss_ci_low,ml_minus_traditional_calibration_loss_ci_high
all,all,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.6590594203452015,0.05344836831331472,-0.6056110520318868,2.7120725531229497,0.9010218616401986,-1.811050691482751,0.3849912739965096,0.6319371727748692,0.24694589877835954,0.631588132635253,0.9609947643979058,0.3294066317626527,1.5510917109777835,1.503985568351275,-0.047106142626508474,2.666988996928635,2.415318800709231,-0.2516701962194041,0.019109947643979056,0.011431064572425828,-0.007678883071553228,0.3080550427526187,0.053068251133420785,-0.2549867916191979,-0.6967174063600767,-0.5068976092029263
all,all,cnn1d,1D-CNN residual scale model,0.6590594203452015,0.0973354136989118,-0.5617240066462896,2.7120725531229497,1.009827486398175,-1.7022450667247746,0.3849912739965096,0.4545375218150087,0.06954624781849911,0.631588132635253,0.9361256544502617,0.3045375218150087,1.5510917109777835,1.510096991761467,-0.04099471921631648,2.666988996928635,2.420418697948264,-0.2465702989803713,0.019109947643979056,0.012914485165794066,-0.00619546247818499,0.3080550427526187,0.1374878525257426,-0.17056719022687608,-0.6302797909792319,-0.4898268177460154
all,all,mlp,MLP residual scale model,0.6590594203452015,0.1034719656101751,-0.5555874547350264,2.7120725531229497,1.05181909683363,-1.6602534562893196,0.3849912739965096,0.5169284467713787,0.1319371727748691,0.631588132635253,0.8760034904013961,0.2444153577661431,1.5510917109777835,1.6447738012513373,0.09368209027355379,2.666988996928635,2.424531198736336,-0.2424577981922993,0.019109947643979056,0.01387434554973822,-0.005235602094240836,0.3080550427526187,0.12231121064284521,-0.18574383210977347,-0.6174038859105604,-0.5070515845134153
all,all,gradient_boosted_trees,HistGradientBoosting residual scale model,0.6590594203452015,0.10900688388818808,-0.5500525364570135,2.7120725531229497,1.045099754589835,-1.6669727985331146,0.3849912739965096,0.5027923211169284,0.11780104712041878,0.631588132635253,0.8697207678883071,0.23813263525305406,1.5510917109777835,1.5542951071875146,0.003203396209731091,2.666988996928635,2.315559803391101,-0.351429193537534,0.019109947643979056,0.015357766143106457,-0.003752181500872599,0.3080550427526187,0.13075137783115273,-0.17730366492146596,-0.5936632895221106,-0.4472059471888805
all,all,ridge,Ridge residual scale model,0.6590594203452015,0.11002074196340975,-0.5490386783817918,2.7120725531229497,1.0202372113235316,-1.691835341799418,0.3849912739965096,0.48106457242582895,0.09607329842931933,0.631588132635253,0.8717277486910995,0.24013961605584644,1.5510917109777835,1.5731825855146495,0.02209087453686598,2.666988996928635,2.5465901524293555,-0.12039884449927962,0.019109947643979056,0.01614310645724258,-0.002966841186736475,0.3080550427526187,0.13994858551003578,-0.1681064572425829,-0.5986183127454505,-0.46342142259231883
charge_bin,"charge[1000,4000)",ridge,Ridge residual scale model,1.765616942651459,0.06515681289830799,-1.700460129753151,6.5884335324003365,0.9518690881848682,-5.636564444215468,0.31666666666666665,0.6,0.2833333333333333,0.3333333333333333,1.0,0.6666666666666667,1.0061114869503969,0.87169415831917,-0.1344173286312269,0.8940325892006931,0.848246583118035,-0.04578600608265804,0.0,0.0,0.0,0.49134474606850004,0.07980684764110003,-0.4115378984274,,
charge_bin,"charge[1000,4000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,1.765616942651459,0.07862096746626657,-1.6869959751851924,6.5884335324003365,0.8831412381523005,-5.705292294248036,0.31666666666666665,0.6166666666666667,0.30000000000000004,0.3333333333333333,0.9666666666666667,0.6333333333333333,1.0061114869503969,1.2721752276531009,0.266063740702704,0.8940325892006931,1.232276837235866,0.33824424803517283,0.0,0.0,0.0,0.49134474606850004,0.11493561588036669,-0.3764091301881334,,
charge_bin,"charge[1000,4000)",cnn1d,1D-CNN residual scale model,1.765616942651459,0.11940154080523482,-1.646215401846224,6.5884335324003365,0.8565568432238273,-5.731876689176509,0.31666666666666665,0.5166666666666667,0.20000000000000007,0.3333333333333333,0.9333333333333333,0.6000000000000001,1.0061114869503969,1.2648210890297278,0.2587096020793309,0.8940325892006931,1.1589167834927008,0.2648841942920077,0.0,0.0,0.0,0.49134474606850004,0.1514735143077667,-0.3398712317607333,,
charge_bin,"charge[1000,4000)",gradient_boosted_trees,HistGradientBoosting residual scale model,1.765616942651459,0.19845166778902695,-1.567165274862432,6.5884335324003365,0.6752275670493921,-5.913205965350945,0.31666666666666665,0.45,0.13333333333333336,0.3333333333333333,0.8833333333333333,0.55,1.0061114869503969,1.824404528512562,0.8182930415621652,0.8940325892006931,1.8233838212941202,0.9293512320934272,0.0,0.0,0.0,0.49134474606850004,0.16967807940183335,-0.32166666666666666,,
charge_bin,"charge[1000,4000)",mlp,MLP residual scale model,1.765616942651459,0.21731902014696264,-1.5482979225044964,6.5884335324003365,0.5248869258569162,-6.0635466065434205,0.31666666666666665,0.5,0.18333333333333335,0.3333333333333333,0.9166666666666666,0.5833333333333333,1.0061114869503969,1.2400140871952223,0.23390260024482545,0.8940325892006931,1.2110501647795306,0.3170175755788376,0.0,0.0,0.0,0.49134474606850004,0.17814018097443338,-0.3132045650940667,,
