dimension,stratum,method,method_label,traditional_calibration_loss,calibration_loss,ml_minus_traditional_calibration_loss,traditional_pull_width68,pull_width68,ml_minus_traditional_pull_width68,traditional_coverage68,coverage68,ml_minus_traditional_coverage68,traditional_coverage95,coverage95,ml_minus_traditional_coverage95,traditional_sigma68_ns,sigma68_ns,ml_minus_traditional_sigma68_ns,traditional_full_rms_ns,full_rms_ns,ml_minus_traditional_full_rms_ns,traditional_tail_frac_abs_gt5ns,tail_frac_abs_gt5ns,ml_minus_traditional_tail_frac_abs_gt5ns,traditional_calibration_ece,calibration_ece,ml_minus_traditional_calibration_ece,ml_minus_traditional_calibration_loss_ci_low,ml_minus_traditional_calibration_loss_ci_high
charge_bin,"charge[14000,24000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.4605768965907845,0.0684683149081982,-0.3921085816825863,2.040017922448122,0.8294975356411126,-1.2105203868070094,0.41535893155258763,0.6464106844741235,0.2310517529215359,0.6824707846410685,0.9681135225375626,0.2856427378964941,1.543294096733852,1.5331001231816004,-0.0101939735522516,2.4350762322202217,2.1790157090502844,-0.2560605231699373,0.013856427378964942,0.007178631051752922,-0.00667779632721202,0.2674298879716719,0.048978465073466294,-0.2184514228982056,,
charge_bin,"charge[14000,24000)",mlp,MLP residual scale model,0.4605768965907845,0.09778369414924909,-0.3627932024415354,2.040017922448122,0.9540660706936245,-1.0859518517544977,0.41535893155258763,0.5202003338898163,0.10484140233722872,0.6824707846410685,0.8864774624373957,0.2040066777963272,1.543294096733852,1.6034145007689193,0.060120404035067354,2.4350762322202217,2.1892626923263823,-0.24581353989383947,0.013856427378964942,0.008347245409015025,-0.005509181969949917,0.2674298879716719,0.11918915148083288,-0.14824073649083902,,
charge_bin,"charge[14000,24000)",gradient_boosted_trees,HistGradientBoosting residual scale model,0.4605768965907845,0.10213934272893752,-0.35843755386184695,2.040017922448122,0.9858691878239737,-1.0541487346241483,0.41535893155258763,0.4931552587646077,0.07779632721202007,0.6824707846410685,0.8784641068447412,0.19599332220367272,1.543294096733852,1.5148987230850472,-0.028395373648804734,2.4350762322202217,2.1749591953781917,-0.26011703684203,0.013856427378964942,0.009348914858096828,-0.004507512520868114,0.2674298879716719,0.13335643221207263,-0.13407345575959925,,
charge_bin,"charge[14000,24000)",cnn1d,1D-CNN residual scale model,0.4605768965907845,0.1063019750183203,-0.3542749215724642,2.040017922448122,0.9501535501522522,-1.0898643722958699,0.41535893155258763,0.4524207011686144,0.03706176961602675,0.6824707846410685,0.9442404006677796,0.2617696160267111,1.543294096733852,1.559161926374658,0.01586782964080591,2.4350762322202217,2.252776084922575,-0.18230014729764665,0.013856427378964942,0.007512520868113523,-0.006343906510851419,0.2674298879716719,0.1393330599249274,-0.1280968280467445,,
charge_bin,"charge[14000,24000)",ridge,Ridge residual scale model,0.4605768965907845,0.1165141024169348,-0.34406279417384966,2.040017922448122,0.9616756582539544,-1.0783422641941676,0.41535893155258763,0.47178631051752923,0.0564273789649416,0.6824707846410685,0.8766277128547579,0.19415692821368946,1.543294096733852,1.5583063711724794,0.015012274438627404,2.4350762322202217,2.3250234517093764,-0.11005278051084533,0.013856427378964942,0.010350584307178631,-0.003505843071786311,0.2674298879716719,0.1434565991569808,-0.12397328881469108,,
charge_bin,"charge[24000,40000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.45485422599922465,0.048944994995214305,-0.40590923100401033,1.9618561757251736,1.0478770883537236,-0.91397908737145,0.39403973509933776,0.6004415011037527,0.20640176600441495,0.6669426048565121,0.9420529801324503,0.2751103752759382,1.7752475548945676,1.5526248683459372,-0.2226226865486305,3.007242040194987,2.531638275283633,-0.47560376491135425,0.030629139072847682,0.018211920529801324,-0.012417218543046359,0.28585357609057505,0.05770788072633665,-0.2281456953642384,,
charge_bin,"charge[24000,40000)",cnn1d,1D-CNN residual scale model,0.45485422599922465,0.13451933012386835,-0.3203348958753563,1.9618561757251736,1.1537505878087373,-0.8081055879164363,0.39403973509933776,0.47240618101545256,0.0783664459161148,0.6669426048565121,0.9122516556291391,0.245309050772627,1.7752475548945676,1.5424867664452473,-0.23276078844932035,3.007242040194987,2.557382416912027,-0.4498596232829599,0.030629139072847682,0.021799116997792495,-0.008830022075055188,0.28585357609057505,0.13629507719432782,-0.14955849889624723,,
charge_bin,"charge[24000,40000)",ridge,Ridge residual scale model,0.45485422599922465,0.16250583827783982,-0.29234838772138483,1.9618561757251736,1.217959313581356,-0.7438968621438176,0.39403973509933776,0.5077262693156733,0.11368653421633557,0.6669426048565121,0.8369205298013245,0.16997792494481234,1.7752475548945676,1.7269656971348821,-0.04828185775968552,3.007242040194987,2.829788765151938,-0.17745327504304909,0.030629139072847682,0.02924944812362031,-0.0013796909492273732,0.28585357609057505,0.1440213465100011,-0.14183222958057395,,
charge_bin,"charge[24000,40000)",mlp,MLP residual scale model,0.45485422599922465,0.1804807980202745,-0.27437342797895015,1.9618561757251736,1.2894452452663265,-0.672410930458847,0.39403973509933776,0.4980684326710817,0.10402869757174393,0.6669426048565121,0.8463024282560706,0.17935982339955847,1.7752475548945676,1.6935088799812412,-0.08173867491332643,3.007242040194987,2.495653373363804,-0.5115886668311829,0.030629139072847682,0.021799116997792495,-0.008830022075055188,0.28585357609057505,0.14415931560492384,-0.1416942604856512,,
charge_bin,"charge[24000,40000)",gradient_boosted_trees,HistGradientBoosting residual scale model,0.45485422599922465,0.1876522524362362,-0.26720197356298847,1.9618561757251736,1.3048860298175906,-0.656970145907583,0.39403973509933776,0.5035871964679912,0.10954746136865345,0.6669426048565121,0.831953642384106,0.16501103752759383,1.7752475548945676,1.6379130992906146,-0.13733445560395308,3.007242040194987,2.3669697658837845,-0.6402722743112026,0.030629139072847682,0.02566225165562914,-0.004966887417218544,0.28585357609057505,0.14857432664245143,-0.1372792494481236,,
charge_bin,"charge[4000,8000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,2.0763435762620372,0.09575143880153418,-1.980592137460503,7.372129540526859,0.7658884719276896,-6.60624106859917,0.14385964912280702,0.6596491228070176,0.5157894736842106,0.2,0.9614035087719298,0.7614035087719297,1.2660451706576048,1.2287935903784133,-0.03725158027919151,3.240680485252717,3.394902497301738,0.1542220120490212,0.010526315789473684,0.017543859649122806,0.007017543859649122,0.6444149215070964,0.11445034903191403,-0.5299645724751825,,
charge_bin,"charge[4000,8000)",cnn1d,1D-CNN residual scale model,2.0763435762620372,0.14451176237089555,-1.9318318138911417,7.372129540526859,0.8395836799499881,-6.532545860576871,0.14385964912280702,0.42105263157894735,0.2771929824561403,0.2,0.9543859649122807,0.7543859649122806,1.2660451706576048,1.2359075277002205,-0.030137642957384303,3.240680485252717,3.37807792962709,0.1373974443743733,0.010526315789473684,0.010526315789473684,0.0,0.6444149215070964,0.15160790396323687,-0.4928070175438596,,
charge_bin,"charge[4000,8000)",ridge,Ridge residual scale model,2.0763435762620372,0.17414343476416627,-1.9022001414978709,7.372129540526859,0.6181566321185964,-6.7539729084082625,0.14385964912280702,0.5157894736842106,0.37192982456140355,0.2,0.968421052631579,0.7684210526315789,1.2660451706576048,1.1405334921051773,-0.1255116785524275,3.240680485252717,3.1716815726847334,-0.06899891256798352,0.010526315789473684,0.014035087719298246,0.003508771929824562,0.6444149215070964,0.129409300090893,-0.5150056214162034,,
charge_bin,"charge[4000,8000)",mlp,MLP residual scale model,2.0763435762620372,0.18502152003504452,-1.8913220562269928,7.372129540526859,0.509427803497571,-6.862701737029288,0.14385964912280702,0.5614035087719298,0.4175438596491228,0.2,0.9368421052631579,0.736842105263158,1.2660451706576048,1.3215496028733151,0.05550443221571033,3.240680485252717,3.345651763774012,0.10497127852129529,0.010526315789473684,0.02456140350877193,0.014035087719298246,0.6444149215070964,0.11507000553583685,-0.5293449159712595,,
charge_bin,"charge[4000,8000)",gradient_boosted_trees,HistGradientBoosting residual scale model,2.0763435762620372,0.19667095536279228,-1.879672620899245,7.372129540526859,0.49638550447362917,-6.87574403605323,0.14385964912280702,0.519298245614035,0.375438596491228,0.2,0.9333333333333333,0.7333333333333334,1.2660451706576048,1.2021436401034302,-0.06390153055417458,3.240680485252717,3.3454855339426843,0.10480504868996743,0.010526315789473684,0.010526315789473684,0.0,0.6444149215070964,0.10301141273516669,-0.5414035087719298,,
charge_bin,"charge[40000,80000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,2.545626564010397,0.2840102129840171,-2.26161635102638,9.133472017836088,1.6468778454913016,-7.486594172344786,0.06666666666666667,0.5,0.43333333333333335,0.2,0.8333333333333334,0.6333333333333333,6.492592572886215,3.6783956645461124,-2.8141969083401026,10.009406605430389,8.968320738613297,-1.0410858668170917,0.3333333333333333,0.26666666666666666,-0.06666666666666665,0.6830114127351667,0.1898068476411,-0.49320456509406674,,
charge_bin,"charge[40000,80000)",ridge,Ridge residual scale model,2.545626564010397,0.3208576275817113,-2.224768936428686,9.133472017836088,1.5942675038820786,-7.539204513954009,0.06666666666666667,0.5,0.43333333333333335,0.2,0.7,0.49999999999999994,6.492592572886215,6.602684110946087,0.11009153805987193,10.009406605430389,9.986116399814605,-0.02329020561578332,0.3333333333333333,0.4,0.06666666666666671,0.6830114127351667,0.2564735143077667,-0.42653789842740003,,
charge_bin,"charge[40000,80000)",mlp,MLP residual scale model,2.545626564010397,0.39101967215156586,-2.154606891858831,9.133472017836088,1.6447869139222302,-7.488685103913857,0.06666666666666667,0.43333333333333335,0.3666666666666667,0.2,0.6333333333333333,0.4333333333333333,6.492592572886215,5.650895840988243,-0.8416967318979722,10.009406605430389,9.98866386726068,-0.02074273816970873,0.3333333333333333,0.36666666666666664,0.033333333333333326,0.6830114127351667,0.35326894921370006,-0.3297424635214667,,
charge_bin,"charge[40000,80000)",gradient_boosted_trees,HistGradientBoosting residual scale model,2.545626564010397,0.39779610060609705,-2.1478304634042997,9.133472017836088,1.9020213959796215,-7.231450621856466,0.06666666666666667,0.5,0.43333333333333335,0.2,0.7,0.49999999999999994,6.492592572886215,4.56458454410279,-1.9280080287834247,10.009406605430389,7.591244183502961,-2.418162421927428,0.3333333333333333,0.3,-0.033333333333333326,0.6830114127351667,0.2564735143077667,-0.42653789842740003,,
charge_bin,"charge[40000,80000)",cnn1d,1D-CNN residual scale model,2.545626564010397,0.4959296658326381,-2.049696898177759,9.133472017836088,2.0846844251250523,-7.048787592711035,0.06666666666666667,0.4,0.33333333333333337,0.2,0.6333333333333333,0.4333333333333333,6.492592572886215,4.8510187365713175,-1.6415738363148975,10.009406605430389,8.902630851096086,-1.1067757543343024,0.3333333333333333,0.3333333333333333,0.0,0.6830114127351667,0.2996780794018334,-0.38333333333333336,,
charge_bin,"charge[8000,14000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,1.954186190824984,0.11404014968612768,-1.8401460411388564,7.473081021355483,0.6765141414616889,-6.796566879893795,0.29503738953093134,0.6485384092454113,0.35350101971447995,0.4418762746430999,0.9809653297076818,0.5390890550645819,1.238845681835671,1.32382727913322,0.08498159729754895,2.150832367144067,2.414546167004788,0.26371379986072085,0.009517335146159076,0.006118286879673691,-0.003399048266485385,0.4478879139814843,0.06755832760692897,-0.38032958637455533,,
charge_bin,"charge[8000,14000)",gradient_boosted_trees,HistGradientBoosting residual scale model,1.954186190824984,0.15367868860173914,-1.8005075022232448,7.473081021355483,0.6586906598692437,-6.8143903614862396,0.29503738953093134,0.5390890550645819,0.2440516655336506,0.4418762746430999,0.9177430319510537,0.47586675730795375,1.238845681835671,1.354356399663522,0.11551071782785094,2.150832367144067,2.112652236076957,-0.03818013106711016,0.009517335146159076,0.007477906186267845,-0.002039428959891231,0.4478879139814843,0.09754800915483583,-0.35033990482664845,,
charge_bin,"charge[8000,14000)",mlp,MLP residual scale model,1.954186190824984,0.15443978555651186,-1.7997464052684722,7.473081021355483,0.7011300244767911,-6.771950996878692,0.29503738953093134,0.5438477226376615,0.24881033310673012,0.4418762746430999,0.8980285520054385,0.4561522773623386,1.238845681835671,1.4049738753187166,0.16612819348304564,2.150832367144067,2.438977452551817,0.28814508540774986,0.009517335146159076,0.009517335146159076,0.0,0.4478879139814843,0.12807594920893847,-0.3198119647725458,,
charge_bin,"charge[8000,14000)",ridge,Ridge residual scale model,1.954186190824984,0.15469331686626672,-1.7994928739587173,7.473081021355483,0.7933473065664018,-6.679733714789082,0.29503738953093134,0.44119646498980286,0.14615907545887152,0.4418762746430999,0.9170632222977566,0.4751869476546567,1.238845681835671,1.3279465556816288,0.08910087384595777,2.150832367144067,2.1403812752863427,-0.010451091857724304,0.009517335146159076,0.009517335146159076,0.0,0.4478879139814843,0.13769076918202822,-0.3101971447994561,,
charge_bin,"charge[8000,14000)",cnn1d,1D-CNN residual scale model,1.954186190824984,0.15849627739777186,-1.7956899134272122,7.473081021355483,0.7863271707626112,-6.686753850592872,0.29503738953093134,0.42420122365737595,0.1291638341264446,0.4418762746430999,0.964649898028552,0.5227736233854521,1.238845681835671,1.3460997850676713,0.10725410323200024,2.150832367144067,2.1258987925366757,-0.024933574607391318,0.009517335146159076,0.006118286879673691,-0.003399048266485385,0.4478879139814843,0.14717411384552243,-0.3007138001359619,,
