dimension,stratum,method,method_label,n_runs,n_events,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,coverage68_error,coverage95_error,calibration_ece,calibration_loss,sigma68_ci_low_ns,sigma68_ci_high_ns,pull_width68_ci_low,pull_width68_ci_high,coverage68_ci_low,coverage68_ci_high,coverage95_ci_low,coverage95_ci_high,calibration_loss_ci_low,calibration_loss_ci_high
charge_bin,"charge[1000,4000)",cnn1d,1D-CNN residual scale model,7,31,60,1.3510703670191424,1.8308691371562702,1.2648210890297278,1.1589167834927008,0.0,0.8565568432238273,0.5166666666666667,0.9333333333333333,0.1660228254703333,0.016666666666666607,0.1514735143077667,0.11940154080523482,1.1064879953077602,1.4162862009311927,0.6442595727777674,1.3357026463148978,0.41939393939393943,0.6751019991840065,0.8661111111111112,1.0,0.09449334723839303,0.22175524005890448
charge_bin,"charge[1000,4000)",gradient_boosted_trees,HistGradientBoosting residual scale model,7,31,60,2.2021718274993747,2.3851255123600836,1.824404528512562,1.8233838212941202,0.0,0.6752275670493921,0.45,0.8833333333333333,0.23268949213700002,0.06666666666666665,0.16967807940183335,0.19845166778902695,1.3879384588092207,2.1780484515237504,0.48488257669869816,0.9308363794953468,0.2576097178683386,0.6937083333333334,0.8075,0.9556462585034013,0.13509705826021312,0.30347931005597595
charge_bin,"charge[1000,4000)",mlp,MLP residual scale model,7,31,60,1.959855245273079,2.3031059539382497,1.2400140871952223,1.2110501647795306,0.0,0.5248869258569162,0.5,0.9166666666666666,0.18268949213700003,0.033333333333333326,0.17814018097443338,0.21731902014696264,0.9758380683083174,1.5474006528731556,0.4283631360049894,0.9701591030838562,0.2579462365591398,0.7932216905901115,0.7839285714285714,1.0,0.13199666564279652,0.29447589180026157
charge_bin,"charge[1000,4000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,7,31,60,1.3180982159781114,1.9711894688615956,1.2721752276531009,1.232276837235866,0.0,0.8831412381523005,0.6166666666666667,0.9666666666666667,0.06602282547033334,0.01666666666666672,0.11493561588036669,0.07862096746626657,1.1859015025142206,1.4274231219781113,0.3776513350783615,1.1467570852726767,0.47316640986132513,0.7649847870182556,0.9166666666666666,1.0,0.06674763138403583,0.22019660043669328
charge_bin,"charge[1000,4000)",ridge,Ridge residual scale model,7,31,60,0.5055634995011147,0.5026701062905587,0.87169415831917,0.848246583118035,0.0,0.9518690881848682,0.6,1.0,0.08268949213700005,0.050000000000000044,0.07980684764110003,0.06515681289830799,0.6010824108212524,1.0770292394516203,0.4275629525472636,1.2046450743728958,0.3415071770334928,0.7437772397094431,1.0,1.0,0.04999218295971686,0.23528134943839016
charge_bin,"charge[1000,4000)",traditional,S02/S03/S04 atom robust-width baseline,7,31,60,1.297862333243906,1.8003279154374852,1.0061114869503969,0.8940325892006931,0.0,6.5884335324003365,0.31666666666666665,0.3333333333333333,0.3660228254703334,0.6166666666666667,0.49134474606850004,1.765616942651459,0.895231361452049,1.0785080357099253,5.881976248061008,8.113800767465227,0.22878787878787882,0.3750762195121951,0.23030303030303031,0.3903362897265336,1.5973315272849846,2.173444600474286
charge_bin,"charge[14000,24000)",cnn1d,1D-CNN residual scale model,7,3189,5990,1.3455049248875741,1.6945362530467456,1.559161926374658,2.252776084922575,0.007512520868113523,0.9501535501522522,0.4524207011686144,0.9442404006677796,0.23026879096838565,0.0057595993322203665,0.1393330599249274,0.1063019750183203,1.4108423418823464,1.691032271331267,0.8511460992247125,1.0246366717669355,0.3831681746050661,0.5249692858624487,0.9337127048669172,0.9592753518217364,0.09253057104341396,0.12967934555038627
charge_bin,"charge[14000,24000)",gradient_boosted_trees,HistGradientBoosting residual scale model,7,3189,5990,1.3769081876010931,1.6862227621112034,1.5148987230850472,2.1749591953781917,0.009348914858096828,0.9858691878239737,0.4931552587646077,0.8784641068447412,0.18953423337239234,0.07153589315525877,0.13335643221207263,0.10213934272893752,1.3641183511030055,1.7682872255150233,0.8284772119093007,1.1842981553740333,0.38070829370558446,0.5818759504332025,0.8000226370207194,0.9280242565175347,0.08385937634235575,0.21555899937251935
charge_bin,"charge[14000,24000)",mlp,MLP residual scale model,7,3189,5990,1.3662430629893079,1.6166322911589965,1.6034145007689193,2.1892626923263823,0.008347245409015025,0.9540660706936245,0.5202003338898163,0.8864774624373957,0.16248915824718368,0.06352253756260429,0.11918915148083288,0.09778369414924909,1.4883321394792877,1.7414489771022952,0.8413690732524208,1.093478328692168,0.4348722601458963,0.5831583010322358,0.842032216973089,0.92101611450455,0.08083751597914557,0.1398495905804587
charge_bin,"charge[14000,24000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,7,3189,5990,1.335654866286198,1.6815794483225766,1.5331001231816004,2.1790157090502844,0.007178631051752922,0.8294975356411126,0.6464106844741235,0.9681135225375626,0.0362788076628765,0.0181135225375626,0.048978465073466294,0.0684683149081982,1.4061720716388721,1.6975603534988193,0.7378031788680869,0.910042091388546,0.5886107326760108,0.7189981595606926,0.9631875619814283,0.9756314924128001,0.04873862050226119,0.09776882456863777
charge_bin,"charge[14000,24000)",ridge,Ridge residual scale model,7,3189,5990,1.2877076030399608,1.5113839960995925,1.5583063711724794,2.3250234517093764,0.010350584307178631,0.9616756582539544,0.47178631051752923,0.8766277128547579,0.2109031816194708,0.07337228714524202,0.1434565991569808,0.1165141024169348,1.380458726014789,1.8028964353161394,0.8166457786069209,1.0704746866717556,0.41285951766339646,0.5695835055602138,0.8277777825340444,0.9378853791733895,0.08975144940920687,0.1623959440426584
charge_bin,"charge[14000,24000)",traditional,S02/S03/S04 atom robust-width baseline,7,3189,5990,1.1514774331806779,1.4684624659965415,1.543294096733852,2.4350762322202217,0.013856427378964942,2.040017922448122,0.41535893155258763,0.6824707846410685,0.2673305605844124,0.2675292153589315,0.2674298879716719,0.4605768965907845,1.3027002995833006,1.9848633601174699,1.5986673142769328,2.4011553020804492,0.31299805868554326,0.4838350187254486,0.5469490304236537,0.7533884016391346,0.30537508646298167,0.6460681362005551
charge_bin,"charge[24000,40000)",cnn1d,1D-CNN residual scale model,7,1871,3624,0.8996888508754936,0.8896899964902047,1.5424867664452473,2.557382416912027,0.021799116997792495,1.1537505878087373,0.47240618101545256,0.9122516556291391,0.21028331112154747,0.03774834437086083,0.13629507719432782,0.13451933012386835,1.3765248660478926,1.7005449087868638,1.0435778209721387,1.3210532518855533,0.39238733836896683,0.5438117944505869,0.8915691241289756,0.9325027769987698,0.07810286180984677,0.21374034304053133
charge_bin,"charge[24000,40000)",gradient_boosted_trees,HistGradientBoosting residual scale model,7,1871,3624,0.8424979117565705,0.8055761562010737,1.6379130992906146,2.3669697658837845,0.02566225165562914,1.3048860298175906,0.5035871964679912,0.831953642384106,0.17910229566900882,0.118046357615894,0.14857432664245143,0.1876522524362362,1.4697700008240149,1.9216212799309174,1.1352545971422605,1.5722906834405261,0.41193111816315103,0.5750965351725241,0.7534172517847972,0.8893513495329198,0.0989845955261195,0.317579030034518
charge_bin,"charge[24000,40000)",mlp,MLP residual scale model,7,1871,3624,0.8673243905873969,0.7830877585837115,1.6935088799812412,2.495653373363804,0.021799116997792495,1.2894452452663265,0.4980684326710817,0.8463024282560706,0.18462105946591834,0.10369757174392935,0.14415931560492384,0.1804807980202745,1.5544187964882028,1.8340125946102412,1.2008264940999678,1.422941717642388,0.43814147905552964,0.5482092134411598,0.8026169414223954,0.8798623526470464,0.12776433934951065,0.25300668089694534
charge_bin,"charge[24000,40000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,7,1871,3624,0.8544363169540191,0.8188702940347774,1.5526248683459372,2.531638275283633,0.018211920529801324,1.0478770883537236,0.6004415011037527,0.9420529801324503,0.08224799103324731,0.007947019867549643,0.05770788072633665,0.048944994995214305,1.3852878403324944,1.7281060040004166,0.9947284133733005,1.1275573705581299,0.5603435366445005,0.6381769114793806,0.9250374043382055,0.9536156852382778,0.02827837379995997,0.07911795609710619
charge_bin,"charge[24000,40000)",ridge,Ridge residual scale model,7,1871,3624,1.097845068439194,0.95756313647518,1.7269656971348821,2.829788765151938,0.02924944812362031,1.217959313581356,0.5077262693156733,0.8369205298013245,0.1749632228213267,0.11307947019867548,0.1440213465100011,0.16250583827783982,1.5240951333374564,1.9638547863807123,1.052788186367886,1.3871321005517392,0.4269549135989352,0.5863790202801819,0.7805058630372617,0.9022086175492641,0.0687357785097769,0.2579657989435097
charge_bin,"charge[24000,40000)",traditional,S02/S03/S04 atom robust-width baseline,7,1871,3624,1.2354465957091416,1.137440927426244,1.7752475548945676,3.007242040194987,0.030629139072847682,1.9618561757251736,0.39403973509933776,0.6669426048565121,0.28864975703766227,0.2830573951434878,0.28585357609057505,0.45485422599922465,1.5115079387613026,2.04486957919194,1.6269414627432193,2.1824084050544115,0.3485662026468313,0.4622693891573307,0.6102340275542467,0.7395331213312333,0.3223312775138569,0.5516021319102273
charge_bin,"charge[4000,8000)",cnn1d,1D-CNN residual scale model,7,175,285,1.2607002820034263,1.9546800993857405,1.2359075277002205,3.37807792962709,0.010526315789473684,0.8395836799499881,0.42105263157894735,0.9543859649122807,0.2616368605580527,0.004385964912280715,0.15160790396323687,0.14451176237089555,1.1341349944759584,1.2964271440150028,0.5615435726392474,0.9523887003744789,0.29114718309859156,0.5841052103599221,0.9205040464461647,0.9825947368421052,0.08360955900822009,0.22840261702680964
charge_bin,"charge[4000,8000)",gradient_boosted_trees,HistGradientBoosting residual scale model,7,175,285,1.619514415645035,2.074198329606752,1.2021436401034302,3.3454855339426843,0.010526315789473684,0.49638550447362917,0.519298245614035,0.9333333333333333,0.163391246522965,0.016666666666666607,0.10301141273516669,0.19667095536279228,0.9633908409397366,1.3858284549996895,0.3534052766033933,0.5888923691945457,0.4178378510497886,0.6366466894977169,0.9110423110914715,0.9726719076860787,0.15463317612183888,0.26616821914439037
