method,delay_samples,scale_bin,n,n_injected,roc_auc,average_precision,fixed_95_clean_rejection,real_minus_shuffled_auc,frontier_pass,fit_delay_bias_samples,fit_delay_rms_samples,fit_failure_rate
fit-output ExtraTrees calibration,4,high,74,37,0.7567567567567568,0.779110185693576,0.40540540540540543,0.3400292184075968,False,0.3333333333333333,1.1902380714238083,0.3513513513513513
fit-output ExtraTrees calibration,4,low,68,34,0.7339965397923875,0.6724745988877425,0.08823529411764706,0.2028546712802768,False,-0.10714285714285714,1.3228756555322954,0.17647058823529416
fit-output ExtraTrees calibration,4,mid,66,33,0.7470156106519742,0.7858081157695787,0.42424242424242425,0.27594123048668495,False,0.17391304347826086,1.285369173834303,0.303030303030303
fit-output ExtraTrees calibration,5,high,82,41,0.8643664485425341,0.8882605543695704,0.5609756097560976,0.3944080904223675,False,0.03225806451612903,0.7405316311773545,0.24390243902439024
fit-output ExtraTrees calibration,5,low,78,39,0.6048652202498357,0.5945383708191013,0.10256410256410256,0.053254437869822535,False,-0.4583333333333333,1.5138251770487459,0.3846153846153846
fit-output ExtraTrees calibration,5,mid,72,36,0.7955246913580247,0.8198882111779341,0.4166666666666667,0.3209876543209877,False,-0.3548387096774194,1.2572371141874243,0.13888888888888884
fit-output ExtraTrees calibration,6,high,88,44,0.8225723140495868,0.8440894528101567,0.4318181818181818,0.4424070247933884,False,-0.95,1.70293863659264,0.09090909090909094
fit-output ExtraTrees calibration,6,low,74,37,0.6848064280496714,0.7357416667695025,0.2972972972972973,0.2151205259313368,False,-0.3181818181818182,0.9293203772845852,0.4054054054054054
fit-output ExtraTrees calibration,6,mid,62,31,0.7034339229968783,0.7000406184709932,0.16129032258064516,0.21175858480749227,False,-0.8333333333333334,1.509230856356236,0.4193548387096774
fit-output logistic calibration,2,high,60,30,0.6144444444444445,0.6696118043381846,0.2,0.14,False,1.6363636363636365,2.467976720090587,0.2666666666666667
fit-output logistic calibration,2,low,82,41,0.5499702558001189,0.5632793715269334,0.04878048780487805,0.05443188578227243,False,2.230769230769231,2.8419928002940256,0.36585365853658536
