method,family,n_low_amplitude,amplitude_q25_adc,low_amp_bias_adc,low_amp_mae_adc,low_amp_q05_residual_adc,low_amp_q95_residual_adc
hist_gradient_boosted_trees,ml,6719,2234.0,-2.7604248559425133,25.945149180111226,-70.0683257699091,63.23142622737402
mlp,ml,6719,2234.0,-13.156162891797129,45.10138629478073,-79.12010530934384,88.87511044242139
traditional_calibrated_sorted_baseline,traditional,6719,2234.0,-132.41572406608125,171.18875576722726,-1060.175,12.5
sorted_residual_net,new_architecture,6719,2234.0,-153.4015486487712,199.54210330255154,-1571.3652343749998,71.31342773437493
ridge,ml,6719,2234.0,55.874273551395675,245.3733601735264,-701.1182785892896,298.11203453225306
one_dimensional_cnn,ml,6719,2234.0,-158.30361530152368,248.31859134311281,-2125.123046875,118.8548828125
sorted_baseline_direct,traditional,6719,2234.0,-602.7757850870665,602.7757850870665,-4137.25,-2.0
