method,heldout_run,veto_fraction,timing_sigma68_delta_ns,charge_logamp_delta,baseline_final_fraction_delta,topology_n_downstream_delta
transparent P02 morphology,61.142857142857146,0.04344857444302382,-0.05052599590985597,0.023019409369939785,0.04530625864813816,0.0027479808822594392
traditional timing template reference,61.142857142857146,0.08288190469742081,0.00288746416147434,0.005913819380941376,-0.08002590329386772,0.006215138600722029
random forest s07h,61.142857142857146,0.04834038861862363,-0.008003768067994283,-0.003077451542208541,-0.008123464403028286,0.0015435949061998347
ridge logistic,61.142857142857146,0.04733654709247432,-0.0034375750585637277,0.003221239499010764,-0.0007941187158980843,0.0028355496772282584
gradient boosted trees,61.142857142857146,0.046801662205785556,-0.0077756168810348015,-0.005954226924848578,-0.008150933244718826,0.0004334909269556597
mlp,61.142857142857146,0.04809269317191183,-0.004743637070747938,0.0034992068019959227,-0.0011382320453574607,0.003105619526051865
cnn 1d,61.142857142857146,0.05171737575812607,-0.007253945827436358,-0.02663221998870632,1.4419788469027806e-05,-0.013018029668576934
residual tcn fusion,61.142857142857146,0.04877638281679978,-0.007479442280185108,-0.010746731810031131,-0.009406209381384058,-0.002255134545786852
