heldout_run,candidate,sign,train_auc,train_ap,selected
58,q_mean,high_bad,0.5524146769189262,0.03429100102853806,
58,q_mean,low_bad,0.4475853230810738,0.02655787318165648,
58,q_max,high_bad,0.6063064886011061,0.04328456147177737,
58,q_max,low_bad,0.39369351139889386,0.024291969170991898,
58,q_std,high_bad,0.7011398893835155,0.08857964828738209,
58,q_std,low_bad,0.29886011061648454,0.021392736378557587,
58,q_ds_mean,high_bad,0.546425198974774,0.03345815031248936,
58,q_ds_mean,low_bad,0.45357480102522596,0.027090928980035806,
58,q_ds_max,high_bad,0.6179009847565088,0.05066740569183378,
58,q_ds_max,low_bad,0.38209901524349116,0.023971743310852136,
58,q_ds_std,high_bad,0.7278564683663833,0.15906591157852076,
58,q_ds_std,low_bad,0.2721435316336166,0.03508739788742693,
58,q_b2_minus_ds_mean,high_bad,0.5268895643363728,0.037470345910856365,
58,q_b2_minus_ds_mean,low_bad,0.4731104356636271,0.04073098934726066,
58,q_ds_span,high_bad,0.7263523539727506,0.161618900815362,
58,q_ds_span,low_bad,0.27364764602724945,0.03509344573160769,
58,__selected__,high_bad,,,q_ds_span
59,q_mean,high_bad,0.5465712059224626,0.03529066137430092,
59,q_mean,low_bad,0.4534287940775375,0.027711344953842327,
59,q_max,high_bad,0.5991720241574129,0.046294281013185765,
59,q_max,low_bad,0.4008279758425872,0.025548702473803198,
59,q_std,high_bad,0.6905513345022405,0.09604606816216896,
59,q_std,low_bad,0.3094486654977596,0.022697757909677013,
59,q_ds_mean,high_bad,0.5413695694525619,0.03461129891231303,
59,q_ds_mean,low_bad,0.45863043054743813,0.028687490914266405,
59,q_ds_max,high_bad,0.608669394116501,0.05701771255640406,
59,q_ds_max,low_bad,0.39133060588349894,0.02546956272819078,
59,q_ds_std,high_bad,0.7086206896551724,0.16613966548733602,
59,q_ds_std,low_bad,0.29137931034482756,0.039355068986111415,
59,q_b2_minus_ds_mean,high_bad,0.4988492520138091,0.03742843598259762,
59,q_b2_minus_ds_mean,low_bad,0.5011507479861911,0.050137106865698375,
59,q_ds_span,high_bad,0.7059711669588934,0.1681008585375944,
59,q_ds_span,low_bad,0.29402883304110655,0.039428525803298024,
59,__selected__,high_bad,,,q_ds_span
60,q_mean,high_bad,0.5459922243361734,0.034717256973195894,
60,q_mean,low_bad,0.45400777566382655,0.026738986855881018,
60,q_max,high_bad,0.5939180246505088,0.044378319933121704,
60,q_max,low_bad,0.4060819753494913,0.024579571186404494,
60,q_std,high_bad,0.6838137976673009,0.09482352415594629,
60,q_std,low_bad,0.3161862023326992,0.021976524837367537,
60,q_ds_mean,high_bad,0.5425076515840848,0.033549535060092756,
60,q_ds_mean,low_bad,0.4574923484159153,0.0274920393886373,
60,q_ds_max,high_bad,0.6080424352717346,0.05494762070826981,
60,q_ds_max,low_bad,0.3919575647282654,0.02446899569402481,
60,q_ds_std,high_bad,0.709973943254198,0.18485398891344662,
60,q_ds_std,low_bad,0.29002605674580195,0.039222997672065316,
60,q_b2_minus_ds_mean,high_bad,0.5298654244306419,0.03845393315077262,
60,q_b2_minus_ds_mean,low_bad,0.4701345755693582,0.038802795202530396,
60,q_ds_span,high_bad,0.7077818678137149,0.18706056507211716,
60,q_ds_span,low_bad,0.292218132186285,0.03924275532786709,
60,__selected__,high_bad,,,q_ds_span
61,q_mean,high_bad,0.49687998240694925,0.030276811866240885,
61,q_mean,low_bad,0.5031200175930508,0.02789306054385004,
61,q_max,high_bad,0.5578096651822531,0.03887423759150127,
61,q_max,low_bad,0.44219033481774694,0.02459191822209428,
61,q_std,high_bad,0.6632030348012534,0.0654316388466028,
61,q_std,low_bad,0.3367969651987465,0.020657314354236803,
61,q_ds_mean,high_bad,0.47348672274451586,0.02692264976112637,
61,q_ds_mean,low_bad,0.526513277255484,0.030280348032141573,
61,q_ds_max,high_bad,0.5424432349222057,0.042946545320051786,
61,q_ds_max,low_bad,0.4575567650777943,0.026172908509331853,
61,q_ds_std,high_bad,0.6788443564791907,0.10555120679149546,
61,q_ds_std,low_bad,0.3211556435208093,0.020356721651316946,
61,q_b2_minus_ds_mean,high_bad,0.5689356197186975,0.038806418414134985,
61,q_b2_minus_ds_mean,low_bad,0.43106438028130245,0.02788783664384104,
61,q_ds_span,high_bad,0.6780059376546265,0.1056871805302355,
61,q_ds_span,low_bad,0.3219940623453736,0.0203872668594825,
61,__selected__,high_bad,,,q_ds_span
62,q_mean,high_bad,0.5424783861671469,0.036720779522602165,
62,q_mean,low_bad,0.45752161383285306,0.030709539414985575,
62,q_max,high_bad,0.5970117490578586,0.043193199213523416,
62,q_max,low_bad,0.40298825094214147,0.027985165602757267,
62,q_std,high_bad,0.6908180004433606,0.0807011576466123,
62,q_std,low_bad,0.30918199955663933,0.024738631022485132,
62,q_ds_mean,high_bad,0.5436931944136556,0.03721084283965142,
62,q_ds_mean,low_bad,0.4563068055863445,0.03117700421882384,
62,q_ds_max,high_bad,0.6137796497450676,0.04972157177913808,
62,q_ds_max,low_bad,0.3862203502549324,0.02767954198592143,
62,q_ds_std,high_bad,0.7193438262026158,0.14600030119176982,
62,q_ds_std,low_bad,0.2806561737973842,0.039451308350310396,
62,q_b2_minus_ds_mean,high_bad,0.5030467223307871,0.03776748250742061,
62,q_b2_minus_ds_mean,low_bad,0.496953277669213,0.04898096650095553,
62,q_ds_span,high_bad,0.7186610507647972,0.1475775052754229,
62,q_ds_span,low_bad,0.28133894923520286,0.0394405973204839,
62,__selected__,high_bad,,,q_ds_span
63,q_mean,high_bad,0.5652202067296407,0.034827235773236424,
63,q_mean,low_bad,0.4347797932703593,0.02529867946548663,
63,q_max,high_bad,0.6184324486211278,0.046965298598467674,
63,q_max,low_bad,0.3815675513788721,0.023212481202185452,
63,q_std,high_bad,0.7061023287438383,0.10854370648587564,
63,q_std,low_bad,0.2938976712561618,0.020929373426147195,
63,q_ds_mean,high_bad,0.5545842338295168,0.03377662360683868,
63,q_ds_mean,low_bad,0.4454157661704831,0.026457698556624193,
63,q_ds_max,high_bad,0.6261706450385696,0.05377557742587934,
63,q_ds_max,low_bad,0.37382935496143044,0.02347946914838771,
63,q_ds_std,high_bad,0.7271638215034442,0.18007308321597548,
63,q_ds_std,low_bad,0.2728361784965559,0.03642953715303282,
63,q_b2_minus_ds_mean,high_bad,0.5367641097978176,0.037702139778741664,
63,q_b2_minus_ds_mean,low_bad,0.46323589020218237,0.040304607157415996,
63,q_ds_span,high_bad,0.7256016123940653,0.18527771947103777,
