n_estimators,max_depth,min_samples_leaf,roc_auc,average_precision,brier
500,7,8,0.8228080694187168,0.8365355842876687,0.17796307991002555
400,5,15,0.7939258622901137,0.8089980721362033,0.18892014589668035
300,4,20,0.7766800600165253,0.7926093046742222,0.19267651816137776
