run,event_index,weak_label,weak_label_name,depth_idx,event_fraction,propensity_logit
61,11699,1,high_calibrated_range_energy_residual,2,0.32025734,2.827413180278236
45,33746,0,low_calibrated_range_energy_residual,0,0.7004587,2.026006444673345
32,13599,1,high_calibrated_range_energy_residual,0,0.32448876,4.14041215605384
50,33563,0,low_calibrated_range_energy_residual,0,0.7491407,4.672987648769572
39,4410,0,low_calibrated_range_energy_residual,0,0.14546774,1.4004713903480164
63,26517,0,low_calibrated_range_energy_residual,0,0.7161531,-2.254068977684616
63,22503,0,low_calibrated_range_energy_residual,0,0.6077457,-0.2765488778420426
53,11665,0,low_calibrated_range_energy_residual,0,0.29451865,3.8317499759399847
65,24429,0,low_calibrated_range_energy_residual,2,0.63597316,-1.9027494309481143
45,41714,1,high_calibrated_range_energy_residual,0,0.86584884,5.152351382216133
56,20455,0,low_calibrated_range_energy_residual,0,0.39476985,4.577890314822479
50,21802,1,high_calibrated_range_energy_residual,0,0.48663005,4.33905916510748
59,27327,1,high_calibrated_range_energy_residual,0,0.6459978,-2.0604434133981715
53,38671,0,low_calibrated_range_energy_residual,0,0.97636783,3.5353999364817015
32,34443,1,high_calibrated_range_energy_residual,0,0.8218521,4.499388282864048
56,697,0,low_calibrated_range_energy_residual,0,0.013451703,5.127229131998031
36,3656,1,high_calibrated_range_energy_residual,0,0.16802242,2.141378380400486
62,12316,1,high_calibrated_range_energy_residual,0,0.32777113,-0.3351005914613543
63,7681,1,high_calibrated_range_energy_residual,0,0.20744322,-0.4364611083779595
57,29762,0,low_calibrated_range_energy_residual,0,0.95144016,-1.1551191916228736
37,18988,1,high_calibrated_range_energy_residual,0,0.37591067,4.036816609205427
61,6993,0,low_calibrated_range_energy_residual,1,0.1914317,2.2140473978667963
50,39393,1,high_calibrated_range_energy_residual,3,0.87926877,4.458897373635058
42,18933,1,high_calibrated_range_energy_residual,0,0.5574432,5.460102133127089
42,32198,1,high_calibrated_range_energy_residual,0,0.94800377,5.626304439265199
60,10477,1,high_calibrated_range_energy_residual,0,0.29047105,-1.0984308615146359
65,30649,1,high_calibrated_range_energy_residual,0,0.7979017,-0.8429678876581918
32,7059,0,low_calibrated_range_energy_residual,0,0.16843638,4.534266419016461
63,29016,1,high_calibrated_range_energy_residual,0,0.7836444,-2.2137047796849427
41,9220,1,high_calibrated_range_energy_residual,0,0.2712323,4.691412616980448
31,39313,1,high_calibrated_range_energy_residual,0,0.98309535,4.711981531390218
52,1378,1,high_calibrated_range_energy_residual,0,0.13778622,4.42300861481092
55,1040,1,high_calibrated_range_energy_residual,0,0.042602,5.363312012796965
31,10356,1,high_calibrated_range_energy_residual,0,0.2589712,4.535031500062036
50,34513,0,low_calibrated_range_energy_residual,0,0.7703451,4.737494527368176
59,7040,0,low_calibrated_range_energy_residual,0,0.1664224,-3.6788260218814948
61,25387,0,low_calibrated_range_energy_residual,0,0.69496304,-3.305736969237101
64,34182,1,high_calibrated_range_energy_residual,0,0.9510322,0.12887920616292536
63,26414,1,high_calibrated_range_energy_residual,0,0.71337134,0.4249114555073393
31,20319,1,high_calibrated_range_energy_residual,0,0.50811476,4.430913352565557
61,12641,0,low_calibrated_range_energy_residual,0,0.34604436,-1.942270887383397
60,3512,1,high_calibrated_range_energy_residual,0,0.09736893,-1.8374820038826947
37,16573,0,low_calibrated_range_energy_residual,0,0.32810026,3.11065589364483
57,14516,1,high_calibrated_range_energy_residual,0,0.46405166,3.6594158166146387
45,20732,1,high_calibrated_range_energy_residual,0,0.43032983,5.608554417342011
42,22690,1,high_calibrated_range_energy_residual,0,0.6680603,4.270337549075906
54,24520,0,low_calibrated_range_energy_residual,0,0.6554222,4.391814752878472
37,3698,1,high_calibrated_range_energy_residual,0,0.07321033,4.3626477796837015
59,26587,0,low_calibrated_range_energy_residual,0,0.6285046,-2.2669289674319897
54,4996,0,low_calibrated_range_energy_residual,0,0.13354361,3.251686249304826
50,2728,1,high_calibrated_range_energy_residual,0,0.06089014,5.556835542192235
37,12686,0,low_calibrated_range_energy_residual,0,0.25114825,3.8656605739638987
60,10067,1,high_calibrated_range_energy_residual,1,0.27910393,2.4093679816524016
57,4800,0,low_calibrated_range_energy_residual,0,0.15344778,-1.4190316221665022
62,3792,1,high_calibrated_range_energy_residual,0,0.10091817,-1.8882410458672685
55,17730,0,low_calibrated_range_energy_residual,0,0.7262822,4.461140696857124
40,17256,1,high_calibrated_range_energy_residual,0,0.5293414,4.679299099407388
56,48876,1,high_calibrated_range_energy_residual,1,0.94327897,7.54802196013035
42,20333,1,high_calibrated_range_energy_residual,0,0.5986633,4.965250541957346
63,24551,1,high_calibrated_range_energy_residual,0,0.6630567,3.7523650755063174
32,7719,0,low_calibrated_range_energy_residual,0,0.18418477,4.249172536417009
61,14134,1,high_calibrated_range_energy_residual,0,0.38691488,0.7830745823134135
63,8258,0,low_calibrated_range_energy_residual,2,0.22302644,1.512112249490731
64,14026,0,low_calibrated_range_energy_residual,0,0.39023983,-1.425177349139458
59,11223,0,low_calibrated_range_energy_residual,1,0.2653066,0.9529508178464808
51,14712,1,high_calibrated_range_energy_residual,0,0.71532065,5.7864018390596
34,23008,1,high_calibrated_range_energy_residual,3,0.57862836,7.334277630300138
62,17623,0,low_calibrated_range_energy_residual,0,0.46900865,-0.9880348923440665
42,22006,1,high_calibrated_range_energy_residual,0,0.6479213,3.8063827811489994
50,2502,1,high_calibrated_range_energy_residual,0,0.055845723,4.789171178659478
51,9137,0,low_calibrated_range_energy_residual,0,0.44425535,2.889345124299715
36,9852,0,low_calibrated_range_energy_residual,0,0.45277816,0.5760679317073772
61,10858,1,high_calibrated_range_energy_residual,0,0.29723516,-0.006207167029480188
48,2617,1,high_calibrated_range_energy_residual,0,0.082526565,0.16479068552453302
45,30961,0,low_calibrated_range_energy_residual,0,0.6426511,1.9390777795540242
35,6593,1,high_calibrated_range_energy_residual,0,0.23731193,1.1792569173324383
45,33867,0,low_calibrated_range_energy_residual,0,0.7029703,2.1565541616363593
