run,event_index,weak_label,depth_idx,group,topology_code,saturated_count,q_template_stratum,support_island,gradient-boosted_trees_waveformpluslatent,traditional_PSD_calibrated-cut_logistic,leakage_sentinel_matched_nuisance-only_logistic,leakage_sentinel_shuffled-label_GBT
61,11699,1,2,sample_ii_analysis,3,0,q3_of_3,sample_ii_analysis|d2|topo3|sat0|q3_of_3,0.8845584120620368,0.9926000031767191,0.9788082553651926,0.4668041483736372
45,33746,0,0,sample_i_analysis,0,1,q1_of_3,sample_i_analysis|d0|topo0|sat1|q1_of_3,0.11593084917346291,0.02385001508030239,0.06821980101734156,0.4706568180783266
32,13599,1,0,sample_i_calib,0,1,q3_of_3,sample_i_calib|d0|topo0|sat1|q3_of_3,0.8834996920237016,0.9425935330066451,0.6026761940627584,0.5133512992214956
50,33563,0,0,sample_i_analysis,0,1,q2_of_3,sample_i_analysis|d0|topo0|sat1|q2_of_3,0.12293962614787475,0.1725617536567917,0.27469609769090164,0.5027575790290529
39,4410,0,0,sample_i_calib,0,1,q1_of_3,sample_i_calib|d0|topo0|sat1|q1_of_3,0.11929216139078531,4.403839298553934e-06,0.7166367727228614,0.6096056102148454
63,26517,0,0,sample_ii_analysis,0,0,q1_of_3,sample_ii_analysis|d0|topo0|sat0|q1_of_3,0.11618103425124847,0.001897727885110743,0.08967154576742255,0.4933340068612502
63,22503,0,0,sample_ii_analysis,0,0,q1_of_3,sample_ii_analysis|d0|topo0|sat0|q1_of_3,0.11618103425124847,0.0007485817933088577,0.28064102880655406,0.536602798062724
53,11665,0,0,sample_i_analysis,0,1,q2_of_3,sample_i_analysis|d0|topo0|sat1|q2_of_3,0.11587606959190572,0.44276048969516196,0.09392817547459675,0.5291723167063493
65,24429,0,2,sample_ii_analysis,3,0,q1_of_3,sample_ii_analysis|d2|topo3|sat0|q1_of_3,0.11663450891339641,4.0065601065335304e-05,0.0008182749253973289,0.5072131022782412
45,41714,1,0,sample_i_analysis,0,1,q2_of_3,sample_i_analysis|d0|topo0|sat1|q2_of_3,0.8836165490942881,0.8866715314340328,0.6228973090924923,0.4879672634138563
56,20455,0,0,sample_i_analysis,0,1,q1_of_3,sample_i_analysis|d0|topo0|sat1|q1_of_3,0.11619559281292893,0.01840896286815142,0.6418108719197756,0.4448108535051679
50,21802,1,0,sample_i_analysis,0,1,q2_of_3,sample_i_analysis|d0|topo0|sat1|q2_of_3,0.8838338193050206,0.6791140611792988,0.3428816165507044,0.4208362409976105
59,27327,1,0,sample_ii_analysis,0,0,q3_of_3,sample_ii_analysis|d0|topo0|sat0|q3_of_3,0.8836640684887574,0.9792538738142812,0.6142535180699864,0.4821545778794615
53,38671,0,0,sample_i_analysis,0,1,q1_of_3,sample_i_analysis|d0|topo0|sat1|q1_of_3,0.11587606959190572,0.004107107497194557,0.4939289399297735,0.545561827767017
32,34443,1,0,sample_i_calib,0,1,q2_of_3,sample_i_calib|d0|topo0|sat1|q2_of_3,0.8834996920237016,0.07273305851691828,0.9643203241462212,0.48812735379502903
56,697,0,0,sample_i_analysis,0,1,q2_of_3,sample_i_analysis|d0|topo0|sat1|q2_of_3,0.11619559281292893,0.14775707178622124,0.2623221841428963,0.46856302337809064
36,3656,1,0,sample_i_calib,0,0,q3_of_3,sample_i_calib|d0|topo0|sat0|q3_of_3,0.8842720046615277,0.9874883153557731,0.9683399620019983,0.5405701305483652
62,12316,1,0,sample_ii_analysis,0,0,q2_of_3,sample_ii_analysis|d0|topo0|sat0|q2_of_3,0.883882862957793,0.8638686888991897,0.5084007277878803,0.4503617338132458
63,7681,1,0,sample_ii_analysis,0,0,q2_of_3,sample_ii_analysis|d0|topo0|sat0|q2_of_3,0.47775848244317715,0.5609716040445252,0.28972867528107504,0.48956276445845454
57,29762,0,0,sample_i_analysis,0,0,q1_of_3,sample_i_analysis|d0|topo0|sat0|q1_of_3,0.11621214697775643,0.0006687651148462976,0.13584803311575153,0.5605730175895132
37,18988,1,0,sample_i_calib,0,1,q3_of_3,sample_i_calib|d0|topo0|sat1|q3_of_3,0.8846297520868365,0.9544320366739606,0.5877559583022853,0.5382414516608321
61,6993,0,1,sample_ii_analysis,1,0,q2_of_3,sample_ii_analysis|d1|topo1|sat0|q2_of_3,0.13248196999037093,0.028529418897885513,0.10926538033574992,0.5414058013738169
50,39393,1,3,sample_i_analysis,7,1,q2_of_3,sample_i_analysis|d3|topo7|sat1|q2_of_3,0.8838338193050206,0.8392059094672142,0.6272904313637659,0.4761472287638277
42,18933,1,0,sample_i_calib,0,1,q2_of_3,sample_i_calib|d0|topo0|sat1|q2_of_3,0.8841472661355747,0.8857197699471323,0.6298962056274853,0.470608329039846
42,32198,1,0,sample_i_calib,0,1,q2_of_3,sample_i_calib|d0|topo0|sat1|q2_of_3,0.8841472661355747,0.7536922020850664,0.6321980149545775,0.49988446023274313
60,10477,1,0,sample_ii_analysis,0,0,q3_of_3,sample_ii_analysis|d0|topo0|sat0|q3_of_3,0.883918115024528,0.9717864870891331,0.9653448844060697,0.3688934808884628
65,30649,1,0,sample_ii_analysis,0,0,q3_of_3,sample_ii_analysis|d0|topo0|sat0|q3_of_3,0.8841261741586116,0.9858378569520274,0.82259391593285,0.3722282832143197
32,7059,0,0,sample_i_calib,0,1,q1_of_3,sample_i_calib|d0|topo0|sat1|q1_of_3,0.11670386151077053,0.0008521358599550605,0.9644116465686627,0.4442695989452713
63,29016,1,0,sample_ii_analysis,0,0,q3_of_3,sample_ii_analysis|d0|topo0|sat0|q3_of_3,0.8844968483861058,0.9913776014152085,0.7924840493182035,0.5212081188618406
41,9220,1,0,sample_i_calib,0,1,q2_of_3,sample_i_calib|d0|topo0|sat1|q2_of_3,0.8839387576222604,0.9248376647692648,0.5904868502287965,0.4907117250555155
31,39313,1,0,sample_i_calib,0,1,q2_of_3,sample_i_calib|d0|topo0|sat1|q2_of_3,0.8839534781543772,0.8851624308298839,0.6056409390459822,0.4961571525510563
52,1378,1,0,sample_i_analysis,0,1,q2_of_3,sample_i_analysis|d0|topo0|sat1|q2_of_3,0.884124095527316,0.9249106156858259,0.5470800566314272,0.4396390438524115
55,1040,1,0,sample_i_analysis,0,1,q2_of_3,sample_i_analysis|d0|topo0|sat1|q2_of_3,0.8846600267621906,0.9437116925317139,0.6353028140987285,0.5204491968408875
31,10356,1,0,sample_i_calib,0,1,q2_of_3,sample_i_calib|d0|topo0|sat1|q2_of_3,0.8839534781543772,0.9321808575534305,0.5829314423332754,0.4961571525510563
50,34513,0,0,sample_i_analysis,0,1,q1_of_3,sample_i_analysis|d0|topo0|sat1|q1_of_3,0.13435981896375995,0.0011320004365195234,0.9851371744546714,0.5088415133904151
59,7040,0,0,sample_ii_analysis,0,0,q1_of_3,sample_ii_analysis|d0|topo0|sat0|q1_of_3,0.20264059028288967,0.015255973614748394,0.02744428298941136,0.34625848785891744
61,25387,0,0,sample_ii_analysis,0,0,q1_of_3,sample_ii_analysis|d0|topo0|sat0|q1_of_3,0.11611161492074966,1.100807224546316e-05,0.02457406464660706,0.4136473833673785
64,34182,1,0,sample_ii_calib,0,0,q3_of_3,sample_ii_calib|d0|topo0|sat0|q3_of_3,0.8840882157516686,0.9879237761724358,0.9613733701142678,0.45403786572797394
63,26414,1,0,sample_ii_analysis,0,0,q3_of_3,sample_ii_analysis|d0|topo0|sat0|q3_of_3,0.8844968483861058,0.9515094444361003,0.8883950891641076,0.5168442282638391
31,20319,1,0,sample_i_calib,0,1,q3_of_3,sample_i_calib|d0|topo0|sat1|q3_of_3,0.8839534781543772,0.9225242772578824,0.5877279887638303,0.4961571525510563
61,12641,0,0,sample_ii_analysis,0,0,q1_of_3,sample_ii_analysis|d0|topo0|sat0|q1_of_3,0.11611161492074966,0.003352190796138288,0.10156993908001047,0.5195325027707968
60,3512,1,0,sample_ii_analysis,0,0,q3_of_3,sample_ii_analysis|d0|topo0|sat0|q3_of_3,0.883918115024528,0.987391636765874,0.792154480755932,0.53291560840654
37,16573,0,0,sample_i_calib,0,1,q1_of_3,sample_i_calib|d0|topo0|sat1|q1_of_3,0.1167280047432168,0.01940674212133294,0.0836414016817629,0.5275473759767005
57,14516,1,0,sample_i_analysis,0,1,q3_of_3,sample_i_analysis|d0|topo0|sat1|q3_of_3,0.8842812274411485,0.9407279453762206,0.8336427019753783,0.4623521342278136
45,20732,1,0,sample_i_analysis,0,1,q2_of_3,sample_i_analysis|d0|topo0|sat1|q2_of_3,0.8836165490942881,0.7957634099310754,0.5879289692809684,0.477883423851273
42,22690,1,0,sample_i_calib,0,1,q2_of_3,sample_i_calib|d0|topo0|sat1|q2_of_3,0.8841472661355747,0.9211110746604112,0.5188801972051259,0.4677039117653583
54,24520,0,0,sample_i_analysis,0,1,q2_of_3,sample_i_analysis|d0|topo0|sat1|q2_of_3,0.11589081394819888,0.554128711163001,0.24931999364291507,0.5352563473470721
37,3698,1,0,sample_i_calib,0,1,q3_of_3,sample_i_calib|d0|topo0|sat1|q3_of_3,0.8846297520868365,0.9441737745439184,0.810789911562129,0.5565628598954121
59,26587,0,0,sample_ii_analysis,0,0,q1_of_3,sample_ii_analysis|d0|topo0|sat0|q1_of_3,0.11652516641896395,0.0021931660237038183,0.0746674952470239,0.4634108650829
54,4996,0,0,sample_i_analysis,0,1,q2_of_3,sample_i_analysis|d0|topo0|sat1|q2_of_3,0.6033636180052324,0.5716285410567364,0.2939197228680266,0.5058111014791971
50,2728,1,0,sample_i_analysis,0,1,q2_of_3,sample_i_analysis|d0|topo0|sat1|q2_of_3,0.8222586857845698,0.4541905270423096,0.9552417300188805,0.5025819416668266
37,12686,0,0,sample_i_calib,0,1,q1_of_3,sample_i_calib|d0|topo0|sat1|q1_of_3,0.1167280047432168,0.02381280419199646,0.12368639491463325,0.5258736090441251
60,10067,1,1,sample_ii_analysis,1,0,q3_of_3,sample_ii_analysis|d1|topo1|sat0|q3_of_3,0.883918115024528,0.99292132736606,0.9847248756670102,0.4935071135343469
57,4800,0,0,sample_i_analysis,0,0,q1_of_3,sample_i_analysis|d0|topo0|sat0|q1_of_3,0.11621214697775643,0.0028687251281348082,0.14225778326814256,0.5107660254223445
