method,n_events,n_runs,positive_fraction,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier_isotonic,brier_ci_low,brier_ci_high,ece_isotonic,ece_ci_low,ece_ci_high,purity_at_80pct_eff,purity_ci_low,purity_ci_high,bootstrap_valid,calibration_slope,score_column
traditional PSD/calibrated-cut logistic,1024,30,0.5,0.9791030883789062,0.9627425472580897,0.9876568702631451,0.9507106381767807,0.9153713415035661,0.979331015929879,0.040120754214263206,0.030058468275650528,0.05318628680068638,0.015335116801104215,0.012959568917304607,0.03572817918628903,0.9714964370546318,0.9570660040774719,0.986417025862069,180,0.07522807001162866,traditional_PSD_calibrated-cut_logistic
ridge logistic waveform+latent,1024,30,0.5,0.9992103576660156,0.9982191783310417,0.9998555699117804,0.9992629162310576,0.9983532481895668,0.9998609094937162,0.007073466477889222,0.002725837869396278,0.012532520239296388,0.004375505941428812,0.0018415670542939314,0.009653943993070624,1.0,1.0,1.0,180,0.0550050096964519,ridge_logistic_waveformpluslatent
gradient-boosted trees waveform+latent,1024,30,0.5,0.9994087219238281,0.9985956381304797,0.9998991186429678,0.9994591505069924,0.9987307535043508,0.9999016265332946,0.008962705388408031,0.0044443273471085655,0.013868770187640544,0.008102106301012007,0.004612190922831647,0.014868212945638979,1.0,1.0,1.0,180,0.05518445570432785,gradient-boosted_trees_waveformpluslatent
MLP waveform+latent,1024,30,0.5,0.9952926635742188,0.9920576992456313,0.99786062908282,0.9950379758982171,0.9915955285813449,0.9978401630976911,0.023602792871024368,0.016757856137091912,0.03245068292458707,0.012857082343528503,0.0096982648450001,0.024810872994358867,0.9927184466019418,0.98571679805943,1.0,180,0.05802314915058334,MLP_waveformpluslatent
1D-CNN waveform+handshape,1024,30,0.5,0.6060600280761719,0.5658423883347422,0.664520517712165,0.5938327004402395,0.553379130711897,0.6412416033118322,0.24867839708668676,0.2360811729216835,0.26440156146564286,0.09069416409337341,0.054346981560929666,0.12931268111052988,0.5534506089309879,0.5211453301127213,0.6021126115264046,180,0.030759697055289283,1D-CNN_waveformplushandshape
new residual-fusion ridge,1024,30,0.5,0.9923439025878906,0.9854869149398741,0.9969769447604513,0.9911299041337782,0.9801422922679196,0.9969817611643434,0.026910133096960415,0.016999732031513327,0.03832617576099296,0.012816452729430716,0.009944820333535862,0.023422426144576375,0.9927184466019418,0.9808651929494502,1.0,180,0.06624871206529429,new_residual-fusion_ridge
leakage sentinel: matched nuisance-only logistic,1024,30,0.5,0.9107093811035156,0.8594669996407094,0.9433165238576056,0.8311213379306283,0.7545352923924937,0.8945012118425834,0.09364973804470791,0.0734965814290716,0.12458797874701028,0.026337004318558874,0.01848106845253943,0.05658489673744902,0.8758029978586723,0.8224750652498136,0.9209063434061251,180,0.09537188162524281,leakage_sentinel_matched_nuisance-only_logistic
leakage sentinel: run-family/event logistic,1024,30,0.5,0.4961128234863281,0.49111448911695743,0.501849612444039,0.4952545318378092,0.49151288972469953,0.5008991565648974,0.2505693391784842,0.24999777156903774,0.25144646118278924,0.01144523651313006,0.002285156708034223,0.02365019394941237,0.49696233292831105,0.4900119149569945,0.5029161000104614,180,0.0025906301447530225,leakage_sentinel_run-family_event_logistic
leakage sentinel: shuffled-label GBT,1024,30,0.5,0.4319725036621094,0.3515102838801439,0.503446208719342,0.45534854782751377,0.40748167109375133,0.5149867596832399,0.25064552853019006,0.24868940137227422,0.25249438317928913,0.012570856240551228,0.0030179224710352053,0.02433873191854521,0.48693586698337293,0.4607964223998161,0.5089681305524463,180,0.03441860036874762,leakage_sentinel_shuffled-label_GBT
