matching,caliper,matched_rows,matched_pairs,support_loss_fraction,max_abs_smd,nuisance_only_runheldout_auc
exact_cell,,944,472,0.9967406241152382,0.6659704927264485,0.7477607836243075
continuous_nn_propensity,0.35,388,194,0.9986603412677039,1.246693628934943,0.8843537414965987
continuous_nn_propensity,0.55,1028,514,0.9964505949051535,1.21172679097235,0.9108505249023438
continuous_nn_propensity,0.8,1926,963,0.9933500445402001,1.2296824674883193,0.9356892475395593
