method,metric,ci_low,ci_high
traditional_robust_shape_cuts,curated_precision,0.7916666666666666,0.9010416666666666
traditional_robust_shape_cuts,curated_enrichment,8.308004564136876,11.25204137294394
traditional_robust_shape_cuts,novel_precision,0.5052083333333334,0.6614583333333334
traditional_robust_shape_cuts,novel_enrichment,6.986961920529802,10.10141369047619
traditional_robust_shape_cuts,timing_tail_rate,0.0,0.0
traditional_robust_shape_cuts,duplicate_event_rate,0.03125,1.0
autoencoder_isolation_forest,curated_precision,0.7708333333333334,0.8541666666666666
autoencoder_isolation_forest,curated_enrichment,8.335597905044166,10.769730941704037
autoencoder_isolation_forest,novel_precision,0.734375,0.8229166666666666
autoencoder_isolation_forest,novel_enrichment,9.962338025652599,12.555422879776327
autoencoder_isolation_forest,timing_tail_rate,0.0,0.0
autoencoder_isolation_forest,duplicate_event_rate,0.020833333333333332,1.0
ridge,curated_precision,0.9791666666666666,1.0
ridge,curated_enrichment,10.230051974372385,12.725372470535914
ridge,novel_precision,0.8125,0.8854166666666666
ridge,novel_enrichment,11.1499014989092,13.16299748398902
ridge,timing_tail_rate,0.0,0.0
ridge,duplicate_event_rate,0.041666666666666664,1.0
gradient_boosted_trees,curated_precision,1.0,1.0
gradient_boosted_trees,curated_enrichment,10.419342862446632,12.856877323420074
gradient_boosted_trees,novel_precision,0.8802083333333334,0.9114583333333334
gradient_boosted_trees,novel_enrichment,11.616780351717692,14.195062277580073
gradient_boosted_trees,timing_tail_rate,0.0,0.0
gradient_boosted_trees,duplicate_event_rate,0.020833333333333332,1.0
mlp,curated_precision,1.0,1.0
mlp,curated_enrichment,10.419342862446632,12.856877323420074
mlp,novel_precision,0.8333333333333334,0.9270833333333334
mlp,novel_enrichment,11.77547281323877,13.994587930458042
mlp,timing_tail_rate,0.0,0.0
mlp,duplicate_event_rate,0.19270833333333334,1.0
1d_cnn,curated_precision,0.8645833333333334,0.921875
1d_cnn,curated_enrichment,9.147506791899117,11.577244880832495
1d_cnn,novel_precision,0.78125,0.8541666666666666
1d_cnn,novel_enrichment,10.253697101293874,13.147306855277476
1d_cnn,timing_tail_rate,0.0,0.0
1d_cnn,duplicate_event_rate,0.08333333333333333,1.0
morphology_gated_cnn_new,curated_precision,0.9375,1.0
morphology_gated_cnn_new,curated_enrichment,10.310808040962813,12.0661930748965
morphology_gated_cnn_new,novel_precision,0.828125,0.9166666666666666
morphology_gated_cnn_new,novel_enrichment,10.885998504852177,13.965619281793229
morphology_gated_cnn_new,timing_tail_rate,0.0,0.0
morphology_gated_cnn_new,duplicate_event_rate,0.07291666666666667,1.0
