method,run,event_index,eventno,evt,stave,amplitude_adc,taxon,label_curated_any,label_novel_any,q_template_rmse,pca_recon_mse,ae_recon_mse,isolation_anomaly_score,peak_sample,late_fraction,baseline_mad,saturation_count,secondary_peak,post_peak_min,timing_span_dup,score_gradient_boosted_trees,score_mlp,score_ridge,score_morphology_gated_cnn_new,score_1d_cnn,score_traditional_robust_shape_cuts,score_autoencoder_isolation_forest
gradient_boosted_trees,42,16483,783785,16119,B2,3209.0,novel_early_pretrigger,True,True,0.47097644,0.008684803,0.055245314,0.4981302,3,0.06699399,1591.5,1,0.68463695,-0.30071673,18.0,0.9995545,0.99971753,0.99151,0.6420083,0.8141453,1.0,0.08492603
gradient_boosted_trees,42,2946,770247,3490,B2,5628.0,baseline_excursion,True,False,0.47473025,0.0051661534,0.06755836,0.5310913,3,0.14975223,2066.0,1,0.62828714,-0.08226723,18.0,0.99955374,1.0,0.99976826,0.8279086,0.8635975,1.0,0.09554825
gradient_boosted_trees,42,24220,791526,6922,B2,3530.0,novel_early_pretrigger,True,True,0.47898006,0.0075236037,0.052878395,0.49754912,3,0.06617482,1671.5,1,0.6206799,-0.2798867,18.0,0.99955374,0.9998492,0.99511665,0.7129512,0.83533585,1.0,0.080868304
gradient_boosted_trees,42,24913,792219,7559,B2,3999.0,novel_early_pretrigger,True,True,0.48052877,0.0066450546,0.05431268,0.52294356,3,0.09633476,1805.5,1,0.6184046,-0.23505877,18.0,0.99955374,0.999974,0.99791384,0.7586033,0.8339971,1.0,0.087392755
gradient_boosted_trees,42,31250,798556,13479,B2,3308.0,novel_early_pretrigger,True,True,0.4780199,0.0060490356,0.05050994,0.4945668,3,0.023970181,1524.5,1,0.64449817,-0.28446192,18.0,0.99955374,0.99945444,0.99057645,0.6591879,0.8284385,1.0,0.07548888
gradient_boosted_trees,42,13368,780670,13200,B2,5954.5,baseline_excursion,True,False,0.47876027,0.0051332135,0.06798169,0.51727474,3,0.15131842,2189.5,1,0.6342262,-0.06339743,18.0,0.99955374,1.0,0.9999471,0.85560673,0.8733199,1.0,0.09177209
gradient_boosted_trees,42,17025,784327,233,B2,1111.5,novel_early_pretrigger,True,True,2.6301143,0.52932227,1.5500243,0.82288283,0,0.0,666.5,1,0.0,-4.0274405,18.0,0.99955213,1.0,1.0,0.9999999,1.0,0.45327282,1.0
gradient_boosted_trees,42,17196,784498,393,B2,2101.0,baseline_excursion,True,False,0.96143353,0.056020882,0.14082938,0.63559806,3,0.0,1963.0,1,0.21085198,-1.3031889,1.6151233,0.99955213,0.9999995,1.0,0.9984812,0.9995646,1.0,0.27598593
gradient_boosted_trees,42,17227,784529,423,B2,1285.5,novel_early_pretrigger,True,True,2.090008,0.4034244,0.84424585,0.78729206,0,0.0,287.0,1,0.0,-3.0637884,18.0,0.99955213,1.0,1.0,0.9999933,0.99999857,0.19451228,1.0
gradient_boosted_trees,42,17229,784531,425,B2,1368.0,novel_early_pretrigger,True,True,1.9208502,0.37488046,0.6831303,0.7675682,0,0.0,139.5,1,0.0,-2.7353802,18.0,0.99955213,1.0,1.0,0.99997246,0.9999945,0.09399237,1.0
gradient_boosted_trees,42,17283,784585,474,B2,1365.0,novel_early_pretrigger,True,True,1.4406731,0.16196498,0.58193195,0.7236698,0,0.0,463.5,1,0.0,-1.3369963,18.0,0.99955213,1.0,1.0,0.9999149,0.99998045,0.31326276,0.80526835
gradient_boosted_trees,42,17292,784594,483,B2,3369.0,baseline_excursion,True,False,0.90454185,0.044528466,0.11764097,0.6134295,3,0.0,2960.5,1,0.059958443,-0.8649451,1.6320142,0.99955213,1.0,1.0,0.99904066,0.99926704,1.0,0.23124191
gradient_boosted_trees,42,6887,774188,7154,B4,2389.5,novel_early_pretrigger,True,True,0.5124005,0.006873059,0.0583648,0.5279446,3,0.0,1429.5,1,0.70454067,-0.53756016,1.7031025,0.99955213,0.99995744,0.99846166,0.8892014,0.9389698,0.96858,0.09197403
gradient_boosted_trees,42,21293,788597,4211,B4,1503.5,novel_early_pretrigger,True,True,0.9137731,0.026261458,0.16003114,0.6251967,3,0.0,1275.5,1,0.7791819,-1.278018,1.6435323,0.99955213,0.99994385,0.9990218,0.9875579,0.9982469,0.8645248,0.22612153
gradient_boosted_trees,42,1599,768900,2228,B4,2016.0,novel_early_pretrigger,True,True,0.6414706,0.016397925,0.08595059,0.563119,3,0.0,1643.5,1,0.6686508,-0.85515875,1.6586152,0.99955213,0.99988866,0.99915826,0.96484727,0.98749477,1.0,0.13944517
gradient_boosted_trees,42,30312,797618,12602,B4,2077.5,novel_early_pretrigger,True,True,0.6869335,0.03312637,0.09685269,0.5729539,3,0.0,1796.5,1,0.51672685,-0.90565586,1.6370835,0.99955213,0.99996483,0.9999444,0.98443943,0.99440384,1.0,0.18297924
gradient_boosted_trees,42,30346,797652,12635,B4,2860.0,novel_early_pretrigger,True,True,0.53507507,0.012572327,0.06021218,0.51832896,3,0.082388476,1639.5,1,0.66713285,-0.36468533,18.0,0.99955213,0.9996959,0.9889077,0.71204805,0.8660673,1.0,0.10182605
gradient_boosted_trees,42,20226,787530,3212,B4,1020.5,novel_early_pretrigger,True,True,1.65866,0.22232988,1.1439365,0.76599413,0,0.0,593.0,1,0.0,-2.055365,18.0,0.99955213,1.0,1.0,0.9999981,0.99999964,0.40178695,1.0
gradient_boosted_trees,42,9814,777116,9871,B4,1138.5,novel_early_pretrigger,True,True,1.047601,0.052591566,0.25144112,0.6831143,3,0.0,1054.0,1,0.84101886,-1.8801054,1.6174316,0.99955213,0.99997056,0.99911046,0.9973242,0.99983954,0.7143646,0.35601786
gradient_boosted_trees,42,21101,788405,4030,B4,1073.5,novel_early_pretrigger,True,True,1.949201,0.4294979,0.9367041,0.8002344,0,0.0,233.5,1,0.0,-3.3735445,18.0,0.99955213,1.0,1.0,0.9999958,0.9999993,0.15818843,1.0
gradient_boosted_trees,42,9613,776915,9682,B4,1212.0,novel_early_pretrigger,True,True,0.8326686,0.012987969,0.1586188,0.6493125,3,0.0,1014.5,1,0.9727723,-1.3968647,1.6483476,0.99955213,0.9999815,0.9954591,0.9949876,0.99970144,0.6871989,0.20558532
gradient_boosted_trees,42,21257,788561,4176,B4,1081.5,novel_early_pretrigger,True,True,1.4549638,0.196516,0.90349716,0.7490647,0,0.0,512.0,1,0.0,-1.7702265,18.0,0.99955213,1.0,1.0,0.99999106,0.99999845,0.34645107,1.0
gradient_boosted_trees,42,2178,769479,2771,B4,1027.0,novel_early_pretrigger,True,True,1.1467088,0.16741355,0.5756807,0.724039,0,0.0,257.5,1,0.0,-1.3680624,18.0,0.99955213,1.0,1.0,0.9998635,0.9999769,0.1730599,0.8121447
gradient_boosted_trees,42,7151,774452,7398,B4,1066.5,novel_early_pretrigger,True,True,1.1839371,0.062112894,0.25486863,0.6943625,3,0.0,1002.0,1,0.7796531,-2.1551805,1.61376,0.99955213,0.9999602,0.9997358,0.9986766,0.9999088,0.6792231,0.38059056
gradient_boosted_trees,42,33797,801103,15836,B6,1173.0,novel_early_pretrigger,True,True,1.1899887,0.16519849,0.5500288,0.7301632,0,0.0,264.5,1,0.0,-1.3282182,18.0,0.99955213,1.0,1.0,0.9998373,0.9999703,0.17782795,0.7925106
gradient_boosted_trees,42,21854,789158,4731,B6,1052.5,novel_early_pretrigger,True,True,1.2559468,0.016283479,0.14865828,0.6804788,3,0.0,926.0,1,0.8935867,-1.9187648,1.6316447,0.99955213,0.9998703,0.9998558,0.99936146,0.99996173,0.62756765,0.21459304
gradient_boosted_trees,42,10561,777863,10568,B6,1108.5,novel_early_pretrigger,True,True,1.0913168,0.009996525,0.1378365,0.6733053,3,0.0,926.5,1,0.9612088,-1.6377988,1.6488919,0.99955213,0.9998859,0.9992648,0.99842,0.99990356,0.6276826,0.19277915
gradient_boosted_trees,42,9083,776385,9200,B6,1963.5,novel_early_pretrigger,True,True,0.642193,0.004117609,0.07303585,0.552396,3,0.0,1023.0,2,0.9704609,-0.56811816,1.7449782,0.99955213,0.98780125,0.9598089,0.8884203,0.9869407,0.69259924,0.10322602
gradient_boosted_trees,42,8805,776107,8950,B6,1215.5,novel_early_pretrigger,True,True,1.0754098,0.02749098,0.1899424,0.65556335,3,0.0,1082.0,1,0.91114765,-1.6285479,1.6281497,0.99955213,0.9999838,0.99963564,0.99765044,0.99983895,0.7333343,0.25713956
gradient_boosted_trees,42,28915,796221,11300,B6,1117.0,novel_early_pretrigger,True,True,1.7035391,0.21657825,1.1268922,0.7611508,0,0.0,652.5,1,0.0,-1.9623992,18.0,0.99955213,1.0,1.0,0.999998,0.99999964,0.44221708,1.0
gradient_boosted_trees,42,31073,798379,13319,B6,2437.0,novel_early_pretrigger,True,True,0.527749,0.0073010186,0.05764068,0.5167145,3,0.0,1052.5,1,0.87197375,-0.395158,1.7769318,0.99955213,0.99972266,0.90420216,0.80057293,0.93955463,0.71232903,0.08910824
gradient_boosted_trees,42,2743,770044,3305,B6,1706.5,novel_early_pretrigger,True,True,1.0731308,0.07159678,0.16993254,0.6538474,3,0.0,1641.0,1,0.2973923,-1.5080575,1.6083149,0.99955213,0.9999964,1.0,0.9987925,0.9997546,1.0,0.33168384
gradient_boosted_trees,42,2670,769971,3236,B6,1500.5,novel_early_pretrigger,True,True,1.0199606,0.022976892,0.15941334,0.6224378,3,0.0,1273.0,1,0.8307231,-1.2645785,1.6435199,0.99955213,0.99999785,0.99992377,0.9934894,0.9991918,0.86291784,0.21834205
gradient_boosted_trees,42,2237,769538,2832,B6,1202.5,novel_early_pretrigger,True,True,1.1224643,0.029263126,0.17152208,0.65815735,3,0.0,1105.5,1,0.8960499,-1.6985447,1.6192365,0.99955213,0.9999933,0.99995106,0.9985668,0.9999037,0.7493679,0.24925007
gradient_boosted_trees,42,1936,769237,2543,B6,1012.0,novel_early_pretrigger,True,True,2.2674685,0.25159818,0.5274699,0.7938307,2,0.0,649.5,1,0.0,-3.798419,4.3323393,0.99955213,1.0,1.0,0.9999994,0.9999999,0.44138733,0.9689022
gradient_boosted_trees,42,1500,768801,2135,B6,3134.0,novel_delayed_peak,True,True,0.5216576,0.02425272,0.15719643,0.4831546,15,0.8637563,10.5,1,0.9814933,0.7389917,18.0,0.9995341,0.99871385,0.99030614,0.8594076,0.93250656,0.033101153,0.17920344
gradient_boosted_trees,42,10976,778278,10958,B8,1361.5,novel_early_pretrigger,True,True,1.0546747,0.101986334,0.24564184,0.670375,2,0.0,1350.0,1,0.5196474,-1.7462357,1.5965925,0.99955213,0.99999905,0.99998873,0.99773455,0.9997527,0.9155303,0.44736508
gradient_boosted_trees,42,18761,786064,1852,B8,2155.0,novel_early_pretrigger,True,True,0.616122,0.01837621,0.08143045,0.5532529,3,0.0,1752.0,1,0.58051044,-0.7225058,1.659748,0.99955213,0.99991345,0.9998273,0.9680706,0.98592454,1.0,0.13756509
gradient_boosted_trees,42,9921,777223,9973,B8,2093.5,novel_early_pretrigger,True,True,0.61773926,0.016250508,0.080016434,0.5580348,3,0.0,1706.0,1,0.63123953,-0.7487461,1.6587789,0.99955213,0.9998994,0.9996063,0.96382475,0.985783,1.0,0.13375616
gradient_boosted_trees,42,29588,796894,11931,B8,1953.0,novel_early_pretrigger,True,True,0.5670492,0.006855392,0.07743948,0.543569,3,0.0,1142.0,1,0.94009215,-0.59037375,1.7300353,0.99955213,0.9998721,0.86346895,0.85967845,0.9801293,0.7732878,0.109069504
gradient_boosted_trees,42,8693,775995,8850,B8,1004.5,novel_early_pretrigger,True,True,1.3072692,0.013266551,0.14779674,0.68336856,3,0.0,861.5,1,0.96217024,-1.8750622,1.6398052,0.99955213,0.9998952,0.99972045,0.99924916,0.9999566,0.5837674,0.20881936
gradient_boosted_trees,42,22796,790100,5603,B8,1070.5,novel_early_pretrigger,True,True,1.1596115,0.010430704,0.14845538,0.66619617,3,0.0,880.5,1,0.980383,-1.6314806,1.6550326,0.99955213,0.9998252,0.9985169,0.99819785,0.99988997,0.5964689,0.1986197
gradient_boosted_trees,42,24344,791650,7038,B8,2908.5,novel_delayed_peak,True,True,0.59001136,0.018848756,0.15195695,0.49432644,15,0.998808,4.0,2,0.9979371,0.9487708,18.0,0.99953085,0.99997616,0.99604446,0.93097705,0.94334406,0.041701965,0.1681479
gradient_boosted_trees,42,4846,772147,5263,B8,3151.0,novel_delayed_peak,True,True,0.59214497,0.01921896,0.13250214,0.47454473,15,0.99163634,3.0,1,0.9098699,0.9098699,18.0,0.99953085,0.9999894,0.97966987,0.93918735,0.93888015,0.041095644,0.15030591
gradient_boosted_trees,42,13761,781063,13565,B8,2876.5,novel_delayed_peak,True,True,0.58766246,0.01829672,0.14633942,0.487293,15,0.9926038,1.5,1,0.99165654,0.96454024,18.0,0.99953085,0.9999871,0.9763093,0.92783314,0.93957484,0.041214008,0.1612956
gradient_boosted_trees,42,10657,777959,10660,B8,3519.0,pileup_or_long_tail,True,False,0.5761435,0.020022906,0.14704126,0.4947479,14,0.9996847,2.5,1,0.90878093,0.8252344,18.0,0.99953085,0.99048996,0.986545,0.9255472,0.9423961,0.04152904,0.1673678
gradient_boosted_trees,42,9101,776403,9214,B8,3408.0,novel_delayed_peak,True,True,0.5670273,0.015477393,0.16714743,0.5172179,14,0.98981327,3.5,1,0.9474765,0.91989434,18.0,0.99953085,0.99118924,0.989182,0.9089974,0.9458574,0.04094579,0.17806026
gradient_boosted_trees,42,20903,788207,3850,B8,2095.5,novel_delayed_peak,True,True,0.5473167,0.015905462,0.14561105,0.48756182,14,0.9800228,1.5,1,0.8668575,0.77570987,18.0,0.99953085,0.9959771,0.91346353,0.90736836,0.93024653,0.040266365,0.15610531
gradient_boosted_trees,57,2115,359766,13243,B2,2849.0,novel_early_pretrigger,True,True,0.47533095,0.0069606164,0.05371919,0.4907764,3,0.0065487884,970.0,1,0.8701299,-0.2864163,1.8278481,0.9995621,0.9993863,0.78077865,0.6920427,0.87168396,0.65616596,0.078341715
gradient_boosted_trees,57,31273,388926,7557,B2,2671.0,novel_early_pretrigger,True,True,0.48710358,0.006295933,0.05739287,0.4955446,3,0.004273282,991.5,1,0.90003747,-0.32272556,1.8245443,0.9995605,0.9994191,0.7277117,0.7080759,0.90320736,0.670813,0.08081868
gradient_boosted_trees,57,11035,368686,5192,B2,5944.0,baseline_excursion,True,False,0.48119915,0.0055839093,0.064138345,0.52721065,3,0.15175013,2138.5,1,0.5748654,-0.07486541,18.0,0.99955374,1.0,0.999947,0.86135405,0.86896133,1.0,0.0930012
gradient_boosted_trees,57,1703,359354,12853,B2,3399.5,novel_early_pretrigger,True,True,0.47664335,0.006575016,0.05235689,0.49406645,3,0.052881327,1613.0,1,0.6464186,-0.28283572,18.0,0.99955374,0.99982375,0.9955751,0.68069524,0.82789665,1.0,0.07761892
gradient_boosted_trees,57,21355,379008,14773,B2,2984.5,novel_early_pretrigger,True,True,0.47991356,0.0054020253,0.057907052,0.49182913,3,0.032804787,1477.5,1,0.74032503,-0.3231697,1.7398152,0.99955374,0.9978119,0.9951248,0.8002099,0.84636724,1.0,0.07829664
gradient_boosted_trees,57,25632,383285,2368,B2,2982.0,novel_early_pretrigger,True,True,0.4727604,0.0052213552,0.053993475,0.492578,3,0.021345753,1424.0,1,0.7169685,-0.3182428,1.7454321,0.99955374,0.9999285,0.9974795,0.79181975,0.82650894,0.9646945,0.075562365
gradient_boosted_trees,57,17329,374982,11071,B2,2966.0,novel_early_pretrigger,True,True,0.47636092,0.0039844625,0.050011687,0.49164474,3,0.009012115,1245.5,1,0.7538773,-0.33310857,1.7777153,0.99955374,0.9998599,0.9892757,0.76139164,0.8359714,0.8433933,0.07018316
gradient_boosted_trees,57,24653,382306,1441,B2,2916.0,novel_early_pretrigger,True,True,0.47720766,0.0052446434,0.05633333,0.4874358,3,0.02094898,1412.5,1,0.7431413,-0.33950618,1.740594,0.99955374,0.99583817,0.99044937,0.7839519,0.8481153,0.95688367,0.07567177
gradient_boosted_trees,57,5166,362817,16078,B2,2562.5,novel_early_pretrigger,True,True,0.50309867,0.006980796,0.05955255,0.5119746,3,0.00089462416,994.0,1,0.94263417,-0.33814633,1.8005865,0.9995531,0.99958366,0.7304533,0.7262185,0.9286635,0.6725463,0.08836316
gradient_boosted_trees,57,4177,361828,15165,B2,4996.0,baseline_excursion,True,False,0.5220051,0.007767642,0.06303838,0.54230654,3,0.10238471,2357.5,1,0.58606887,-0.19115292,18.0,0.99955213,1.0,0.9999816,0.90986896,0.932335,1.0,0.101004004
gradient_boosted_trees,57,4264,361915,15242,B2,1231.5,novel_early_pretrigger,True,True,1.2765999,0.025782388,0.17081648,0.65599215,3,0.0,1081.0,1,0.9147381,-1.7462444,1.6323482,0.99955213,0.9999893,0.99992603,0.9985898,0.99987864,0.7328508,0.24119134
gradient_boosted_trees,57,21578,379231,14980,B2,2776.0,baseline_excursion,True,False,1.0605283,0.061232176,0.13408014,0.64055574,3,0.0,2564.0,1,0.0,-1.1476945,1.6180272,0.99955213,1.0,1.0,0.99958986,0.9997892,1.0,0.28338322
gradient_boosted_trees,57,9959,367610,4201,B4,3112.5,novel_early_pretrigger,True,True,0.50349087,0.010519936,0.060137663,0.5237228,3,0.11285405,1591.0,1,0.69188756,-0.27325302,18.0,0.9995531,0.9993993,0.983819,0.63786334,0.7979314,1.0,0.099226706
gradient_boosted_trees,57,31186,388839,7477,B4,1182.5,novel_early_pretrigger,True,True,2.575919,0.11472062,1.5718808,0.8083972,1,0.0,996.0,1,0.0,-4.265962,1.7258418,0.99955213,1.0,1.0,1.0,1.0,0.6774319,1.0
gradient_boosted_trees,57,17144,374797,10894,B4,2137.0,novel_early_pretrigger,True,True,0.6439668,0.017740311,0.08431032,0.56968385,3,0.0,1747.5,1,0.56574637,-0.827796,1.6573638,0.99955213,0.9998995,0.99975294,0.9761928,0.9903198,1.0,0.1429428
gradient_boosted_trees,57,24439,382092,1240,B4,1322.5,novel_early_pretrigger,True,True,0.707496,0.0058302768,0.1361803,0.6293139,3,0.0,1023.0,1,0.92665404,-1.1270322,1.682792,0.99955213,0.99967206,0.98909724,0.9912607,0.9993486,0.69275695,0.17063996
gradient_boosted_trees,57,23550,381203,420,B4,2384.5,novel_early_pretrigger,True,True,0.5953537,0.018740576,0.07195131,0.55884606,3,0.017332392,1905.5,1,0.511428,-0.72069615,1.663266,0.99955213,0.99994934,0.9998647,0.9755298,0.98607486,1.0,0.13363898
gradient_boosted_trees,57,23124,380777,20,B4,1389.5,novel_early_pretrigger,True,True,0.92362356,0.062112417,0.20568554,0.6609862,3,0.0,1339.5,1,0.46095717,-1.7448722,1.607755,0.99955213,0.99989057,0.9999537,0.99784756,0.9997135,0.9082974,0.3384144
gradient_boosted_trees,57,21946,379599,15308,B4,2047.0,novel_early_pretrigger,True,True,0.5405751,0.0064015393,0.066299066,0.5323278,3,0.0,1004.0,1,0.9658036,-0.47826087,1.7505507,0.99955213,0.9995932,0.67766684,0.83142346,0.97203934,0.67943865,0.0975449
gradient_boosted_trees,57,2600,360251,13698,B4,1041.5,novel_early_pretrigger,True,True,1.5600176,0.21556745,1.0310705,0.7572982,0,0.0,579.0,1,0.0,-1.9227077,18.0,0.99955213,1.0,1.0,0.9999962,0.9999994,0.39213625,1.0
