method,run,event_index,eventno,evt,stave,amplitude_adc,taxon,label_curated_any,label_novel_any,q_template_rmse,pca_recon_mse,ae_recon_mse,isolation_anomaly_score,peak_sample,late_fraction,baseline_mad,saturation_count,secondary_peak,post_peak_min,timing_span_dup,score_gradient_boosted_trees,score_mlp,score_ridge,score_morphology_gated_cnn_new,score_1d_cnn,score_traditional_robust_shape_cuts,score_autoencoder_isolation_forest
mlp,65,258,648885,3868,B6,2710.0,novel_delayed_peak,True,True,0.577946,0.03054268,0.09006539,0.4674439,17,0.99883604,1.5,1,0.22140221,1.0,18.0,0.99953085,1.0,0.98972124,0.97636706,0.9215766,0.041743305,0.14284629
mlp,65,3985,652612,6917,B6,1463.0,novel_delayed_peak,True,True,0.38564628,0.02799436,0.1042472,0.47022086,17,0.9960295,6.0,1,0.48803827,1.0,18.0,0.99945366,1.0,0.94173306,0.9668939,0.92881703,0.04133974,0.14792953
mlp,65,8755,657382,11362,B6,4560.0,novel_delayed_peak,True,True,0.57534933,0.036570985,0.096416384,0.47306973,17,0.99802226,5.5,1,0.090570174,1.0,18.0,0.99953085,1.0,0.997634,0.97948,0.92950964,0.041706044,0.16073796
mlp,65,9233,657860,11814,B6,1694.0,novel_early_pretrigger,True,True,1.7565784,0.3271066,0.7150082,0.7632103,0,0.0,815.0,1,0.0,-2.4214876,18.0,0.99955213,1.0,1.0,0.99998546,0.9999964,0.55284274,1.0
mlp,65,10691,659318,13213,B6,1377.0,novel_delayed_peak,True,True,0.3235252,0.044324577,0.07804759,0.5147296,17,0.93279564,15.0,1,0.019607844,1.0,18.0,0.9995244,1.0,0.9998631,0.97605395,0.92553127,0.037599657,0.17613672
mlp,65,14129,662756,13,B6,2384.5,novel_delayed_peak,True,True,0.55141014,0.020462183,0.123896055,0.47478706,16,0.99717516,4.0,1,0.3742923,0.99245125,18.0,0.99953085,1.0,0.98576784,0.9667965,0.9371209,0.041518882,0.14717102
mlp,65,14709,663336,549,B6,3695.0,novel_delayed_peak,True,True,0.58080447,0.03478286,0.09049935,0.469019,17,0.9975919,6.0,1,0.08876861,1.0,18.0,0.99953085,1.0,0.9960726,0.97924167,0.9249148,0.041689236,0.1520749
mlp,65,16056,664683,1792,B6,3946.5,novel_delayed_peak,True,True,0.5732471,0.03460863,0.081905656,0.47156787,17,0.98532635,2.5,1,0.040922336,1.0,18.0,0.99953085,1.0,0.9910954,0.9789388,0.917287,0.040940758,0.14677733
mlp,65,16198,664825,1918,B6,1373.5,novel_delayed_peak,True,True,0.32527423,0.04088479,0.08005867,0.5063337,17,0.9778633,6.0,1,0.007644703,1.0,18.0,0.9995244,1.0,0.99941546,0.97812074,0.9308441,0.040305335,0.16815768
mlp,65,16280,664907,1997,B6,1177.0,novel_delayed_peak,True,True,0.33288833,0.036861096,0.08206243,0.4856515,17,0.9986763,1.0,1,0.0076465593,1.0,18.0,0.99945366,1.0,0.9065114,0.9786228,0.9299392,0.041626696,0.15545675
mlp,65,18504,667131,4111,B6,1349.5,novel_delayed_peak,True,True,0.31626174,0.036859784,0.07338113,0.47714403,17,0.8871576,5.5,1,0.042608373,1.0,18.0,0.9995338,1.0,0.99125904,0.97034,0.9039791,0.034645334,0.1472542
mlp,65,19700,668327,5215,B6,4186.5,novel_delayed_peak,True,True,0.56541485,0.026462818,0.11844892,0.47668406,16,0.9993237,4.0,1,0.14964768,0.895378,18.0,0.99953085,1.0,0.9949214,0.97386307,0.94005287,0.04168884,0.15612563
mlp,65,38343,686970,6168,B8,3743.5,novel_delayed_peak,True,True,0.59290737,0.034778014,0.09003988,0.46917436,17,0.99085826,11.0,1,0.08695071,1.0,18.0,0.99953085,1.0,0.99649775,0.9790546,0.9226032,0.041335482,0.15180612
mlp,65,34260,682887,2370,B8,1190.0,novel_delayed_peak,True,True,0.35013047,0.03566721,0.08496915,0.48297974,17,0.98614454,5.5,1,0.009243698,1.0,18.0,0.9995244,1.0,0.9878953,0.97853273,0.9302951,0.040831637,0.15421847
mlp,65,16280,664907,1997,B8,3303.0,pileup_or_long_tail,True,False,0.5930398,0.038085766,0.07854213,0.4864409,17,0.9997474,0.5,1,0.00030275507,1.0,18.0,0.99953085,1.0,0.9999686,0.9812485,0.92495733,0.041885052,0.1558071
mlp,65,21969,670596,7325,B8,1000.5,novel_delayed_peak,True,True,0.41748646,0.016489744,0.11652859,0.47257572,17,0.95730275,4.5,1,0.83908045,1.0,18.0,0.99945366,1.0,0.9344605,0.9413308,0.9179029,0.03889177,0.13370784
mlp,65,11786,660413,14219,B8,4051.0,novel_delayed_peak,True,True,0.5487991,0.03549306,0.081258126,0.47148326,17,0.98129576,3.0,1,0.02616638,1.0,18.0,0.99953085,1.0,0.9907861,0.9788359,0.917429,0.040671576,0.14809471
mlp,65,29596,678223,14427,B8,2375.5,novel_delayed_peak,True,True,0.5392947,0.02173641,0.11389279,0.47112104,17,0.9901032,4.5,1,0.66701746,1.0,18.0,0.99953085,1.0,0.98735255,0.9616829,0.9278836,0.04101217,0.14204516
mlp,65,8970,657597,11566,B8,1184.5,novel_early_pretrigger,True,True,1.240059,0.1606659,0.55255497,0.71672285,0,0.0,390.5,1,0.0,-1.3376952,18.0,0.99955213,1.0,1.0,0.99988043,0.99997616,0.26350436,0.78122824
mlp,65,8316,656943,10947,B8,1937.0,novel_delayed_peak,True,True,0.4897462,0.038563944,0.0757017,0.48190472,17,0.91406876,1.5,1,0.019101704,1.0,18.0,0.99953085,1.0,0.99974483,0.97595656,0.91376543,0.03646985,0.15357508
mlp,65,34113,682740,2234,B8,2447.0,novel_delayed_peak,True,True,0.49948898,0.03392182,0.08223915,0.47013095,17,0.9868879,5.5,1,0.061708216,1.0,18.0,0.99953085,1.0,0.9720977,0.97801113,0.9190316,0.040968526,0.14520833
mlp,65,3985,652612,6917,B8,4401.5,novel_delayed_peak,True,True,0.54234695,0.029768327,0.11677624,0.47582528,16,0.9991348,5.0,1,0.071907304,0.94002044,18.0,0.99953085,1.0,0.99667907,0.9755839,0.9374043,0.041700404,0.161387
mlp,65,18963,667590,4528,B8,1005.5,novel_delayed_peak,True,True,0.38454473,0.023943149,0.1015671,0.4669779,17,0.97368914,1.0,1,0.53853804,1.0,18.0,0.99945366,1.0,0.95318025,0.96147555,0.9204142,0.039958168,0.13711156
mlp,65,3647,652274,6601,B8,2666.5,novel_delayed_peak,True,True,0.6057447,0.029412504,0.10574852,0.4699179,17,0.9965427,10.5,1,0.40446278,1.0,18.0,0.99953085,1.0,0.9884843,0.97498304,0.9363611,0.04160146,0.15167359
ridge,42,17025,784327,233,B2,1111.5,novel_early_pretrigger,True,True,2.6301143,0.52932227,1.5500243,0.82288283,0,0.0,666.5,1,0.0,-4.0274405,18.0,0.99955213,1.0,1.0,0.9999999,1.0,0.45327282,1.0
ridge,42,16833,784135,57,B2,1026.5,novel_early_pretrigger,True,True,2.5207024,0.518055,1.1067119,0.80908114,0,0.0,214.0,1,0.0,-3.6419873,18.0,0.99955213,1.0,1.0,0.99999917,0.9999999,0.14547817,1.0
ridge,42,812,768113,1500,B2,1280.5,novel_early_pretrigger,True,True,2.1612325,0.4513464,0.9537754,0.79584736,0,0.0,661.5,1,0.0,-3.1210465,18.0,0.99955213,1.0,1.0,0.9999981,0.99999964,0.44912547,1.0
ridge,42,16652,783954,16274,B2,5267.0,baseline_excursion,True,False,0.6082422,0.010525424,0.06596817,0.56040144,3,0.03697646,2968.0,1,0.45775583,-0.28934878,18.0,0.99955213,1.0,1.0,0.9770248,0.98232687,1.0,0.11368769
ridge,42,16685,783987,16305,B2,1835.0,novel_early_pretrigger,True,True,1.7123425,0.30294815,0.6532497,0.7488258,0,0.0,774.5,1,0.0,-2.3798366,18.0,0.99955213,1.0,1.0,0.99997354,0.9999933,0.52525955,1.0
ridge,42,16705,784007,16323,B2,1089.5,dropout,True,False,3.8570597,0.17260963,3.1006215,0.81319714,1,0.0,1056.0,1,0.0,-5.6746216,1.3308339,0.99955213,1.0,1.0,1.0,1.0,0.71980035,1.0
ridge,42,16714,784016,16332,B2,1113.0,dropout,True,False,3.1350474,0.2966523,1.2952751,0.822535,2,0.0,574.5,1,0.0,-4.800539,1.4435704,0.99955213,1.0,1.0,1.0,1.0,0.39154923,1.0
ridge,42,16776,784078,4,B2,1139.0,novel_early_pretrigger,True,True,2.2349048,0.17353384,0.72704875,0.78160506,1,0.0,547.5,1,0.0,-3.643547,4.6702514,0.99955213,1.0,1.0,0.9999988,0.9999999,0.37200525,0.94115394
ridge,42,16786,784088,13,B2,3873.5,baseline_excursion,True,False,0.7256439,0.07014654,0.1884708,0.6265085,3,0.38029167,3252.5,1,0.5686072,-0.2425455,18.0,0.99955213,1.0,1.0,0.9911999,0.9935393,1.0,0.33314916
ridge,42,26847,794153,9351,B2,1196.0,novel_early_pretrigger,True,True,2.4468753,0.26934332,0.5699214,0.7924891,2,0.0,792.0,1,0.0,-3.7608695,1.5896368,0.99955213,1.0,1.0,0.99999976,0.9999999,0.5383818,1.0
ridge,42,26826,794132,9332,B2,1540.5,novel_early_pretrigger,True,True,2.6149998,0.25676915,0.9221272,0.80362546,2,0.0,972.5,1,0.0,-3.6432977,1.4478289,0.99955213,1.0,1.0,1.0,1.0,0.66115993,1.0
ridge,42,16618,783920,16243,B2,1068.5,novel_early_pretrigger,True,True,2.34834,0.48242342,0.9941669,0.8135411,0,0.0,249.5,1,0.11839027,-3.586804,18.0,0.99955213,1.0,1.0,0.9999975,0.9999995,0.16940825,1.0
ridge,42,20226,787530,3212,B4,1020.5,novel_early_pretrigger,True,True,1.65866,0.22232988,1.1439365,0.76599413,0,0.0,593.0,1,0.0,-2.055365,18.0,0.99955213,1.0,1.0,0.9999981,0.99999964,0.40178695,1.0
ridge,42,21101,788405,4030,B4,1073.5,novel_early_pretrigger,True,True,1.949201,0.4294979,0.9367041,0.8002344,0,0.0,233.5,1,0.0,-3.3735445,18.0,0.99955213,1.0,1.0,0.9999958,0.9999993,0.15818843,1.0
ridge,42,16400,783702,16041,B4,1412.5,novel_early_pretrigger,True,True,1.8888546,0.11628095,0.83881694,0.7707255,1,0.0,779.0,1,0.0,-3.2725663,1.9336239,0.99955213,1.0,1.0,0.9999994,0.9999999,0.52898234,0.89735913
ridge,42,2178,769479,2771,B4,1027.0,novel_early_pretrigger,True,True,1.1467088,0.16741355,0.5756807,0.724039,0,0.0,257.5,1,0.0,-1.3680624,18.0,0.99955213,1.0,1.0,0.9998635,0.9999769,0.1730599,0.8121447
ridge,42,16250,783552,15902,B4,2267.5,baseline_excursion,True,False,1.2429137,0.11613088,0.21030985,0.67202526,3,0.0,2129.0,1,0.0,-1.5173098,1.6139162,0.99955213,1.0,1.0,0.99991405,0.99996686,1.0,0.4527786
ridge,42,15585,782887,15272,B4,1442.0,novel_early_pretrigger,True,True,1.6345677,0.25688022,0.43335268,0.75751305,2,0.0,1283.5,1,0.0,-2.7371707,1.5506039,0.99955213,1.0,1.0,0.9999956,0.99999917,0.8713803,0.9067243
ridge,42,15035,782337,14754,B4,1207.5,novel_early_pretrigger,True,True,1.4114107,0.15255022,0.22636467,0.72886294,2,0.0,1042.5,1,0.04347826,-2.6513457,1.5366906,0.99955213,1.0,1.0,0.9999486,0.99998915,0.7073442,0.55270696
ridge,42,14932,782234,14652,B4,1318.0,novel_early_pretrigger,True,True,1.9288352,0.2564743,0.59280896,0.77584106,2,0.0,875.5,1,0.0,-3.2223065,1.9459202,0.99955213,1.0,1.0,0.99999917,0.99999976,0.59452546,1.0
ridge,42,13336,780638,13169,B4,1031.5,novel_early_pretrigger,True,True,1.9983078,0.44844252,0.9454742,0.80260664,0,0.0,253.5,1,0.0,-3.381968,18.0,0.99955213,1.0,1.0,0.9999969,0.9999994,0.17182598,1.0
ridge,42,31683,798989,13881,B4,1097.0,novel_early_pretrigger,True,True,1.1538421,0.16406284,0.60697377,0.72305804,0,0.0,359.5,1,0.0,-1.3801277,18.0,0.99955213,1.0,1.0,0.99990225,0.9999827,0.24239619,0.8258564
ridge,42,28219,795525,10640,B4,1700.5,novel_early_pretrigger,True,True,1.3017242,0.1250252,0.19619802,0.70422226,3,0.0,1674.0,1,0.020876212,-1.8720964,1.603217,0.99955213,1.0,1.0,0.99986756,0.99996877,1.0,0.4705437
ridge,42,2552,769853,3124,B4,1300.0,novel_early_pretrigger,True,True,1.6598231,0.35275272,0.76597,0.7721257,0,0.0,305.0,1,0.0,-2.866923,18.0,0.99955213,1.0,1.0,0.9999831,0.9999968,0.20634705,1.0
ridge,42,33797,801103,15836,B6,1173.0,novel_early_pretrigger,True,True,1.1899887,0.16519849,0.5500288,0.7301632,0,0.0,264.5,1,0.0,-1.3282182,18.0,0.99955213,1.0,1.0,0.9998373,0.9999703,0.17782795,0.7925106
ridge,42,28915,796221,11300,B6,1117.0,novel_early_pretrigger,True,True,1.7035391,0.21657825,1.1268922,0.7611508,0,0.0,652.5,1,0.0,-1.9623992,18.0,0.99955213,1.0,1.0,0.999998,0.99999964,0.44221708,1.0
ridge,42,1936,769237,2543,B6,1012.0,novel_early_pretrigger,True,True,2.2674685,0.25159818,0.5274699,0.7938307,2,0.0,649.5,1,0.0,-3.798419,4.3323393,0.99955213,1.0,1.0,0.9999994,0.9999999,0.44138733,0.9689022
ridge,42,2743,770044,3305,B6,1706.5,novel_early_pretrigger,True,True,1.0731308,0.07159678,0.16993254,0.6538474,3,0.0,1641.0,1,0.2973923,-1.5080575,1.6083149,0.99955213,0.9999964,1.0,0.9987925,0.9997546,1.0,0.33168384
ridge,42,11263,778565,11227,B6,1087.0,novel_delayed_peak,True,True,0.40075094,0.05939669,0.12062456,0.5553193,17,0.76907074,115.5,1,0.12787488,1.0,18.0,0.9995244,1.0,0.9999992,0.98643064,0.9751301,0.0757034,0.24619164
ridge,42,24007,791312,6719,B6,2704.5,novel_delayed_peak,True,True,0.57743394,0.038552072,0.0782287,0.48747584,17,0.99544954,4.0,1,0.00314291,1.0,18.0,0.99953085,1.0,0.9999841,0.98098516,0.9249014,0.041567054,0.15683195
ridge,42,2237,769538,2832,B6,1202.5,novel_early_pretrigger,True,True,1.1224643,0.029263126,0.17152208,0.65815735,3,0.0,1105.5,1,0.8960499,-1.6985447,1.6192365,0.99955213,0.9999933,0.99995106,0.9985668,0.9999037,0.7493679,0.24925007
ridge,42,2670,769971,3236,B6,1500.5,novel_early_pretrigger,True,True,1.0199606,0.022976892,0.15941334,0.6224378,3,0.0,1273.0,1,0.8307231,-1.2645785,1.6435199,0.99955213,0.99999785,0.99992377,0.9934894,0.9991918,0.86291784,0.21834205
ridge,42,21854,789158,4731,B6,1052.5,novel_early_pretrigger,True,True,1.2559468,0.016283479,0.14865828,0.6804788,3,0.0,926.0,1,0.8935867,-1.9187648,1.6316447,0.99955213,0.9998703,0.9998558,0.99936146,0.99996173,0.62756765,0.21459304
ridge,42,28878,796184,11267,B6,1123.5,novel_delayed_peak,True,True,0.32252958,0.039189357,0.0772565,0.48768196,17,0.93701893,16.5,1,0.022696929,1.0,18.0,0.9995338,1.0,0.99983513,0.975256,0.91889286,0.037877288,0.15752386
ridge,42,32704,800010,14814,B6,1276.0,novel_delayed_peak,True,True,0.33169773,0.041932743,0.08222226,0.513285,17,0.9978647,1.5,1,0.002351097,1.0,18.0,0.9995244,1.0,0.99983436,0.98004466,0.93889606,0.04157135,0.17369395
ridge,42,18952,786255,2026,B6,3721.0,novel_delayed_peak,True,True,0.5753268,0.03760164,0.07849857,0.48326355,17,0.990285,3.0,1,0.0045686644,1.0,18.0,0.99953085,1.0,0.9998287,0.9803227,0.9212541,0.041255277,0.15389167
ridge,42,10976,778278,10958,B8,1361.5,novel_early_pretrigger,True,True,1.0546747,0.101986334,0.24564184,0.670375,2,0.0,1350.0,1,0.5196474,-1.7462357,1.5965925,0.99955213,0.99999905,0.99998873,0.99773455,0.9997527,0.9155303,0.44736508
ridge,42,11263,778565,11227,B8,1487.0,novel_delayed_peak,True,True,0.33931565,0.038530596,0.07932435,0.48800716,17,0.9937783,3.5,1,0.0033624747,1.0,18.0,0.9995244,1.0,0.99995124,0.97827065,0.92758775,0.041300163,0.15766723
ridge,42,18944,786247,2018,B8,1421.0,novel_delayed_peak,True,True,0.34204116,0.03766103,0.08282583,0.48415303,17,0.9904407,2.0,1,0.009852217,1.0,18.0,0.9995244,1.0,0.9999508,0.97790205,0.9267469,0.04110949,0.15713005
ridge,42,29582,796888,11926,B8,2290.0,novel_delayed_peak,True,True,0.5046827,0.0368121,0.0833516,0.4839113,17,0.9961711,5.5,1,0.0034934499,1.0,18.0,0.99953085,1.0,0.9999224,0.9801539,0.9257624,0.041565888,0.15570892
ridge,42,25079,792385,7717,B8,1077.0,novel_delayed_peak,True,True,0.34262618,0.039630976,0.08097068,0.4969671,17,0.99595135,2.5,1,0.0027855153,1.0,18.0,0.9995244,1.0,0.9998975,0.97934693,0.9343289,0.041448884,0.16354637
ridge,42,18761,786064,1852,B8,2155.0,novel_early_pretrigger,True,True,0.616122,0.01837621,0.08143045,0.5532529,3,0.0,1752.0,1,0.58051044,-0.7225058,1.659748,0.99955213,0.99991345,0.9998273,0.9680706,0.98592454,1.0,0.13756509
ridge,42,8693,775995,8850,B8,1004.5,novel_early_pretrigger,True,True,1.3072692,0.013266551,0.14779674,0.68336856,3,0.0,861.5,1,0.96217024,-1.8750622,1.6398052,0.99955213,0.9998952,0.99972045,0.99924916,0.9999566,0.5837674,0.20881936
ridge,42,17032,784334,240,B8,3156.0,novel_delayed_peak,True,True,0.5649774,0.014038361,0.1712519,0.52006614,17,0.9783863,3.5,2,0.9968314,1.0,18.0,0.99953073,0.9999993,0.9997146,0.92692465,0.94421667,0.04049579,0.17871788
ridge,42,9921,777223,9973,B8,2093.5,novel_early_pretrigger,True,True,0.61773926,0.016250508,0.080016434,0.5580348,3,0.0,1706.0,1,0.63123953,-0.7487461,1.6587789,0.99955213,0.9998994,0.9996063,0.96382475,0.985783,1.0,0.13375616
ridge,42,22796,790100,5603,B8,1070.5,novel_early_pretrigger,True,True,1.1596115,0.010430704,0.14845538,0.66619617,3,0.0,880.5,1,0.980383,-1.6314806,1.6550326,0.99955213,0.9998252,0.9985169,0.99819785,0.99988997,0.5964689,0.1986197
ridge,42,4436,771737,4874,B8,4863.5,pileup_or_long_tail,True,False,0.548977,0.035278007,0.08891257,0.47041625,17,0.9994303,2.0,1,0.058908194,1.0,18.0,0.99953085,1.0,0.99780124,0.9790571,0.9228591,0.041800674,0.15241976
ridge,42,24344,791650,7038,B8,2908.5,novel_delayed_peak,True,True,0.59001136,0.018848756,0.15195695,0.49432644,15,0.998808,4.0,2,0.9979371,0.9487708,18.0,0.99953085,0.99997616,0.99604446,0.93097705,0.94334406,0.041701965,0.1681479
ridge,57,21578,379231,14980,B2,2776.0,baseline_excursion,True,False,1.0605283,0.061232176,0.13408014,0.64055574,3,0.0,2564.0,1,0.0,-1.1476945,1.6180272,0.99955213,1.0,1.0,0.99958986,0.9997892,1.0,0.28338322
ridge,57,20093,377746,13622,B2,1131.5,novel_early_pretrigger,True,True,2.0837092,0.41317707,0.7860943,0.7965207,0,0.0,160.5,1,0.082633674,-3.1440566,18.0,0.99955213,1.0,1.0,0.9999864,0.9999974,0.10853554,1.0
ridge,57,14494,372147,8426,B2,1583.0,novel_early_pretrigger,True,True,2.0553565,0.35263196,0.9581511,0.7818298,0,0.0,775.5,1,0.0,-2.9399874,18.0,0.99955213,1.0,1.0,0.99999714,0.9999994,0.52644676,1.0
ridge,57,22131,379784,15478,B2,1069.5,novel_early_pretrigger,True,True,2.017811,0.41978028,0.8472007,0.79533076,0,0.0,90.0,1,0.06404862,-3.2664797,18.0,0.99955213,1.0,1.0,0.9999653,0.99999416,0.08749832,1.0
ridge,57,8274,365925,2597,B2,1378.0,novel_early_pretrigger,True,True,2.094843,0.39689025,0.9621179,0.78947085,0,0.0,609.5,1,0.0,-3.1313498,18.0,0.99955213,1.0,1.0,0.999997,0.9999994,0.41373378,1.0
ridge,57,28718,386371,5194,B2,1090.0,novel_early_pretrigger,True,True,1.4710814,0.20318717,0.5828184,0.7215976,0,0.0,608.5,1,0.0,-1.9633027,18.0,0.99955213,1.0,1.0,0.9999285,0.99998665,0.4120827,0.8877618
ridge,57,9669,367320,3930,B2,4806.5,baseline_excursion,True,False,0.6357952,0.013525675,0.06973328,0.5775299,3,0.026159907,2989.5,1,0.41911995,-0.3608655,18.0,0.99955213,1.0,1.0,0.9817723,0.98752743,1.0,0.12713014
ridge,57,1425,359076,12589,B2,4807.5,baseline_excursion,True,False,0.74847263,0.018411579,0.08204479,0.5913952,3,0.0,3479.0,1,0.26281852,-0.5045242,18.0,0.99955213,1.0,1.0,0.9957748,0.99647766,1.0,0.14905795
ridge,57,1426,359077,12590,B2,1372.0,novel_early_pretrigger,True,True,2.0883822,0.50566316,1.2289876,0.79921985,0,0.0,745.5,1,0.0,-3.1690962,18.0,0.99955213,1.0,1.0,0.9999988,0.99999976,0.5061781,1.0
ridge,57,14452,372105,8386,B2,1274.0,novel_early_pretrigger,True,True,2.2848926,0.44770586,1.1241649,0.80362546,0,0.0,677.5,1,0.0,-3.3751962,18.0,0.99955213,1.0,1.0,0.99999917,0.9999999,0.46020487,1.0
ridge,57,28706,386359,5183,B2,1851.0,novel_early_pretrigger,True,True,1.9312838,0.29860944,0.9129788,0.7726273,0,0.0,961.5,1,0.0,-2.6396542,18.0,0.99955213,1.0,1.0,0.9999963,0.99999905,0.65264314,1.0
ridge,57,22199,379852,15537,B2,1142.5,novel_early_pretrigger,True,True,2.3522422,0.12131315,0.70283645,0.78719467,1,0.0,854.0,1,0.0,-3.8008752,3.3455205,0.99955213,1.0,1.0,0.99999964,0.9999999,0.58048815,0.8222324
ridge,57,31186,388839,7477,B4,1182.5,novel_early_pretrigger,True,True,2.575919,0.11472062,1.5718808,0.8083972,1,0.0,996.0,1,0.0,-4.265962,1.7258418,0.99955213,1.0,1.0,1.0,1.0,0.6774319,1.0
ridge,57,11934,369587,6020,B4,1418.5,novel_early_pretrigger,True,True,1.7219152,0.2503335,0.4624535,0.7647663,2,0.0,1120.0,1,0.0,-2.8759253,1.4933928,0.99955213,1.0,1.0,0.9999974,0.9999994,0.76039076,0.9149668
ridge,57,10665,368316,4858,B4,1153.0,novel_early_pretrigger,True,True,1.1565107,0.17534785,0.567224,0.7313993,0,0.0,267.5,1,0.0,-1.4275802,18.0,0.99955213,1.0,1.0,0.9998683,0.99997675,0.1798879,0.8245565
ridge,57,14810,372463,8727,B4,1582.5,novel_early_pretrigger,True,True,1.3093052,0.13351351,0.191014,0.7053269,2,0.0,1549.5,1,0.24612954,-1.9402844,1.5914811,0.99955213,1.0,1.0,0.99981374,0.999966,1.0,0.48442256
ridge,57,14987,372640,8889,B4,2331.0,novel_early_pretrigger,True,True,1.4941205,0.17478055,0.63760924,0.73085207,0,0.0,728.0,1,0.0,-1.8627199,18.0,0.99955213,1.0,1.0,0.99995255,0.99998546,0.4932816,0.8698248
ridge,57,2600,360251,13698,B4,1041.5,novel_early_pretrigger,True,True,1.5600176,0.21556745,1.0310705,0.7572982,0,0.0,579.0,1,0.0,-1.9227077,18.0,0.99955213,1.0,1.0,0.9999962,0.9999994,0.39213625,1.0
ridge,57,4004,361655,15002,B4,1125.0,novel_early_pretrigger,True,True,1.1466093,0.16655172,0.57870954,0.72305804,0,0.0,343.5,1,0.0,-1.3964444,18.0,0.99955213,1.0,1.0,0.99988806,0.99997985,0.23152205,0.8121402
ridge,57,18829,376482,12459,B4,1170.0,novel_early_pretrigger,True,True,1.2267978,0.17555624,0.66206,0.7285827,0,0.0,437.0,1,0.0,-1.4803419,18.0,0.99955213,1.0,1.0,0.9999471,0.99999046,0.2951705,0.8868968
ridge,57,20519,378172,14006,B4,1081.0,novel_early_pretrigger,True,True,2.268506,0.22223666,1.3238811,0.8107936,1,0.0,584.0,1,0.0,-4.0249767,4.2373805,0.99955213,1.0,1.0,0.9999999,1.0,0.39704084,1.0
ridge,57,3394,361045,14431,B4,1022.5,novel_early_pretrigger,True,True,1.9147776,0.44578192,0.85161823,0.79888195,0,0.0,84.5,1,0.0,-3.3422983,18.0,0.99955213,1.0,1.0,0.99999046,0.99999845,0.089208946,1.0
ridge,57,25035,382688,1792,B4,1224.0,novel_early_pretrigger,True,True,1.4207063,0.18269902,0.24527067,0.73129666,2,0.0,1166.5,1,0.18218954,-2.6658497,1.5802829,0.99955213,1.0,1.0,0.9999566,0.99999404,0.7915924,0.62625897
ridge,57,2908,360559,13980,B4,1055.5,novel_early_pretrigger,True,True,2.0886214,0.4790689,1.1713395,0.8094233,0,0.0,487.5,1,0.0,-3.666035,18.0,0.99955213,1.0,1.0,0.99999905,0.9999999,0.33105418,1.0
ridge,57,24433,382086,1234,B6,1041.0,novel_early_pretrigger,True,True,1.3865573,0.19110991,0.7263996,0.7479764,0,0.0,300.0,1,0.0,-1.6157541,18.0,0.99955213,1.0,1.0,0.99996257,0.9999931,0.20223475,0.9661907
ridge,57,16121,373774,9946,B6,1014.0,novel_early_pretrigger,True,True,1.8345587,0.2421342,1.2655787,0.77807313,0,0.0,642.0,1,0.0,-2.17357,18.0,0.99955213,1.0,1.0,0.99999917,0.9999999,0.4352734,1.0
ridge,57,5518,363169,20,B6,1054.0,novel_early_pretrigger,True,True,2.1626682,0.53568006,1.1005511,0.8073723,0,0.0,542.0,1,0.0,-3.4297912,18.0,0.99955213,1.0,1.0,0.99999905,0.9999999,0.36805102,1.0
ridge,57,18517,376170,12171,B6,1895.5,novel_early_pretrigger,True,True,0.8881083,0.030086232,0.13615964,0.62617993,3,0.0,1697.0,1,0.4407808,-1.2210499,1.6264931,0.99955213,0.9999844,0.9999867,0.99467045,0.9986947,1.0,0.21826907
ridge,57,4090,361741,15085,B6,2147.0,novel_delayed_peak,True,True,0.5046238,0.039156623,0.07954174,0.49489245,17,0.9955788,4.5,1,0.004657662,1.0,18.0,0.99953085,1.0,0.99998236,0.9808152,0.93019754,0.04151756,0.16105251
ridge,57,14194,371847,8147,B6,3437.0,novel_delayed_peak,True,True,0.5824379,0.03868953,0.08027075,0.48916483,17,0.9987885,2.5,1,0.0011638056,1.0,18.0,0.99953085,1.0,0.9999823,0.98171383,0.9291491,0.041795418,0.15894574
ridge,57,22363,380016,15691,B6,2009.5,novel_delayed_peak,True,True,0.5008949,0.036624108,0.08110722,0.48374784,17,0.9953069,5.5,1,0.0047275443,1.0,18.0,0.99953085,1.0,0.99997854,0.9797283,0.9229219,0.041509137,0.15380073
ridge,57,5014,362665,15940,B6,1537.5,novel_early_pretrigger,True,True,1.0289272,0.035429787,0.18089972,0.64461815,3,0.0,1395.0,1,0.6078049,-1.4442277,1.6227545,0.99955213,0.9999523,0.9999774,0.9949511,0.9991697,0.94592434,0.26388592
ridge,57,21224,378877,14656,B6,1013.0,novel_early_pretrigger,True,True,0.9987289,0.006154868,0.08667728,0.6546832,3,0.0,793.0,1,0.6041461,-1.4165844,1.6767888,0.99955213,0.9983565,0.9999408,0.99867827,0.9998636,0.53677076,0.14586875
ridge,57,11248,368900,5387,B6,2006.0,novel_early_pretrigger,True,True,0.7214419,0.017745549,0.09347509,0.57433146,3,0.0,1537.0,1,0.75373876,-0.82652044,1.6651028,0.99955213,0.99999726,0.9999141,0.9726448,0.99330235,1.0,0.15035829
ridge,57,22352,380005,15680,B6,2288.5,novel_delayed_peak,True,True,0.49292073,0.036503017,0.076872915,0.4777849,17,0.9076212,5.5,1,0.025999563,1.0,18.0,0.99953085,1.0,0.99985015,0.97513777,0.9093287,0.036047075,0.14903513
