taxon,heldout_count,flagged_count,heldout_rate,flagged_rate
baseline_excursion,776,103.0,0.0130172948853438,0.07663690476190477
dropout,88,36.0,0.0014761880797812558,0.026785714285714284
novel_broad_template_mismatch,162,1.0,0.002717528055960948,0.000744047619047619
novel_delayed_peak,1580,258.0,0.02650428597789073,0.19196428571428573
novel_early_pretrigger,2363,829.0,0.03963900491503531,0.6168154761904762
pileup_or_long_tail,95,20.0,0.0015936121315820375,0.01488095238095238
saturation,2,0.0,3.354972908593763e-05,0.0
unassigned_common,54547,97.0,0.91501853622532,0.07217261904761904
