residual_method,veto_method,metric,bootstrap_unit,value,ci_low,ci_high,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
s03b_monotone_binned,ml_q_rf,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.6704340378760942,1.3217498254041793,1.9591593691189717,10328,1.3613117928731029,1.6704340378760942,2.065502044150247,0.011812548412083656,1.790636210192451,82.42881280781847
s03b_monotone_binned,no_veto,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.6451494274970766,1.3217498254041793,1.935497985577583,11460,1.4256597686321761,1.6451494274970766,2.7160339836912515,0.019458987783595113,1.740123737064185,116.70364713759763
s03b_monotone_binned,shuffled_ml_q_rf_control,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.5885245800870507,1.3185235021558068,1.9444633146125212,11016,1.4442235746590875,1.5885245800870507,2.725010526690276,0.019698620188816268,1.4887771017060552,134.52751617613518
s03b_monotone_binned,traditional_q_threshold,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.6905037380448533,1.4160584482379523,2.0227650818663663,10284,1.3145863978572265,1.6905037380448533,2.0382699794616475,0.012252042007001166,1.8965599309027985,69.31692217280641
