heldout_run,residual_method,veto_method,feature,threshold,threshold_quantile,train_keep_fraction,train_tail_frac_abs_gt5ns,train_sigma68_ns,oof_auc,shuffled
58,s03b_monotone_binned,traditional_q_threshold,q_pair_max,0.1853173090614705,0.9,0.9000088960056934,0.010773944845309875,1.7293701646161723,,
58,s03b_monotone_binned,ml_q_rf,,0.490710846593112,0.9,0.9000088960056934,0.009785509538400712,1.6833806265836921,0.7920453613409828,False
58,s03b_monotone_binned,shuffled_ml_q_rf_control,,0.5422106835064614,0.975,0.9750022240014233,0.018065693430656934,1.6848150826584956,0.46314434213536737,True
59,s03b_monotone_binned,traditional_q_threshold,q_pair_max,0.18470926453461578,0.9,0.900010903936321,0.009934577174703174,1.6905037380448498,,
59,s03b_monotone_binned,ml_q_rf,,0.4781074261602651,0.9,0.900010903936321,0.009449963653985946,1.5483266507725892,0.807053402833976,False
59,s03b_monotone_binned,shuffled_ml_q_rf_control,,0.502940088238209,0.9,0.900010903936321,0.01780954688635813,1.561663372526251,0.48545888143105737,True
60,s03b_monotone_binned,traditional_q_threshold,q_pair_max,0.17275426033289942,0.9,0.900066401062417,0.010082380425427272,1.528932059766409,,
60,s03b_monotone_binned,ml_q_rf,,0.5448547733006375,0.925,0.9249667994687915,0.010887772194304857,1.5,0.7930289656564791,False
60,s03b_monotone_binned,shuffled_ml_q_rf_control,,0.5635668642331636,0.99,0.9899291722000886,0.01799888205701509,1.4887055664905602,0.4591391544901849,True
61,s03b_monotone_binned,traditional_q_threshold,q_pair_max,0.1842913462095373,0.9,0.9000115460108532,0.00949326491340603,1.5555366853874837,,
61,s03b_monotone_binned,ml_q_rf,,0.535025813642452,0.9,0.9000115460108532,0.008338678640153944,1.5036873958181858,0.8404609578724025,False
61,s03b_monotone_binned,shuffled_ml_q_rf_control,,0.5998051567835189,0.99,0.9899549705576723,0.016911593188710054,1.5000000000000036,0.49715950502907313,True
62,s03b_monotone_binned,traditional_q_threshold,q_pair_max,0.18111197132273285,0.9,0.9000995685363425,0.012045231071779744,1.6874300269706928,,
62,s03b_monotone_binned,ml_q_rf,,0.5146639319658034,0.925,0.9249917026219715,0.010525056811386197,1.640740006809737,0.8018440167976089,False
62,s03b_monotone_binned,shuffled_ml_q_rf_control,,0.5550137970206318,0.95,0.9499944684146476,0.01921509258180971,1.687430026970688,0.5326232392145983,True
63,s03b_monotone_binned,traditional_q_threshold,q_pair_max,0.18170246999276302,0.9,0.9000966183574879,0.011056247316444827,1.6831122575496877,,
63,s03b_monotone_binned,ml_q_rf,,0.49580557590686886,0.9,0.9,0.009876543209876543,1.6116547802146992,0.8028782082844121,False
63,s03b_monotone_binned,shuffled_ml_q_rf_control,,0.5675522281972687,0.99,0.990048309178744,0.018932370449887773,1.5936573592004584,0.47469378479718216,True
65,s03b_monotone_binned,traditional_q_threshold,q_downstream_max,0.23122247197001078,0.9,0.9001065530101225,0.012429712932820362,1.6809844267961154,,
65,s03b_monotone_binned,ml_q_rf,,0.5403109864344936,0.925,0.9249689220387143,0.010463665162714793,1.6204331072020952,0.80319547548635,False
65,s03b_monotone_binned,shuffled_ml_q_rf_control,,0.532384743898347,0.925,0.9249689220387143,0.018815397907266967,1.6809844267961118,0.5084046680212713,True
