path,suffix,bytes,token_match,is_root,likely_runlog_or_metadata,forced_random_name_hit
docs/bstack_astack_report_with_timing_label_pileup_ml.pdf,.pdf,3625905,,False,False,False
extracted/root/root/hrda_run_0000.root,.root,5508,,True,False,False
extracted/root/root/hrda_run_0001.root,.root,5508,,True,False,False
extracted/root/root/hrda_run_0002.root,.root,5508,,True,False,False
extracted/root/root/hrda_run_0003.root,.root,5508,,True,False,False
extracted/root/root/hrda_run_0012.root,.root,3578244,,True,False,False
extracted/root/root/hrda_run_0013.root,.root,12145402,,True,False,False
extracted/root/root/hrda_run_0014.root,.root,837346,,True,False,False
extracted/root/root/hrda_run_0015.root,.root,24746939,,True,False,False
extracted/root/root/hrda_run_0016.root,.root,2874850,,True,False,False
extracted/root/root/hrda_run_0017.root,.root,1365754,,True,False,False
extracted/root/root/hrda_run_0018.root,.root,18111007,,True,False,False
extracted/root/root/hrda_run_0019.root,.root,17810450,,True,False,False
extracted/root/root/hrda_run_0020.root,.root,13971057,,True,False,False
extracted/root/root/hrda_run_0021.root,.root,5508,,True,False,False
extracted/root/root/hrda_run_0022.root,.root,5508,,True,False,False
extracted/root/root/hrda_run_0023.root,.root,944893,,True,False,False
extracted/root/root/hrda_run_0024.root,.root,6184513,,True,False,False
extracted/root/root/hrda_run_0025.root,.root,828833,,True,False,False
extracted/root/root/hrda_run_0026.root,.root,13404039,,True,False,False
extracted/root/root/hrda_run_0027.root,.root,8618874,,True,False,False
extracted/root/root/hrda_run_0028.root,.root,1292921,,True,False,False
extracted/root/root/hrda_run_0029.root,.root,6393883,,True,False,False
extracted/root/root/hrda_run_0030.root,.root,1303672,,True,False,False
extracted/root/root/hrda_run_0031.root,.root,9888079,,True,False,False
extracted/root/root/hrda_run_0032.root,.root,10365191,,True,False,False
extracted/root/root/hrda_run_0033.root,.root,13980468,,True,False,False
extracted/root/root/hrda_run_0034.root,.root,9685894,,True,False,False
extracted/root/root/hrda_run_0035.root,.root,6906038,,True,False,False
extracted/root/root/hrda_run_0036.root,.root,5406671,,True,False,False
extracted/root/root/hrda_run_0037.root,.root,12558688,,True,False,False
extracted/root/root/hrda_run_0039.root,.root,7551093,,True,False,False
extracted/root/root/hrda_run_0040.root,.root,8132296,,True,False,False
extracted/root/root/hrda_run_0041.root,.root,8476807,,True,False,False
extracted/root/root/hrda_run_0042.root,.root,8439631,,True,False,False
extracted/root/root/hrda_run_0043.root,.root,9816,,True,False,False
extracted/root/root/hrda_run_0044.root,.root,1072439,,True,False,False
extracted/root/root/hrda_run_0045.root,.root,11978439,,True,False,False
extracted/root/root/hrda_run_0046.root,.root,363504,,True,False,False
extracted/root/root/hrda_run_0047.root,.root,2725102,,True,False,False
extracted/root/root/hrda_run_0048.root,.root,7883395,,True,False,False
extracted/root/root/hrda_run_0049.root,.root,8041307,,True,False,False
extracted/root/root/hrda_run_0050.root,.root,10925423,,True,False,False
extracted/root/root/hrda_run_0051.root,.root,5005769,,True,False,False
extracted/root/root/hrda_run_0052.root,.root,2440882,,True,False,False
extracted/root/root/hrda_run_0053.root,.root,9656826,,True,False,False
extracted/root/root/hrda_run_0054.root,.root,9124046,,True,False,False
extracted/root/root/hrda_run_0055.root,.root,5958441,,True,False,False
extracted/root/root/hrda_run_0056.root,.root,12667291,,True,False,False
extracted/root/root/hrda_run_0057.root,.root,7791169,,True,False,False
extracted/root/root/hrda_run_0058.root,.root,8355851,,True,False,False
extracted/root/root/hrda_run_0059.root,.root,10400361,,True,False,False
extracted/root/root/hrda_run_0060.root,.root,8889565,,True,False,False
extracted/root/root/hrda_run_0061.root,.root,8999644,,True,False,False
extracted/root/root/hrda_run_0062.root,.root,9250458,,True,False,False
extracted/root/root/hrda_run_0063.root,.root,9118926,,True,False,False
extracted/root/root/hrda_run_0064.root,.root,8852963,,True,False,False
extracted/root/root/hrda_run_0065.root,.root,9464668,,True,False,False
extracted/root/root/hrdb_run_0012.root,.root,4273035,,True,False,False
extracted/root/root/hrdb_run_0013.root,.root,14618059,,True,False,False
extracted/root/root/hrdb_run_0014.root,.root,1013221,,True,False,False
extracted/root/root/hrdb_run_0015.root,.root,30026478,,True,False,False
extracted/root/root/hrdb_run_0016.root,.root,3337504,,True,False,False
extracted/root/root/hrdb_run_0017.root,.root,1638803,,True,False,False
extracted/root/root/hrdb_run_0018.root,.root,21681973,,True,False,False
extracted/root/root/hrdb_run_0019.root,.root,21343485,,True,False,False
extracted/root/root/hrdb_run_0020.root,.root,16657460,,True,False,False
extracted/root/root/hrdb_run_0021.root,.root,5508,,True,False,False
extracted/root/root/hrdb_run_0022.root,.root,5508,,True,False,False
extracted/root/root/hrdb_run_0023.root,.root,1085562,,True,False,False
extracted/root/root/hrdb_run_0024.root,.root,7084801,,True,False,False
extracted/root/root/hrdb_run_0025.root,.root,758140,,True,False,False
extracted/root/root/hrdb_run_0026.root,.root,12367441,,True,False,False
extracted/root/root/hrdb_run_0027.root,.root,8098305,,True,False,False
extracted/root/root/hrdb_run_0028.root,.root,1507230,,True,False,False
extracted/root/root/hrdb_run_0029.root,.root,7398148,,True,False,False
extracted/root/root/hrdb_run_0030.root,.root,1524216,,True,False,False
extracted/root/root/hrdb_run_0031.root,.root,11638901,,True,False,False
extracted/root/root/hrdb_run_0032.root,.root,12157812,,True,False,False
extracted/root/root/hrdb_run_0033.root,.root,16781109,,True,False,False
extracted/root/root/hrdb_run_0034.root,.root,11697434,,True,False,False
extracted/root/root/hrdb_run_0035.root,.root,7793651,,True,False,False
extracted/root/root/hrdb_run_0036.root,.root,6167361,,True,False,False
extracted/root/root/hrdb_run_0037.root,.root,14369738,,True,False,False
extracted/root/root/hrdb_run_0039.root,.root,8625385,,True,False,False
extracted/root/root/hrdb_run_0040.root,.root,9266489,,True,False,False
extracted/root/root/hrdb_run_0041.root,.root,9691925,,True,False,False
extracted/root/root/hrdb_run_0042.root,.root,9767653,,True,False,False
extracted/root/root/hrdb_run_0043.root,.root,10181,,True,False,False
extracted/root/root/hrdb_run_0044.root,.root,1227977,,True,False,False
extracted/root/root/hrdb_run_0045.root,.root,13786671,,True,False,False
extracted/root/root/hrdb_run_0046.root,.root,412227,,True,False,False
extracted/root/root/hrdb_run_0047.root,.root,3098718,,True,False,False
extracted/root/root/hrdb_run_0048.root,.root,8995827,,True,False,False
extracted/root/root/hrdb_run_0049.root,.root,9203548,,True,False,False
extracted/root/root/hrdb_run_0050.root,.root,13217424,,True,False,False
extracted/root/root/hrdb_run_0051.root,.root,6036876,,True,False,False
extracted/root/root/hrdb_run_0052.root,.root,2941826,,True,False,False
extracted/root/root/hrdb_run_0053.root,.root,11713879,,True,False,False
extracted/root/root/hrdb_run_0054.root,.root,11056922,,True,False,False
extracted/root/root/hrdb_run_0055.root,.root,7153324,,True,False,False
extracted/root/root/hrdb_run_0056.root,.root,15273160,,True,False,False
extracted/root/root/hrdb_run_0057.root,.root,8881910,,True,False,False
extracted/root/root/hrdb_run_0058.root,.root,9623179,,True,False,False
extracted/root/root/hrdb_run_0059.root,.root,12032616,,True,False,False
extracted/root/root/hrdb_run_0060.root,.root,10174098,,True,False,False
extracted/root/root/hrdb_run_0061.root,.root,10362658,,True,False,False
extracted/root/root/hrdb_run_0062.root,.root,10634393,,True,False,False
extracted/root/root/hrdb_run_0063.root,.root,10494181,,True,False,False
extracted/root/root/hrdb_run_0064.root,.root,10006223,,True,False,False
extracted/root/root/hrdb_run_0065.root,.root,10600278,,True,False,False
extracted/sorted-a/hrda_run_0012-sorted.root,.root,25801710,,True,False,False
extracted/sorted-a/hrda_run_0013-sorted.root,.root,82464565,,True,False,False
extracted/sorted-a/hrda_run_0014-sorted.root,.root,6001886,,True,False,False
extracted/sorted-a/hrda_run_0015-sorted.root,.root,164877109,,True,False,False
extracted/sorted-a/hrda_run_0016-sorted.root,.root,20657093,,True,False,False
extracted/sorted-a/hrda_run_0017-sorted.root,.root,9766059,,True,False,False
extracted/sorted-a/hrda_run_0018-sorted.root,.root,120873411,,True,False,False
extracted/sorted-a/hrda_run_0019-sorted.root,.root,118569477,,True,False,False
extracted/sorted-a/hrda_run_0020-sorted.root,.root,93521112,,True,False,False
extracted/sorted-a/hrda_run_0021-sorted.root,.root,6795,,True,False,False
extracted/sorted-a/hrda_run_0022-sorted.root,.root,6795,,True,False,False
extracted/sorted-a/hrda_run_0023-sorted.root,.root,6603848,,True,False,False
extracted/sorted-a/hrda_run_0024-sorted.root,.root,42235235,,True,False,False
extracted/sorted-a/hrda_run_0025-sorted.root,.root,5768659,,True,False,False
extracted/sorted-a/hrda_run_0026-sorted.root,.root,88314988,,True,False,False
extracted/sorted-a/hrda_run_0027-sorted.root,.root,58011722,,True,False,False
extracted/sorted-a/hrda_run_0028-sorted.root,.root,9071168,,True,False,False
extracted/sorted-a/hrda_run_0029-sorted.root,.root,43674830,,True,False,False
extracted/sorted-a/hrda_run_0030-sorted.root,.root,9117933,,True,False,False
extracted/sorted-a/hrda_run_0031-sorted.root,.root,65955980,,True,False,False
extracted/sorted-a/hrda_run_0032-sorted.root,.root,68999370,,True,False,False
