method,heldout_runs,n_events,heldout_auc,heldout_auc_ci_low,heldout_auc_ci_high,heldout_average_precision,heldout_mean_quiet_probability,heldout_mean_quiet_probability_ci_low,heldout_mean_quiet_probability_ci_high
ml_pretrigger_logistic_quiet_proxy,"57,65",4000,0.645749972998558,0.5640703913934842,0.7043537243921737,0.6447174867819375,0.40876024583362214,0.38226571237439766,0.4328309194693497
