heldout_run,stave,target,heldout_weight,n_heldout_template_pulses,threshold_fraction,fit_cross_ns,sampled_cross_ns,last_finite_tail_ns,last_above_ns,fit_minus_sampled_cross_ns,fit_minus_last_finite_tail_ns,extrapolates_beyond_observed_template
44,B2,5pct,0.9244357212953876,1884,0.05,134.67974393645417,137.08235594606788,165.0,135.0,-2.402612009613705,-30.320256063545827,False
44,B2,10pct,0.9244357212953876,1884,0.1,119.57437118646587,136.4187539106956,165.0,135.0,-16.844382724229746,-45.42562881353413,False
44,B2,20pct,0.9244357212953876,1884,0.2,98.28454404190268,135.0915498399511,165.0,135.0,-36.807005798048436,-66.71545595809732,False
44,B2,noise_floor,0.9244357212953876,1884,0.005,153.40773742196683,137.6795977779029,165.0,135.0,15.72813964406393,-11.592262578033171,False
44,B4,5pct,0.04563297350343474,93,0.05,137.20690403046086,140.14731526032838,165.0,140.0,-2.9404112298675216,-27.793095969539138,False
44,B4,10pct,0.04563297350343474,93,0.1,122.632782056162,139.29786399307002,165.0,135.0,-16.665081936908024,-42.367217943838,False
44,B4,20pct,0.04563297350343474,93,0.2,102.09171082593743,117.50630495014296,165.0,135.0,-15.414594124205536,-62.908289174062574,False
44,B4,noise_floor,0.04563297350343474,93,0.0070443031512118,154.29938172746074,140.35638311203925,165.0,140.0,13.942998615421487,-10.70061827253926,False
45,B2,5pct,0.936423786627214,10000,0.05,138.51189650614793,137.6043140100716,165.0,135.0,0.9075824960763441,-26.488103493852066,False
45,B2,10pct,0.936423786627214,10000,0.1,122.72798479369494,137.04894839727214,165.0,135.0,-14.320963603577198,-42.272015206305056,False
45,B2,20pct,0.936423786627214,10000,0.2,100.4818106949173,135.93821717167324,165.0,135.0,-35.456406476755944,-64.5181893050827,False
45,B2,noise_floor,0.936423786627214,10000,0.005,158.08115842502087,138.10414306159112,165.0,135.0,19.977015363429757,-6.918841574979126,False
45,B4,5pct,0.03982246332141536,969,0.05,137.05738096502552,137.00691149051434,165.0,135.0,0.050469474511174894,-27.942619034974484,False
45,B4,10pct,0.03982246332141536,969,0.1,122.51678976443195,135.13656573637468,165.0,135.0,-12.61977597194273,-42.48321023556805,False
45,B4,20pct,0.03982246332141536,969,0.2,102.02297750543732,113.9860220909567,165.0,110.0,-11.96304458551937,-62.977022494562675,False
45,B4,noise_floor,0.03982246332141536,969,0.006918058193574459,154.17017915630169,138.61847402926912,165.0,135.0,15.551705127032562,-10.829820843698315,False
45,B6,5pct,0.01647967780380553,401,0.05,133.0877818804422,135.0933372317264,165.0,135.0,-2.005555351284187,-31.912218119557792,False
45,B6,10pct,0.01647967780380553,401,0.1,119.06026513922323,127.5161673953954,165.0,125.0,-8.455902256172166,-45.93973486077677,False
45,B6,20pct,0.01647967780380553,401,0.2,99.289590715565,107.04050966067726,165.0,105.0,-7.750918945112261,-65.710409284435,False
45,B6,noise_floor,0.01647967780380553,401,0.007101870437956204,149.51298711122922,135.75136507562243,165.0,135.0,13.761622035606791,-15.487012888770778,False
45,B8,5pct,0.007274072247565035,177,0.05,142.07046574891717,135.08834223119413,165.0,135.0,6.982123517723039,-22.929534251082828,False
45,B8,10pct,0.007274072247565035,177,0.1,126.88471771285904,129.01085945044363,165.0,125.0,-2.1261417375845895,-38.11528228714096,False
45,B8,20pct,0.007274072247565035,177,0.2,105.48160796511594,115.91453918654956,165.0,115.0,-10.43293122143362,-59.51839203488406,False
45,B8,noise_floor,0.007274072247565035,177,0.006522887389894099,160.13800936935993,135.98931932129634,165.0,135.0,24.1486900480636,-4.861990630640065,False
46,B2,5pct,0.982532751091703,675,0.05,140.39594755006823,138.02439919930453,165.0,135.0,2.371548350763703,-24.60405244993177,False
46,B2,10pct,0.982532751091703,675,0.1,124.5257754243097,137.4142384719559,165.0,135.0,-12.888463047646212,-40.4742245756903,False
46,B2,20pct,0.982532751091703,675,0.2,102.1580241013822,136.1939170172587,165.0,135.0,-34.035892915876516,-62.841975898617804,False
46,B2,noise_floor,0.982532751091703,675,0.005,160.07215714148,138.57354385391827,165.0,135.0,21.49861328756174,-4.927842858519995,False
47,B2,5pct,0.9696739954510993,5116,0.05,142.452792719456,139.05495440557573,165.0,135.0,3.3978383138802712,-22.547207280544,False
47,B2,10pct,0.9696739954510993,5116,0.1,126.20321153093361,138.27855134519183,165.0,135.0,-12.075339814258214,-38.796788469066385,False
47,B2,20pct,0.9696739954510993,5116,0.2,103.3007131681934,136.7257452244241,165.0,135.0,-33.42503205623069,-61.6992868318066,False
47,B2,noise_floor,0.9696739954510993,5116,0.005,162.5994025170323,139.7537171599212,165.0,135.0,22.84568535711111,-2.4005974829676973,False
47,B4,5pct,0.01611068991660349,85,0.05,129.8507244960715,140.13596607189638,155.0,140.0,-10.28524157582487,-25.149275503928493,False
47,B4,10pct,0.01611068991660349,85,0.1,116.92009010718719,136.5455361483007,155.0,135.0,-19.625446041113506,-38.07990989281281,False
47,B4,20pct,0.01611068991660349,85,0.2,98.69538452955722,109.23518668163938,155.0,105.0,-10.53980215208216,-56.30461547044278,False
47,B4,noise_floor,0.01611068991660349,85,0.007027234195113138,145.02289366587743,141.0387308168275,155.0,140.0,3.9841628490499374,-9.977106334122567,False
48,B2,5pct,0.9317142857142857,10000,0.05,137.494960965304,136.90299327546532,165.0,135.0,0.5919676898386683,-27.50503903469601,False
48,B2,10pct,0.9317142857142857,10000,0.1,122.07863541104633,136.2367667852352,165.0,135.0,-14.15813137418887,-42.921364588953665,False
48,B2,20pct,0.9317142857142857,10000,0.2,100.35054490399732,134.14279633226508,165.0,130.0,-33.79225142826776,-64.64945509600268,False
48,B2,noise_floor,0.9317142857142857,10000,0.005,156.6084809908792,137.50259711667243,165.0,135.0,19.105883874206768,-8.391519009120799,False
48,B4,5pct,0.04278571428571429,599,0.05,144.87818131127636,137.0837410019772,165.0,135.0,7.794440309299176,-20.121818688723636,False
48,B4,10pct,0.04278571428571429,599,0.1,129.1828949638489,135.43268511337988,165.0,135.0,-6.24979014953098,-35.817105036151105,False
48,B4,20pct,0.04278571428571429,599,0.2,107.06163130146015,116.31883434077602,165.0,115.0,-9.257203039315868,-57.93836869853985,False
48,B4,noise_floor,0.04278571428571429,599,0.00695738776337462,163.32987309094355,138.505056169855,165.0,135.0,24.82481692108854,-1.6701269090564494,False
48,B6,5pct,0.0175,245,0.05,135.44380455144437,134.69332688637706,165.0,130.0,0.750477665067308,-29.556195448555627,False
48,B6,10pct,0.0175,245,0.1,121.53606606695344,126.78029533701125,165.0,125.0,-5.244229270057815,-43.46393393304656,False
48,B6,20pct,0.0175,245,0.2,101.93420961446499,107.03832716826113,165.0,105.0,-5.104117553796144,-63.06579038553501,False
48,B6,noise_floor,0.0175,245,0.007141873327386261,151.71070481269584,136.6394512954792,165.0,135.0,15.071253517216633,-13.289295187304162,False
48,B8,5pct,0.008,112,0.05,144.2959387607137,135.09893208100874,165.0,135.0,9.19700667970497,-20.70406123928629,False
48,B8,10pct,0.008,112,0.1,128.76107830398848,128.46782802604187,165.0,125.0,0.29325027794661196,-36.238921696011516,False
48,B8,20pct,0.008,112,0.2,106.86592223517542,110.40329568314873,165.0,110.0,-3.5373734479733088,-58.13407776482458,False
48,B8,noise_floor,0.008,112,0.006467959282598157,162.80669789806032,136.8344783952454,165.0,135.0,25.97221950281491,-2.193302101939679,False
49,B2,5pct,0.9300708741140735,10000,0.05,138.8122774677777,136.82924727785,165.0,135.0,1.9830301899277174,-26.187722532222296,False
49,B2,10pct,0.9300708741140735,10000,0.1,123.1628740894474,136.18480619494585,165.0,135.0,-13.02193210549845,-41.8371259105526,False
49,B2,20pct,0.9300708741140735,10000,0.2,101.10627883988933,134.01019386348804,165.0,130.0,-32.903915023598714,-63.89372116011067,False
49,B2,noise_floor,0.9300708741140735,10000,0.005,158.21477281644474,137.40924425246368,165.0,135.0,20.805528563981056,-6.785227183555264,False
49,B4,5pct,0.043199460006749915,640,0.05,139.48161944101338,136.47240683887725,165.0,135.0,3.009212602136131,-25.51838055898662,False
49,B4,10pct,0.043199460006749915,640,0.1,124.60328009907626,135.03396131280283,165.0,135.0,-10.430681213726572,-40.39671990092374,False
49,B4,20pct,0.043199460006749915,640,0.2,103.63343857111788,113.18580377743584,165.0,110.0,-9.552365206317958,-61.36656142888212,False
49,B4,noise_floor,0.043199460006749915,640,0.006970562883635888,156.96652173861312,137.71031686506797,165.0,135.0,19.25620487354516,-8.033478261386875,False
49,B6,5pct,0.018967262909213634,281,0.05,135.1169274914546,133.73680453934116,165.0,130.0,1.3801229521134246,-29.88307250854541,False
