component,run,bin_index,n_bins,run_shrink_strength,deployment_population_weight,log_amp_center,raw_target_ns,shrunk_target_ns,fitted_target_ns,deployment_target_ns,n_train_pulses,stave,heldout_run
run_stave_shrunken,60,2,8,320.0,1.0,7.728635826051634,-4.1767157118730935,-2.5423614857072883,-2.5423614857072883,-2.3561411794298515,102,B4,58
run_stave_shrunken,60,3,8,320.0,1.0,7.834788107388194,-4.1767157118730935,-2.670826010034731,-2.558467275829053,-2.3584420065901037,138,B4,58
run_stave_shrunken,60,4,8,320.0,1.0,7.914983005848394,-4.1767157118730935,-2.763401196623155,-2.558467275829053,-2.3584420065901037,168,B4,58
run_stave_shrunken,60,5,8,320.0,1.0,7.999594651686632,-4.1767157118730935,-2.687088317829962,-2.558467275829053,-2.3584420065901037,143,B4,58
run_stave_shrunken,60,6,8,320.0,1.0,8.118951928397392,-4.1767157118730935,-2.3852936769588857,-2.558467275829053,-2.3584420065901037,65,B4,58
run_stave_shrunken,60,7,8,320.0,1.0,8.396267717119336,-4.1767157118730935,-2.1301356423123523,-2.558467275829053,-2.3584420065901037,17,B4,58
run_stave_shrunken,61,0,8,320.0,1.0,7.341483852363161,-4.1767157118730935,-2.7487706115791597,-2.512936763251348,-2.3457386419224315,163,B4,58
run_stave_shrunken,61,1,8,320.0,1.0,7.591357046698551,-4.1767157118730935,-2.699847438978083,-2.512936763251348,-2.349892345057998,147,B4,58
run_stave_shrunken,61,2,8,320.0,1.0,7.728635826051634,-3.9267157118730935,-2.645838645818535,-2.512936763251348,-2.3561411794298515,156,B4,58
run_stave_shrunken,61,3,8,320.0,1.0,7.834788107388194,-3.6767157118731006,-2.606619785727702,-2.512936763251348,-2.3584420065901037,175,B4,58
run_stave_shrunken,61,4,8,320.0,1.0,7.914983005848394,-3.9267157118730935,-2.6511979640865455,-2.512936763251348,-2.3584420065901037,158,B4,58
run_stave_shrunken,61,5,8,320.0,1.0,7.999594651686632,-3.4267157118731006,-2.3218078901483534,-2.512936763251348,-2.3584420065901037,87,B4,58
run_stave_shrunken,61,6,8,320.0,1.0,8.118951928397392,-3.9267157118730935,-2.2092580120365586,-2.512936763251348,-2.3584420065901037,35,B4,58
run_stave_shrunken,61,7,8,320.0,1.0,8.396267717119336,0.32328428812691,-1.9366630509033047,-2.512936763251348,-2.3584420065901037,12,B4,58
run_stave_shrunken,62,0,8,320.0,1.0,7.341483852363161,-4.1767157118730935,-2.6902987216964345,-2.5355426000418615,-2.3457386419224315,144,B4,58
run_stave_shrunken,62,1,8,320.0,1.0,7.591357046698551,-4.1767157118730935,-2.687088317829962,-2.5355426000418615,-2.349892345057998,143,B4,58
run_stave_shrunken,62,2,8,320.0,1.0,7.728635826051634,-4.1767157118730935,-2.709274257741243,-2.5355426000418615,-2.3561411794298515,150,B4,58
run_stave_shrunken,62,3,8,320.0,1.0,7.834788107388194,-4.1767157118730935,-2.721657729928009,-2.5355426000418615,-2.3584420065901037,154,B4,58
run_stave_shrunken,62,4,8,320.0,1.0,7.914983005848394,-4.1767157118730935,-2.56902927028342,-2.5355426000418615,-2.3584420065901037,109,B4,58
run_stave_shrunken,62,5,8,320.0,1.0,7.999594651686632,-4.1767157118730935,-2.426214484863018,-2.5355426000418615,-2.3584420065901037,74,B4,58
run_stave_shrunken,62,6,8,320.0,1.0,8.118951928397392,-4.3017157118730935,-2.1805020972162046,-2.5355426000418615,-2.3584420065901037,24,B4,58
run_stave_shrunken,62,7,8,320.0,1.0,8.396267717119336,-2.9267157118730935,-2.046176248523641,-2.5355426000418615,-2.3584420065901037,9,B4,58
run_stave_shrunken,63,0,8,320.0,1.0,7.341483852363161,-4.1767157118730935,-2.50269269381006,-2.2826611495741993,-2.3457386419224315,92,B4,58
run_stave_shrunken,63,1,8,320.0,1.0,7.591357046698551,-4.1767157118730935,-2.4945267278682888,-2.2826611495741993,-2.349892345057998,90,B4,58
run_stave_shrunken,63,2,8,320.0,1.0,7.728635826051634,-4.1767157118730935,-2.412783529157058,-2.2826611495741993,-2.3561411794298515,71,B4,58
run_stave_shrunken,63,3,8,320.0,1.0,7.834788107388194,-4.6767157118730935,-2.3740125047132836,-2.2826611495741993,-2.3584420065901037,49,B4,58
run_stave_shrunken,63,4,8,320.0,1.0,7.914983005848394,-4.176715711873101,-2.233905899360503,-2.2826611495741993,-2.3584420065901037,35,B4,58
run_stave_shrunken,63,5,8,320.0,1.0,7.999594651686632,-4.4267157118730935,-2.1761382749082694,-2.2826611495741993,-2.3584420065901037,22,B4,58
run_stave_shrunken,63,6,8,320.0,1.0,8.118951928397392,-3.42671571187309,-2.047275578615517,-2.2826611495741993,-2.3584420065901037,6,B4,58
run_stave_shrunken,63,7,8,320.0,1.0,8.396267717119336,7.323284288126921,-1.8776465320516476,-2.2826611495741993,-2.3584420065901037,5,B4,58
run_stave_shrunken,65,0,8,320.0,1.0,7.341483852363161,-4.1767157118730935,-2.1541424466473753,-2.0750097455609233,-2.3457386419224315,21,B4,58
run_stave_shrunken,65,1,8,320.0,1.0,7.591357046698551,-4.1767157118730935,-2.1301356423123523,-2.0750097455609233,-2.349892345057998,17,B4,58
run_stave_shrunken,65,2,8,320.0,1.0,7.728635826051634,-4.1767157118730935,-2.086723337806518,-2.0750097455609233,-2.3561411794298515,10,B4,58
run_stave_shrunken,65,3,8,320.0,1.0,7.834788107388194,-4.1767157118730935,-2.0545696089747247,-2.0750097455609233,-2.3584420065901037,5,B4,58
run_stave_shrunken,65,4,8,320.0,1.0,7.914983005848394,-4.676715711873101,-2.0541926148299767,-2.0750097455609233,-2.3584420065901037,4,B4,58
run_stave_shrunken,65,5,8,320.0,1.0,7.999594651686632,-4.1767157118730935,-2.0739794818670876,-2.0750097455609233,-2.3584420065901037,8,B4,58
run_stave_shrunken,65,6,8,320.0,1.0,8.118951928397392,-0.6767157118730864,-2.017221993985337,-2.0750097455609233,-2.3584420065901037,1,B4,58
run_stave_shrunken,65,7,8,320.0,1.0,8.396267717119336,-2.0214110761169377,-2.0214110761169377,-2.0750097455609233,-2.3584420065901037,0,B4,58
stave_population,-1,0,8,320.0,1.0,7.341483852363161,2.6428031039120583,2.039668814444523,2.0835820093686084,2.197092097235145,512,B6,58
stave_population,-1,1,8,320.0,1.0,7.591357046698551,2.6428031039120583,2.104382794001126,2.0835820093686084,2.1944372276027915,612,B6,58
stave_population,-1,2,8,320.0,1.0,7.728635826051634,2.6428031039120583,2.102062016803234,2.0835820093686084,2.1901415125812664,608,B6,58
stave_population,-1,3,8,320.0,1.0,7.834788107388194,2.6428031039120583,2.0808683571741087,2.0808683571741087,2.1823871879935997,573,B6,58
stave_population,-1,4,8,320.0,1.0,7.914983005848394,2.6428031039120583,2.074504430257484,2.074504430257484,2.1716722538371966,563,B6,58
stave_population,-1,5,8,320.0,1.0,7.999594651686632,2.6428031039120583,2.03894302107573,2.03894302107573,2.123529657834193,511,B6,58
stave_population,-1,6,8,320.0,1.0,8.118951928397392,2.6428031039120583,1.8648066250950208,1.8648066250950208,1.9432357130887394,325,B6,58
stave_population,-1,7,8,320.0,1.0,8.396267717119336,2.6428031039120583,1.2604126663445956,1.2604126663445956,1.2845095807590412,43,B6,58
run_stave_shrunken,59,0,8,320.0,1.0,7.341483852363161,2.6428031039120583,2.2753477645816598,2.2753477645816598,2.197092097235145,167,B6,58
run_stave_shrunken,59,1,8,320.0,1.0,7.591357046698551,2.6428031039120583,2.2668561495971344,2.2668561495971344,2.1944372276027915,156,B6,58
run_stave_shrunken,59,2,8,320.0,1.0,7.728635826051634,2.6428031039120583,2.2579627807853835,2.2579627807853835,2.1901415125812664,145,B6,58
run_stave_shrunken,59,3,8,320.0,1.0,7.834788107388194,2.6428031039120583,2.2246191063396306,2.2246191063396306,2.1823871879935997,110,B6,58
run_stave_shrunken,59,4,8,320.0,1.0,7.914983005848394,2.6428031039120583,2.20669860614356,2.20669860614356,2.1716722538371966,97,B6,58
run_stave_shrunken,59,5,8,320.0,1.0,7.999594651686632,2.6428031039120583,2.127509166558392,2.127509166558392,2.123529657834193,55,B6,58
run_stave_shrunken,59,6,8,320.0,1.0,8.118951928397392,2.6428031039120583,1.9211831815310378,1.9211831815310378,1.9432357130887394,25,B6,58
run_stave_shrunken,59,7,8,320.0,1.0,8.396267717119336,2.017803103912051,1.2788856038462408,1.2788856038462408,1.2845095807590412,8,B6,58
run_stave_shrunken,60,0,8,320.0,1.0,7.341483852363161,2.6428031039120583,2.1578417211101506,2.2209475506682623,2.197092097235145,49,B6,58
run_stave_shrunken,60,1,8,320.0,1.0,7.591357046698551,2.6428031039120583,2.2052707072032467,2.2209475506682623,2.1944372276027915,89,B6,58
run_stave_shrunken,60,2,8,320.0,1.0,7.728635826051634,2.6428031039120583,2.213664614094543,2.2209475506682623,2.1901415125812664,97,B6,58
run_stave_shrunken,60,3,8,320.0,1.0,7.834788107388194,2.6428031039120583,2.235049999703115,2.2209475506682623,2.1823871879935997,121,B6,58
run_stave_shrunken,60,4,8,320.0,1.0,7.914983005848394,2.6428031039120583,2.255051343636016,2.2209475506682623,2.1716722538371966,149,B6,58
run_stave_shrunken,60,5,8,320.0,1.0,7.999594651686632,2.6428031039120583,2.2427301711840566,2.2209475506682623,2.123529657834193,163,B6,58
run_stave_shrunken,60,6,8,320.0,1.0,8.118951928397392,2.6428031039120583,2.0858481302622778,2.0858481302622778,1.9432357130887394,127,B6,58
run_stave_shrunken,60,7,8,320.0,1.0,8.396267717119336,2.6428031039120583,1.314379860603986,1.314379860603986,1.2845095807590412,13,B6,58
run_stave_shrunken,61,0,8,320.0,1.0,7.341483852363161,2.6428031039120583,2.211596476794217,2.2438124532516146,2.197092097235145,95,B6,58
run_stave_shrunken,61,1,8,320.0,1.0,7.591357046698551,2.6428031039120583,2.240666586487555,2.2438124532516146,2.1944372276027915,125,B6,58
run_stave_shrunken,61,2,8,320.0,1.0,7.728635826051634,2.6428031039120583,2.2604297059336314,2.2438124532516146,2.1901415125812664,148,B6,58
run_stave_shrunken,61,3,8,320.0,1.0,7.834788107388194,2.6428031039120583,2.2569251662379295,2.2438124532516146,2.1823871879935997,146,B6,58
run_stave_shrunken,61,4,8,320.0,1.0,7.914983005848394,2.6428031039120548,2.2457385284328786,2.2438124532516146,2.1716722538371966,138,B6,58
run_stave_shrunken,61,5,8,320.0,1.0,7.999594651686632,2.3928031039120583,2.1559093246074035,2.1559093246074035,2.123529657834193,158,B6,58
run_stave_shrunken,61,6,8,320.0,1.0,8.118951928397392,2.3928031039120583,2.000787156762518,2.000787156762518,1.9432357130887394,111,B6,58
run_stave_shrunken,61,7,8,320.0,1.0,8.396267717119336,3.017803103912051,1.3239328026422144,1.3239328026422144,1.2845095807590412,12,B6,58
run_stave_shrunken,62,0,8,320.0,1.0,7.341483852363161,2.6428031039120583,2.2187491933577834,2.2474774406118283,2.197092097235145,102,B6,58
run_stave_shrunken,62,1,8,320.0,1.0,7.591357046698551,2.6428031039120583,2.2636701584588717,2.2474774406118283,2.1944372276027915,152,B6,58
run_stave_shrunken,62,2,8,320.0,1.0,7.728635826051634,2.6428031039120583,2.257133383537265,2.2474774406118283,2.1901415125812664,144,B6,58
run_stave_shrunken,62,3,8,320.0,1.0,7.834788107388194,2.6428031039120583,2.24142114195638,2.24142114195638,2.1823871879935997,128,B6,58
run_stave_shrunken,62,4,8,320.0,1.0,7.914983005848394,2.6428031039120583,2.235055176626265,2.235055176626265,2.1716722538371966,126,B6,58
run_stave_shrunken,62,5,8,320.0,1.0,7.999594651686632,2.6428031039120583,2.1838120670768446,2.1838120670768446,2.123529657834193,101,B6,58
run_stave_shrunken,62,6,8,320.0,1.0,8.118951928397392,2.6428031039120583,1.9625876033069982,1.9625876033069982,1.9432357130887394,46,B6,58
run_stave_shrunken,62,7,8,320.0,1.0,8.396267717119336,3.142803103912062,1.306324628236485,1.306324628236485,1.2845095807590412,8,B6,58
run_stave_shrunken,63,0,8,320.0,1.0,7.341483852363161,2.6428031039120583,2.199855702293484,2.199855702293484,2.197092097235145,84,B6,58
run_stave_shrunken,63,1,8,320.0,1.0,7.591357046698551,2.6428031039120583,2.189763229851542,2.189763229851542,2.1944372276027915,75,B6,58
run_stave_shrunken,63,2,8,320.0,1.0,7.728635826051634,2.6428031039120583,2.1779959603954246,2.1779959603954246,2.1901415125812664,65,B6,58
run_stave_shrunken,63,3,8,320.0,1.0,7.834788107388194,2.6428031039120583,2.1658293135774587,2.1658293135774587,2.1823871879935997,57,B6,58
run_stave_shrunken,63,4,8,320.0,1.0,7.914983005848394,2.6428031039120583,2.14996956578343,2.14996956578343,2.1716722538371966,49,B6,58
run_stave_shrunken,63,5,8,320.0,1.0,7.999594651686632,2.6428031039120583,2.0875294645223317,2.0875294645223317,2.123529657834193,28,B6,58
run_stave_shrunken,63,6,8,320.0,1.0,8.118951928397392,2.6428031039120583,1.8906614929711159,1.8906614929711159,1.9432357130887394,11,B6,58
run_stave_shrunken,63,7,8,320.0,1.0,8.396267717119336,-4.357196896087942,1.2429123250286065,1.2429123250286065,1.2845095807590412,1,B6,58
run_stave_shrunken,65,0,8,320.0,1.0,7.341483852363161,2.6428031039120654,2.1086217598705543,2.1086217598705543,2.197092097235145,15,B6,58
run_stave_shrunken,65,1,8,320.0,1.0,7.591357046698551,2.6428031039120583,2.108621759870554,2.108621759870554,2.1944372276027915,15,B6,58
run_stave_shrunken,65,2,8,320.0,1.0,7.728635826051634,2.6428031039120583,2.0988798508606785,2.0992123929877433,2.1901415125812664,9,B6,58
run_stave_shrunken,65,3,8,320.0,1.0,7.834788107388194,2.6428031039120583,2.09954292579682,2.0992123929877433,2.1823871879935997,11,B6,58
run_stave_shrunken,65,4,8,320.0,1.0,7.914983005848394,1.7678031039120619,2.0707179941297627,2.0707179941297627,2.1716722538371966,4,B6,58
run_stave_shrunken,65,5,8,320.0,1.0,7.999594651686632,2.6428031039120583,2.0500570103303866,2.0500570103303866,2.123529657834193,6,B6,58
run_stave_shrunken,65,6,8,320.0,1.0,8.118951928397392,2.6428031039120583,1.8767758016922058,1.8767758016922058,1.9432357130887394,5,B6,58
run_stave_shrunken,65,7,8,320.0,1.0,8.396267717119336,2.6428031039120583,1.264719178611161,1.264719178611161,1.2845095807590412,1,B6,58
stave_population,-1,0,8,320.0,1.0,7.341483852363161,1.5339126079610423,1.2529130474779373,1.3475003420562839,1.385218149596745,203,B8,58
stave_population,-1,1,8,320.0,1.0,7.591357046698551,1.5339126079610423,1.2192171687048028,1.3475003420562839,1.382214755679517,147,B8,58
stave_population,-1,2,8,320.0,1.0,7.728635826051634,1.5339126079610423,1.2376167004355103,1.3475003420562839,1.382214755679517,176,B8,58
stave_population,-1,3,8,320.0,1.0,7.834788107388194,1.5339126079610423,1.2434723507818648,1.3475003420562839,1.382214755679517,186,B8,58
stave_population,-1,4,8,320.0,1.0,7.914983005848394,1.5339126079610423,1.2905967633705393,1.3475003420562839,1.382214755679517,284,B8,58
stave_population,-1,5,8,320.0,1.0,7.999594651686632,1.5339126079610423,1.3568490294879534,1.3475003420562839,1.382214755679517,510,B8,58
stave_population,-1,6,8,320.0,1.0,8.118951928397392,1.5339126079610423,1.4163423918549114,1.3475003420562839,1.382214755679517,930,B8,58
stave_population,-1,7,8,320.0,1.0,8.396267717119336,1.5339126079610423,1.4438066790017143,1.3475003420562839,1.3537435827252497,1311,B8,58
run_stave_shrunken,59,0,8,320.0,1.0,7.341483852363161,1.5339126079610423,1.369582235813597,1.4135498632375438,1.385218149596745,43,B8,58
run_stave_shrunken,59,1,8,320.0,1.0,7.591357046698551,1.5339126079610423,1.3682128160457014,1.4135498632375438,1.382214755679517,40,B8,58
run_stave_shrunken,59,2,8,320.0,1.0,7.728635826051634,1.5339126079610423,1.3682128160457014,1.4135498632375438,1.382214755679517,40,B8,58
run_stave_shrunken,59,3,8,320.0,1.0,7.834788107388194,1.7839126079610281,1.405452106363418,1.4135498632375438,1.382214755679517,49,B8,58
run_stave_shrunken,59,4,8,320.0,1.0,7.914983005848394,1.7839126079610388,1.4330283740677683,1.4135498632375438,1.382214755679517,78,B8,58
run_stave_shrunken,59,5,8,320.0,1.0,7.999594651686632,1.5339126079610423,1.3932241053914134,1.4135498632375438,1.382214755679517,104,B8,58
run_stave_shrunken,59,6,8,320.0,1.0,8.118951928397392,1.7839126079610281,1.5057215221253346,1.4135498632375438,1.382214755679517,182,B8,58
run_stave_shrunken,59,7,8,320.0,1.0,8.396267717119336,1.5339126079610423,1.4248597284555164,1.4135498632375438,1.3537435827252497,227,B8,58
run_stave_shrunken,60,0,8,320.0,1.0,7.341483852363161,1.5339126079610423,1.3731257478814662,1.3922215744942426,1.385218149596745,51,B8,58
run_stave_shrunken,60,1,8,320.0,1.0,7.591357046698551,1.5339126079610423,1.3584657694624462,1.3922215744942426,1.382214755679517,20,B8,58
run_stave_shrunken,60,2,8,320.0,1.0,7.728635826051634,1.5339126079610423,1.3644469116839892,1.3922215744942426,1.382214755679517,32,B8,58
run_stave_shrunken,60,3,8,320.0,1.0,7.834788107388194,1.5339126079610423,1.3624990301175863,1.3922215744942426,1.382214755679517,28,B8,58
run_stave_shrunken,60,4,8,320.0,1.0,7.914983005848394,1.5339126079610423,1.3704826762089253,1.3922215744942426,1.382214755679517,45,B8,58
run_stave_shrunken,60,5,8,320.0,1.0,7.999594651686632,1.5339126079610423,1.3918842148907502,1.3922215744942426,1.382214755679517,100,B8,58
run_stave_shrunken,60,6,8,320.0,1.0,8.118951928397392,1.5339126079610423,1.4180836272046875,1.3922215744942426,1.382214755679517,195,B8,58
run_stave_shrunken,60,7,8,320.0,1.0,8.396267717119336,1.5339126079610423,1.4431182014320885,1.3922215744942426,1.3537435827252497,337,B8,58
run_stave_shrunken,61,0,8,320.0,1.0,7.341483852363161,1.5339126079610423,1.3677512567367451,1.3868832151347539,1.385218149596745,39,B8,58
run_stave_shrunken,61,1,8,320.0,1.0,7.591357046698551,1.5339126079610423,1.3624990301175863,1.3868832151347539,1.382214755679517,28,B8,58
run_stave_shrunken,61,2,8,320.0,1.0,7.728635826051634,1.5339126079610423,1.369582235813597,1.3868832151347539,1.382214755679517,43,B8,58
run_stave_shrunken,61,3,8,320.0,1.0,7.834788107388194,1.5339126079610423,1.3735579706236156,1.3868832151347539,1.382214755679517,52,B8,58
run_stave_shrunken,61,4,8,320.0,1.0,7.914983005848394,1.5339126079610423,1.3756846899516983,1.3868832151347539,1.382214755679517,57,B8,58
run_stave_shrunken,61,5,8,320.0,1.0,7.999594651686632,1.5339126079610423,1.4022306541210363,1.3868832151347539,1.382214755679517,133,B8,58
run_stave_shrunken,61,6,8,320.0,1.0,8.118951928397392,1.5339126079610423,1.4288916130851221,1.3868832151347539,1.382214755679517,248,B8,58
run_stave_shrunken,61,7,8,320.0,1.0,8.396267717119336,1.0339126079610423,1.187585004454882,1.187585004454882,1.3537435827252497,333,B8,58
run_stave_shrunken,62,0,8,320.0,1.0,7.341483852363161,1.5339126079610423,1.3691282845093222,1.4073265073622359,1.385218149596745,42,B8,58
run_stave_shrunken,62,1,8,320.0,1.0,7.591357046698551,1.5339126079610423,1.366820380819522,1.4073265073622359,1.382214755679517,37,B8,58
run_stave_shrunken,62,2,8,320.0,1.0,7.728635826051634,1.5339126079610423,1.366820380819522,1.4073265073622359,1.382214755679517,37,B8,58
run_stave_shrunken,62,3,8,320.0,1.0,7.834788107388194,1.5339126079610423,1.3624990301175863,1.4073265073622359,1.382214755679517,28,B8,58
run_stave_shrunken,62,4,8,320.0,1.0,7.914983005848394,2.2839126079610317,1.5116138319571157,1.4073265073622359,1.382214755679517,68,B8,58
run_stave_shrunken,62,5,8,320.0,1.0,7.999594651686632,1.5339126079610423,1.3974093468866198,1.4073265073622359,1.382214755679517,117,B8,58
run_stave_shrunken,62,6,8,320.0,1.0,8.118951928397392,1.5339126079610423,1.419197367404268,1.4073265073622359,1.382214755679517,200,B8,58
run_stave_shrunken,62,7,8,320.0,1.0,8.396267717119336,1.5339126079610423,1.434160224868195,1.4073265073622359,1.3537435827252497,278,B8,58
run_stave_shrunken,63,0,8,320.0,1.0,7.341483852363161,2.0339126079610423,1.3935279867087895,1.3935279867087895,1.385218149596745,23,B8,58
run_stave_shrunken,63,1,8,320.0,1.0,7.591357046698551,1.5339126079610423,1.356377116623177,1.372504229288194,1.382214755679517,16,B8,58
run_stave_shrunken,63,2,8,320.0,1.0,7.728635826051634,1.5339126079610423,1.3584657694624462,1.372504229288194,1.382214755679517,20,B8,58
run_stave_shrunken,63,3,8,320.0,1.0,7.834788107388194,1.5339126079610423,1.3605058489798716,1.372504229288194,1.382214755679517,24,B8,58
run_stave_shrunken,63,4,8,320.0,1.0,7.914983005848394,1.5339126079610423,1.3634785362766917,1.372504229288194,1.382214755679517,30,B8,58
run_stave_shrunken,63,5,8,320.0,1.0,7.999594651686632,1.5339126079610423,1.3718149854351653,1.372504229288194,1.382214755679517,48,B8,58
run_stave_shrunken,63,6,8,320.0,1.0,8.118951928397392,1.5339126079610423,1.3884201077426943,1.372504229288194,1.382214755679517,90,B8,58
run_stave_shrunken,63,7,8,320.0,1.0,8.396267717119336,1.5339126079610423,1.3980312296249997,1.372504229288194,1.3537435827252497,119,B8,58
run_stave_shrunken,65,0,8,320.0,1.0,7.341483852363161,1.5339126079610423,1.3503682230702032,1.3555175581833647,1.385218149596745,5,B8,58
run_stave_shrunken,65,1,8,320.0,1.0,7.591357046698551,1.5339126079610423,1.350931242655758,1.3555175581833647,1.382214755679517,6,B8,58
run_stave_shrunken,65,2,8,320.0,1.0,7.728635826051634,1.5339126079610423,1.349801728055108,1.3555175581833647,1.382214755679517,4,B8,58
run_stave_shrunken,65,3,8,320.0,1.0,7.834788107388194,1.7839126079610352,1.3542143769163568,1.3555175581833647,1.382214755679517,5,B8,58
run_stave_shrunken,65,4,8,320.0,1.0,7.914983005848394,2.2839126079610352,1.364734923637353,1.3555175581833647,1.382214755679517,6,B8,58
run_stave_shrunken,65,5,8,320.0,1.0,7.999594651686632,1.9089126079610388,1.361193324151522,1.3555175581833647,1.382214755679517,8,B8,58
run_stave_shrunken,65,6,8,320.0,1.0,8.118951928397392,1.5339126079610423,1.3558471599326163,1.3555175581833647,1.382214755679517,15,B8,58
run_stave_shrunken,65,7,8,320.0,1.0,8.396267717119336,1.5339126079610423,1.3569039281701738,1.3555175581833647,1.3537435827252497,17,B8,58
population,-1,0,12,80.0,16.0,7.275864361085741,-2.1036310618359018,,0.8644378920030799,,766,,59
population,-1,1,12,80.0,16.0,7.521859252201629,0.3733267450525197,,0.8644378920030799,,764,,59
population,-1,2,12,80.0,16.0,7.643123467796163,1.1768155309179456,,0.8644378920030799,,764,,59
population,-1,3,12,80.0,16.0,7.727535110475448,1.1233267450525055,,0.8644378920030799,,766,,59
population,-1,4,12,80.0,16.0,7.804455361091288,0.12332674505250196,,0.8644378920030799,,761,,59
population,-1,5,12,80.0,16.0,7.866722285136729,1.2303043167833891,,0.8644378920030799,,765,,59
population,-1,6,12,80.0,16.0,7.916078096302786,1.4803043167833891,,0.8644378920030799,,765,,59
population,-1,7,12,80.0,16.0,7.9674534741510215,1.4803043167833891,,0.8644378920030799,,763,,59
population,-1,8,12,80.0,16.0,8.026986854852982,1.4803043167833891,,0.8644378920030799,,764,,59
population,-1,9,12,80.0,16.0,8.102889134640868,1.5518155309179527,,0.8644378920030799,,764,,59
population,-1,10,12,80.0,16.0,8.238074295012755,1.4803043167833891,,0.8644378920030799,,764,,59
population,-1,11,12,80.0,16.0,8.48332612190466,0.9803043167833891,,0.8644378920030799,,765,,59
stave_population,-1,0,12,80.0,16.0,7.275864361085741,-4.103631061835898,-3.277341007143345,-2.899972561540797,-2.993484557609085,401,B4,59
stave_population,-1,1,12,80.0,16.0,7.521859252201629,-4.103631061835898,-3.2003457975015386,-2.899972561540797,-2.993484557609085,360,B4,59
stave_population,-1,2,12,80.0,16.0,7.643123467796163,-4.103631061835898,-3.1528044677997307,-2.899972561540797,-2.994641893731097,338,B4,59
