selector_gate,taxonomy_class,method,n_runs,run_mean_sigma68_ns,run_mean_sigma68_ci_low,run_mean_sigma68_ci_high,run_mean_full_rms_ns,run_mean_full_rms_ci_low,run_mean_full_rms_ci_high,run_mean_tail_frac,run_mean_tail_frac_ci_low,run_mean_tail_frac_ci_high
dynamic_range_full,baseline_excursion,hybrid_residual_ensemble,7,1.0402568988361742,0.9704646403265115,1.124737633310826,4.25414397334776,3.595523109956047,4.789697537684656,0.07832857998182703,0.065004559925704,0.09084157045249822
dynamic_range_full,baseline_excursion,signed_physics_prior,7,1.193555956639219,1.1215266365029506,1.254245732211723,4.87455207001444,4.069981669354398,5.53042208585184,0.08789714701135162,0.07106291585198402,0.1024112642125359
dynamic_range_full,baseline_excursion,gradient_boosted_trees_hgb,7,1.461434172083364,1.3416927706546244,1.6114484772935906,3.8701467464007213,3.364411823678061,4.330828211936136,0.0781745572187965,0.0722537243002223,0.08533470623480023
dynamic_range_full,baseline_excursion,ridge_ml,7,1.6591759775774235,1.4903582777770696,1.9166237542182465,4.295481998875615,3.7441526356187578,4.8077618327707246,0.10289779245609523,0.09034958381076345,0.11317333074528868
dynamic_range_full,baseline_excursion,mlp_waveform,7,2.5688874839129,2.4750531743505784,2.65981327032883,5.146212937200573,4.390142487921826,5.747036740472111,0.08417574290982345,0.06859723092232463,0.09873677805064095
dynamic_range_full,baseline_excursion,cnn_1d_waveform,7,2.809655521245907,2.7495203811761018,2.8678608913395403,5.246887174052873,4.489187545618543,5.829848217675226,0.09211692295149965,0.07122082715911296,0.11413676843367052
dynamic_range_full,clean_template_like,hybrid_residual_ensemble,7,1.0913166532799539,0.884630105291211,1.343533823947516,2.344406390155587,1.1064254488214338,3.749980472841938,0.016374269005847954,0.0,0.03642439431913116
dynamic_range_full,clean_template_like,ridge_ml,7,1.639780717581733,1.3228219530913718,1.9795995424987962,2.937907422399662,1.5890033247384154,4.398803200549377,0.04519632414369256,0.006349206349206349,0.09281537176274017
dynamic_range_full,clean_template_like,gradient_boosted_trees_hgb,7,1.6937163371814372,1.3915821210306842,2.022824778909801,2.470425491067981,1.6108046613450369,3.429790068249255,0.03171900339083002,0.006349206349206349,0.061403508771929814
dynamic_range_full,clean_template_like,signed_physics_prior,7,1.861707488728332,1.4577056763737903,2.3082059405929685,3.130549824670953,1.7928155731530508,4.634025442777678,0.059522888102609466,0.008216619981325864,0.12946336429308564
dynamic_range_full,clean_template_like,mlp_waveform,7,2.3680806555472316,2.245841306102405,2.498430129064812,3.1235472741345176,2.070389396239499,4.244466598717637,0.034296525627794984,0.006560518944419873,0.06583124477861321
dynamic_range_full,clean_template_like,cnn_1d_waveform,7,2.671765199980267,2.5616095434169806,2.793064721084737,3.3116225079707733,2.3261967575661573,4.393803230153987,0.0420797705046931,0.012657255884810065,0.0760233918128655
dynamic_range_full,large_downstream_timing_span,gradient_boosted_trees_hgb,7,1.457901993760973,1.3466745665304571,1.644124696545509,2.3161521469291984,1.8950234310434433,2.738944634266251,0.013921612291717497,0.00821737185373549,0.019116008893008202
dynamic_range_full,large_downstream_timing_span,hybrid_residual_ensemble,7,1.472694390579983,1.375240735896856,1.550163003440271,2.4272290236585823,2.002884247968634,2.8387209248735483,0.014053824560092572,0.008801811061325828,0.018073763025916133
dynamic_range_full,large_downstream_timing_span,signed_physics_prior,7,1.530283133589494,1.3772772191750153,1.7508842906520252,2.5696801380372567,2.1553498027292886,2.953782793132909,0.017968744859155044,0.010237578409838664,0.025929463920352575
dynamic_range_full,large_downstream_timing_span,ridge_ml,7,1.5624503287202613,1.448936033447701,1.741641011129284,2.4246869361458754,1.9921610549426594,2.8951707703160623,0.014467126284591693,0.008700191249219337,0.0197029147826596
dynamic_range_full,large_downstream_timing_span,mlp_waveform,7,2.8084527322593233,2.638841360015571,2.9643314116648476,3.2971368439616104,2.9539175983896158,3.6013975784802055,0.07697699875005523,0.06038042014381831,0.09197073274631214
dynamic_range_full,large_downstream_timing_span,cnn_1d_waveform,7,3.1038900150852844,2.928402869293458,3.2725476107377167,3.5304863710879038,3.196189655097213,3.8445249252350515,0.09819918613792629,0.0723130144867415,0.12095690399925685
dynamic_range_full,late_tail_or_delayed_peak,hybrid_residual_ensemble,7,1.3108204128663967,1.2012335255775977,1.4177210343596631,1.6382255762887967,1.3907823207913521,1.8610200425034933,0.009845478595478593,0.0034632034632034636,0.017914261664261664
dynamic_range_full,late_tail_or_delayed_peak,gradient_boosted_trees_hgb,7,1.871917729411716,1.6639068463062852,2.1197426343733117,1.961854573976624,1.7611689858423436,2.1505217491884734,0.017424126799126798,0.009101055194805195,0.025492909867909867
dynamic_range_full,late_tail_or_delayed_peak,ridge_ml,7,2.040529995707264,1.802915282320386,2.3135248507885895,2.32992061932233,2.0640040960263266,2.568590337943811,0.02064833314833315,0.010867604617604618,0.030543530543530543
dynamic_range_full,late_tail_or_delayed_peak,signed_physics_prior,7,2.120065369663723,1.9224338177145468,2.3513563999163347,2.3843488301244027,2.115584697337099,2.6086471710935717,0.028506562881562884,0.013887235449735452,0.04413410663410663
dynamic_range_full,late_tail_or_delayed_peak,mlp_waveform,7,2.2668207437246863,2.1270763465219917,2.411082697069575,2.4119535828388416,2.1764493845082082,2.6397600295626416,0.031168831168831162,0.01926406926406926,0.04193121693121693
dynamic_range_full,late_tail_or_delayed_peak,cnn_1d_waveform,7,2.577844109544514,2.4188670366972453,2.7300420515965302,2.618284579705211,2.398343899433175,2.8306740597766007,0.045489117364117364,0.02550204425204425,0.06429360569985562
dynamic_range_full,poor_template_match,hybrid_residual_ensemble,7,0.7662262498559878,0.7314574306542957,0.8005435970177882,0.6916238311679759,0.6351689488957543,0.7546628074803149,0.0,0.0,0.0
dynamic_range_full,poor_template_match,gradient_boosted_trees_hgb,7,1.086405044264162,1.0533946165525783,1.1205009242530533,1.1165638017174457,1.0227734120808993,1.263469720046041,0.002976190476190476,0.0,0.008928571428571428
dynamic_range_full,poor_template_match,ridge_ml,7,1.1349914955645761,1.0908389761426573,1.1880668735150544,1.0753038237699053,1.0268553956320838,1.1148874876754054,0.0,0.0,0.0
dynamic_range_full,poor_template_match,signed_physics_prior,7,1.184229242884211,1.1201257413939045,1.2377398513785907,1.0976055130630833,1.0771489705741824,1.1165545781089607,0.0,0.0,0.0
dynamic_range_full,poor_template_match,mlp_waveform,7,2.351979796158299,2.298905979694243,2.4028236993439567,2.0999599253618166,2.0497371492855483,2.149945928070428,0.004329004329004329,0.0,0.012987012987012988
dynamic_range_full,poor_template_match,cnn_1d_waveform,7,2.6064656467904874,2.5458537230004454,2.655828919669239,2.307063384083435,2.250917047344654,2.3570334560997463,0.004329004329004329,0.0,0.012987012987012988
matched_control,baseline_excursion,hybrid_residual_ensemble,7,1.0091480990805244,0.7574618024278446,1.2886816309852474,2.7283216613733927,1.1200199021318993,4.659952661365737,0.019047619047619046,0.0,0.03809523809523809
matched_control,baseline_excursion,signed_physics_prior,7,1.1371843681461997,0.9455512985784175,1.29522110796372,2.8647459213288498,1.2801591283695668,4.863894898321455,0.029629629629629624,0.009523809523809523,0.05716931216931178
matched_control,baseline_excursion,ridge_ml,7,1.145228220665052,0.9209806544955952,1.3860867447749818,2.852287288938404,1.1951310585289556,4.896205328747258,0.024338624338624337,0.005291005291005291,0.047619047619047616
matched_control,baseline_excursion,gradient_boosted_trees_hgb,7,1.4030284024204964,0.9572678436199349,1.8526520674818059,2.9366565187329696,1.286680954889727,4.909473773769286,0.02380952380952381,0.0,0.05249999999999827
matched_control,baseline_excursion,mlp_waveform,7,2.283959950223623,1.966823611652242,2.656671868800349,3.8132880625150314,2.573912522208716,5.29475206130465,0.17628667628667624,0.0858958633958634,0.29004329004329005
matched_control,baseline_excursion,cnn_1d_waveform,7,2.337431756017522,2.005725401984848,2.710005412173257,3.854225721245735,2.6087905566864933,5.319540976797397,0.18061568061568062,0.08783068783068781,0.291005291005291
matched_control,clean_template_like,signed_physics_prior,3,1.0365703716982437,0.7100827635627555,1.2519936576894772,1.3295551185362973,0.8432359850525039,1.7152007438774064,0.0,0.0,0.0
matched_control,clean_template_like,ridge_ml,3,1.085798755640399,0.725781706769257,1.4108334553834803,1.439248310488025,1.1750772641961487,1.7250937625650178,0.0,0.0,0.0
matched_control,clean_template_like,hybrid_residual_ensemble,3,1.1548659202902616,0.5718802739603,2.1707807869046034,1.3805642823829931,0.6171791165254472,2.6073189437432966,0.0,0.0,0.0
matched_control,clean_template_like,gradient_boosted_trees_hgb,3,1.43482859682909,1.069331180548199,1.6592619082726976,1.7766589130505535,1.0607937072981861,2.2517298441633544,0.0,0.0,0.0
matched_control,clean_template_like,mlp_waveform,3,2.3662216894915007,1.8652054289199167,3.2293825794253777,2.7478657144667036,1.7263987129874658,3.999819485561009,0.1111111111111111,0.0,0.3333333333333333
matched_control,clean_template_like,cnn_1d_waveform,3,2.4221558957388303,1.9144762554980563,3.279423059472842,2.8014944800725066,1.7469838920021175,4.06088471894903,0.1111111111111111,0.0,0.3333333333333333
matched_control,large_downstream_timing_span,gradient_boosted_trees_hgb,6,1.0598207285566583,0.7815020734295538,1.342447615311216,2.404783671371113,1.0087820367767708,4.921978638932842,0.013888888888888888,0.0,0.041666666666666664
matched_control,large_downstream_timing_span,hybrid_residual_ensemble,6,1.152709169372919,0.7395298923517832,1.5636385810537048,2.482681713276952,0.8734207575680218,5.01261687448671,0.020833333333333332,0.0,0.048611111111111105
matched_control,large_downstream_timing_span,signed_physics_prior,6,1.202271799022981,0.9189932771535996,1.5251820980166475,2.4315783599285763,0.8597324522849217,5.0252531737886565,0.020833333333333332,0.0,0.048611111111111105
matched_control,large_downstream_timing_span,ridge_ml,6,1.356433092955278,1.0455281888302308,1.7476805532825248,2.568623246713465,0.9927715475416797,5.15790677168243,0.027777777777777776,0.0,0.05555555555555555
matched_control,large_downstream_timing_span,mlp_waveform,6,2.80845083030913,2.2470214511835667,3.340045999907252,3.7455229814647417,2.292780412954055,5.860973564020896,0.14583333333333334,0.041666666666666664,0.2638888888888889
matched_control,large_downstream_timing_span,cnn_1d_waveform,6,2.8560537804201616,2.292331795718389,3.371994231378823,3.779976994348072,2.369878076007145,5.868666495859337,0.14583333333333334,0.041666666666666664,0.2569444444444444
matched_control,late_tail_or_delayed_peak,hybrid_residual_ensemble,5,0.6328612401166446,0.5317640069796237,0.717913268121085,0.7117205925170116,0.5260195794026935,0.9381668574111721,0.0,0.0,0.0
matched_control,late_tail_or_delayed_peak,ridge_ml,5,0.9079980942872276,0.8122736712658281,1.044231738240481,0.986982588772424,0.8949485807857295,1.08032367367682,0.0,0.0,0.0
matched_control,late_tail_or_delayed_peak,signed_physics_prior,5,1.0069033809377004,0.8064723695549227,1.1889719856872003,1.1105239865902816,0.8327148536935388,1.4795065181740696,0.0,0.0,0.0
matched_control,late_tail_or_delayed_peak,gradient_boosted_trees_hgb,5,1.0957783204474159,0.8993593351468361,1.309257521319234,1.2519590058392196,1.0487075779185042,1.484937474037646,0.0,0.0,0.0
matched_control,late_tail_or_delayed_peak,mlp_waveform,5,2.223616333817779,1.9298255037847767,2.5614379448248465,2.1738252459121115,1.8090814211859858,2.5343848615389852,0.06666666666666667,0.0,0.2
matched_control,late_tail_or_delayed_peak,cnn_1d_waveform,5,2.2728390134029977,1.977578198242546,2.568099828563449,2.2121448713780527,1.8481476793281986,2.5761420634279064,0.06666666666666667,0.0,0.2
matched_control,poor_template_match,gradient_boosted_trees_hgb,1,0.5679695457032954,0.5679695457032954,0.5679695457032954,0.7213979400739391,0.7213979400739391,0.7213979400739391,0.0,0.0,0.0
matched_control,poor_template_match,ridge_ml,1,0.7028059098259136,0.7028059098259136,0.7028059098259136,0.8955211088293181,0.8955211088293181,0.8955211088293181,0.0,0.0,0.0
matched_control,poor_template_match,hybrid_residual_ensemble,1,0.7378987786937212,0.7378987786937212,0.7378987786937212,0.9782242568478963,0.9782242568478963,0.9782242568478963,0.0,0.0,0.0
matched_control,poor_template_match,signed_physics_prior,1,0.8816203351657297,0.8816203351657297,0.8816203351657297,1.1811943594424097,1.1811943594424097,1.1811943594424097,0.0,0.0,0.0
matched_control,poor_template_match,mlp_waveform,1,1.8559521923146038,1.8559521923146038,1.8559521923146038,2.2463994062387806,2.2463994062387806,2.2463994062387806,0.0,0.0,0.0
matched_control,poor_template_match,cnn_1d_waveform,1,1.9127933295748023,1.9127933295748023,1.9127933295748023,2.325958679199314,2.325958679199314,2.325958679199314,0.0,0.0,0.0
median_first_four,baseline_excursion,hybrid_residual_ensemble,7,0.7337211767718071,0.7053584378750049,0.7556552522430781,1.9145604091214017,1.034444311169509,2.8614587165783405,0.008435080773457697,0.0018952854773750297,0.016396340177571633
median_first_four,baseline_excursion,gradient_boosted_trees_hgb,7,1.0657739821726557,1.0349499360877255,1.0957142581218229,2.107970397449668,1.3197457612768835,2.895759210675757,0.009151242148487535,0.0018952854773750297,0.017466460014829176
median_first_four,baseline_excursion,ridge_ml,7,1.1306124331602854,1.0898791543439355,1.1705776534076098,2.2042971792726695,1.3712909695913527,3.0919954402538905,0.008435080773457697,0.0016142050040355124,0.01603624330419769
median_first_four,baseline_excursion,signed_physics_prior,7,1.190563806226247,1.1629560169715532,1.215690503073136,2.2622639295063345,1.46526052964368,3.163809541108067,0.008435080773457697,0.0016142050040355124,0.016189628026919367
median_first_four,baseline_excursion,mlp_waveform,7,2.348980309916272,2.286677870611533,2.4076314339451983,2.8719115119677374,2.2899253621225877,3.5545286756221084,0.008211517169612404,0.00208802637337927,0.01582399925399097
median_first_four,baseline_excursion,cnn_1d_waveform,7,2.6354487727112903,2.576646197141301,2.680041664942874,3.0867096196277894,2.5492728153386075,3.72262125439996,0.008211517169612404,0.00208802637337927,0.015475391600537292
median_first_four,clean_template_like,hybrid_residual_ensemble,7,1.0913166532799539,0.8860621363463318,1.3381155638275037,2.344406390155587,1.1050197250489628,3.6955476390666493,0.016374269005847954,0.0,0.03642439431913116
median_first_four,clean_template_like,ridge_ml,7,1.639780717581733,1.2975345946942736,1.9870053787470734,2.937907422399662,1.6100063537801115,4.418320846853691,0.04519632414369256,0.006349206349206349,0.09281537176274017
median_first_four,clean_template_like,gradient_boosted_trees_hgb,7,1.6937163371814372,1.3927912225927224,2.0401001256970246,2.470425491067981,1.5950289125924666,3.440434441698256,0.03171900339083002,0.007282913165266107,0.061403508771929814
median_first_four,clean_template_like,signed_physics_prior,7,1.861707488728332,1.4796831086968303,2.308205940592969,3.130549824670953,1.7719677403206744,4.677755008391345,0.059522888102609466,0.008216619981325864,0.13001775271512112
median_first_four,clean_template_like,mlp_waveform,7,2.3680806555472316,2.242580842150438,2.5000528405951683,3.1235472741345176,2.0719449938578416,4.259442170706349,0.034296525627794984,0.006560518944419873,0.06579193080741068
median_first_four,clean_template_like,cnn_1d_waveform,7,2.671765199980267,2.559935232470394,2.7919526270311423,3.3116225079707733,2.327291722984399,4.40522165419864,0.0420797705046931,0.011513157894736841,0.07667606516290726
median_first_four,large_downstream_timing_span,gradient_boosted_trees_hgb,7,1.4591213415855908,1.354709563191231,1.6346734401260277,2.2608257191063195,1.869431078944594,2.6563870221793655,0.013459013084256075,0.008042190251945835,0.01810037264891784
median_first_four,large_downstream_timing_span,hybrid_residual_ensemble,7,1.4682156856973365,1.3707377342691756,1.5448429498004015,2.3490114706256944,1.9521757975538623,2.784084094231459,0.013339504507356449,0.008338650026259671,0.017514270279887566
median_first_four,large_downstream_timing_span,signed_physics_prior,7,1.532380627712927,1.3822896388839212,1.749040411545791,2.4418159117497247,2.0393897702028383,2.8507254656222716,0.017269875722837842,0.009615518929086762,0.025090357903625914
median_first_four,large_downstream_timing_span,ridge_ml,7,1.5548334277258509,1.4401543757998971,1.7405630064276585,2.379514847910284,1.9607464376430042,2.8441873654117766,0.013754448802974408,0.008194656246236904,0.018876385497359614
median_first_four,large_downstream_timing_span,mlp_waveform,7,2.797634413392738,2.6211410156446577,2.9555114592499288,3.20560825572111,2.8719508533894706,3.5294619741683637,0.07458863239029893,0.05750134596792514,0.09033215237455978
median_first_four,large_downstream_timing_span,cnn_1d_waveform,7,3.081629548692146,2.9056081904009354,3.2529874949320607,3.445446172750295,3.1204060810754854,3.7866945588307903,0.09697800396907677,0.07236989684968487,0.12051554974285805
median_first_four,late_tail_or_delayed_peak,hybrid_residual_ensemble,7,1.3108204128663967,1.2016133823784212,1.417789705136245,1.6382255762887967,1.3898930382582881,1.858869419818816,0.009845478595478593,0.0035293410293410292,0.017890211640211644
median_first_four,late_tail_or_delayed_peak,gradient_boosted_trees_hgb,7,1.871917729411716,1.6586659800583838,2.1187714513844624,1.961854573976624,1.7571757463729305,2.1516433536823896,0.017424126799126798,0.008952991452991452,0.025882407523032516
median_first_four,late_tail_or_delayed_peak,ridge_ml,7,2.040529995707264,1.8105093552804095,2.310056845309078,2.32992061932233,2.0713393262330837,2.5650222141185806,0.02064833314833315,0.011078042328042327,0.03049843674843675
median_first_four,late_tail_or_delayed_peak,signed_physics_prior,7,2.120065369663723,1.9206988439379633,2.3536492955973736,2.3843488301244027,2.1156340046109396,2.6089710840790556,0.028506562881562884,0.013690476190476189,0.04418116605616605
median_first_four,late_tail_or_delayed_peak,mlp_waveform,7,2.2668207437246863,2.1227489675779263,2.415128509028403,2.4119535828388416,2.164449315576877,2.650786819950097,0.031168831168831162,0.018998316498316493,0.04219576719576719
median_first_four,late_tail_or_delayed_peak,cnn_1d_waveform,7,2.577844109544514,2.4210844427845193,2.72739468238438,2.618284579705211,2.3988259105205816,2.836834510010878,0.045489117364117364,0.02550204425204425,0.06462140001202499
median_first_four,poor_template_match,hybrid_residual_ensemble,7,0.7586653944961032,0.7285919305053172,0.7823127748891107,0.6678040017964916,0.6274904038303009,0.7103245462695694,0.0,0.0,0.0
median_first_four,poor_template_match,gradient_boosted_trees_hgb,7,1.0906408877953202,1.053504365128666,1.1278871590380621,1.1177353613606427,1.0244825921281702,1.2645563253093595,0.002976190476190476,0.0,0.008928571428571428
median_first_four,poor_template_match,ridge_ml,7,1.132770850379728,1.086974502785862,1.1877455814662587,1.0600638334684254,1.01260943729809,1.1007492484745167,0.0,0.0,0.0
median_first_four,poor_template_match,signed_physics_prior,7,1.1850447770873218,1.1206718053408455,1.2379662855030882,1.1005491816691448,1.0847058806108414,1.115904852233961,0.0,0.0,0.0
median_first_four,poor_template_match,mlp_waveform,7,2.349062876143509,2.2961079086231346,2.4004007009010087,2.0809390800002334,2.0378864545765416,2.1233486598388276,0.0,0.0,0.0
median_first_four,poor_template_match,cnn_1d_waveform,7,2.6056862691852536,2.5471248853949073,2.6549918502763146,2.2906997604655475,2.2430453957588297,2.3317152660023557,0.0,0.0,0.0
