selector_gate,taxonomy_class,method,n_runs,run_mean_sigma68_ns,run_mean_sigma68_ci_low,run_mean_sigma68_ci_high,run_mean_full_rms_ns,run_mean_full_rms_ci_low,run_mean_full_rms_ci_high,run_mean_tail_frac,run_mean_tail_frac_ci_low,run_mean_tail_frac_ci_high
dynamic_range_extra,baseline_excursion,signed_physics_prior,7,1.9399241204771152,1.2637256194989688,2.555627706595357,6.548058561351707,5.21170826421321,7.5799581183900475,0.17352599395894974,0.1293785607128227,0.21534576534576533
dynamic_range_extra,baseline_excursion,hybrid_residual_ensemble,7,2.0390303694452077,1.5237926887808033,2.4798676124598464,5.675233465320682,4.63169698212651,6.4181378477888655,0.15592977132071031,0.11988153931887947,0.18911502677487335
dynamic_range_extra,baseline_excursion,gradient_boosted_trees_hgb,7,2.2417892115240563,1.8167255038121752,2.6023184564741464,4.889728298418329,4.153988135452188,5.482047773321705,0.14594329776098136,0.1177034708684325,0.17510086149084134
dynamic_range_extra,baseline_excursion,mlp_waveform,7,2.3108336936344385,1.7167862553573852,2.887665274917161,6.64491883140758,5.353717320804227,7.644885830284168,0.1722671839588171,0.12078183660207775,0.2188332757345362
dynamic_range_extra,baseline_excursion,cnn_1d_waveform,7,2.4098097342931113,1.809085056623717,2.976733191224398,6.669603722426571,5.342811896010093,7.6452210163986445,0.1726173240148395,0.12058819707065963,0.21831821306611224
dynamic_range_extra,baseline_excursion,ridge_ml,7,3.0464296702043585,2.502714007642937,3.52726380230505,5.532745698810056,4.639953478021547,6.2039964893297554,0.19619801604639014,0.16424224564661175,0.2294867597388606
dynamic_range_extra,large_downstream_timing_span,gradient_boosted_trees_hgb,5,3.8213691586567555,0.779098473829344,8.612058940592995,4.619693066538182,0.9565202279896052,9.10820724524276,0.1,0.0,0.2333333333333333
dynamic_range_extra,large_downstream_timing_span,ridge_ml,5,5.037643501075085,1.376835330451068,9.081732100305317,4.919989347191025,1.7180754299677734,8.320820557610801,0.16666666666666666,0.03333333333333333,0.29999999999999993
dynamic_range_extra,large_downstream_timing_span,hybrid_residual_ensemble,5,5.687593830489357,1.1852368424478403,10.290752426111899,6.404885304326288,2.276077252326045,10.533693356326532,0.16666666666666666,0.03333333333333333,0.29999999999999993
dynamic_range_extra,large_downstream_timing_span,signed_physics_prior,5,6.84014450100194,1.2682619978277607,12.41202700417612,7.854369465555989,2.7605186063924227,12.948220324719554,0.16666666666666666,0.03333333333333333,0.29999999999999993
dynamic_range_extra,large_downstream_timing_span,mlp_waveform,5,7.3856928177583345,1.712812303458102,12.886716202247891,8.43716517533272,3.2581050762369563,13.425548849718506,0.16666666666666666,0.03333333333333333,0.29999999999999993
dynamic_range_extra,large_downstream_timing_span,cnn_1d_waveform,5,7.446377073060288,1.7865779810592024,13.10617616506137,8.47631057502528,3.324948445935992,13.62767270411457,0.16666666666666666,0.03333333333333333,0.29999999999999993
dynamic_range_extra,poor_template_match,gradient_boosted_trees_hgb,1,0.37210588667266187,0.37210588667266187,0.37210588667266187,0.48587063017588183,0.48587063017588183,0.48587063017588183,0.0,0.0,0.0
dynamic_range_extra,poor_template_match,signed_physics_prior,1,0.5289661248104174,0.5289661248104174,0.5289661248104174,0.6915779702491132,0.6915779702491132,0.6915779702491132,0.0,0.0,0.0
dynamic_range_extra,poor_template_match,hybrid_residual_ensemble,1,0.7895825470372261,0.7895825470372261,0.7895825470372261,1.0283567591473952,1.0283567591473952,1.0283567591473952,0.0,0.0,0.0
dynamic_range_extra,poor_template_match,mlp_waveform,1,1.03764803710754,1.03764803710754,1.03764803710754,1.2820162277146419,1.2820162277146419,1.2820162277146419,0.0,0.0,0.0
dynamic_range_extra,poor_template_match,cnn_1d_waveform,1,1.1031862414198643,1.1031862414198643,1.1031862414198643,1.35665516044839,1.35665516044839,1.35665516044839,0.0,0.0,0.0
dynamic_range_extra,poor_template_match,ridge_ml,1,1.341232043292098,1.341232043292098,1.341232043292098,1.7587316544187848,1.7587316544187848,1.7587316544187848,0.0,0.0,0.0
