selector_gate,taxonomy_class,method,n_pair_residuals,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,median_ns,n_events,sigma68_ci_low,sigma68_ci_high,full_rms_ci_low,full_rms_ci_high,tail_frac_ci_low,tail_frac_ci_high,traditional_sigma68_ns,traditional_full_rms_ns,traditional_tail_frac_abs_gt5ns,delta_sigma68_vs_traditional_ns,delta_full_rms_vs_traditional_ns,delta_tail_frac_vs_traditional
dynamic_range_extra,baseline_excursion,signed_physics_prior,1983,2.084476566074529,7.265690494292812,0.19364599092284418,1.155606821198731,661,1.5928310064370859,2.646896664896846,6.393895899924906,7.9599631709819345,0.17095310136157338,0.2178517397881997,2.084476566074529,7.265690494292812,0.19364599092284418,0.0,0.0,0.0
dynamic_range_extra,baseline_excursion,hybrid_residual_ensemble,1983,2.2448255194129856,6.126041201062459,0.17246596066565809,0.3215692842920035,661,1.8458420682463463,2.6229505734556433,5.465556768291996,6.767326180128491,0.15075642965204236,0.1956631366616238,2.084476566074529,7.265690494292812,0.19364599092284418,0.16034895333845656,-1.1396492932303532,-0.021180030257186094
dynamic_range_extra,baseline_excursion,gradient_boosted_trees_hgb,1983,2.3863017898127383,5.0519689049466665,0.1588502269288956,0.0786980865518067,661,2.1026231831738693,2.6419276006387475,4.550526472058404,5.522998288787489,0.1363968734241049,0.17801311144730206,2.084476566074529,7.265690494292812,0.19364599092284418,0.3018252237382093,-2.2137215893461457,-0.03479576399394857
dynamic_range_extra,baseline_excursion,mlp_waveform,1983,2.519824059452616,7.302893277150264,0.19969742813918306,0.9311401164588698,661,2.1521222165364766,3.1302335872394593,6.467027223324334,8.064684753086155,0.17798789712556734,0.22517650025214322,2.084476566074529,7.265690494292812,0.19364599092284418,0.435347493378087,0.03720278285745149,0.006051437216338884
dynamic_range_extra,baseline_excursion,cnn_1d_waveform,1983,2.637610691811235,7.3199343483028025,0.20070600100857286,0.879138724129837,661,2.2384607029150096,3.1910343896447624,6.561755637256961,7.988310463481277,0.17902168431669188,0.2249117498739284,2.084476566074529,7.265690494292812,0.19364599092284418,0.553134125736706,0.05424385400999032,0.00706001008572868
dynamic_range_extra,baseline_excursion,ridge_ml,1983,3.1594232165976015,5.900715540353792,0.2037317196167423,0.3468428544260309,661,2.886442540648393,3.514787506476755,5.360297814760131,6.437807212703546,0.1815431164901664,0.22743318204740293,2.084476566074529,7.265690494292812,0.19364599092284418,1.0749466505230725,-1.3649749539390204,0.010085728693898122
dynamic_range_extra,large_downstream_timing_span,gradient_boosted_trees_hgb,30,2.0298166257738806,7.910648445570256,0.13333333333333333,-0.08482332755375514,10,0.8560970352937619,13.05685906360838,1.1322726789513669,10.835979468278452,0.0,0.3333333333333333,14.20257604434936,11.610428250388875,0.2,-12.17275941857548,-3.6997798048186183,-0.06666666666666668
dynamic_range_extra,large_downstream_timing_span,ridge_ml,30,5.503353040518913,6.863499451229871,0.2,-0.5131444729570589,10,2.044455023501884,11.829571787869085,2.175195245758317,9.467746383985183,0.0,0.4666666666666667,14.20257604434936,11.610428250388875,0.2,-8.699223003830447,-4.7469287991590035,0.0
dynamic_range_extra,large_downstream_timing_span,hybrid_residual_ensemble,30,10.125976049409044,9.346493858084308,0.2,0.425689622424571,10,0.8683661422598057,13.643690612499881,0.8939982795872169,11.993045496972645,0.0,0.4,14.20257604434936,11.610428250388875,0.2,-4.076599994940317,-2.2639343923045665,0.0
dynamic_range_extra,large_downstream_timing_span,signed_physics_prior,30,14.20257604434936,11.610428250388875,0.2,0.07892556512852725,10,0.7670912695812043,15.055651566270205,0.7182554292048926,14.08456055291259,0.0,0.4,14.20257604434936,11.610428250388875,0.2,0.0,0.0,0.0
