run,depth_idx,negative_rows,positive_rows,matched_pairs,median_distance,p90_distance
31,0,6588,6588,3,0.3184276537490967,0.325448728449123
31,1,94,94,0,,
31,2,34,34,0,,
31,3,18,18,0,,
32,0,6680,6680,3,0.3244615096766552,0.34270337091150477
32,1,99,99,0,,
32,2,31,31,0,,
32,3,18,18,0,,
33,0,11789,11789,2,0.30430802767432524,0.3295715972895772
33,1,83,83,0,,
33,2,37,37,0,,
33,3,24,24,0,,
34,0,8240,8240,3,0.2548593591969478,0.31731288943553726
34,1,58,58,0,,
34,2,29,29,0,,
34,3,18,18,0,,
35,0,2664,2664,12,0.25504790332999705,0.34170286081208356
35,1,59,59,1,0.20743549921533316,0.20743549921533316
35,2,22,22,0,,
35,3,12,12,0,,
36,0,2380,2380,6,0.2590856413233621,0.30028156998803246
36,1,49,49,0,,
36,2,23,23,0,,
37,0,5491,5491,22,0.2932452856879667,0.34609207561429556
37,1,151,151,1,0.30313893603836584,0.30313893603836584
37,2,62,62,0,,
37,3,30,30,0,,
39,0,3138,3138,20,0.31358578996856146,0.3445643765159951
39,1,97,97,0,,
39,2,37,37,0,,
39,3,19,19,0,,
40,0,3232,3232,15,0.2267972284068094,0.3171093063344939
40,1,100,100,0,,
40,2,42,42,0,,
40,3,20,20,0,,
41,0,3560,3560,14,0.2943737080003425,0.33281536050174226
41,1,116,116,0,,
41,2,42,42,0,,
41,3,22,22,0,,
42,0,4072,4072,7,0.31333163718471524,0.3340725656031432
42,1,106,106,0,,
42,2,43,43,0,,
42,3,22,22,0,,
44,0,449,449,2,0.32775605379235095,0.3344549038960688
44,1,13,13,0,,
45,0,5463,5463,11,0.19962071548603727,0.33518043645857865
45,1,148,148,0,,
45,2,53,53,0,,
45,3,30,30,0,,
46,0,167,167,0,,
47,0,1259,1259,0,,
47,1,12,12,0,,
48,0,3117,3117,20,0.2810211147053113,0.3212237167191276
48,1,91,91,0,,
48,2,36,36,0,,
48,3,17,17,0,,
49,0,3288,3288,12,0.28568901406984676,0.34684602612502713
49,1,94,94,1,0.3232966161892929,0.3232966161892929
49,2,41,41,0,,
49,3,19,19,0,,
50,0,8351,8351,15,0.2990035697305871,0.3374155100658772
50,1,101,101,0,,
50,2,45,45,0,,
50,3,26,26,0,,
51,0,3474,3474,2,0.3410583091806815,0.3469620364480644
51,1,44,44,0,,
51,2,21,21,0,,
51,3,12,12,0,,
52,0,1687,1687,0,,
52,1,22,22,0,,
53,0,7664,7664,5,0.28782894431002193,0.32762195748519835
53,1,84,84,0,,
53,2,37,37,0,,
53,3,22,22,0,,
54,0,7238,7238,6,0.28605836484556446,0.3177614784785643
54,1,79,79,0,,
54,2,38,38,0,,
54,3,20,20,0,,
55,0,4090,4090,7,0.2516688814376746,0.30499292357478774
55,1,55,55,0,,
55,2,24,24,0,,
55,3,16,16,0,,
56,0,9469,9469,11,0.31716727254993454,0.3447953738008958
56,1,125,125,0,,
56,2,53,53,0,,
56,3,35,35,0,,
57,0,3038,3038,13,0.292117783900568,0.3456624410463467
57,1,96,96,1,0.17833165714956586,0.17833165714956586
57,2,38,38,0,,
57,3,20,20,0,,
58,0,3803,3803,0,,
58,1,89,89,0,,
58,2,35,35,0,,
58,3,22,22,0,,
59,0,2260,2260,20,0.22510386907425411,0.3155976088504618
59,1,566,566,4,0.3017232964365642,0.3317980018998102
59,2,359,359,1,0.2528925473946504,0.2528925473946504
59,3,208,208,5,0.26327563743192983,0.3078819063945119
60,0,1468,1468,13,0.23970705601782588,0.3382058845588777
60,1,484,484,13,0.30706910940902865,0.3394379814880245
60,2,307,307,1,0.34134086641713507,0.34134086641713507
60,3,209,209,5,0.2866515467600909,0.3054775164762328
61,0,1663,1663,16,0.2424913903291573,0.3207297703393492
61,1,500,500,8,0.2577314082847033,0.32195398575060313
61,2,350,350,2,0.22971436281323743,0.28938678199200474
61,3,243,243,2,0.26058872289394197,0.28917403240762035
62,0,1871,1871,17,0.26936588307861226,0.32940365810715466
62,1,489,489,4,0.23869337701229915,0.29473824740190746
62,2,339,339,4,0.26387425249435753,0.2802983203634264
62,3,211,211,2,0.2899595774613046,0.29192969275927555
63,0,2994,2994,18,0.22460221977158418,0.3277702179869403
63,1,373,373,1,0.3469985547649206,0.3469985547649206
63,2,176,176,0,,
63,3,100,100,0,,
64,0,2560,2560,15,0.25648737431045393,0.3210444808493556
64,1,248,248,0,,
64,2,110,110,1,0.28362265171663203,0.28362265171663203
64,3,60,60,0,,
65,0,2742,2742,20,0.257268435257177,0.3290986749483726
65,1,132,132,1,0.30750805984933627,0.30750805984933627
65,2,50,50,0,,
65,3,20,20,0,,
