matching,caliper,matched_rows,matched_pairs,support_loss_fraction,max_abs_smd,nuisance_only_runheldout_auc
exact_cell,,944,472,0.9967406241152382,0.6704342727209963,0.7514571246974184
continuous_nn_propensity,0.35,776,388,0.9973206825354077,1.3440736552208044,0.9096790109920233
continuous_nn_propensity,0.55,2078,1039,0.9928252297790944,1.414186685872044,0.9412535745020245
continuous_nn_propensity,0.8,3664,1832,0.9873492020743994,1.4256567536644433,0.956668159694228
