run,event_index,weak_label,weak_label_name,depth_idx,event_fraction,propensity_logit
59,38748,1,high_calibrated_range_energy_residual,0,0.91598505,0.777587254248168
32,26324,0,low_calibrated_range_energy_residual,0,0.62812287,4.249517092060521
61,29491,1,high_calibrated_range_energy_residual,0,0.80730903,-1.7223799966531392
45,37568,0,low_calibrated_range_energy_residual,0,0.7797912,0.5148667829552361
62,21369,1,high_calibrated_range_energy_residual,1,0.5687026,1.223555411942828
40,9064,1,high_calibrated_range_energy_residual,0,0.27804533,0.9036062665396989
37,45424,1,high_calibrated_range_energy_residual,0,0.8992715,2.61373299950215
61,25074,1,high_calibrated_range_energy_residual,0,0.68639475,-2.215657420243489
40,11904,0,low_calibrated_range_energy_residual,0,0.36516458,1.8798542711696213
42,2041,1,high_calibrated_range_energy_residual,0,0.06009304,5.2432604150687165
37,23122,0,low_calibrated_range_energy_residual,0,0.45775262,2.839168115573805
64,8735,0,low_calibrated_range_energy_residual,0,0.24303044,-4.199326129599691
63,12273,0,low_calibrated_range_energy_residual,0,0.33146083,2.061522087470805
62,14619,0,low_calibrated_range_energy_residual,2,0.38906187,1.402686910211659
61,32653,0,low_calibrated_range_energy_residual,0,0.893868,-3.4976688299326013
62,32068,0,low_calibrated_range_energy_residual,1,0.8534398,3.085948765028965
34,11555,1,high_calibrated_range_energy_residual,1,0.29059678,5.601108692167542
59,20656,1,high_calibrated_range_energy_residual,0,0.48829842,-2.2598761785454546
32,734,1,high_calibrated_range_energy_residual,0,0.017514138,5.1373373510453755
48,3624,0,low_calibrated_range_energy_residual,0,0.11428211,3.250352605574333
59,3660,0,low_calibrated_range_energy_residual,3,0.08652073,3.071510225955668
61,31496,1,high_calibrated_range_energy_residual,1,0.86219543,3.0711438278028957
49,14790,1,high_calibrated_range_energy_residual,0,0.45718703,0.9092738890086315
62,15832,0,low_calibrated_range_energy_residual,1,0.42134398,2.658704937298252
48,2644,1,high_calibrated_range_energy_residual,0,0.08337801,3.67860583848729
59,16055,0,low_calibrated_range_energy_residual,0,0.37953287,-3.420480558747062
49,20821,0,low_calibrated_range_energy_residual,0,0.6436167,-1.260895190032926
65,15694,1,high_calibrated_range_energy_residual,0,0.40857023,-4.247847023746408
37,2090,0,low_calibrated_range_energy_residual,0,0.041376308,1.97959632265325
32,34382,0,low_calibrated_range_energy_residual,0,0.8203966,3.280969126637449
62,17345,1,high_calibrated_range_energy_residual,0,0.4616101,3.5152179693534586
39,19186,1,high_calibrated_range_energy_residual,0,0.63286716,2.473951890216806
65,20213,1,high_calibrated_range_energy_residual,0,0.5262158,-3.4447714627366093
52,6121,1,high_calibrated_range_energy_residual,0,0.6120388,4.571000579306768
32,7059,0,low_calibrated_range_energy_residual,0,0.16843638,4.534266542143348
54,36137,0,low_calibrated_range_energy_residual,0,0.96594584,4.491688056121459
45,9775,0,low_calibrated_range_energy_residual,0,0.20289765,1.70287793830618
65,18680,1,high_calibrated_range_energy_residual,0,0.48630637,-0.24473634879608255
60,27560,0,low_calibrated_range_energy_residual,1,0.7640911,0.5060514228166709
56,51773,0,low_calibrated_range_energy_residual,0,0.99918944,5.122844405396276
62,17524,0,low_calibrated_range_energy_residual,0,0.46637392,-2.125093499508648
59,40554,0,low_calibrated_range_energy_residual,3,0.95867807,2.9675678377432284
65,36707,0,low_calibrated_range_energy_residual,0,0.95561284,-4.443085899127625
39,29527,0,low_calibrated_range_energy_residual,0,0.97397417,0.17892492579013639
64,14617,0,low_calibrated_range_energy_residual,0,0.406683,-1.8135628197873312
44,1973,0,low_calibrated_range_energy_residual,0,0.45969245,1.700484192144525
61,19726,1,high_calibrated_range_energy_residual,1,0.53999454,4.045280595166036
54,16891,0,low_calibrated_range_energy_residual,1,0.4514982,2.8183152887581864
55,7728,0,low_calibrated_range_energy_residual,0,0.31656563,4.419028635791399
65,12951,0,low_calibrated_range_energy_residual,0,0.33716026,-4.618676188076208
40,2959,0,low_calibrated_range_energy_residual,1,0.090769656,3.053014760544054
37,44531,0,low_calibrated_range_energy_residual,0,0.8815925,2.107694615909721
63,36497,1,high_calibrated_range_energy_residual,2,0.9856861,0.9859593688612848
37,7863,0,low_calibrated_range_energy_residual,0,0.15566598,-0.17296262265556897
63,32756,0,low_calibrated_range_energy_residual,0,0.8846517,-0.2430783969129631
64,19501,1,high_calibrated_range_energy_residual,0,0.54256856,-0.5967103801451952
64,28223,0,low_calibrated_range_energy_residual,0,0.7852373,-3.192129784697248
39,10247,1,high_calibrated_range_energy_residual,0,0.33800635,1.0380379113419955
51,14426,1,high_calibrated_range_energy_residual,0,0.7014149,5.139138667802678
56,36882,0,low_calibrated_range_energy_residual,0,0.7118016,3.6374894047983077
61,8670,0,low_calibrated_range_energy_residual,2,0.23733917,2.3864791272738946
42,8935,0,low_calibrated_range_energy_residual,0,0.26307267,1.6017309728682503
59,4202,1,high_calibrated_range_energy_residual,3,0.09933337,0.343824111584946
49,25823,0,low_calibrated_range_energy_residual,0,0.79823804,-0.06162507778204775
45,46508,1,high_calibrated_range_energy_residual,0,0.9653569,4.609333091640317
36,17922,0,low_calibrated_range_energy_residual,0,0.8236592,1.7889985959332912
62,1448,1,high_calibrated_range_energy_residual,0,0.03853626,-3.5418416061328144
41,16095,0,low_calibrated_range_energy_residual,0,0.47347984,-1.4231027959962783
40,28183,0,low_calibrated_range_energy_residual,0,0.86453575,1.5879513171558988
40,12182,0,low_calibrated_range_energy_residual,0,0.37369245,-1.7410739240259077
39,21538,0,low_calibrated_range_energy_residual,0,0.71044993,0.7852231313926907
