cell,negative_rows,positive_rows,matched_pairs
59|3|4|7|0|0|1|3|0|1|1,1,0,0
59|3|4|7|0|0|1|3|0|3|1,1,0,0
59|3|4|7|0|0|1|3|1|0|1,1,0,0
59|3|4|7|0|0|1|3|1|1|0,1,0,0
59|3|4|7|0|0|1|3|1|1|2,1,0,0
59|3|4|7|0|0|1|3|2|1|0,1,0,0
59|3|4|7|0|0|1|3|2|1|1,1,0,0
59|3|4|7|0|0|1|3|3|0|0,2,0,0
59|3|4|7|0|0|1|3|3|1|0,2,0,0
59|3|4|7|0|0|1|3|4|1|0,1,0,0
59|3|4|7|0|0|1|3|4|1|3,1,0,0
59|3|4|7|0|0|1|3|5|0|0,3,0,0
59|3|4|7|0|0|1|3|5|0|5,1,0,0
59|3|4|7|0|0|1|3|5|1|0,1,0,0
59|3|4|7|0|0|1|3|5|1|1,1,0,0
59|3|4|7|0|0|1|3|5|2|0,1,0,0
59|3|4|7|0|0|1|4|1|3|0,1,0,0
59|3|4|7|0|0|1|4|2|1|0,1,0,0
59|3|4|7|0|0|1|4|4|1|0,1,0,0
59|3|4|7|0|0|1|5|0|0|0,5,0,0
59|3|4|7|0|0|1|5|0|1|0,2,2,2
59|3|4|7|0|0|1|5|0|1|1,0,5,0
59|3|4|7|0|0|1|5|0|1|2,0,7,0
59|3|4|7|0|0|1|5|0|1|3,0,4,0
59|3|4|7|0|0|1|5|0|1|4,0,1,0
59|3|4|7|0|0|1|5|0|1|5,1,0,0
59|3|4|7|0|0|1|5|0|2|1,1,0,0
59|3|4|7|0|0|1|5|0|2|2,0,1,0
59|3|4|7|0|0|1|5|0|2|3,0,1,0
59|3|4|7|0|0|1|5|1|0|0,4,0,0
59|3|4|7|0|0|1|5|1|0|1,0,1,0
59|3|4|7|0|0|1|5|1|1|0,1,2,1
59|3|4|7|0|0|1|5|1|1|1,0,5,0
59|3|4|7|0|0|1|5|1|1|2,0,2,0
59|3|4|7|0|0|1|5|1|1|3,0,1,0
59|3|4|7|0|0|1|5|1|2|5,1,0,0
59|3|4|7|0|0|1|5|2|0|0,4,1,1
59|3|4|7|0|0|1|5|2|1|0,2,2,2
59|3|4|7|0|0|1|5|2|1|1,0,12,0
59|3|4|7|0|0|1|5|2|1|2,0,4,0
59|3|4|7|0|0|1|5|2|1|3,0,2,0
59|3|4|7|0|0|1|5|2|1|4,0,1,0
59|3|4|7|0|0|1|5|2|1|5,0,1,0
59|3|4|7|0|0|1|5|2|2|0,2,1,1
59|3|4|7|0|0|1|5|2|2|1,0,1,0
59|3|4|7|0|0|1|5|2|2|4,0,1,0
59|3|4|7|0|0|1|5|2|2|5,0,1,0
59|3|4|7|0|0|1|5|3|0|0,2,1,1
59|3|4|7|0|0|1|5|3|1|0,5,2,2
59|3|4|7|0|0|1|5|3|1|1,0,4,0
59|3|4|7|0|0|1|5|3|1|2,0,9,0
59|3|4|7|0|0|1|5|3|1|4,0,2,0
59|3|4|7|0|0|1|5|3|2|1,0,1,0
59|3|4|7|0|0|1|5|3|3|1,0,1,0
59|3|4|7|0|0|1|5|4|0|0,7,0,0
59|3|4|7|0|0|1|5|4|1|0,0,1,0
59|3|4|7|0|0|1|5|4|1|1,0,4,0
59|3|4|7|0|0|1|5|4|1|2,0,6,0
59|3|4|7|0|0|1|5|4|1|4,0,1,0
59|3|4|7|0|0|1|5|4|2|4,0,1,0
59|3|4|7|0|0|1|5|4|3|1,0,1,0
59|3|4|7|0|0|1|5|5|0|0,3,0,0
59|3|4|7|0|0|1|5|5|1|0,2,0,0
59|3|4|7|0|0|1|5|5|1|1,0,9,0
59|3|4|7|0|0|1|5|5|1|2,0,3,0
59|3|4|7|0|0|1|5|5|1|3,0,1,0
59|3|4|7|0|0|1|5|5|1|4,0,1,0
59|3|4|7|0|0|1|5|5|2|0,1,0,0
59|3|4|7|0|0|1|5|5|2|1,0,1,0
59|3|4|7|0|0|1|5|5|2|2,0,1,0
59|3|4|7|0|0|2|5|0|1|5,0,1,0
59|3|4|7|0|0|2|5|0|2|5,0,1,0
59|3|4|7|0|0|2|5|0|3|1,1,0,0
59|3|4|7|0|0|2|5|0|3|2,0,2,0
59|3|4|7|0|0|2|5|0|3|4,0,1,0
59|3|4|7|0|0|2|5|0|3|5,0,1,0
59|3|4|7|0|0|2|5|0|4|1,1,2,1
59|3|4|7|0|0|2|5|0|4|2,1,0,0
59|3|4|7|0|0|2|5|0|4|3,0,1,0
59|3|4|7|0|0|2|5|1|2|5,0,2,0
59|3|4|7|0|0|2|5|1|3|3,0,2,0
59|3|4|7|0|0|2|5|1|3|4,0,1,0
59|3|4|7|0|0|2|5|1|4|1,0,1,0
59|3|4|7|0|0|2|5|1|4|2,0,1,0
59|3|4|7|0|0|2|5|1|4|3,0,1,0
59|3|4|7|0|0|2|5|2|2|5,0,1,0
59|3|4|7|0|0|2|5|2|3|1,1,0,0
59|3|4|7|0|0|2|5|2|3|5,0,2,0
59|3|4|7|0|0|2|5|2|4|1,0,1,0
59|3|4|7|0|0|2|5|2|4|2,0,1,0
59|3|4|7|0|0|2|5|2|4|4,1,0,0
59|3|4|7|0|0|2|5|3|2|5,0,3,0
59|3|4|7|0|0|2|5|3|3|1,1,1,1
59|3|4|7|0|0|2|5|3|3|3,0,1,0
59|3|4|7|0|0|2|5|3|3|4,0,1,0
59|3|4|7|0|0|2|5|3|3|5,0,1,0
59|3|4|7|0|0|2|5|3|4|1,1,1,1
59|3|4|7|0|0|2|5|3|4|4,0,2,0
59|3|4|7|0|0|2|5|4|1|5,0,1,0
59|3|4|7|0|0|2|5|4|3|2,0,1,0
59|3|4|7|0|0|2|5|4|3|3,0,1,0
59|3|4|7|0|0|2|5|4|3|4,0,1,0
59|3|4|7|0|0|2|5|4|3|5,1,2,1
59|3|4|7|0|0|2|5|4|4|2,0,1,0
59|3|4|7|0|0|2|5|4|4|3,0,1,0
59|3|4|7|0|0|2|5|4|4|4,0,2,0
59|3|4|7|0|0|2|5|4|4|5,0,1,0
59|3|4|7|0|0|2|5|5|2|5,0,1,0
59|3|4|7|0|0|2|5|5|3|2,0,1,0
59|3|4|7|0|0|2|5|5|3|5,0,2,0
59|3|4|7|0|0|2|5|5|4|2,1,1,1
59|3|4|7|0|0|3|5|0|3|5,0,2,0
59|3|4|7|0|0|3|5|0|4|3,0,1,0
59|3|4|7|0|0|3|5|1|3|5,0,1,0
59|3|4|7|0|0|3|5|1|4|4,0,1,0
59|3|4|7|0|0|3|5|2|3|4,0,1,0
59|3|4|7|0|0|3|5|2|3|5,0,2,0
59|3|4|7|0|0|3|5|2|4|2,0,1,0
59|3|4|7|0|0|3|5|3|3|5,0,1,0
59|3|4|7|0|0|3|5|3|4|4,0,1,0
59|3|4|7|0|0|3|5|3|4|5,0,1,0
59|3|4|7|0|0|3|5|4|1|5,0,1,0
59|3|4|7|0|0|3|5|4|4|3,0,1,0
59|3|4|7|0|0|3|5|4|4|4,0,2,0
59|3|4|7|0|0|3|5|4|4|5,0,1,0
59|3|4|7|0|0|3|5|5|4|2,1,1,1
59|3|4|7|0|0|3|5|5|4|4,0,4,0
59|3|4|7|0|0|4|5|1|4|4,0,1,0
59|3|4|7|1|1|2|5|0|1|5,0,1,0
59|3|4|7|1|1|3|5|1|3|4,0,1,0
59|3|4|7|1|1|3|5|2|3|5,0,1,0
59|3|4|7|1|1|3|5|4|1|5,0,1,0
59|3|4|7|1|1|3|5|4|3|5,0,1,0
59|3|4|7|1|1|3|5|5|2|5,0,1,0
59|3|4|7|1|1|3|5|5|3|5,0,1,0
59|3|4|7|1|1|4|5|0|3|4,0,1,0
59|3|4|7|1|1|4|5|1|2|4,0,1,0
59|3|4|7|1|1|4|5|3|4|4,0,1,0
59|3|4|7|1|1|4|5|4|4|4,0,1,0
59|3|4|7|1|1|4|5|5|3|5,0,1,0
59|3|4|7|1|1|4|5|5|4|4,0,1,0
59|3|4|7|1|1|5|5|0|3|2,0,1,0
59|3|4|7|1|1|5|5|0|4|2,0,1,0
59|3|4|7|1|1|5|5|0|4|4,0,1,0
59|3|4|7|1|1|5|5|1|3|3,0,1,0
59|3|4|7|1|1|5|5|1|4|2,0,1,0
59|3|4|7|1|1|5|5|1|4|3,0,2,0
59|3|4|7|1|1|5|5|3|3|5,0,1,0
59|3|4|7|1|1|5|5|4|3|3,0,1,0
59|3|4|7|1|1|5|5|5|4|2,0,1,0
59|3|4|7|1|1|5|5|5|4|3,0,1,0
60|0|1|0|0|0|0|0|0|0|0,79,0,0
60|0|1|0|0|0|0|0|0|0|1,10,0,0
60|0|1|0|0|0|0|0|0|0|5,7,0,0
60|0|1|0|0|0|0|0|0|1|0,4,0,0
60|0|1|0|0|0|0|0|0|1|1,94,0,0
60|0|1|0|0|0|0|0|0|1|2,9,0,0
60|0|1|0|0|0|0|0|0|1|4,2,0,0
60|0|1|0|0|0|0|0|0|1|5,1,0,0
60|0|1|0|0|0|0|0|1|0|0,88,0,0
60|0|1|0|0|0|0|0|1|0|1,16,0,0
60|0|1|0|0|0|0|0|1|0|5,7,0,0
60|0|1|0|0|0|0|0|1|1|0,8,0,0
60|0|1|0|0|0|0|0|1|1|1,107,0,0
60|0|1|0|0|0|0|0|1|1|2,6,0,0
60|0|1|0|0|0|0|0|1|1|5,1,0,0
60|0|1|0|0|0|0|0|1|2|1,1,0,0
60|0|1|0|0|0|0|0|2|0|0,75,0,0
60|0|1|0|0|0|0|0|2|0|1,11,0,0
60|0|1|0|0|0|0|0|2|0|4,1,0,0
60|0|1|0|0|0|0|0|2|0|5,11,0,0
60|0|1|0|0|0|0|0|2|1|0,7,0,0
60|0|1|0|0|0|0|0|2|1|1,100,0,0
60|0|1|0|0|0|0|0|2|1|2,4,0,0
60|0|1|0|0|0|0|0|2|1|4,1,0,0
60|0|1|0|0|0|0|0|2|1|5,1,0,0
60|0|1|0|0|0|0|0|3|0|0,70,0,0
60|0|1|0|0|0|0|0|3|0|1,13,0,0
60|0|1|0|0|0|0|0|3|0|5,7,0,0
60|0|1|0|0|0|0|0|3|1|0,10,0,0
60|0|1|0|0|0|0|0|3|1|1,71,0,0
60|0|1|0|0|0|0|0|3|1|2,5,0,0
60|0|1|0|0|0|0|0|4|0|0,71,0,0
60|0|1|0|0|0|0|0|4|0|1,10,0,0
60|0|1|0|0|0|0|0|4|0|4,1,0,0
60|0|1|0|0|0|0|0|4|0|5,9,0,0
60|0|1|0|0|0|0|0|4|1|0,10,0,0
60|0|1|0|0|0|0|0|4|1|1,120,0,0
60|0|1|0|0|0|0|0|4|1|2,6,0,0
60|0|1|0|0|0|0|0|4|1|3,1,0,0
60|0|1|0|0|0|0|0|5|0|0,76,0,0
60|0|1|0|0|0|0|0|5|0|1,5,0,0
60|0|1|0|0|0|0|0|5|0|5,13,0,0
60|0|1|0|0|0|0|0|5|1|0,1,0,0
60|0|1|0|0|0|0|0|5|1|1,89,0,0
60|0|1|0|0|0|0|0|5|1|2,5,0,0
60|0|1|0|0|0|0|0|5|1|3,1,0,0
60|0|1|0|0|0|0|0|5|1|4,1,0,0
60|0|1|0|0|0|0|0|5|1|5,1,0,0
60|0|1|0|0|0|1|0|0|0|0,2,0,0
60|0|1|0|0|0|1|0|1|0|0,2,0,0
60|0|1|0|0|0|1|0|3|0|0,1,0,0
60|0|1|0|0|0|1|0|4|0|0,1,0,0
60|0|1|0|0|0|1|0|5|0|0,4,0,0
60|0|1|0|0|0|1|1|0|0|0,8,0,0
60|0|1|0|0|0|1|1|0|1|0,13,0,0
60|0|1|0|0|0|1|1|0|2|0,2,0,0
60|0|1|0|0|0|1|1|1|0|0,11,0,0
60|0|1|0|0|0|1|1|1|1|0,10,0,0
60|0|1|0|0|0|1|1|1|2|0,2,0,0
60|0|1|0|0|0|1|1|2|0|0,15,0,0
60|0|1|0|0|0|1|1|2|1|0,11,0,0
60|0|1|0|0|0|1|1|2|2|0,1,0,0
60|0|1|0|0|0|1|1|2|3|0,1,0,0
60|0|1|0|0|0|1|1|2|4|5,1,0,0
60|0|1|0|0|0|1|1|3|0|0,12,0,0
60|0|1|0|0|0|1|1|3|1|0,7,0,0
60|0|1|0|0|0|1|1|3|1|1,1,0,0
60|0|1|0|0|0|1|1|3|2|0,2,0,0
60|0|1|0|0|0|1|1|4|0|0,9,0,0
60|0|1|0|0|0|1|1|4|1|0,5,0,0
60|0|1|0|0|0|1|1|4|2|0,7,0,0
60|0|1|0|0|0|1|1|5|0|0,9,0,0
60|0|1|0|0|0|1|1|5|1|0,17,0,0
60|0|1|0|0|0|1|1|5|2|0,5,0,0
60|0|1|0|0|0|1|1|5|3|0,1,0,0
60|0|1|0|0|0|2|1|0|1|0,2,0,0
60|0|1|0|0|0|2|1|0|2|0,1,0,0
60|0|1|0|0|0|2|1|1|0|0,1,0,0
60|0|1|0|0|0|2|1|1|2|0,7,0,0
60|0|1|0|0|0|2|1|2|1|0,1,0,0
60|0|1|0|0|0|2|1|2|3|0,3,0,0
60|0|1|0|0|0|2|1|3|1|0,1,0,0
60|0|1|0|0|0|2|1|3|2|0,2,0,0
60|0|1|0|0|0|2|1|5|1|0,1,0,0
60|0|1|0|0|0|2|1|5|2|0,1,0,0
60|0|1|0|0|0|2|2|0|1|5,0,1,0
60|0|1|0|0|0|2|2|0|2|1,1,0,0
60|0|1|0|0|0|2|2|0|2|5,0,48,0
60|0|1|0|0|0|2|2|0|3|1,1,0,0
60|0|1|0|0|0|2|2|0|3|3,0,1,0
60|0|1|0|0|0|2|2|0|3|4,0,12,0
60|0|1|0|0|0|2|2|0|3|5,0,35,0
60|0|1|0|0|0|2|2|0|4|1,1,0,0
60|0|1|0|0|0|2|2|0|4|2,0,3,0
60|0|1|0|0|0|2|2|0|4|3,0,5,0
60|0|1|0|0|0|2|2|0|4|4,0,2,0
60|0|1|0|0|0|2|2|1|0|5,0,2,0
60|0|1|0|0|0|2|2|1|1|0,1,0,0
60|0|1|0|0|0|2|2|1|1|5,0,1,0
60|0|1|0|0|0|2|2|1|2|1,1,0,0
60|0|1|0|0|0|2|2|1|2|5,0,53,0
60|0|1|0|0|0|2|2|1|3|1,4,0,0
60|0|1|0|0|0|2|2|1|3|3,0,8,0
60|0|1|0|0|0|2|2|1|3|4,0,19,0
60|0|1|0|0|0|2|2|1|3|5,0,43,0
60|0|1|0|0|0|2|2|1|4|1,1,0,0
60|0|1|0|0|0|2|2|1|4|2,0,7,0
60|0|1|0|0|0|2|2|1|4|3,0,1,0
60|0|1|0|0|0|2|2|1|4|4,0,3,0
60|0|1|0|0|0|2|2|2|1|5,0,1,0
60|0|1|0|0|0|2|2|2|2|1,1,0,0
60|0|1|0|0|0|2|2|2|2|5,0,42,0
60|0|1|0|0|0|2|2|2|3|1,3,0,0
60|0|1|0|0|0|2|2|2|3|3,0,3,0
60|0|1|0|0|0|2|2|2|3|4,0,20,0
60|0|1|0|0|0|2|2|2|3|5,0,34,0
60|0|1|0|0|0|2|2|2|4|2,0,4,0
60|0|1|0|0|0|2|2|2|4|3,0,1,0
60|0|1|0|0|0|2|2|2|4|4,0,7,0
60|0|1|0|0|0|2|2|3|0|5,0,3,0
60|0|1|0|0|0|2|2|3|1|5,0,2,0
60|0|1|0|0|0|2|2|3|2|1,1,0,0
60|0|1|0|0|0|2|2|3|2|5,0,44,0
60|0|1|0|0|0|2|2|3|3|1,3,0,0
60|0|1|0|0|0|2|2|3|3|3,0,1,0
60|0|1|0|0|0|2|2|3|3|4,0,11,0
60|0|1|0|0|0|2|2|3|3|5,0,39,0
60|0|1|0|0|0|2|2|3|4|1,3,0,0
60|0|1|0|0|0|2|2|3|4|2,0,1,0
60|0|1|0|0|0|2|2|3|4|3,0,4,0
60|0|1|0|0|0|2|2|3|4|4,0,2,0
60|0|1|0|0|0|2|2|4|0|5,0,2,0
60|0|1|0|0|0|2|2|4|2|1,1,0,0
60|0|1|0|0|0|2|2|4|2|5,0,52,0
60|0|1|0|0|0|2|2|4|3|0,1,0,0
60|0|1|0|0|0|2|2|4|3|1,4,0,0
60|0|1|0|0|0|2|2|4|3|3,0,6,0
60|0|1|0|0|0|2|2|4|3|4,0,14,0
60|0|1|0|0|0|2|2|4|3|5,0,31,0
60|0|1|0|0|0|2|2|4|4|1,0,1,0
60|0|1|0|0|0|2|2|4|4|2,0,5,0
60|0|1|0|0|0|2|2|4|4|3,0,2,0
60|0|1|0|0|0|2|2|4|4|4,0,2,0
60|0|1|0|0|0|2|2|5|1|5,0,4,0
60|0|1|0|0|0|2|2|5|2|1,1,0,0
60|0|1|0|0|0|2|2|5|2|5,0,45,0
60|0|1|0|0|0|2|2|5|3|1,3,0,0
60|0|1|0|0|0|2|2|5|3|3,0,1,0
60|0|1|0|0|0|2|2|5|3|4,0,14,0
60|0|1|0|0|0|2|2|5|3|5,0,33,0
60|0|1|0|0|0|2|2|5|4|1,1,0,0
60|0|1|0|0|0|2|2|5|4|2,0,4,0
60|0|1|0|0|0|2|2|5|4|3,0,3,0
60|0|1|0|0|0|2|2|5|4|4,0,3,0
60|0|1|0|0|0|3|2|0|2|5,0,11,0
60|0|1|0|0|0|3|2|0|3|4,0,1,0
60|0|1|0|0|0|3|2|0|3|5,0,8,0
60|0|1|0|0|0|3|2|0|4|1,1,0,0
60|0|1|0|0|0|3|2|0|4|2,0,2,0
60|0|1|0|0|0|3|2|0|4|4,0,1,0
60|0|1|0|0|0|3|2|1|2|5,0,5,0
60|0|1|0|0|0|3|2|1|3|4,0,5,0
60|0|1|0|0|0|3|2|1|3|5,0,9,0
60|0|1|0|0|0|3|2|1|4|3,0,1,0
60|0|1|0|0|0|3|2|1|4|4,0,3,0
60|0|1|0|0|0|3|2|2|2|5,0,2,0
60|0|1|0|0|0|3|2|2|3|4,0,3,0
60|0|1|0|0|0|3|2|2|3|5,0,6,0
60|0|1|0|0|0|3|2|2|4|4,0,1,0
60|0|1|0|0|0|3|2|3|2|5,0,7,0
60|0|1|0|0|0|3|2|3|3|4,0,3,0
60|0|1|0|0|0|3|2|3|3|5,0,8,0
60|0|1|0|0|0|3|2|3|4|2,0,1,0
60|0|1|0|0|0|3|2|4|2|5,0,9,0
60|0|1|0|0|0|3|2|4|3|4,0,1,0
60|0|1|0|0|0|3|2|4|3|5,0,6,0
60|0|1|0|0|0|3|2|4|4|1,1,0,0
60|0|1|0|0|0|3|2|4|4|2,0,1,0
60|0|1|0|0|0|3|2|5|2|5,0,10,0
60|0|1|0|0|0|3|2|5|3|4,0,2,0
60|0|1|0|0|0|3|2|5|3|5,0,6,0
60|0|1|0|0|0|3|2|5|4|3,0,1,0
60|0|1|0|0|0|3|2|5|4|4,0,2,0
60|0|1|0|0|0|3|3|0|2|5,0,24,0
60|0|1|0|0|0|3|3|0|3|4,0,7,0
60|0|1|0|0|0|3|3|0|3|5,0,32,0
60|0|1|0|0|0|3|3|0|4|2,0,2,0
60|0|1|0|0|0|3|3|0|4|3,0,5,0
60|0|1|0|0|0|3|3|0|4|4,0,6,0
60|0|1|0|0|0|3|3|1|2|5,0,13,0
60|0|1|0|0|0|3|3|1|3|4,0,7,0
60|0|1|0|0|0|3|3|1|3|5,0,31,0
60|0|1|0|0|0|3|3|1|4|2,0,4,0
60|0|1|0|0|0|3|3|1|4|3,0,6,0
60|0|1|0|0|0|3|3|1|4|4,0,4,0
60|0|1|0|0|0|3|3|2|2|5,0,20,0
60|0|1|0|0|0|3|3|2|3|4,0,9,0
60|0|1|0|0|0|3|3|2|3|5,0,27,0
60|0|1|0|0|0|3|3|2|4|2,0,5,0
60|0|1|0|0|0|3|3|2|4|3,0,5,0
60|0|1|0|0|0|3|3|2|4|4,0,5,0
60|0|1|0|0|0|3|3|2|4|5,0,1,0
60|0|1|0|0|0|3|3|3|2|5,0,13,0
60|0|1|0|0|0|3|3|3|3|4,0,8,0
60|0|1|0|0|0|3|3|3|3|5,0,24,0
60|0|1|0|0|0|3|3|3|4|2,0,4,0
60|0|1|0|0|0|3|3|3|4|3,0,3,0
60|0|1|0|0|0|3|3|3|4|4,0,4,0
60|0|1|0|0|0|3|3|3|4|5,0,1,0
60|0|1|0|0|0|3|3|4|2|5,0,21,0
60|0|1|0|0|0|3|3|4|3|4,0,7,0
60|0|1|0|0|0|3|3|4|3|5,0,18,0
60|0|1|0|0|0|3|3|4|4|2,0,7,0
60|0|1|0|0|0|3|3|4|4|3,0,3,0
60|0|1|0|0|0|3|3|4|4|4,0,4,0
60|0|1|0|0|0|3|3|5|2|5,0,17,0
60|0|1|0|0|0|3|3|5|3|4,0,8,0
60|0|1|0|0|0|3|3|5|3|5,0,17,0
60|0|1|0|0|0|3|3|5|4|2,0,7,0
60|0|1|0|0|0|3|3|5|4|3,0,1,0
60|0|1|0|0|0|3|3|5|4|4,0,6,0
60|0|1|0|0|0|4|4|4|4|2,0,1,0
60|0|1|0|1|1|2|2|0|0|5,0,2,0
60|0|1|0|1|1|2|2|3|0|5,0,2,0
60|0|1|0|1|1|2|2|4|0|5,0,1,0
60|0|1|0|1|1|2|2|5|0|5,0,2,0
60|0|1|0|1|1|3|2|2|1|5,0,1,0
60|0|1|0|1|1|3|2|4|1|5,0,1,0
60|0|1|0|1|1|3|3|0|1|5,0,5,0
60|0|1|0|1|1|3|3|0|2|4,0,1,0
60|0|1|0|1|1|3|3|0|2|5,0,20,0
60|0|1|0|1|1|3|3|0|3|4,0,5,0
60|0|1|0|1|1|3|3|0|3|5,0,10,0
60|0|1|0|1|1|3|3|0|4|2,0,1,0
60|0|1|0|1|1|3|3|1|1|5,0,1,0
60|0|1|0|1|1|3|3|1|2|5,0,17,0
60|0|1|0|1|1|3|3|1|3|4,0,4,0
60|0|1|0|1|1|3|3|1|3|5,0,8,0
60|0|1|0|1|1|3|3|1|4|1,1,0,0
60|0|1|0|1|1|3|3|1|4|2,0,1,0
60|0|1|0|1|1|3|3|1|4|3,1,1,1
60|0|1|0|1|1|3|3|2|2|4,0,1,0
60|0|1|0|1|1|3|3|2|2|5,0,10,0
60|0|1|0|1|1|3|3|2|3|4,0,5,0
60|0|1|0|1|1|3|3|2|3|5,0,4,0
60|0|1|0|1|1|3|3|2|4|4,0,2,0
60|0|1|0|1|1|3|3|3|1|5,0,1,0
60|0|1|0|1|1|3|3|3|2|4,0,1,0
60|0|1|0|1|1|3|3|3|2|5,0,15,0
60|0|1|0|1|1|3|3|3|3|5,0,2,0
60|0|1|0|1|1|3|3|3|4|1,1,0,0
60|0|1|0|1|1|3|3|3|4|2,0,1,0
60|0|1|0|1|1|3|3|4|1|5,0,3,0
60|0|1|0|1|1|3|3|4|2|5,0,13,0
60|0|1|0|1|1|3|3|4|3|4,0,1,0
60|0|1|0|1|1|3|3|4|3|5,0,5,0
60|0|1|0|1|1|3|3|4|4|4,0,1,0
60|0|1|0|1|1|3|3|5|1|5,0,2,0
60|0|1|0|1|1|3|3|5|2|5,0,18,0
60|0|1|0|1|1|3|3|5|3|4,0,4,0
60|0|1|0|1|1|3|3|5|3|5,0,8,0
60|0|1|0|1|1|3|3|5|4|3,0,1,0
60|0|1|0|1|1|4|3|0|3|4,0,2,0
60|0|1|0|1|1|4|3|1|2|5,0,2,0
60|0|1|0|1|1|4|3|1|3|4,0,4,0
60|0|1|0|1|1|4|3|1|3|5,0,1,0
60|0|1|0|1|1|4|3|2|2|5,0,3,0
60|0|1|0|1|1|4|3|2|3|4,0,3,0
60|0|1|0|1|1|4|3|3|4|2,0,1,0
60|0|1|0|1|1|4|3|3|4|3,1,0,0
60|0|1|0|1|1|4|3|4|3|4,0,2,0
60|0|1|0|1|1|4|3|4|4|3,0,1,0
60|0|1|0|1|1|4|3|5|3|4,0,3,0
60|0|1|0|1|1|4|4|0|2|4,0,1,0
60|0|1|0|1|1|4|4|0|2|5,0,2,0
60|0|1|0|1|1|4|4|0|3|3,0,1,0
60|0|1|0|1|1|4|4|0|3|4,0,9,0
60|0|1|0|1|1|4|4|0|4|2,0,1,0
60|0|1|0|1|1|4|4|1|2|4,0,1,0
60|0|1|0|1|1|4|4|1|2|5,0,1,0
60|0|1|0|1|1|4|4|1|3|4,0,4,0
60|0|1|0|1|1|4|4|1|4|2,0,2,0
60|0|1|0|1|1|4|4|1|4|3,1,0,0
60|0|1|0|1|1|4|4|1|4|4,0,1,0
60|0|1|0|1|1|4|4|2|2|5,0,1,0
60|0|1|0|1|1|4|4|2|3|3,0,2,0
60|0|1|0|1|1|4|4|2|3|4,0,5,0
60|0|1|0|1|1|4|4|2|4|3,0,3,0
60|0|1|0|1|1|4|4|3|2|4,0,1,0
60|0|1|0|1|1|4|4|3|3|3,0,3,0
60|0|1|0|1|1|4|4|3|4|3,0,1,0
60|0|1|0|1|1|4|4|4|2|4,0,2,0
60|0|1|0|1|1|4|4|4|3|4,0,3,0
60|0|1|0|1|1|4|4|4|3|5,0,1,0
60|0|1|0|1|1|4|4|5|2|4,0,1,0
60|0|1|0|1|1|4|4|5|3|3,0,1,0
60|0|1|0|1|1|4|4|5|3|4,0,4,0
60|0|1|0|1|1|4|4|5|4|3,0,2,0
60|0|1|0|1|1|4|4|5|4|4,0,1,0
60|0|1|0|1|1|5|4|1|3|3,0,1,0
60|0|1|0|1|1|5|4|1|4|2,0,1,0
60|0|1|0|1|1|5|4|1|4|3,0,1,0
60|0|1|0|1|1|5|4|1|4|4,0,1,0
60|0|1|0|1|1|5|4|3|4|2,0,1,0
60|0|1|0|1|1|5|4|4|3|3,0,1,0
60|0|1|0|1|1|5|4|4|3|4,0,1,0
60|0|1|0|1|1|5|4|4|4|3,0,1,0
60|0|1|0|1|1|5|4|5|3|3,0,1,0
60|0|1|0|1|1|5|4|5|4|2,0,1,0
60|0|1|0|1|1|5|5|0|3|3,0,1,0
60|0|1|0|1|1|5|5|0|4|2,0,1,0
60|0|1|0|1|1|5|5|1|3|3,0,1,0
60|0|1|0|1|1|5|5|1|4|5,1,0,0
60|0|1|0|1|1|5|5|2|4|2,0,1,0
60|0|1|0|1|1|5|5|2|4|5,1,0,0
60|0|1|0|1|1|5|5|3|3|5,0,1,0
60|0|1|0|1|1|5|5|3|4|2,0,2,0
60|0|1|0|1|1|5|5|4|3|3,0,1,0
60|0|1|0|1|1|5|5|4|3|5,0,1,0
60|0|1|0|1|1|5|5|4|4|2,0,2,0
60|0|1|0|1|1|5|5|5|3|3,0,1,0
60|0|1|0|1|1|5|5|5|4|2,0,2,0
60|1|2|1|0|0|0|0|0|0|0,9,0,0
60|1|2|1|0|0|0|0|0|0|5,1,0,0
60|1|2|1|0|0|0|0|1|0|0,7,0,0
60|1|2|1|0|0|0|0|1|0|5,4,0,0
60|1|2|1|0|0|0|0|2|0|0,5,0,0
60|1|2|1|0|0|0|0|2|0|5,5,0,0
60|1|2|1|0|0|0|0|3|0|0,9,0,0
60|1|2|1|0|0|0|0|3|0|5,2,0,0
60|1|2|1|0|0|0|0|4|0|0,12,0,0
60|1|2|1|0|0|0|0|4|0|5,5,0,0
60|1|2|1|0|0|0|0|5|0|0,3,0,0
60|1|2|1|0|0|0|0|5|0|5,1,0,0
60|1|2|1|0|0|0|1|0|0|0,10,0,0
60|1|2|1|0|0|0|1|0|0|1,1,0,0
60|1|2|1|0|0|0|1|0|0|5,5,0,0
60|1|2|1|0|0|0|1|1|0|0,8,0,0
60|1|2|1|0|0|0|1|1|0|5,4,0,0
60|1|2|1|0|0|0|1|1|1|1,2,0,0
60|1|2|1|0|0|0|1|2|0|0,8,0,0
60|1|2|1|0|0|0|1|2|0|5,6,0,0
60|1|2|1|0|0|0|1|2|1|0,1,0,0
60|1|2|1|0|0|0|1|2|1|1,1,0,0
60|1|2|1|0|0|0|1|3|0|0,7,0,0
60|1|2|1|0|0|0|1|3|0|5,2,0,0
60|1|2|1|0|0|0|1|3|1|5,1,0,0
60|1|2|1|0|0|0|1|4|0|0,15,0,0
