cell,negative_rows,positive_rows,matched_pairs
40|1|2|1|0|0|2|3|0|4|2,1,0,0
40|1|2|1|0|0|2|5|0|2|0,1,0,0
40|1|2|1|0|0|2|5|0|3|0,1,0,0
40|1|2|1|0|0|2|5|0|4|1,0,1,0
40|1|2|1|0|0|2|5|0|4|4,0,1,0
40|1|2|1|0|0|2|5|1|2|5,0,2,0
40|1|2|1|0|0|2|5|1|3|1,0,1,0
40|1|2|1|0|0|2|5|1|3|4,0,3,0
40|1|2|1|0|0|2|5|2|1|5,0,1,0
40|1|2|1|0|0|2|5|2|2|2,0,1,0
40|1|2|1|0|0|2|5|2|2|5,0,2,0
40|1|2|1|0|0|2|5|3|2|5,0,1,0
40|1|2|1|0|0|2|5|3|3|4,0,1,0
40|1|2|1|0|0|2|5|3|4|3,0,1,0
40|1|2|1|0|0|2|5|3|4|4,0,1,0
40|1|2|1|0|0|2|5|4|3|1,0,1,0
40|1|2|1|0|0|2|5|5|4|1,0,1,0
40|1|2|1|0|0|3|4|1|4|2,1,0,0
40|1|2|1|0|0|3|5|0|1|5,0,1,0
40|1|2|1|0|0|3|5|0|3|4,0,1,0
40|1|2|1|0|0|3|5|0|3|5,0,3,0
40|1|2|1|0|0|3|5|0|4|3,0,1,0
40|1|2|1|0|0|3|5|0|4|4,0,1,0
40|1|2|1|0|0|3|5|0|4|5,0,1,0
40|1|2|1|0|0|3|5|1|4|3,0,1,0
40|1|2|1|0|0|3|5|1|4|4,0,1,0
40|1|2|1|0|0|3|5|2|3|4,0,1,0
40|1|2|1|0|0|3|5|3|3|4,0,1,0
40|1|2|1|0|0|3|5|4|3|5,0,1,0
40|1|2|1|0|0|3|5|5|3|5,0,2,0
40|1|2|1|0|0|3|5|5|4|2,1,0,0
40|1|2|1|0|0|4|5|2|4|5,0,1,0
40|1|2|1|0|0|4|5|4|4|4,0,2,0
40|1|2|1|1|0|1|5|1|3|3,0,1,0
40|1|2|1|1|0|1|5|3|1|5,0,1,0
40|1|2|1|1|0|2|5|5|0|5,0,1,0
40|1|2|1|1|0|3|5|1|3|5,0,1,0
40|1|2|1|1|1|3|4|4|4|1,1,0,0
40|1|2|1|1|1|3|5|0|2|5,0,3,0
40|1|2|1|1|1|3|5|0|3|5,0,1,0
40|1|2|1|1|1|3|5|1|2|5,0,1,0
40|1|2|1|1|1|3|5|2|2|5,0,3,0
40|1|2|1|1|1|3|5|3|1|5,0,1,0
40|1|2|1|1|1|3|5|3|2|5,0,1,0
40|1|2|1|1|1|3|5|3|3|4,0,1,0
40|1|2|1|1|1|3|5|4|2|5,0,3,0
40|1|2|1|1|1|3|5|4|3|5,0,1,0
40|1|2|1|1|1|3|5|5|2|5,0,2,0
40|1|2|1|1|1|3|5|5|3|4,0,1,0
40|1|2|1|1|1|4|5|0|1|5,0,1,0
40|1|2|1|1|1|4|5|0|2|5,0,1,0
40|1|2|1|1|1|4|5|0|3|5,0,2,0
40|1|2|1|1|1|4|5|1|3|5,0,1,0
40|1|2|1|1|1|4|5|1|4|2,0,1,0
40|1|2|1|1|1|4|5|1|4|3,0,1,0
40|1|2|1|1|1|4|5|2|2|5,0,3,0
40|1|2|1|1|1|4|5|2|3|5,0,2,0
40|1|2|1|1|1|4|5|3|3|5,0,4,0
40|1|2|1|1|1|4|5|4|3|5,0,2,0
40|1|2|1|1|1|4|5|4|4|3,0,1,0
40|1|2|1|1|1|4|5|5|3|5,0,3,0
40|1|2|1|1|1|5|5|0|4|2,0,1,0
40|1|2|1|1|1|5|5|0|4|3,0,1,0
40|1|2|1|1|1|5|5|1|4|2,0,2,0
40|1|2|1|1|1|5|5|1|4|4,0,1,0
40|1|2|1|1|1|5|5|1|4|5,1,0,0
40|1|2|1|1|1|5|5|2|2|5,0,1,0
40|1|2|1|1|1|5|5|2|3|4,0,1,0
40|1|2|1|1|1|5|5|2|4|2,0,1,0
40|1|2|1|1|1|5|5|2|4|5,0,1,0
40|1|2|1|1|1|5|5|3|4|2,0,4,0
40|1|2|1|1|1|5|5|4|3|5,0,1,0
40|1|2|1|1|1|5|5|4|4|1,1,0,0
40|1|2|1|1|1|5|5|4|4|2,0,1,0
40|1|2|1|1|1|5|5|5|3|4,0,1,0
40|1|2|1|1|1|5|5|5|3|5,0,1,0
40|1|2|1|1|1|5|5|5|4|2,0,2,0
40|1|2|1|2|1|4|5|1|4|2,0,1,0
40|2|2|2|0|0|0|0|5|0|0,1,0,0
40|2|2|2|0|0|0|1|2|0|0,1,0,0
40|2|2|2|0|0|0|1|5|1|0,1,0,0
40|2|2|2|0|0|1|1|1|1|1,1,0,0
40|2|2|2|0|0|1|1|1|1|2,1,0,0
40|2|2|2|0|0|1|1|2|0|5,1,0,0
40|2|2|2|0|0|1|2|2|1|0,1,0,0
40|2|2|2|0|0|2|2|3|4|1,1,0,0
40|2|2|2|1|1|4|4|2|4|1,1,0,0
40|2|2|2|1|1|4|5|5|4|3,0,1,0
40|2|3|3|0|0|0|0|0|0|5,1,0,0
40|2|3|3|0|0|0|0|1|0|5,1,0,0
40|2|3|3|0|0|0|0|2|0|0,1,0,0
40|2|3|3|0|0|0|0|2|0|5,2,0,0
40|2|3|3|0|0|0|0|4|0|5,1,0,0
40|2|3|3|0|0|0|0|5|0|5,1,0,0
40|2|3|3|0|0|0|1|0|0|0,2,0,0
40|2|3|3|0|0|0|1|0|0|5,2,0,0
40|2|3|3|0|0|0|1|1|0|5,1,0,0
40|2|3|3|0|0|0|1|2|0|5,2,0,0
40|2|3|3|0|0|0|1|3|0|0,1,0,0
40|2|3|3|0|0|0|1|3|0|5,1,0,0
40|2|3|3|0|0|0|1|4|0|5,1,0,0
40|2|3|3|0|0|0|1|5|0|0,1,0,0
40|2|3|3|0|0|0|1|5|0|5,2,0,0
40|2|3|3|0|0|0|2|2|0|0,1,0,0
40|2|3|3|0|0|0|2|3|0|0,1,0,0
40|2|3|3|0|0|0|3|3|0|0,1,0,0
40|2|3|3|0|0|1|1|3|0|5,1,0,0
40|2|3|3|0|0|1|1|5|0|5,1,0,0
40|2|3|3|0|0|1|2|0|0|0,1,0,0
40|2|3|3|0|0|1|2|5|0|0,1,0,0
40|2|3|3|0|0|1|3|4|0|0,2,0,0
40|2|3|3|0|0|1|5|0|0|0,1,0,0
40|2|3|3|0|0|1|5|1|1|1,0,1,0
40|2|3|3|0|0|1|5|1|1|4,0,1,0
40|2|3|3|0|0|1|5|3|0|5,0,1,0
40|2|3|3|0|0|1|5|4|1|3,0,1,0
40|2|3|3|0|0|1|5|5|1|5,0,1,0
40|2|3|3|0|0|2|2|0|4|1,1,0,0
40|2|3|3|0|0|2|3|4|4|2,1,0,0
40|2|3|3|0|0|2|5|0|2|5,0,1,0
40|2|3|3|0|0|2|5|1|2|1,0,1,0
40|2|3|3|0|0|2|5|1|3|1,1,0,0
40|2|3|3|0|0|2|5|2|3|5,0,1,0
40|2|3|3|0|0|2|5|4|3|1,0,1,0
40|2|3|3|0|0|2|5|5|2|5,0,1,0
40|2|3|3|0|0|2|5|5|3|5,0,3,0
40|2|3|3|0|0|2|5|5|4|5,0,1,0
40|2|3|3|0|0|3|5|0|4|5,0,1,0
40|2|3|3|0|0|3|5|1|3|5,0,1,0
40|2|3|3|0|0|3|5|2|3|5,0,1,0
40|2|3|3|0|0|3|5|2|4|4,0,1,0
40|2|3|3|0|0|3|5|4|2|5,0,1,0
40|2|3|3|0|0|3|5|5|3|5,0,2,0
40|2|3|3|0|0|4|5|3|4|5,0,1,0
40|2|3|3|0|0|4|5|5|3|5,0,1,0
40|2|3|3|1|1|3|5|0|2|5,0,2,0
40|2|3|3|1|1|3|5|1|2|5,0,1,0
40|2|3|3|1|1|3|5|2|2|5,0,1,0
40|2|3|3|1|1|3|5|3|2|5,0,1,0
40|2|3|3|1|1|3|5|4|2|5,0,1,0
40|2|3|3|1|1|3|5|5|3|5,0,1,0
40|2|3|3|1|1|4|5|0|3|5,0,2,0
40|2|3|3|1|1|4|5|2|4|3,0,1,0
40|2|3|3|1|1|4|5|3|3|5,0,1,0
40|2|3|3|1|1|5|5|1|4|2,0,1,0
40|2|3|3|1|1|5|5|2|4|2,0,1,0
40|2|3|3|1|1|5|5|3|4|2,0,1,0
40|2|3|3|1|1|5|5|3|4|3,0,1,0
40|2|3|3|1|1|5|5|4|3|5,0,1,0
40|2|3|3|1|1|5|5|5|3|2,0,1,0
40|2|3|3|1|1|5|5|5|4|5,0,1,0
40|3|2|4|0|0|0|1|0|0|0,1,0,0
40|3|2|4|0|0|0|1|2|1|1,1,0,0
40|3|2|4|0|0|0|1|4|1|1,1,0,0
40|3|2|4|0|0|0|2|0|1|1,1,0,0
40|3|2|4|0|0|1|1|2|1|3,1,0,0
40|3|2|4|0|0|1|2|1|1|0,1,0,0
40|3|2|4|0|0|2|2|2|4|2,1,0,0
40|3|2|4|0|0|2|3|3|4|1,1,0,0
40|3|2|4|0|0|3|3|4|4|1,1,0,0
40|3|3|5|0|0|1|1|1|2|2,1,0,0
40|3|3|6|0|0|0|1|3|0|0,1,0,0
40|3|3|6|0|0|1|1|5|4|5,1,0,0
40|3|4|7|0|0|0|1|2|0|5,1,0,0
40|3|4|7|0|0|0|1|3|0|5,1,0,0
40|3|4|7|0|0|0|1|4|0|5,1,0,0
40|3|4|7|0|0|0|1|5|0|0,1,0,0
40|3|4|7|0|0|0|2|1|0|0,1,0,0
40|3|4|7|0|0|0|3|2|0|0,1,0,0
40|3|4|7|0|0|0|5|0|0|0,1,0,0
40|3|4|7|0|0|1|5|1|1|4,0,1,0
40|3|4|7|0|0|2|5|3|3|5,0,1,0
40|3|4|7|0|0|2|5|4|3|1,0,1,0
40|3|4|7|0|0|2|5|5|4|2,1,0,0
40|3|4|7|0|0|3|5|1|4|5,0,1,0
40|3|4|7|0|0|3|5|2|4|5,0,1,0
40|3|4|7|0|0|3|5|3|3|5,0,1,0
40|3|4|7|0|0|3|5|5|3|5,0,1,0
40|3|4|7|0|0|3|5|5|4|5,0,1,0
40|3|4|7|0|0|4|5|1|3|4,0,1,0
40|3|4|7|0|0|5|5|3|4|5,0,1,0
40|3|4|7|1|1|3|5|3|3|4,0,1,0
40|3|4|7|1|1|4|5|1|3|4,0,1,0
40|3|4|7|1|1|4|5|2|3|5,0,1,0
40|3|4|7|1|1|5|5|1|4|2,0,1,0
40|3|4|7|1|1|5|5|3|3|3,0,1,0
40|3|4|7|1|1|5|5|3|3|4,0,1,0
40|3|4|7|1|1|5|5|4|4|2,0,1,0
40|3|4|7|1|1|5|5|4|4|4,0,1,0
40|3|4|7|1|1|5|5|5|4|2,0,2,0
41|0|1|0|0|0|0|0|0|0|0,190,0,0
41|0|1|0|0|0|0|0|0|0|1,13,0,0
41|0|1|0|0|0|0|0|0|0|5,10,0,0
41|0|1|0|0|0|0|0|0|1|0,50,0,0
41|0|1|0|0|0|0|0|0|1|1,85,0,0
41|0|1|0|0|0|0|0|0|1|2,13,0,0
41|0|1|0|0|0|0|0|0|2|1,1,0,0
41|0|1|0|0|0|0|0|1|0|0,183,0,0
41|0|1|0|0|0|0|0|1|0|1,17,0,0
41|0|1|0|0|0|0|0|1|0|5,6,0,0
41|0|1|0|0|0|0|0|1|1|0,45,0,0
41|0|1|0|0|0|0|0|1|1|1,77,0,0
41|0|1|0|0|0|0|0|1|1|2,8,0,0
41|0|1|0|0|0|0|0|1|1|3,1,0,0
41|0|1|0|0|0|0|0|1|1|4,1,0,0
41|0|1|0|0|0|0|0|2|0|0,187,0,0
41|0|1|0|0|0|0|0|2|0|1,19,0,0
41|0|1|0|0|0|0|0|2|0|5,8,0,0
41|0|1|0|0|0|0|0|2|1|0,41,0,0
41|0|1|0|0|0|0|0|2|1|1,74,0,0
41|0|1|0|0|0|0|0|2|1|2,7,0,0
41|0|1|0|0|0|0|0|2|2|2,2,0,0
41|0|1|0|0|0|0|0|3|0|0,139,0,0
41|0|1|0|0|0|0|0|3|0|1,10,0,0
41|0|1|0|0|0|0|0|3|0|5,5,0,0
41|0|1|0|0|0|0|0|3|1|0,27,0,0
41|0|1|0|0|0|0|0|3|1|1,67,0,0
41|0|1|0|0|0|0|0|3|1|2,5,0,0
41|0|1|0|0|0|0|0|3|1|3,1,0,0
41|0|1|0|0|0|0|0|3|2|2,1,0,0
41|0|1|0|0|0|0|0|4|0|0,196,0,0
41|0|1|0|0|0|0|0|4|0|1,12,0,0
41|0|1|0|0|0|0|0|4|0|5,6,0,0
41|0|1|0|0|0|0|0|4|1|0,44,0,0
41|0|1|0|0|0|0|0|4|1|1,71,0,0
41|0|1|0|0|0|0|0|4|1|2,5,0,0
41|0|1|0|0|0|0|0|4|1|5,2,0,0
41|0|1|0|0|0|0|0|4|2|1,1,0,0
41|0|1|0|0|0|0|0|5|0|0,194,0,0
41|0|1|0|0|0|0|0|5|0|1,10,0,0
41|0|1|0|0|0|0|0|5|0|5,7,0,0
41|0|1|0|0|0|0|0|5|1|0,33,0,0
41|0|1|0|0|0|0|0|5|1|1,86,0,0
41|0|1|0|0|0|0|0|5|1|2,12,0,0
41|0|1|0|0|0|0|0|5|1|5,1,0,0
41|0|1|0|0|0|0|0|5|2|1,1,0,0
41|0|1|0|0|0|0|0|5|2|2,1,0,0
41|0|1|0|0|0|1|0|0|0|0,6,0,0
41|0|1|0|0|0|1|0|0|0|1,1,0,0
41|0|1|0|0|0|1|0|0|1|0,5,0,0
41|0|1|0|0|0|1|0|0|1|1,8,0,0
41|0|1|0|0|0|1|0|1|0|0,6,0,0
41|0|1|0|0|0|1|0|1|0|1,1,0,0
41|0|1|0|0|0|1|0|1|0|5,1,0,0
41|0|1|0|0|0|1|0|1|1|0,5,0,0
41|0|1|0|0|0|1|0|1|1|1,15,0,0
41|0|1|0|0|0|1|0|1|1|2,2,0,0
41|0|1|0|0|0|1|0|2|0|0,2,0,0
41|0|1|0|0|0|1|0|2|1|0,7,0,0
41|0|1|0|0|0|1|0|2|1|1,9,0,0
41|0|1|0|0|0|1|0|2|1|2,1,0,0
41|0|1|0|0|0|1|0|3|0|0,2,0,0
41|0|1|0|0|0|1|0|3|0|1,2,0,0
41|0|1|0|0|0|1|0|3|0|5,1,0,0
41|0|1|0|0|0|1|0|3|1|0,3,0,0
41|0|1|0|0|0|1|0|3|1|1,13,0,0
41|0|1|0|0|0|1|0|3|1|2,2,0,0
41|0|1|0|0|0|1|0|4|0|0,5,0,0
41|0|1|0|0|0|1|0|4|0|1,1,0,0
41|0|1|0|0|0|1|0|4|1|0,3,0,0
41|0|1|0|0|0|1|0|4|1|1,10,0,0
41|0|1|0|0|0|1|0|4|1|2,1,0,0
41|0|1|0|0|0|1|0|5|0|0,5,0,0
41|0|1|0|0|0|1|0|5|0|1,1,0,0
41|0|1|0|0|0|1|0|5|1|0,5,0,0
41|0|1|0|0|0|1|0|5|1|1,6,0,0
41|0|1|0|0|0|1|1|0|0|0,51,0,0
41|0|1|0|0|0|1|1|0|0|1,5,0,0
41|0|1|0|0|0|1|1|0|0|5,4,0,0
41|0|1|0|0|0|1|1|0|1|0,62,0,0
41|0|1|0|0|0|1|1|0|1|1,84,0,0
41|0|1|0|0|0|1|1|0|1|2,5,0,0
41|0|1|0|0|0|1|1|0|1|3,1,0,0
41|0|1|0|0|0|1|1|0|1|5,1,0,0
41|0|1|0|0|0|1|1|0|2|0,4,0,0
41|0|1|0|0|0|1|1|0|2|1,1,0,0
41|0|1|0|0|0|1|1|0|3|0,1,0,0
41|0|1|0|0|0|1|1|0|3|1,1,0,0
41|0|1|0|0|0|1|1|1|0|0,40,0,0
41|0|1|0|0|0|1|1|1|0|1,3,0,0
41|0|1|0|0|0|1|1|1|0|5,1,0,0
41|0|1|0|0|0|1|1|1|1|0,68,0,0
41|0|1|0|0|0|1|1|1|1|1,70,0,0
41|0|1|0|0|0|1|1|1|1|2,12,0,0
41|0|1|0|0|0|1|1|1|1|5,2,0,0
41|0|1|0|0|0|1|1|1|2|0,2,0,0
41|0|1|0|0|0|1|1|1|2|5,1,0,0
41|0|1|0|0|0|1|1|2|0|0,48,0,0
41|0|1|0|0|0|1|1|2|0|1,7,0,0
41|0|1|0|0|0|1|1|2|1|0,58,0,0
41|0|1|0|0|0|1|1|2|1|1,73,0,0
41|0|1|0|0|0|1|1|2|1|2,15,0,0
41|0|1|0|0|0|1|1|2|2|0,3,0,0
41|0|1|0|0|0|1|1|2|3|0,3,0,0
41|0|1|0|0|0|1|1|2|4|1,1,0,0
41|0|1|0|0|0|1|1|3|0|0,45,0,0
41|0|1|0|0|0|1|1|3|0|1,11,0,0
41|0|1|0|0|0|1|1|3|1|0,57,0,0
41|0|1|0|0|0|1|1|3|1|1,79,0,0
41|0|1|0|0|0|1|1|3|1|2,10,0,0
41|0|1|0|0|0|1|1|3|2|0,1,0,0
41|0|1|0|0|0|1|1|3|3|0,1,0,0
41|0|1|0|0|0|1|1|3|3|3,1,0,0
41|0|1|0|0|0|1|1|4|0|0,33,0,0
41|0|1|0|0|0|1|1|4|0|1,12,0,0
41|0|1|0|0|0|1|1|4|0|5,1,0,0
41|0|1|0|0|0|1|1|4|1|0,74,0,0
41|0|1|0|0|0|1|1|4|1|1,81,0,0
41|0|1|0|0|0|1|1|4|1|2,5,0,0
41|0|1|0|0|0|1|1|4|2|0,4,0,0
41|0|1|0|0|0|1|1|4|3|0,2,0,0
41|0|1|0|0|0|1|1|5|0|0,30,0,0
41|0|1|0|0|0|1|1|5|0|1,12,0,0
41|0|1|0|0|0|1|1|5|0|5,1,0,0
41|0|1|0|0|0|1|1|5|1|0,60,0,0
41|0|1|0|0|0|1|1|5|1|1,81,0,0
41|0|1|0|0|0|1|1|5|1|2,18,0,0
41|0|1|0|0|0|1|1|5|1|3,2,0,0
41|0|1|0|0|0|1|1|5|2|0,7,0,0
41|0|1|0|0|0|2|1|0|1|0,2,0,0
41|0|1|0|0|0|2|1|0|2|0,6,0,0
41|0|1|0|0|0|2|1|1|1|0,2,0,0
41|0|1|0|0|0|2|1|1|2|0,2,0,0
41|0|1|0|0|0|2|1|2|0|5,1,0,0
41|0|1|0|0|0|2|1|2|2|0,4,0,0
41|0|1|0|0|0|2|1|2|3|0,2,0,0
41|0|1|0|0|0|2|1|3|1|0,2,0,0
41|0|1|0|0|0|2|1|3|2|0,3,0,0
41|0|1|0|0|0|2|1|3|3|0,2,0,0
41|0|1|0|0|0|2|1|4|1|0,3,0,0
41|0|1|0|0|0|2|1|4|2|0,3,0,0
41|0|1|0|0|0|2|1|4|3|0,1,0,0
41|0|1|0|0|0|2|1|5|0|1,1,0,0
41|0|1|0|0|0|2|1|5|1|0,1,0,0
41|0|1|0|0|0|2|1|5|2|0,2,0,0
41|0|1|0|0|0|2|2|0|0|0,1,0,0
41|0|1|0|0|0|2|2|0|0|1,1,0,0
41|0|1|0|0|0|2|2|0|2|0,2,0,0
41|0|1|0|0|0|2|2|0|2|1,1,0,0
41|0|1|0|0|0|2|2|0|3|0,3,0,0
41|0|1|0|0|0|2|2|0|3|1,8,0,0
41|0|1|0|0|0|2|2|0|4|1,9,0,0
41|0|1|0|0|0|2|2|1|2|0,4,0,0
41|0|1|0|0|0|2|2|1|2|1,1,0,0
41|0|1|0|0|0|2|2|1|3|1,4,0,0
41|0|1|0|0|0|2|2|1|4|1,5,0,0
41|0|1|0|0|0|2|2|2|1|0,2,0,0
41|0|1|0|0|0|2|2|2|2|0,1,0,0
41|0|1|0|0|0|2|2|2|2|1,2,0,0
41|0|1|0|0|0|2|2|2|3|0,2,0,0
41|0|1|0|0|0|2|2|2|3|1,7,0,0
41|0|1|0|0|0|2|2|2|4|1,6,0,0
41|0|1|0|0|0|2|2|2|4|2,1,0,0
41|0|1|0|0|0|2|2|3|1|0,1,0,0
41|0|1|0|0|0|2|2|3|2|0,2,0,0
41|0|1|0|0|0|2|2|3|3|0,3,0,0
41|0|1|0|0|0|2|2|3|3|1,7,0,0
41|0|1|0|0|0|2|2|3|4|1,6,0,0
41|0|1|0|0|0|2|2|3|4|2,1,0,0
41|0|1|0|0|0|2|2|4|2|0,1,0,0
41|0|1|0|0|0|2|2|4|2|5,0,1,0
41|0|1|0|0|0|2|2|4|3|0,1,0,0
41|0|1|0|0|0|2|2|4|3|1,7,0,0
41|0|1|0|0|0|2|2|4|4|1,10,0,0
41|0|1|0|0|0|2|2|5|2|0,4,0,0
41|0|1|0|0|0|2|2|5|3|0,1,0,0
41|0|1|0|0|0|2|2|5|3|1,4,0,0
41|0|1|0|0|0|2|2|5|4|1,9,0,0
41|0|1|0|0|0|3|2|2|4|1,1,0,0
41|0|1|0|0|0|3|2|4|4|1,1,0,0
41|0|1|0|0|0|3|2|5|4|1,2,0,0
41|0|1|0|0|0|3|3|0|2|5,0,5,0
41|0|1|0|0|0|3|3|0|3|4,0,23,0
41|0|1|0|0|0|3|3|0|3|5,0,55,0
41|0|1|0|0|0|3|3|0|4|1,4,0,0
41|0|1|0|0|0|3|3|0|4|2,0,1,0
41|0|1|0|0|0|3|3|0|4|3,0,22,0
41|0|1|0|0|0|3|3|0|4|4,0,26,0
41|0|1|0|0|0|3|3|0|4|5,0,2,0
41|0|1|0|0|0|3|3|1|2|5,0,10,0
41|0|1|0|0|0|3|3|1|3|4,0,27,0
41|0|1|0|0|0|3|3|1|3|5,0,90,0
41|0|1|0|0|0|3|3|1|4|1,2,0,0
41|0|1|0|0|0|3|3|1|4|3,0,35,0
41|0|1|0|0|0|3|3|1|4|4,0,45,0
41|0|1|0|0|0|3|3|1|4|5,0,1,0
41|0|1|0|0|0|3|3|2|2|5,0,11,0
41|0|1|0|0|0|3|3|2|3|4,0,13,0
41|0|1|0|0|0|3|3|2|3|5,0,79,0
41|0|1|0|0|0|3|3|2|4|1,5,0,0
41|0|1|0|0|0|3|3|2|4|2,0,2,0
41|0|1|0|0|0|3|3|2|4|3,0,24,0
41|0|1|0|0|0|3|3|2|4|4,0,55,0
41|0|1|0|0|0|3|3|2|4|5,0,3,0
41|0|1|0|0|0|3|3|3|2|5,0,7,0
41|0|1|0|0|0|3|3|3|3|4,0,25,0
41|0|1|0|0|0|3|3|3|3|5,0,86,0
41|0|1|0|0|0|3|3|3|4|1,2,0,0
41|0|1|0|0|0|3|3|3|4|3,0,27,0
41|0|1|0|0|0|3|3|3|4|4,0,41,0
41|0|1|0|0|0|3|3|3|4|5,0,2,0
41|0|1|0|0|0|3|3|4|2|5,0,7,0
41|0|1|0|0|0|3|3|4|3|4,0,24,0
41|0|1|0|0|0|3|3|4|3|5,0,91,0
41|0|1|0|0|0|3|3|4|4|1,6,0,0
41|0|1|0|0|0|3|3|4|4|2,0,4,0
41|0|1|0|0|0|3|3|4|4|3,0,37,0
41|0|1|0|0|0|3|3|4|4|4,0,44,0
41|0|1|0|0|0|3|3|4|4|5,0,1,0
41|0|1|0|0|0|3|3|5|2|5,0,11,0
41|0|1|0|0|0|3|3|5|3|4,0,19,0
41|0|1|0|0|0|3|3|5|3|5,0,74,0
41|0|1|0|0|0|3|3|5|4|1,3,0,0
41|0|1|0|0|0|3|3|5|4|3,0,21,0
41|0|1|0|0|0|3|3|5|4|4,0,35,0
41|0|1|0|0|0|3|3|5|4|5,0,1,0
41|0|1|0|0|0|4|3|2|4|3,0,2,0
41|0|1|0|0|0|4|3|4|4|3,0,2,0
41|0|1|0|0|0|4|3|4|4|4,0,1,0
41|0|1|0|0|0|4|3|5|4|4,0,1,0
41|0|1|0|0|0|4|3|5|4|5,0,1,0
41|0|1|0|0|0|4|4|1|4|5,0,1,0
41|0|1|0|0|0|4|4|2|4|5,0,1,0
41|0|1|0|0|0|4|4|3|3|5,0,2,0
41|0|1|0|0|0|4|4|4|3|5,0,1,0
41|0|1|0|0|0|4|4|5|3|5,0,1,0
41|0|1|0|0|0|5|4|1|4|4,0,1,0
41|0|1|0|1|1|2|2|1|4|1,1,0,0
41|0|1|0|1|1|2|2|2|0|5,0,1,0
41|0|1|0|1|1|2|2|2|1|5,0,1,0
41|0|1|0|1|1|3|2|1|1|5,0,1,0
41|0|1|0|1|1|3|2|4|1|5,0,2,0
41|0|1|0|1|1|3|3|0|1|5,0,4,0
41|0|1|0|1|1|3|3|0|2|5,0,25,0
41|0|1|0|1|1|3|3|0|3|4,0,36,0
41|0|1|0|1|1|3|3|0|3|5,0,20,0
41|0|1|0|1|1|3|3|0|4|1,3,0,0
41|0|1|0|1|1|3|3|0|4|2,0,1,0
41|0|1|0|1|1|3|3|0|4|3,0,3,0
41|0|1|0|1|1|3|3|0|4|4,0,8,0
41|0|1|0|1|1|3|3|1|1|5,0,2,0
41|0|1|0|1|1|3|3|1|2|5,0,32,0
41|0|1|0|1|1|3|3|1|3|4,0,53,0
41|0|1|0|1|1|3|3|1|3|5,0,38,0
41|0|1|0|1|1|3|3|1|4|2,0,4,0
41|0|1|0|1|1|3|3|1|4|3,0,7,0
41|0|1|0|1|1|3|3|1|4|4,0,21,0
41|0|1|0|1|1|3|3|2|1|5,0,6,0
41|0|1|0|1|1|3|3|2|2|4,0,1,0
41|0|1|0|1|1|3|3|2|2|5,0,32,0
41|0|1|0|1|1|3|3|2|3|4,0,44,0
41|0|1|0|1|1|3|3|2|3|5,0,27,0
41|0|1|0|1|1|3|3|2|4|1,2,1,1
41|0|1|0|1|1|3|3|2|4|2,0,1,0
41|0|1|0|1|1|3|3|2|4|3,0,10,0
41|0|1|0|1|1|3|3|2|4|4,0,14,0
41|0|1|0|1|1|3|3|3|1|5,0,2,0
41|0|1|0|1|1|3|3|3|2|5,0,18,0
41|0|1|0|1|1|3|3|3|3|2,0,1,0
41|0|1|0|1|1|3|3|3|3|4,0,52,0
41|0|1|0|1|1|3|3|3|3|5,0,30,0
41|0|1|0|1|1|3|3|3|4|1,1,0,0
41|0|1|0|1|1|3|3|3|4|3,0,7,0
41|0|1|0|1|1|3|3|3|4|4,0,9,0
41|0|1|0|1|1|3|3|4|1|5,0,1,0
41|0|1|0|1|1|3|3|4|2|5,0,30,0
41|0|1|0|1|1|3|3|4|3|4,0,36,0
41|0|1|0|1|1|3|3|4|3|5,0,37,0
41|0|1|0|1|1|3|3|4|4|1,2,0,0
41|0|1|0|1|1|3|3|4|4|2,0,1,0
41|0|1|0|1|1|3|3|4|4|3,0,8,0
41|0|1|0|1|1|3|3|4|4|4,1,13,1
41|0|1|0|1|1|3|3|5|1|5,0,3,0
41|0|1|0|1|1|3|3|5|2|4,0,1,0
41|0|1|0|1|1|3|3|5|2|5,0,24,0
41|0|1|0|1|1|3|3|5|3|4,0,53,0
41|0|1|0|1|1|3|3|5|3|5,0,28,0
41|0|1|0|1|1|3|3|5|4|1,4,0,0
41|0|1|0|1|1|3|3|5|4|2,0,1,0
41|0|1|0|1|1|3|3|5|4|3,0,9,0
41|0|1|0|1|1|3|3|5|4|4,0,8,0
41|0|1|0|1|1|4|3|0|2|4,0,1,0
41|0|1|0|1|1|4|3|0|2|5,0,1,0
41|0|1|0|1|1|4|3|0|3|4,0,6,0
41|0|1|0|1|1|4|3|0|3|5,0,2,0
41|0|1|0|1|1|4|3|0|4|3,0,4,0
41|0|1|0|1|1|4|3|0|4|4,0,1,0
41|0|1|0|1|1|4|3|1|2|4,0,1,0
41|0|1|0|1|1|4|3|1|2|5,0,2,0
41|0|1|0|1|1|4|3|1|3|4,0,25,0
41|0|1|0|1|1|4|3|1|3|5,0,8,0
41|0|1|0|1|1|4|3|1|4|2,0,2,0
41|0|1|0|1|1|4|3|1|4|3,0,18,0
41|0|1|0|1|1|4|3|1|4|4,0,9,0
41|0|1|0|1|1|4|3|2|2|5,0,2,0
41|0|1|0|1|1|4|3|2|3|4,0,15,0
41|0|1|0|1|1|4|3|2|3|5,0,9,0
41|0|1|0|1|1|4|3|2|4|3,0,6,0
41|0|1|0|1|1|4|3|2|4|4,0,5,0
