method,n_events,n_runs,positive_fraction,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier_isotonic,brier_ci_low,brier_ci_high,ece_isotonic,ece_ci_low,ece_ci_high,purity_at_80pct_eff,purity_ci_low,purity_ci_high,bootstrap_valid
traditional PSD/calibrated-cut logistic,2062,29,0.5,0.9843794833488717,0.9761734630863315,0.9899889394279234,0.9688376090858336,0.9543781826135056,0.9845060439417279,0.033178895329719654,0.02458814140016389,0.04554637680013198,0.009124958768365124,0.0076415665641210995,0.02034072175243292,0.9809750297265161,0.9711679590141236,0.9888582456244894,300
ridge logistic waveform+latent,2062,29,0.5,0.9997911494401017,0.9994660340491148,0.9999639212746367,0.9997951243285694,0.9994786813290285,0.9999640337089163,0.0060314002219089115,0.0031740017171359783,0.009642672056389884,0.00987420906717733,0.00492120080652612,0.015567457485255847,1.0,1.0,1.0,300
gradient-boosted trees waveform+latent,2062,29,0.5,0.999794912513253,0.9995374936984174,0.9999610730927334,0.9997979216264877,0.9995461441464828,0.9999615885238989,0.00523737540259821,0.002304612885018388,0.008868072103994975,0.003965399850321113,0.0028019031649195204,0.00867257695491991,1.0,1.0,1.0,300
MLP waveform+latent,2062,29,0.5,0.9977807276090092,0.9958236499345455,0.9991469767054807,0.9973682292786312,0.9947876868674149,0.9990952433892225,0.013712888784446372,0.008401832351898045,0.02082116842794075,0.0073371543993115285,0.006000930467232927,0.01712272030568304,0.9975816203143894,0.9938841321648931,1.0,300
1D-CNN waveform+handshape,2062,29,0.5,0.9318309890955548,0.9041691824002654,0.9570739766728713,0.9264303231524548,0.8932532115114961,0.9539612476333107,0.1077414608071927,0.07804830584208107,0.13654180290153803,0.0337695808849448,0.030896047767976022,0.08300849443175434,0.9016393442622951,0.8527600548730234,0.950953318794562,300
new residual-fusion ridge,2062,29,0.5,0.9982313556188798,0.9952892351981099,0.9994403786818674,0.9981554443169208,0.994677392981092,0.9994330418472792,0.01158363995639793,0.0073814363318927285,0.018125968011941267,0.007203594415656086,0.004769551568856256,0.015460900431022311,0.9975816203143894,0.9930943766147656,1.0,300
leakage sentinel: matched nuisance-only logistic,2062,29,0.5,0.9431409054518463,0.909808867216268,0.9655448560815971,0.883766084827712,0.8265036029955699,0.9346104888900483,0.062139047574875476,0.04881453735451286,0.08269431278549011,0.01575214283884626,0.012937430598563211,0.04565718925747557,0.9116022099447514,0.8701926252063841,0.944730134267759,300
leakage sentinel: run-family/event logistic,2062,29,0.5,0.4962148187939162,0.49285323776244505,0.4992989659058142,0.495588163909824,0.49345441869049195,0.4996817808272332,0.25049938241646186,0.2501494975604333,0.25120509094686105,0.00963258605638102,0.0034408695696236005,0.015009333296308693,0.4993946731234867,0.4960949296514751,0.5021466359196961,300
leakage sentinel: shuffled-label GBT,2062,29,0.5,0.44548859271412594,0.3682828560149386,0.5175838833703221,0.466759451823769,0.41446448686886705,0.5391101759771988,0.2512503658477129,0.2502681792401041,0.25271632497297464,0.017020388056324897,0.005060971705136159,0.029755669691868943,0.4835873388042204,0.4662654785585004,0.49627411940777166,300
