covariate,negative_mean,positive_mean,standardized_mean_difference
log_b2_area,10.743812615189906,10.78173185794599,0.11696898682190267
log_even_total_charge,10.9587443363678,11.000123372780118,0.17422654165321755
event_fraction,0.5048144840182359,0.504325899426154,-0.0017213769364129927
depth_idx,0.36092396535129934,0.36092396535129934,0.0
multiplicity,1.3609239653512992,1.3609239653512992,0.0
topology_code,0.5948026948989413,0.5948026948989413,0.0
downstream_charge_fraction,0.13717256926079782,0.13787350954292513,0.0027434797845164523
saturated_count,0.4032723772858518,0.4032723772858518,0.0
b2_saturated,0.4032723772858518,0.4032723772858518,0.0
b2_width20,13.444658325312801,13.134744947064485,-0.2354668244707236
b2_tail_fraction,0.24161415844892128,0.3403986376908333,1.414186685872044
propensity_logit,0.9217012137515993,2.1178186080178234,0.4691558435273456
