method,n_pair_residuals,timing_sigma68_ns,timing_sigma68_ci_low,timing_sigma68_ci_high,median_residual_ns,median_residual_ci_low,median_residual_ci_high,shape_phase_bias_ns,shape_phase_bias_ci_low,shape_phase_bias_ci_high,rise_time_bias_ns,rise_time_bias_ci_low,rise_time_bias_ci_high,energy_drift_area_norm,energy_drift_ci_low,energy_drift_ci_high
trapezoid_template,6468,2.3356193586271403,1.93595869331471,2.4968232086431152,-3.6747632308871445,-3.674809593200685,-3.596797917892227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridge,6468,1.5854052619616195,1.4806191881406616,1.611966632627149,1.1474005304820878,1.115695934829386,1.333683789807746,2.0031080529392185,0.3637148951737384,2.5113827921560814,0.0,0.0,0.0,0.0,0.0,0.0
gradient_boosted_trees,6468,1.3933885047952188,1.3411404899950803,1.4180427658602295,1.3716953644761212,1.3169262981941952,1.5590769272882203,-0.5379449856622145,-1.5582527914111222,-0.22500675218052105,0.0,0.0,0.0,0.0,0.0,0.0
mlp,6468,1.3854106093809893,1.3215558616588836,1.4070668017171981,1.3508130610567655,1.276765799230113,1.5817629781746014,1.9104924216397166,0.1361389180059103,2.7705087700292133,0.0,0.0,0.0,0.0,0.0,0.0
cnn_1d,6468,1.4514685902050488,1.3113538119340484,1.493949016621807,1.2974684351501438,1.2531489261118551,1.4579976847698004,1.6895460562811877,0.6799089803312802,2.755181017174389,0.0,0.0,0.0,0.0,0.0,0.0
compact_waveform_transformer,6468,1.326888075789141,1.244478948301431,1.3800683904306026,1.4584935195367805,1.3848932505304061,1.717726649967464,0.22136763950597782,-1.249246514937148,0.6631728305475002,0.0,0.0,0.0,0.0,0.0,0.0
phase_conditioned_residual_fusion,6468,1.3147528435367175,1.2623084700744904,1.3503976199508203,1.4216885132767132,1.342486375266894,1.6570878402776041,0.011661931247047619,-1.0196921947420932,0.6720256134326453,0.0,0.0,0.0,0.0,0.0,0.0
