method,event_id,pair,run,residual_ns
trapezoid_template,42:10191,B4-B6,42,-3.674809593200685
trapezoid_template,42:1026,B4-B6,42,-3.674809593200685
trapezoid_template,42:10657,B4-B6,42,-3.674809593200685
trapezoid_template,42:10890,B4-B6,42,-4.169823913610635
trapezoid_template,42:11263,B4-B6,42,24.325190406799337
trapezoid_template,42:1170,B4-B6,42,-6.004071412250305
trapezoid_template,42:12097,B4-B6,42,-2.8487520572052887
trapezoid_template,42:12319,B4-B6,42,-3.674809593200685
trapezoid_template,42:12816,B4-B6,42,-3.8322985366566087
trapezoid_template,42:13119,B4-B6,42,-3.674809593200685
trapezoid_template,42:13761,B4-B6,42,-3.674809593200685
trapezoid_template,42:14001,B4-B6,42,-3.674809593200685
trapezoid_template,42:14021,B4-B6,42,-3.674809593200685
trapezoid_template,42:14905,B4-B6,42,-3.674809593200685
trapezoid_template,42:1500,B4-B6,42,-3.674809593200685
trapezoid_template,42:15033,B4-B6,42,-3.6335132233138268
trapezoid_template,42:15076,B4-B6,42,-3.8955131415493014
trapezoid_template,42:16086,B4-B6,42,-3.674809593200685
trapezoid_template,42:16123,B4-B6,42,-3.674809593200685
trapezoid_template,42:16305,B4-B6,42,-2.4961108295949685
trapezoid_template,42:1719,B4-B6,42,-5.7731081606385075
trapezoid_template,42:17856,B4-B6,42,-2.907765273425838
trapezoid_template,42:1792,B4-B6,42,-4.462055811397427
trapezoid_template,42:18142,B4-B6,42,-3.674809593200685
trapezoid_template,42:1927,B4-B6,42,-3.674809593200685
trapezoid_template,42:19411,B4-B6,42,-5.703743158355273
trapezoid_template,42:20372,B4-B6,42,-3.674809593200685
trapezoid_template,42:20511,B4-B6,42,-4.20047221333661
trapezoid_template,42:20658,B4-B6,42,-3.674809593200685
trapezoid_template,42:20903,B4-B6,42,-3.674809593200685
trapezoid_template,42:21012,B4-B6,42,-3.2153577232133586
trapezoid_template,42:21199,B4-B6,42,-4.062463103275796
trapezoid_template,42:22230,B4-B6,42,-3.674809593200685
