lowering_stratum,n,mean_bias_adc,mae_adc,rmse_adc,median_bias_adc,q05_adc,q95_adc,mean_bias_ci_low_adc,mean_bias_ci_high_adc,mae_ci_low_adc,mae_ci_high_adc
s16_large_lowering,359,-992.3175487465181,992.8022284122562,1426.1441480156275,-513.0,-2970.1,-26.900000000000034,-1194.1198979591836,-284.8961538461539,278.4248076923077,1178.4876700680272
s16_mild_lowering,24086,-1.8602092501868306,14.744125217968945,19.612188109555078,2.0,-38.0,23.0,-2.1079585196685326,-1.6046897353819582,14.55931377825619,14.884923435461394
s16_no_lowering,47879,-6.499133231688214,13.308485975062135,18.663506896957152,-2.5,-41.0,16.0,-6.679836450204545,-6.215587080894093,13.151008847791378,13.424901299327914
