method,heldout_runs,n,positive_fraction,auc,auc_ci_low,auc_ci_high,average_precision,average_precision_ci_low,average_precision_ci_high
ml_pretrigger_logistic_large_lowering,"57,65",6559,0.4555572495807288,0.9970087575167655,0.9943550447871455,0.9994692990065517,0.9970386595307517,0.995071096092962,0.9992333779819844
