run,stave,amplitude_adc,lowering_stratum,large_lowering,ml_large_lowering_probability
65,B2,3929.5,s16_large_lowering,1,0.9987611926133744
65,B2,4859.0,s16_no_lowering,0,0.01871938308794777
57,B2,3058.5,s16_no_lowering,0,0.002860810383338904
57,B2,2333.5,s16_no_lowering,0,0.0011727788740256092
65,B6,2480.5,s16_mild_lowering,0,0.17883602258519882
57,B2,3370.5,s16_no_lowering,0,0.0021576366480798954
65,B2,1062.0,s16_no_lowering,0,8.540356225260417e-05
57,B6,1812.0,s16_large_lowering,1,1.0
65,B2,3636.0,s16_no_lowering,0,0.00413666282624571
57,B2,3499.0,s16_no_lowering,0,0.03639675893295874
65,B2,3484.5,s16_no_lowering,0,0.008781832241197789
57,B2,2919.0,s16_large_lowering,1,0.9999999999999991
65,B2,3088.0,s16_no_lowering,0,0.002350015848049276
65,B2,4653.0,s16_no_lowering,0,0.0119891480072261
65,B2,3858.5,s16_no_lowering,0,0.006373990739323081
57,B2,2300.5,s16_no_lowering,0,0.000823752926307061
65,B2,1018.5,s16_no_lowering,0,7.76479066537926e-05
57,B2,2945.0,s16_large_lowering,1,0.9910711685736072
65,B2,2272.5,s16_no_lowering,0,0.035451604534202166
65,B2,5130.5,s16_no_lowering,0,0.12220786324804023
65,B2,8195.0,s16_no_lowering,0,0.09171453222595247
57,B2,9296.5,s16_no_lowering,0,0.10504479975957705
65,B2,1275.0,s16_large_lowering,1,1.0
65,B2,4957.5,s16_no_lowering,0,0.01487150633787689
65,B2,4687.0,s16_no_lowering,0,0.0171035146572375
65,B2,4608.5,s16_no_lowering,0,0.014279974060152195
57,B2,2795.0,s16_large_lowering,1,1.0
65,B2,4702.5,s16_mild_lowering,0,0.09663757134116101
57,B8,1453.5,s16_mild_lowering,0,0.0029420493739900824
65,B2,5901.5,s16_no_lowering,0,0.029569508110762314
65,B2,2537.0,s16_no_lowering,0,0.00294124824107529
65,B2,1569.5,s16_no_lowering,0,0.00021049518016244895
65,B2,3474.0,s16_large_lowering,1,1.0
57,B2,2298.5,s16_large_lowering,1,1.0
57,B6,3254.0,s16_no_lowering,0,0.030634549635977386
57,B2,4741.5,s16_no_lowering,0,0.006945271530089138
65,B2,1330.5,s16_mild_lowering,0,0.001657717702735224
65,B2,3848.5,s16_large_lowering,1,1.0
57,B2,3723.5,s16_large_lowering,1,1.0
65,B2,1328.0,s16_no_lowering,0,0.0005422004341867489
65,B2,9368.5,s16_no_lowering,0,0.10768401143427064
65,B4,3213.5,s16_no_lowering,0,0.0013434052508418761
65,B2,1309.0,s16_no_lowering,0,0.00012757159896591857
65,B2,1063.5,s16_large_lowering,1,1.0
57,B2,5331.5,s16_no_lowering,0,0.012858983094123446
65,B2,2085.5,s16_large_lowering,1,1.0
65,B2,1357.0,s16_no_lowering,0,0.0008755291829455607
65,B2,3324.0,s16_no_lowering,0,0.0030386303163971694
65,B2,3214.5,s16_no_lowering,0,0.004572317172969428
57,B2,6674.5,s16_no_lowering,0,0.028474039026055685
57,B2,4646.5,s16_large_lowering,1,1.0
57,B2,1761.5,s16_no_lowering,0,0.0003370771362634749
57,B2,2766.5,s16_no_lowering,0,0.0014933234731108137
65,B2,1219.0,s16_no_lowering,0,0.00014461431239800264
65,B4,1653.5,s16_large_lowering,1,0.9999998417234721
57,B2,2844.5,s16_large_lowering,1,1.0
65,B2,1009.0,s16_large_lowering,1,1.0
65,B2,2782.0,s16_no_lowering,0,0.0029006759083191227
65,B6,1667.5,s16_no_lowering,0,0.0005663357766446344
65,B2,3516.5,s16_large_lowering,1,0.9999999999999749
65,B2,2123.5,s16_mild_lowering,0,0.9496685479044517
57,B2,1618.5,s16_large_lowering,1,1.0
65,B2,3892.0,s16_no_lowering,0,0.006039844696942987
57,B2,1956.5,s16_large_lowering,1,1.0
65,B2,3307.5,s16_no_lowering,0,0.012727034879931274
65,B2,2182.5,s16_no_lowering,0,0.0013524206087903693
57,B2,3785.0,s16_no_lowering,0,0.006336964572853434
65,B2,4032.5,s16_no_lowering,0,0.015902590209984618
57,B2,3256.5,s16_large_lowering,1,0.9999999999999531
65,B2,2603.0,s16_large_lowering,1,1.0
57,B2,2984.5,s16_large_lowering,1,1.0
57,B2,4513.5,s16_no_lowering,0,0.007608346081569675
57,B2,1090.0,s16_large_lowering,1,1.0
57,B2,7178.5,s16_no_lowering,0,0.0544338693822183
57,B2,1692.0,s16_large_lowering,1,1.0
57,B2,5023.0,s16_no_lowering,0,0.04643863977921079
65,B2,1294.0,s16_large_lowering,1,1.0
57,B2,8533.5,s16_no_lowering,0,0.0821868843749131
65,B2,2708.0,s16_large_lowering,1,1.0
65,B2,5150.5,s16_no_lowering,0,0.4937140107155631
65,B2,3127.0,s16_no_lowering,0,0.0033501870050581233
65,B2,1079.5,s16_no_lowering,0,6.611790171469708e-05
57,B2,4558.5,s16_mild_lowering,0,0.880166851355277
57,B2,6905.0,s16_no_lowering,0,0.03365300309310346
57,B2,1243.5,s16_large_lowering,1,1.0
57,B2,3088.5,s16_no_lowering,0,0.004024022364812118
57,B2,3284.0,s16_large_lowering,1,0.9999999968612245
57,B4,1449.0,s16_large_lowering,1,1.0
65,B2,3105.0,s16_large_lowering,1,0.9999999947465195
57,B2,5068.5,s16_no_lowering,0,0.021247546666367075
57,B2,6845.0,s16_large_lowering,1,0.12043484672867642
57,B2,2272.5,s16_large_lowering,1,0.08009100433817269
65,B2,3611.0,s16_large_lowering,1,0.9999999999994209
57,B2,3132.5,s16_no_lowering,0,0.003552145668629901
65,B2,3258.0,s16_no_lowering,0,0.004260898315138009
65,B2,1160.5,s16_mild_lowering,0,0.016264885850616553
65,B2,3260.5,s16_no_lowering,0,0.0036188315514377217
57,B2,4811.5,s16_no_lowering,0,0.017929186371426868
57,B2,2466.5,s16_no_lowering,0,0.002052639383791429
65,B6,1823.5,s16_no_lowering,0,0.00017644086437244248
65,B2,1957.5,s16_no_lowering,0,0.0015567021289110072
57,B2,1984.0,s16_no_lowering,0,0.000909650423445772
65,B2,2137.5,s16_large_lowering,1,0.9999999922259161
57,B2,2185.5,s16_large_lowering,1,1.0
65,B2,1988.0,s16_large_lowering,1,1.0
57,B2,2389.0,s16_no_lowering,0,0.00984628590940551
65,B8,4443.0,s16_no_lowering,0,0.001546353208404791
65,B2,7219.5,s16_no_lowering,0,0.0762916605823631
65,B2,9096.5,s16_no_lowering,0,0.0913150822527873
57,B2,4969.0,s16_no_lowering,0,0.009910637560385223
57,B2,4606.0,s16_no_lowering,0,0.007636667510259228
57,B2,4865.0,s16_large_lowering,1,1.0
57,B2,2300.0,s16_large_lowering,1,0.9999999999980265
65,B2,4719.0,s16_no_lowering,0,0.009266296398867816
65,B2,1803.5,s16_large_lowering,1,1.0
57,B2,4258.0,s16_no_lowering,0,0.006477543047050345
65,B2,7468.0,s16_large_lowering,1,0.0976819020168264
65,B2,2281.0,s16_no_lowering,0,0.0013483636563208893
57,B2,1451.5,s16_large_lowering,1,1.0
57,B2,1546.0,s16_large_lowering,1,1.0
65,B2,2392.0,s16_large_lowering,1,1.0
65,B2,2717.0,s16_large_lowering,1,1.0
57,B2,1474.5,s16_large_lowering,1,1.0
57,B2,8109.5,s16_no_lowering,0,0.05850886334884695
57,B2,4602.5,s16_no_lowering,0,0.010486777571656386
65,B2,1512.5,s16_no_lowering,0,0.000409170331777725
57,B2,1702.0,s16_large_lowering,1,1.0
57,B2,7274.0,s16_no_lowering,0,0.03354860081200868
65,B2,3191.5,s16_no_lowering,0,0.0025296332748838005
65,B2,3140.5,s16_large_lowering,1,0.9999524926569462
57,B4,1142.5,s16_large_lowering,1,1.0
65,B2,3859.0,s16_large_lowering,1,0.9999999618818706
65,B2,1843.0,s16_no_lowering,0,0.000329395448299937
57,B2,3005.5,s16_large_lowering,1,0.999876059328008
65,B2,1026.0,s16_large_lowering,1,1.0
65,B4,1913.0,s16_large_lowering,1,1.0
65,B4,6368.5,s16_large_lowering,1,0.9543068195612547
57,B2,7335.0,s16_no_lowering,0,0.043921023255063994
57,B2,5816.0,s16_no_lowering,0,0.05189284213246237
65,B2,2899.5,s16_no_lowering,0,0.002217418098868665
57,B2,1937.0,s16_large_lowering,1,1.0
65,B6,1059.0,s16_no_lowering,0,2.043580024901578e-05
65,B2,5450.0,s16_no_lowering,0,0.024129894559130886
65,B2,2016.5,s16_large_lowering,1,1.0
57,B2,2214.0,s16_large_lowering,1,0.9995593586604521
65,B2,1318.5,s16_no_lowering,0,0.00014303247295378523
65,B2,2877.0,s16_no_lowering,0,0.002628798322161194
57,B2,4276.0,s16_no_lowering,0,0.006238803445710928
65,B2,5082.0,s16_no_lowering,0,0.010350286767480229
65,B2,2055.0,s16_large_lowering,1,1.0
57,B4,4458.5,s16_no_lowering,0,0.003287757015504854
65,B2,1512.0,s16_no_lowering,0,0.0003146217904429973
65,B2,4888.5,s16_large_lowering,1,0.9999999956815222
65,B2,2821.0,s16_no_lowering,0,0.0023226996247247595
57,B2,9414.5,s16_no_lowering,0,0.10325592490306523
57,B2,1537.5,s16_large_lowering,1,0.999999999999998
57,B2,2859.5,s16_large_lowering,1,0.9828098121899481
57,B2,1887.5,s16_no_lowering,0,0.0014753302783241861
65,B2,5795.5,s16_large_lowering,1,0.9981737145776824
65,B2,3199.0,s16_no_lowering,0,0.002859905831475822
65,B2,2638.0,s16_no_lowering,0,0.003325228889310957
57,B2,2054.0,s16_large_lowering,1,0.9999997509639923
57,B2,2465.0,s16_no_lowering,0,0.0011220146827802325
57,B2,1051.0,s16_large_lowering,1,0.9999999999999645
57,B2,3529.0,s16_no_lowering,0,0.0038543858199648383
65,B2,1222.5,s16_large_lowering,1,1.0
65,B2,2738.0,s16_large_lowering,1,1.0
65,B2,2470.5,s16_no_lowering,0,0.0034079708173395977
65,B2,6307.5,s16_no_lowering,0,0.01718471151201366
65,B4,2621.5,s16_large_lowering,1,1.0
65,B2,1775.5,s16_large_lowering,1,1.0
65,B2,5462.0,s16_no_lowering,0,0.014652523541489309
57,B2,3943.5,s16_no_lowering,0,0.005810939365104047
57,B4,3025.0,s16_no_lowering,0,0.03842949892753017
57,B2,7931.0,s16_large_lowering,1,0.19934491512046348
57,B2,1072.0,s16_no_lowering,0,7.920791055111762e-05
57,B2,4514.5,s16_no_lowering,0,0.006690768205985914
65,B2,1399.0,s16_large_lowering,1,1.0
57,B2,3900.0,s16_no_lowering,0,0.0046924139773053255
65,B2,4464.5,s16_no_lowering,0,0.007288994235337055
57,B2,3659.5,s16_large_lowering,1,1.0
65,B2,6824.5,s16_large_lowering,1,0.999999999999108
57,B4,1081.0,s16_large_lowering,1,1.0
57,B2,3701.5,s16_no_lowering,0,0.004145876579033862
65,B2,3036.5,s16_no_lowering,0,0.004111095486161256
57,B2,5839.5,s16_no_lowering,0,0.01941069047590708
57,B2,1827.0,s16_no_lowering,0,0.00033670398184301536
65,B2,2264.5,s16_large_lowering,1,0.9999937344380556
65,B2,1886.0,s16_large_lowering,1,1.0
57,B2,1112.5,s16_large_lowering,1,1.0
65,B2,1367.5,s16_no_lowering,0,0.00011952747696389161
57,B2,7023.0,s16_no_lowering,0,0.04303336767882402
65,B2,6061.0,s16_no_lowering,0,0.021079862921761956
65,B2,3021.5,s16_no_lowering,0,0.005154897113522444
57,B4,1794.5,s16_large_lowering,1,0.9999999999999989
57,B2,1493.5,s16_large_lowering,1,0.999999999997849
57,B2,7229.5,s16_no_lowering,0,0.05749240633520449
65,B4,1699.0,s16_no_lowering,0,0.0003460676356800878
57,B2,4135.5,s16_no_lowering,0,0.004765454669083306
65,B2,3332.0,s16_large_lowering,1,0.9999986412738898
65,B2,4648.5,s16_no_lowering,0,0.007224300796652878
65,B2,1512.5,s16_large_lowering,1,1.0
57,B2,4079.5,s16_large_lowering,1,0.35371877154776615
65,B2,1121.0,s16_large_lowering,1,1.0
65,B2,2175.5,s16_no_lowering,0,0.0017824337741380544
57,B2,2397.0,s16_no_lowering,0,0.0012800528170931926
65,B2,1686.0,s16_no_lowering,0,0.000558776055769268
57,B2,4511.5,s16_no_lowering,0,0.01105877243310583
65,B2,1521.0,s16_no_lowering,0,0.00026773648065919547
65,B2,1959.0,s16_large_lowering,1,1.0
57,B2,3853.5,s16_large_lowering,1,1.0
65,B4,1633.5,s16_large_lowering,1,1.0
57,B2,8279.5,s16_large_lowering,1,0.31667129222346446
65,B2,4627.0,s16_large_lowering,1,0.979205928694981
57,B4,1971.0,s16_large_lowering,1,0.999999915286755
65,B2,2969.0,s16_large_lowering,1,0.9999999994961057
65,B2,3601.5,s16_large_lowering,1,1.0
57,B2,3272.0,s16_no_lowering,0,0.018951445746385305
57,B2,1296.0,s16_large_lowering,1,1.0
65,B2,4947.5,s16_no_lowering,0,0.016739486338983273
57,B2,5195.5,s16_no_lowering,0,0.012360635417226637
65,B2,4286.5,s16_large_lowering,1,0.9999999999999998
57,B2,4648.5,s16_no_lowering,0,0.08648885754359578
57,B2,2798.5,s16_no_lowering,0,0.0023325139456845108
57,B2,1097.0,s16_no_lowering,0,5.512670833933381e-05
57,B2,4941.5,s16_no_lowering,0,0.009605913692321515
65,B2,3243.5,s16_large_lowering,1,1.0
65,B2,2678.5,s16_large_lowering,1,0.999999999998441
57,B2,8979.5,s16_large_lowering,1,0.06236517033502121
57,B2,6756.5,s16_large_lowering,1,0.06761719054239664
65,B4,1488.5,s16_large_lowering,1,1.0
57,B2,1522.5,s16_large_lowering,1,0.9999999999738061
57,B2,4187.0,s16_large_lowering,1,1.0
65,B2,2421.0,s16_no_lowering,0,0.002442761874438911
65,B2,3984.0,s16_no_lowering,0,0.005994639636879083
57,B2,3927.5,s16_no_lowering,0,0.003585647064335007
57,B2,6054.5,s16_large_lowering,1,0.9999999999997107
57,B2,3034.5,s16_no_lowering,0,0.005231498217113434
57,B2,8066.0,s16_no_lowering,0,0.04913222546374962
65,B4,1786.5,s16_large_lowering,1,0.9999999477295362
57,B2,1355.0,s16_no_lowering,0,0.0008254905323709495
65,B2,3805.0,s16_no_lowering,0,0.006833328438559169
65,B2,7010.0,s16_no_lowering,0,0.07146479783235081
57,B2,1315.0,s16_large_lowering,1,1.0
65,B2,5926.5,s16_large_lowering,1,0.999959679821624
57,B2,7048.5,s16_no_lowering,0,0.041830190028192854
57,B2,1017.0,s16_large_lowering,1,1.0
57,B2,1268.0,s16_large_lowering,1,1.0
65,B2,4409.5,s16_large_lowering,1,0.9999993881318443
57,B2,1041.0,s16_no_lowering,0,8.900166709447381e-05
65,B2,2431.5,s16_large_lowering,1,1.0
57,B2,1333.0,s16_large_lowering,1,1.0
65,B2,2869.5,s16_large_lowering,1,0.9999999999999887
57,B2,2948.5,s16_mild_lowering,0,0.48251726413601176
57,B2,5677.0,s16_no_lowering,0,0.019290191757144085
57,B2,1339.5,s16_large_lowering,1,0.9999919659283405
57,B2,1437.5,s16_large_lowering,1,1.0
57,B2,2385.5,s16_no_lowering,0,0.0010187427385815024
57,B2,2822.5,s16_mild_lowering,0,0.676310892375575
65,B2,2930.5,s16_large_lowering,1,1.0
65,B2,5007.0,s16_no_lowering,0,0.014914537127163065
65,B2,1599.5,s16_no_lowering,0,0.00039789584737999576
57,B4,1480.0,s16_no_lowering,0,0.00011658340168105314
65,B2,4532.5,s16_large_lowering,1,0.9996155547768878
57,B2,3554.0,s16_no_lowering,0,0.004321183430965342
57,B2,5287.0,s16_large_lowering,1,0.9999806614487898
57,B2,1170.5,s16_no_lowering,0,0.0005024575927003189
65,B4,1152.0,s16_large_lowering,1,1.0
57,B2,2469.0,s16_no_lowering,0,0.0018908381452721454
57,B2,3552.0,s16_no_lowering,0,0.003719549860160154
65,B2,8682.0,s16_no_lowering,0,0.1270099631516066
65,B2,1145.0,s16_large_lowering,1,1.0
57,B2,1230.5,s16_large_lowering,1,1.0
65,B4,4469.5,s16_no_lowering,0,0.004206325831454747
57,B2,1651.5,s16_large_lowering,1,1.0
65,B2,7778.5,s16_large_lowering,1,0.9725574600089719
57,B2,1058.0,s16_no_lowering,0,0.0006609322093392471
57,B2,1551.5,s16_large_lowering,1,1.0
57,B2,7047.0,s16_large_lowering,1,0.9944021049902445
65,B2,3212.5,s16_no_lowering,0,0.002751116272564017
65,B4,1784.5,s16_large_lowering,1,0.9999999999999678
57,B2,4365.5,s16_no_lowering,0,0.005846216340590481
65,B2,1241.0,s16_no_lowering,0,0.00048473612453198676
57,B2,2035.5,s16_no_lowering,0,0.0006736689733801124
65,B2,2584.5,s16_large_lowering,1,0.9999999999277731
65,B2,2420.5,s16_large_lowering,1,0.9999406651183423
57,B2,2141.5,s16_large_lowering,1,0.9999999999999927
65,B2,2979.0,s16_no_lowering,0,0.006297314772640004
57,B2,3272.0,s16_no_lowering,0,0.002548576872755264
57,B2,2434.5,s16_large_lowering,1,0.9972721810309885
65,B2,2511.0,s16_large_lowering,1,0.9998228542361908
65,B4,1315.5,s16_large_lowering,1,1.0
57,B2,2726.0,s16_large_lowering,1,0.06418006128319435
65,B2,4716.0,s16_large_lowering,1,1.0
57,B2,5398.5,s16_no_lowering,0,0.015064394954806716
57,B2,4848.0,s16_large_lowering,1,0.9999962237188442
57,B2,9186.5,s16_no_lowering,0,0.0994137550534082
65,B2,1021.5,s16_large_lowering,1,0.9999999999999982
65,B2,2489.5,s16_large_lowering,1,1.0
65,B2,1344.0,s16_no_lowering,0,0.00013649988736378805
65,B2,2816.5,s16_no_lowering,0,0.002968431287565553
57,B2,6694.0,s16_mild_lowering,0,0.9194733816724251
65,B2,1435.5,s16_no_lowering,0,0.00017004323020954596
57,B6,3747.5,s16_large_lowering,1,0.9999999847530308
57,B2,7555.5,s16_large_lowering,1,0.9999999999540212
57,B2,6046.0,s16_no_lowering,0,0.016899983086708367
57,B2,5045.0,s16_no_lowering,0,0.015009344161074514
65,B2,1207.0,s16_large_lowering,1,1.0
57,B2,2709.0,s16_no_lowering,0,0.0012869742127493648
57,B2,2061.0,s16_large_lowering,1,1.0
57,B2,3604.0,s16_large_lowering,1,0.9998009216246022
57,B2,1189.0,s16_no_lowering,0,8.285771377128926e-05
57,B2,1222.5,s16_large_lowering,1,0.9999986084720632
57,B2,6509.0,s16_no_lowering,0,0.042428531013596164
57,B2,4132.0,s16_no_lowering,0,0.01355104900992125
57,B2,1050.0,s16_large_lowering,1,1.0
65,B4,2434.5,s16_large_lowering,1,0.9996241440921745
57,B2,8626.5,s16_no_lowering,0,0.11699088910215888
65,B2,2483.5,s16_no_lowering,0,0.0025786512252058
57,B2,1246.0,s16_large_lowering,1,1.0
65,B2,7291.5,s16_no_lowering,0,0.0521598718974779
65,B2,5495.5,s16_no_lowering,0,0.020261936690907287
57,B2,4679.5,s16_no_lowering,0,0.011940389893682847
57,B2,1546.5,s16_large_lowering,1,1.0
57,B2,1249.0,s16_large_lowering,1,1.0
57,B2,1929.5,s16_large_lowering,1,1.0
57,B2,6506.5,s16_no_lowering,0,0.0282058898239689
57,B2,4438.5,s16_no_lowering,0,0.010755598526801621
65,B2,2675.0,s16_large_lowering,1,0.9484476485623359
57,B2,4046.5,s16_large_lowering,1,0.9999999847403378
65,B2,1367.0,s16_no_lowering,0,0.0010195037003941088
57,B2,4765.5,s16_no_lowering,0,0.021274906895365923
65,B2,2629.5,s16_large_lowering,1,1.0
57,B2,5590.5,s16_no_lowering,0,0.018253313140660702
57,B2,2054.5,s16_no_lowering,0,0.0015371086720523091
65,B2,2495.5,s16_no_lowering,0,0.0019035888083853857
57,B2,3206.5,s16_no_lowering,0,0.002856199174857283
57,B2,8990.5,s16_no_lowering,0,0.09932601414992319
57,B2,3618.5,s16_large_lowering,1,1.0
57,B2,7080.0,s16_mild_lowering,0,0.7164512255724442
65,B2,3006.0,s16_no_lowering,0,0.0037561233338081895
57,B2,1278.5,s16_large_lowering,1,1.0
65,B2,1164.5,s16_large_lowering,1,1.0
57,B2,1611.5,s16_large_lowering,1,1.0
57,B2,3939.0,s16_large_lowering,1,0.999999999975121
65,B2,1554.5,s16_large_lowering,1,1.0
65,B2,2674.0,s16_no_lowering,0,0.0024107798228806465
65,B2,1884.0,s16_large_lowering,1,0.9967153083784661
65,B2,1781.0,s16_large_lowering,1,1.0
65,B2,3616.0,s16_large_lowering,1,1.0
65,B2,1352.5,s16_no_lowering,0,0.00015900577484320076
65,B2,4610.0,s16_no_lowering,0,0.010830895104616151
57,B4,1224.0,s16_large_lowering,1,1.0
57,B8,1431.0,s16_large_lowering,1,1.0
65,B2,3192.0,s16_no_lowering,0,0.0024861280899008318
65,B2,1431.5,s16_mild_lowering,0,0.30497074014309206
57,B4,2688.0,s16_no_lowering,0,0.0012926892460934799
57,B2,7487.5,s16_no_lowering,0,0.07580541816880966
65,B6,2285.5,s16_large_lowering,1,0.9999999999966316
65,B2,3269.5,s16_no_lowering,0,0.006489697524939742
65,B2,1156.5,s16_large_lowering,1,1.0
57,B2,5636.5,s16_no_lowering,0,0.01932735734614752
57,B2,2649.5,s16_no_lowering,0,0.0033441474343871153
65,B2,2986.5,s16_no_lowering,0,0.0024354043705110523
65,B2,2989.0,s16_large_lowering,1,0.9999903839735799
57,B2,3161.5,s16_large_lowering,1,1.0
65,B2,2486.5,s16_no_lowering,0,0.001623780636133856
57,B4,2883.5,s16_no_lowering,0,0.0020280335512224356
65,B2,1784.0,s16_large_lowering,1,0.9999999999999953
65,B4,1353.0,s16_large_lowering,1,1.0
65,B2,3592.5,s16_no_lowering,0,0.0045792588608346094
65,B2,1124.0,s16_large_lowering,1,1.0
65,B2,3554.5,s16_large_lowering,1,1.0
57,B2,1366.5,s16_no_lowering,0,0.00010768381689910376
65,B2,1417.0,s16_no_lowering,0,0.00027993798352503617
65,B2,1328.5,s16_no_lowering,0,0.0001741256633852082
57,B2,6823.0,s16_no_lowering,0,0.02681460121021104
57,B2,3318.0,s16_no_lowering,0,0.002234404187784741
65,B2,1072.5,s16_large_lowering,1,1.0
65,B6,2534.0,s16_large_lowering,1,0.9999925296457585
57,B2,6558.0,s16_large_lowering,1,0.9999956223786067
57,B2,1513.5,s16_large_lowering,1,1.0
57,B2,1095.5,s16_large_lowering,1,1.0
57,B2,2908.0,s16_large_lowering,1,0.9758372084404778
65,B2,3775.0,s16_no_lowering,0,0.0038266484071416422
57,B2,1432.0,s16_large_lowering,1,1.0
57,B2,5239.0,s16_large_lowering,1,0.9730805308183738
65,B2,1815.5,s16_no_lowering,0,0.0005018162612988274
57,B2,5285.0,s16_no_lowering,0,0.020351393034815295
57,B2,3153.0,s16_no_lowering,0,0.002967462599063974
65,B2,7223.0,s16_no_lowering,0,0.38528875929508877
57,B2,1091.0,s16_no_lowering,0,0.0001025571682445449
65,B2,1195.5,s16_large_lowering,1,1.0
65,B4,3560.0,s16_no_lowering,0,0.002158477642064899
57,B2,7460.5,s16_large_lowering,1,0.18217883043287916
65,B2,1491.5,s16_large_lowering,1,1.0
65,B2,1426.0,s16_large_lowering,1,1.0
65,B2,2773.0,s16_large_lowering,1,1.0
57,B2,2704.0,s16_large_lowering,1,0.9999951395423765
57,B2,3197.5,s16_no_lowering,0,0.002476734587173859
65,B2,7091.5,s16_no_lowering,0,0.05210047454080341
65,B2,4336.0,s16_large_lowering,1,0.9986597303726084
57,B2,3051.0,s16_no_lowering,0,0.00283322733260513
57,B2,8005.0,s16_no_lowering,0,0.5102763000183362
57,B2,3065.5,s16_no_lowering,0,0.004248163301555805
65,B2,2034.5,s16_no_lowering,0,0.0007937034710186692
65,B2,2632.5,s16_no_lowering,0,0.0033559645242480776
57,B2,9285.0,s16_large_lowering,1,0.30236257794225796
57,B2,1853.5,s16_large_lowering,1,0.9846226139481689
57,B2,3073.0,s16_no_lowering,0,0.002469929414724579
57,B2,1084.0,s16_large_lowering,1,0.9999991884644066
57,B2,8188.5,s16_mild_lowering,0,0.6005613330581312
65,B2,1907.5,s16_no_lowering,0,0.00047954201993497
57,B2,5191.5,s16_no_lowering,0,0.041167879557773984
65,B2,1376.0,s16_large_lowering,1,1.0
65,B2,2010.5,s16_large_lowering,1,0.9999999821098909
57,B2,4956.5,s16_large_lowering,1,0.9926603205554699
65,B2,3753.5,s16_no_lowering,0,0.005465473110977605
57,B2,1008.5,s16_large_lowering,1,1.0
57,B2,4199.5,s16_no_lowering,0,0.004972945949342375
57,B2,2361.5,s16_large_lowering,1,1.0
65,B2,3318.5,s16_no_lowering,0,0.004513027780435866
65,B2,2096.5,s16_no_lowering,0,0.0006948055151830061
65,B2,3019.5,s16_large_lowering,1,0.9461890303000461
65,B2,5643.5,s16_no_lowering,0,0.02339149352914784
57,B2,1001.0,s16_large_lowering,1,1.0
57,B2,3200.0,s16_no_lowering,0,0.0028548505837738755
57,B2,3566.5,s16_no_lowering,0,0.003673742652033123
65,B2,1159.0,s16_no_lowering,0,0.0001538784003880953
57,B2,9253.0,s16_no_lowering,0,0.14340811043296173
65,B2,3025.0,s16_no_lowering,0,0.003351494432479368
57,B2,3759.5,s16_no_lowering,0,0.004229312081124309
65,B2,8522.0,s16_no_lowering,0,0.07285456763729513
65,B2,2742.0,s16_no_lowering,0,0.0019698215804917034
57,B2,5244.5,s16_large_lowering,1,0.9992764253547933
57,B2,1857.5,s16_large_lowering,1,1.0
57,B2,1381.5,s16_large_lowering,1,1.0
65,B2,1165.5,s16_large_lowering,1,0.9999999859355839
65,B4,1001.5,s16_no_lowering,0,5.2870022582667555e-05
57,B2,1540.0,s16_no_lowering,0,0.00026043643484340224
65,B2,2620.5,s16_no_lowering,0,0.0016671602201714694
57,B2,5944.0,s16_large_lowering,1,0.9999999999999944
57,B2,5774.5,s16_no_lowering,0,0.01716114819477768
57,B2,2881.0,s16_no_lowering,0,0.004415868233512647
65,B2,1719.5,s16_no_lowering,0,0.00045528113013528225
65,B2,5540.5,s16_no_lowering,0,0.011556124648009996
57,B2,1973.0,s16_no_lowering,0,0.00048768502441572944
65,B2,1283.5,s16_no_lowering,0,0.00021326413051576704
57,B2,5334.0,s16_no_lowering,0,0.01985240888591336
65,B6,1060.0,s16_large_lowering,1,1.0
57,B2,3931.5,s16_no_lowering,0,0.008272486469402008
65,B2,1134.0,s16_large_lowering,1,1.0
65,B2,2907.5,s16_no_lowering,0,0.0025481737440538055
57,B2,8431.0,s16_no_lowering,0,0.10937946728034446
65,B2,3459.0,s16_no_lowering,0,0.006456444178155363
57,B2,3214.5,s16_no_lowering,0,0.00633568211044366
57,B2,2100.0,s16_no_lowering,0,0.0007983640527585702
65,B4,2818.5,s16_no_lowering,0,0.0036960325569402796
57,B2,1744.5,s16_no_lowering,0,0.0004759535037081183
57,B2,5816.5,s16_no_lowering,0,0.023347382692402788
65,B2,1947.0,s16_no_lowering,0,0.00041175450679970075
65,B2,3488.0,s16_no_lowering,0,0.07751663198991687
65,B2,5864.0,s16_mild_lowering,0,0.843874575581283
65,B2,3233.5,s16_large_lowering,1,0.9999999999999991
65,B2,2368.5,s16_no_lowering,0,0.0016452352305026353
65,B2,4439.5,s16_no_lowering,0,0.007269868471519071
65,B6,1903.5,s16_large_lowering,1,1.0
65,B2,4041.0,s16_large_lowering,1,1.0
57,B2,5876.0,s16_no_lowering,0,0.01969162140753737
57,B2,2987.0,s16_large_lowering,1,0.9999999999998999
65,B2,2098.0,s16_large_lowering,1,1.0
57,B2,1376.5,s16_no_lowering,0,0.00020510159994059616
65,B2,2722.0,s16_no_lowering,0,0.0022009307227527845
65,B2,3258.0,s16_large_lowering,1,0.9999999785922615
57,B2,5376.5,s16_no_lowering,0,0.013153523226472879
57,B2,3528.5,s16_no_lowering,0,0.004391459576086638
57,B2,2874.5,s16_no_lowering,0,0.0030338411643796043
65,B2,1517.5,s16_no_lowering,0,0.0005121781053707914
57,B2,2790.0,s16_no_lowering,0,0.0012483948059538966
65,B2,5406.5,s16_no_lowering,0,0.013957916560367527
