alpha,cv_rmse_ns_mean,cv_rmse_ns_std,heldout_run,best_alpha
0.01,2.2097668160667103,1.2504998661655227,44,100.0
0.1,2.209754166365628,1.2505130623784906,44,100.0
1.0,2.209628901810486,1.2506440721076642,44,100.0
10.0,2.208491701995839,1.251864319410196,44,100.0
100.0,2.203815448656221,1.2585224794983036,44,100.0
1000.0,2.2137158310805685,1.2586892355854327,44,100.0
0.01,2.7075075790169314,1.0812948490796803,45,100.0
0.1,2.707495894767029,1.081321725523132,45,100.0
1.0,2.7073804365945984,1.0815888056412646,45,100.0
10.0,2.706354526495944,1.0841005655366085,45,100.0
100.0,2.703115549321539,1.0993416748557339,45,100.0
1000.0,2.714542580287321,1.1245935563346916,45,100.0
0.01,2.596053109010465,1.1526554009147882,46,100.0
0.1,2.5960426973968316,1.1526727288863696,46,100.0
1.0,2.5959397057860065,1.1528448738820414,46,100.0
10.0,2.595014826541009,1.1544591536163014,46,100.0
100.0,2.5917187925782104,1.1639171867402618,46,100.0
1000.0,2.601552171370366,1.173740887021887,46,100.0
0.01,2.58743265306738,1.241343724260948,47,100.0
0.1,2.587416426889466,1.2413662643182104,47,100.0
1.0,2.5872557359043094,1.2415900857622817,47,100.0
10.0,2.585795575227783,1.2436797287999595,47,100.0
100.0,2.57956758014564,1.2555549603067162,47,100.0
1000.0,2.5867008348984815,1.267142462507879,47,100.0
0.01,2.679915688731824,1.0654908977259885,48,100.0
0.1,2.679900777186586,1.0655188638343194,48,100.0
1.0,2.67975315227983,1.0657967309448733,48,100.0
10.0,2.6784160481787502,1.068406320201998,48,100.0
100.0,2.6729250434536254,1.0841027295060164,48,100.0
1000.0,2.6805966157460244,1.1090756943946616,48,100.0
0.01,2.393939590899123,1.0106337476187894,49,100.0
0.1,2.3939295937504768,1.0106504824662847,49,100.0
1.0,2.393830839298583,1.0108165439536363,49,100.0
10.0,2.3929561369343335,1.0123567239326814,49,100.0
100.0,2.3902971048995187,1.0207035554242703,49,100.0
1000.0,2.402871305891869,1.0268115141155278,49,100.0
0.01,2.625532022344431,1.1460912838655979,50,100.0
0.1,2.6255151192679813,1.1461142551278987,50,100.0
1.0,2.6253475714840055,1.1463425087757708,50,100.0
10.0,2.6238110778687074,1.1484871720001477,50,100.0
100.0,2.616567289737191,1.1612946259861614,50,100.0
1000.0,2.619114432594924,1.1768168196503823,50,100.0
0.01,2.601252668028219,1.1488980804352482,51,100.0
0.1,2.6012403363066787,1.148916312148275,51,100.0
1.0,2.6011182585141075,1.149097431682851,51,100.0
10.0,2.6000133612943452,1.1507955162660755,51,100.0
100.0,2.5955925394630106,1.1607228653061665,51,100.0
1000.0,2.6034510730471476,1.1709006970486096,51,100.0
0.01,2.6035707638295746,1.1523036169894365,52,100.0
0.1,2.603557803177453,1.1523214539308944,52,100.0
1.0,2.603429458115208,1.1524986513307303,52,100.0
10.0,2.602264035786736,1.1541599369983186,52,100.0
100.0,2.5974029644908407,1.1638718682452487,52,100.0
1000.0,2.6043218491420395,1.1738615357117723,52,100.0
0.01,2.608967530274611,1.1486123317861412,53,100.0
0.1,2.6089527927462575,1.148631271179617,53,100.0
1.0,2.608806769974218,1.1488194332946653,53,100.0
10.0,2.6074732382767216,1.1505846938891866,53,100.0
100.0,2.6015034678409372,1.1609699361298762,53,100.0
1000.0,2.606327790572923,1.17219850559494,53,100.0
0.01,2.6084128746183106,1.145758447305307,54,100.0
0.1,2.608398016825311,1.14577855576992,54,100.0
1.0,2.608250824609032,1.1459783367183531,54,100.0
10.0,2.6069086099097776,1.1478530281739001,54,100.0
100.0,2.600988823480967,1.15891749095636,54,100.0
1000.0,2.6062780053904007,1.1712321665049454,54,100.0
0.01,2.6035700158914334,1.1521006471777735,55,100.0
0.1,2.6035571159411224,1.1521184402137632,55,100.0
1.0,2.603429373982764,1.1522951995490367,55,100.0
10.0,2.6022696172588438,1.1539522027689337,55,100.0
100.0,2.5974445223693716,1.1636295023860594,55,100.0
1000.0,2.6045006592209012,1.1734981510977982,55,100.0
0.01,2.577871540313932,1.2485139767379716,56,100.0
0.1,2.5778563354085744,1.2485336354515002,56,100.0
1.0,2.5777058626562654,1.2487288088119917,56,100.0
10.0,2.5763480693428322,1.2505476545793908,56,100.0
100.0,2.571013267854026,1.260721148654722,56,100.0
1000.0,2.58051583933531,1.2696642401175144,56,100.0
0.01,2.7628948657156807,0.7918207447442619,57,100.0
0.1,2.7628833368934202,0.7918494990620973,57,100.0
1.0,2.7627693663052115,0.7921351465812924,57,100.0
10.0,2.7617522775367336,0.794813157975798,57,100.0
100.0,2.758356563027699,0.8106796052307376,57,100.0
1000.0,2.7701774750287376,0.8327801961886585,57,100.0
0.01,2.601245645106651,1.1503309045005286,58,100.0
0.1,2.6012347489037437,1.150350060110776,58,100.0
1.0,2.6011269421553935,1.1505403768785138,58,100.0
10.0,2.6001567816565667,1.1523264767199206,58,100.0
100.0,2.5965714838599907,1.1628740909799642,58,100.0
1000.0,2.6053610891641013,1.1745788283814222,58,100.0
0.01,2.60792371963266,1.1492674389263815,59,100.0
0.1,2.607909403235692,1.1492868907134666,59,100.0
1.0,2.6077675777120337,1.1494801455802415,59,100.0
10.0,2.606474662365085,1.1512933693528469,59,100.0
100.0,2.6008121431932567,1.161965347860216,59,100.0
1000.0,2.6066313859761605,1.1732608768634372,59,100.0
0.01,2.606213501040773,1.149019879597284,60,100.0
0.1,2.606199910714866,1.1490386612229262,60,100.0
1.0,2.6060652997306457,1.1492252548119628,60,100.0
10.0,2.604840167335657,1.1509756966557647,60,100.0
100.0,2.5995827648999508,1.1612679758422475,60,100.0
1000.0,2.6058028495669032,1.1723553157987887,60,100.0
0.01,2.613492579768012,1.1368679380565563,61,100.0
0.1,2.613476116506437,1.136892212989388,61,100.0
1.0,2.613312940408881,1.1371334498878902,61,100.0
10.0,2.611817730090089,1.1394027439667243,61,100.0
100.0,2.6048584909777146,1.1530651487234505,61,100.0
1000.0,2.6084075746661055,1.1697900084367487,61,100.0
0.01,2.5962723765785656,1.1499267062603187,62,100.0
0.1,2.59626155362933,1.1499440690498721,62,100.0
1.0,2.5961544857898913,1.1501165513320977,62,100.0
10.0,2.5951923130634933,1.1517331956064443,62,100.0
100.0,2.591720003152594,1.1611641522629832,62,100.0
1000.0,2.6014051690772346,1.1708631839221657,62,100.0
0.01,2.617296903548475,1.143195337056029,63,100.0
0.1,2.6172803735307313,1.1432191944883876,63,100.0
1.0,2.6171165277920507,1.1434562734697797,63,100.0
10.0,2.615614429586242,1.1456856341871016,63,100.0
100.0,2.6085777107289347,1.1590660055621718,63,100.0
1000.0,2.6116721989451492,1.1750718069745494,63,100.0
0.01,2.604801185702909,1.153325588668468,65,100.0
0.1,2.6047886045628426,1.153345227860017,65,100.0
1.0,2.6046640391142706,1.153540343598611,65,100.0
10.0,2.603534903227474,1.1553709650689137,65,100.0
100.0,2.5989195258545843,1.1661532478209389,65,100.0
1000.0,2.606006234406222,1.17768716859731,65,100.0
