source,value_ns,core_mean_ns,core_sigma_err_ns,chi2_ndf,fit_window_ns
reproduced_s18_sample_iii,1.5861066840168903,-0.09888124992353707,0.14534320291935224,1.3788952351127512,1.5
reproduced_s18_sample_iii,1.5844427557350709,-0.08002627536592122,0.07883503384108755,1.1904141812817066,2.0
reproduced_s18_sample_iii,1.450920420766654,-0.029786664408590024,0.04014208420546299,1.3183850620990025,2.5
reproduced_s18_sample_iii,1.337523856139399,0.05228854509764222,0.024527179613573997,2.216771192320169,3.0
reproduced_s18_sample_iii,1.3573249562663798,0.06684146608427984,0.022262214647982,2.3648659545388777,3.5
reproduced_s18_sample_iii,1.2912868839462714,0.11745217600767867,0.01824591578074662,3.2589035832197437,4.0
reproduced_s18_sample_iv,2.9999999999998552,-0.6318578651533052,5.2861110077670395,1.0537918162864721,1.5
reproduced_s18_sample_iv,1.9968207282948878,0.400941240409911,0.8544720132746986,0.9538332400026563,2.0
reproduced_s18_sample_iv,1.9921759383821824,-0.08294279277883929,0.5288246499097221,1.5356429434441745,2.5
reproduced_s18_sample_iv,2.0054243827883993,0.35191289730084363,0.37401030308143396,1.093763367999935,3.0
reproduced_s18_sample_iv,1.9317280626148812,-0.08537551083673565,0.3249839082920489,1.4087215699538467,3.5
reproduced_s18_sample_iv,1.9104301839434856,0.229231291711441,0.280917556589535,1.6101331643672858,4.0
traditional_period_poly_runheldout_sample_iii,1.627067600033959,-0.09138157114476066,0.1565892219771159,0.8749808900689436,1.5
traditional_period_poly_runheldout_sample_iii,1.6276460244758708,-0.05207648307792554,0.08496479129835516,0.780887231687628,2.0
traditional_period_poly_runheldout_sample_iii,1.439780830223861,0.0006845136134510879,0.038917444067655405,1.2383065198480545,2.5
traditional_period_poly_runheldout_sample_iii,1.3335637774496272,0.07066421665419943,0.02413064205351882,2.0798985125672638,3.0
traditional_period_poly_runheldout_sample_iii,1.2872466377127547,0.1307677370544347,0.019260220815208146,3.506571151071396,3.5
traditional_period_poly_runheldout_sample_iii,1.2843661583585706,0.13131538390592784,0.017976062351761673,3.718925352655129,4.0
traditional_period_poly_runheldout_sample_iv,1.4557392363729185,-0.027821105707458455,0.613028264596618,0.9559335865956621,1.5
traditional_period_poly_runheldout_sample_iv,3.9999999999999996,-0.3888491241672127,6.220894957350642,1.0069984995186105,2.0
traditional_period_poly_runheldout_sample_iv,2.0766680808704043,0.04670298772736542,0.6520344190545427,1.5518093374317812,2.5
traditional_period_poly_runheldout_sample_iv,1.7659041780646105,-0.09105504354527859,0.31405744402685737,1.0676838282715353,3.0
traditional_period_poly_runheldout_sample_iv,1.9295994364133504,0.3312511471600323,0.27396066790766627,1.179576195060503,3.5
traditional_period_poly_runheldout_sample_iv,1.86692750853794,0.14511328390061756,0.304331584431077,1.919103442327679,4.0
ml_ridge_shape_features_runheldout_sample_iii,1.9460511621994896,-0.1910103585974051,0.2727739613079239,1.003485213409441,1.5
ml_ridge_shape_features_runheldout_sample_iii,1.6081966088136503,-0.06043997503790944,0.08204388311177079,0.7053110911508211,2.0
ml_ridge_shape_features_runheldout_sample_iii,1.4805992975914537,-0.04631677727626169,0.04236350854030464,0.998246634830502,2.5
ml_ridge_shape_features_runheldout_sample_iii,1.4110541444434992,0.0009593263046805276,0.027993323124929272,1.2813814609300989,3.0
ml_ridge_shape_features_runheldout_sample_iii,1.3590629435047332,0.05807302426897328,0.02143134312569622,1.947246881745698,3.5
ml_ridge_shape_features_runheldout_sample_iii,1.351502782869306,0.052323376454133076,0.019231051000176646,1.9520050697721665,4.0
ml_ridge_shape_features_runheldout_sample_iv,2.9999999999999996,0.048965453921459304,5.605195060615056,1.6186282272279828,1.5
ml_ridge_shape_features_runheldout_sample_iv,2.210642018077631,-0.29713751117121506,1.2155595696327095,1.4102692817849802,2.0
ml_ridge_shape_features_runheldout_sample_iv,2.2035633682592417,0.08475252682844737,0.7143185368321818,1.4061500806242702,2.5
ml_ridge_shape_features_runheldout_sample_iv,2.2258518557003533,-0.34280084719072923,0.5826107098820851,2.353978815537952,3.0
ml_ridge_shape_features_runheldout_sample_iv,1.8567317977143656,-0.11511612307533255,0.25101232494303505,1.3807788925931284,3.5
ml_ridge_shape_features_runheldout_sample_iv,2.075571243512101,-0.007277918807118912,0.29845504226270797,1.3685396893003208,4.0
