heldout_run,heldout_group,n_scored_events,n_synthetic_train,synthetic_train_source_runs,synthetic_holdout_auc,synthetic_holdout_ap,synthetic_holdout_brier,synthetic_secondary_fraction_mae,synthetic_delay_mae_sample,synthetic_delay_mae_ns,shuffled_label_synthetic_auc
44,high_20nA,420,5600,45 46 47 48 49 50 51 52 53 54 55 56 57,0.9851347946586041,0.9873740578104455,0.0476972120123743,0.062151678446566175,0.5921285555191721,5.921285555191721,0.5214089751126788
45,high_20nA,420,5600,44 46 47 48 49 50 51 52 53 54 55 56 57,0.9742648888888888,0.9709555723966746,0.05775163589679722,0.06795725378531708,0.6616209642644338,6.616209642644338,0.48159644444444444
46,low_2nA,373,5600,44 45 47 48 49 50 51 52 53 54 55 56 57,0.9860586721908517,0.9886590356208633,0.04548201317388844,0.05496856136917732,0.47483559729732466,4.748355972973247,0.542818002606168
47,low_2nA,420,5600,44 45 46 48 49 50 51 52 53 54 55 56 57,0.9861716274332277,0.9886303917498979,0.05136225117299067,0.05771655419423813,0.4914899429453902,4.914899429453902,0.5534956428248076
48,high_20nA,420,5600,44 45 46 47 49 50 51 52 53 54 55 56 57,0.9829591427505999,0.9848491304543129,0.05151882898017817,0.0615076402819618,0.5908375738072427,5.908375738072427,0.4529476742958861
49,high_20nA,420,5600,44 45 46 47 48 50 51 52 53 54 55 56 57,0.9820515165800082,0.9828731812314933,0.053689009338732906,0.0640576206737678,0.6355304874241312,6.3553048742413125,0.4247901554221869
50,high_20nA,420,5600,44 45 46 47 48 49 51 52 53 54 55 56 57,0.9881927861822183,0.9899241479103177,0.04582309009177004,0.05557933657035305,0.5057247294155894,5.057247294155895,0.587339269428645
51,high_20nA,420,5600,44 45 46 47 48 49 50 52 53 54 55 56 57,0.9891316915250317,0.9902839030206237,0.042726529605576366,0.051756873491648536,0.5095244271864295,5.095244271864296,0.40605127760434734
52,high_20nA,420,5600,44 45 46 47 48 49 50 51 53 54 55 56 57,0.989892346103251,0.9915246275098183,0.041723613349759776,0.05453500065803243,0.551170391836844,5.51170391836844,0.47795913984268035
53,high_20nA,420,5600,44 45 46 47 48 49 50 51 52 54 55 56 57,0.9864889998937187,0.9884463682166558,0.04314724132242173,0.058068139412035466,0.5215364932829165,5.215364932829165,0.4870270485705176
54,high_20nA,420,5600,44 45 46 47 48 49 50 51 52 53 55 56 57,0.9913723745920029,0.9912952362158438,0.04316323956930213,0.05750426661351181,0.5363588235212231,5.363588235212231,0.5877120113029088
55,high_20nA,420,5600,44 45 46 47 48 49 50 51 52 53 54 56 57,0.9862897777777778,0.9868505134960884,0.0461514072813831,0.05722234054474831,0.49605551016078653,4.9605551016078655,0.5323591111111111
56,high_20nA,420,5600,44 45 46 47 48 49 50 51 52 53 54 55 57,0.9868218308719544,0.9882460085247647,0.045905138466977316,0.052366900918409676,0.48021508340836133,4.802150834083613,0.5611521927263261
57,high_20nA,420,5600,44 45 46 47 48 49 50 51 52 53 54 55 56,0.9829804565697842,0.9861548455133371,0.04699396222864207,0.057217443735660574,0.5668664614021955,5.668664614021956,0.6210163652024118
