method,subset,n_pair_rows,n_runs,sigma68_ns,sigma68_ci_low_ns,sigma68_ci_high_ns,full_rms_ns,tail_frac_abs_gt5ns,note
raw_pair_median,all,65484,21,2.0818359213706255,1.7858721890580027,7.532615106729814,20.675023326611615,0.14165292285138353,pair-median centered raw CFD20 residual
raw_pair_median,B2_containing,43956,21,3.512344883482385,1.8907439309240694,19.900565675922735,24.816974776203015,0.2026117026117026,pair-median centered raw CFD20 residual
raw_pair_median,downstream_only,21528,21,1.7325646285801632,1.6935431875594409,1.7672108822047385,6.536663382985358,0.017186919360832404,pair-median centered raw CFD20 residual
traditional_hier_ridge,all,65484,21,7.745070535450273,7.078066049577724,9.622798151292288,12.611536042991252,0.47851383544071835,leave-run-out Ridge residual correction before covariance fit
traditional_hier_ridge,B2_containing,43956,21,7.818647227987588,6.8565881200960845,11.834663074265352,14.019628560852148,0.47563472563472564,leave-run-out Ridge residual correction before covariance fit
traditional_hier_ridge,downstream_only,21528,21,7.277768315818433,6.759703705047523,8.282065901619868,9.185741245585653,0.4669732441471572,leave-run-out Ridge residual correction before covariance fit
ml_extra_trees,all,65484,21,1.4489202792678824,1.3141560816503401,1.9574440923761656,5.619085142711542,0.08986928104575163,leave-run-out ExtraTrees residual model on waveform-only features
ml_extra_trees,B2_containing,43956,21,1.7492227741487034,1.460720818531102,2.712479061433219,6.319554767554995,0.124988624988625,leave-run-out ExtraTrees residual model on waveform-only features
ml_extra_trees,downstream_only,21528,21,1.0988483569789151,1.0687362424763598,1.166578016299298,3.8142864215105012,0.018301746562616128,leave-run-out ExtraTrees residual model on waveform-only features
