heldout_run,residual_method,veto_method,feature,threshold,threshold_quantile,train_keep_fraction,train_tail_frac_abs_gt5ns,train_sigma68_ns,oof_auc,shuffled
58,s03b_monotone_binned,traditional_q_threshold,q_pair_max,0.1597866410607384,0.9,0.9000978560626279,0.011662383870330105,1.7499999999999964,,
58,s03b_monotone_binned,ml_q_rf,,0.4877583120837524,0.9,0.9000088960056934,0.011169318968073539,1.615844726406439,0.7719329940298121,False
58,s03b_monotone_binned,shuffled_ml_q_rf_control,,0.5707603869049499,0.975,0.9750022240014233,0.018339416058394162,1.5972201371361292,0.4975165227000963,True
59,s03b_monotone_binned,traditional_q_threshold,q_pair_max,0.1625478857350554,0.9,0.900010903936321,0.011146110976496244,1.6905037380448533,,
59,s03b_monotone_binned,ml_q_rf,,0.47786968949234593,0.9,0.900010903936321,0.011509571117034165,1.561663372526251,0.7637483933926785,False
59,s03b_monotone_binned,shuffled_ml_q_rf_control,,0.5656777903161733,0.99,0.989968378584669,0.017953519110034146,1.5644853053511483,0.4967990167298731,True
60,s03b_monotone_binned,traditional_q_threshold,q_downstream_max,0.2151289260983663,0.9,0.900066401062417,0.011926718308127382,1.554195236216585,,
60,s03b_monotone_binned,ml_q_rf,,0.5264591296263086,0.925,0.9249667994687915,0.010768126346015794,1.5,0.7839972923994278,False
60,s03b_monotone_binned,shuffled_ml_q_rf_control,,0.5807730030836616,0.99,0.9899291722000886,0.01811067635550587,1.4806517500908745,0.4939061701626013,True
61,s03b_monotone_binned,traditional_q_threshold,q_pair_max,0.1610304709748239,0.9,0.9000115460108532,0.010519563822963438,1.673772088042041,,
61,s03b_monotone_binned,ml_q_rf,,0.4911954907536286,0.9,0.9000115460108532,0.010006414368184734,1.5899330794921516,0.7787325278178197,False
61,s03b_monotone_binned,shuffled_ml_q_rf_control,,0.5687962152853926,0.99,0.9899549705576723,0.016794961511546535,1.500000000000007,0.5348014285482905,True
62,s03b_monotone_binned,traditional_q_threshold,q_downstream_max,0.199626244057999,0.9,0.9000995685363425,0.01352015732546706,1.687430026970695,,
62,s03b_monotone_binned,ml_q_rf,,0.4845301702353191,0.925,0.9249917026219715,0.012438703504365507,1.5867165875887184,0.7749110937362069,False
62,s03b_monotone_binned,shuffled_ml_q_rf_control,,0.5377308927825919,0.95,0.9499944684146476,0.019680913008035403,1.625477661757953,0.507069939594184,True
63,s03b_monotone_binned,traditional_q_threshold,q_pair_max,0.15844397919741376,0.9,0.9,0.011701556629092861,1.6918704951281578,,
63,s03b_monotone_binned,ml_q_rf,,0.48164991672061364,0.9,0.9,0.011594202898550725,1.5643583449090173,0.7724844398995063,False
63,s03b_monotone_binned,shuffled_ml_q_rf_control,,0.574679788496359,0.99,0.989951690821256,0.018739020105406987,1.5792500599552064,0.4852630382911033,True
65,s03b_monotone_binned,traditional_q_threshold,q_downstream_max,0.2089157437440576,0.9,0.9001065530101225,0.01312025254019927,1.6954299286655832,,
65,s03b_monotone_binned,ml_q_rf,,0.49859894654255166,0.925,0.9249689220387143,0.01238360372468081,1.6759081373500773,0.7679916812521376,False
65,s03b_monotone_binned,shuffled_ml_q_rf_control,,0.5280336620502688,0.925,0.9249689220387143,0.018431410194873765,1.6565692012420818,0.48432501961494356,True
