policy,feature_columns,train_tail_rate,score_threshold_at_target_retention,train_score_tail_mean,train_score_non_tail_mean
rf_external_veto,"event_b2_amp_adc,event_b2_amp_ratio,event_peak_spread,event_baseline_span_adc,event_mean_log_amp,event_min_log_amp,event_peak_ptp,event_baseline_ptp_adc,b2_ratio_log_abs,peak_spread_scaled,baseline_span_scaled,flag_sum",0.5281329923273658,0.9895690005869863,0.751390245879802,0.24976774848537717
logistic_external_veto,"event_b2_amp_adc,event_b2_amp_ratio,event_peak_spread,event_baseline_span_adc,event_mean_log_amp,event_min_log_amp,event_peak_ptp,event_baseline_ptp_adc,b2_ratio_log_abs,peak_spread_scaled,baseline_span_scaled,flag_sum",0.5281329923273658,0.9970812751881863,0.7049607688314212,0.2950370499957787
topology_only_sentinel,"event_peak_spread,event_baseline_span_adc,event_peak_ptp,event_baseline_ptp_adc,peak_spread_scaled,baseline_span_scaled,flag_sum",0.5281329923273658,0.9864960210020847,0.6905152586929677,0.31102332195502774
shuffled_label_sentinel,"event_b2_amp_adc,event_b2_amp_ratio,event_peak_spread,event_baseline_span_adc,event_mean_log_amp,event_min_log_amp,event_peak_ptp,event_baseline_ptp_adc,b2_ratio_log_abs,peak_spread_scaled,baseline_span_scaled,flag_sum",0.5281329923273658,0.6235079360473009,0.49170674271340664,0.5184491149351417
