method,run,n_events,n_kept_events,acceptance,charge_proxy_b2_amp_ratio_mean_all,charge_proxy_b2_amp_ratio_mean_kept,pileup_proxy_peak_spread_mean_all,pileup_proxy_peak_spread_mean_kept,energy_proxy_b2_amp_mean_all,energy_proxy_b2_amp_mean_kept,saturation_frac_all,saturation_frac_kept,dropout_frac_all,dropout_frac_kept,pid_support_proxy_anomaly_frac_all,pid_support_proxy_anomaly_frac_kept,max_support_drift,policy
traditional_explicit_timewalk,58,72,70,0.9722222222222222,1.4204711807628714,1.442683117226764,2.1666666666666665,2.1,3561.1736111111113,3618.9928571428572,0.027777777777777776,0.02857142857142857,0.1111111111111111,0.1,0.08333333333333333,0.05714285714285714,0.030769230769230663,fixed_q_shape_veto
traditional_explicit_timewalk,59,749,740,0.9879839786381842,1.3120469538124955,1.313414304267338,1.699599465954606,1.627027027027027,3032.5,3037.093918918919,0.018691588785046728,0.016216216216216217,0.08945260347129506,0.08513513513513514,0.08811748998664887,0.07837837837837838,0.042699730366658833,fixed_q_shape_veto
traditional_explicit_timewalk,60,802,795,0.9912718204488778,1.0494232728347657,1.051883855521017,1.5773067331670823,1.5534591194968554,2836.3709476309227,2845.1704402515725,0.0024937655860349127,0.0025157232704402514,0.043640897755610975,0.04150943396226415,0.0685785536159601,0.06037735849056604,0.015119198548238656,fixed_q_shape_veto
traditional_explicit_timewalk,61,925,923,0.9978378378378379,1.0913662832231132,1.0917388730451731,1.6064864864864865,1.6023835319609967,2788.916216216216,2791.0314192849405,0.002162162162162162,0.0021668472372697724,0.05405405405405406,0.05308775731310943,0.05837837837837838,0.056338028169014086,0.0025539925545612885,fixed_q_shape_veto
traditional_explicit_timewalk,62,798,792,0.9924812030075187,1.1521704575686793,1.144341874633295,1.4348370927318295,1.3876262626262625,2812.964285714286,2804.717171717172,0.008771929824561403,0.007575757575757576,0.07142857142857142,0.06691919191919192,0.06390977443609022,0.056818181818181816,0.03290326849278813,fixed_q_shape_veto
traditional_explicit_timewalk,63,365,357,0.9780821917808219,1.444738695262953,1.4450401982469576,1.8164383561643835,1.7338935574229692,3296.5972602739726,3301.8165266106444,0.021917808219178082,0.01680672268907563,0.1232876712328767,0.12044817927170869,0.10136986301369863,0.08123249299719888,0.04544321499338796,fixed_q_shape_veto
traditional_explicit_timewalk,65,63,61,0.9682539682539683,1.3925812336617163,1.3785366380215824,1.507936507936508,1.360655737704918,3078.126984126984,3079.7622950819673,0.015873015873015872,0.01639344262295082,0.14285714285714285,0.13114754098360656,0.09523809523809523,0.06557377049180328,0.09767040552200174,fixed_q_shape_veto
traditional_explicit_timewalk,58,72,71,0.9861111111111112,1.4204711807628714,1.4135409646172157,2.1666666666666665,2.056338028169014,3561.1736111111113,3550.211267605634,0.027777777777777776,0.028169014084507043,0.1111111111111111,0.11267605633802817,0.08333333333333333,0.07042253521126761,0.050920910075839626,rf_external_veto
traditional_explicit_timewalk,59,749,745,0.9946595460614153,1.3120469538124955,1.3066640452481537,1.699599465954606,1.67248322147651,3032.5,3020.30067114094,0.018691588785046728,0.01879194630872483,0.08945260347129506,0.08859060402684564,0.08811748998664887,0.08322147651006712,0.015954491055847606,rf_external_veto
traditional_explicit_timewalk,60,802,798,0.9950124688279302,1.0494232728347657,1.0425362956018034,1.5773067331670823,1.5413533834586466,2836.3709476309227,2820.3289473684213,0.0024937655860349127,0.002506265664160401,0.043640897755610975,0.043859649122807015,0.0685785536159601,0.06390977443609022,0.022794139498944984,rf_external_veto
traditional_explicit_timewalk,61,925,923,0.9978378378378379,1.0913662832231132,1.090005445818297,1.6064864864864865,1.5893824485373782,2788.916216216216,2785.1803900325026,0.002162162162162162,0.0021668472372697724,0.05405405405405406,0.05417118093174431,0.05837837837837838,0.056338028169014086,0.010646860769128658,rf_external_veto
traditional_explicit_timewalk,62,798,796,0.9974937343358395,1.1521704575686793,1.1469448718052029,1.4348370927318295,1.4158291457286432,2812.964285714286,2803.9641959798996,0.008771929824561403,0.008793969849246231,0.07142857142857142,0.07035175879396985,0.06390977443609022,0.06155778894472362,0.013247460007460852,rf_external_veto
traditional_explicit_timewalk,63,365,364,0.9972602739726028,1.444738695262953,1.4430740986876158,1.8164383561643835,1.793956043956044,3296.5972602739726,3292.473901098901,0.021917808219178082,0.02197802197802198,0.1232876712328767,0.12362637362637363,0.10136986301369863,0.0989010989010989,0.012377140205194455,rf_external_veto
traditional_explicit_timewalk,65,63,63,1.0,1.3925812336617163,1.3925812336617163,1.507936507936508,1.507936507936508,3078.126984126984,3078.126984126984,0.015873015873015872,0.015873015873015872,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.0,rf_external_veto
traditional_explicit_timewalk,58,72,72,1.0,1.4204711807628714,1.4204711807628714,2.1666666666666665,2.1666666666666665,3561.1736111111113,3561.1736111111113,0.027777777777777776,0.027777777777777776,0.1111111111111111,0.1111111111111111,0.08333333333333333,0.08333333333333333,0.0,logistic_external_veto
traditional_explicit_timewalk,59,749,740,0.9879839786381842,1.3120469538124955,1.3169024769981863,1.699599465954606,1.6175675675675676,3032.5,3043.5945945945946,0.018691588785046728,0.01756756756756757,0.08945260347129506,0.08648648648648649,0.08811748998664887,0.07702702702702703,0.04826542960871315,logistic_external_veto
traditional_explicit_timewalk,60,802,798,0.9950124688279302,1.0494232728347657,1.047205298268694,1.5773067331670823,1.5275689223057645,2836.3709476309227,2831.8007518796994,0.0024937655860349127,0.002506265664160401,0.043640897755610975,0.043859649122807015,0.0685785536159601,0.06390977443609022,0.03153337890179989,logistic_external_veto
