policy,n_heldout_runs,mean_run_sigma68_ns,sigma68_ci_low_ns,sigma68_ci_high_ns,mean_run_full_rms_ns,full_rms_ci_low_ns,full_rms_ci_high_ns,mean_run_tail_frac_abs_gt5ns,tail_ci_low,tail_ci_high,mean_acceptance,acceptance_ci_low,acceptance_ci_high,mean_support_distance_shift,support_shift_ci_low,support_shift_ci_high,support_preserving,eligible_policy,primary_score
shuffled_label_sentinel,7,1.8055048255702417,1.7218865145121947,1.8892308181206836,5.109802266011693,3.9075410355986313,6.116171493844763,0.0660549868245957,0.050858928934306186,0.07786478465297077,0.9872899121286662,0.9809344726887558,0.9934446480282055,0.012563972730658084,0.005020988461649644,0.022621091589559852,True,False,1.8055048255702417
logistic_external_veto,7,1.8165322806658044,1.730084014613558,1.9005317248971108,4.688595571071144,3.4800363845829554,5.81445641226544,0.06682406043647285,0.051358944026793356,0.0787769827638404,0.9958596958410973,0.9924237385218247,0.998825831702544,0.019207858810331883,0.006686519379936202,0.03303798063707371,True,True,1.8165322806658044
fixed_q_shape_veto,7,1.8204027231706885,1.7389501027842922,1.9031914113409847,4.54087768837724,3.1055267090262877,5.974843606403868,0.0655675908114806,0.05090033170958086,0.0766995880541583,0.9840190317413473,0.9765026443741169,0.9916159774324286,0.03816557732098104,0.019940653444388577,0.06149609094115408,True,True,1.8204027231706885
rf_external_veto,7,1.8208812438528865,1.727093390565052,1.9041198235964087,5.223157414034866,4.033310170426598,6.25176019749502,0.06732477696078261,0.0520867794641662,0.07974115047819014,0.9954821388781052,0.9919544319854793,0.9979869747149637,0.0179915716589166,0.0085774788704357,0.03022351129997435,True,True,1.8208812438528865
topology_only_sentinel,7,1.8215720582798554,1.7397202710320614,1.9010407941600256,4.605591065661453,3.4460371679020163,5.733400800924726,0.06654626743291785,0.05060042015614347,0.07903393664399788,0.9845625024547963,0.9774122905934773,0.9910097561108138,0.05046895841420857,0.028907018276668826,0.07273193095128695,True,False,1.8215720582798554
