method,run,n,positives,roc_auc,average_precision
traditional_scalar__rise_10_50,60,1400,352,0.8570776045281054,0.7834279560049566
traditional_scalar__rise_10_50,62,1400,348,0.8451908788951532,0.7671574866921149
traditional_scalar__rise_10_50,64,1321,264,0.8035320088300221,0.6839072496693457
traditional_scalar__rise_10_50,65,1128,224,0.7669484829329963,0.6145753965068084
traditional_scalar__rise_20_80,42,1124,232,0.6704857352713777,0.4730330110027137
traditional_scalar__rise_20_80,50,1170,201,0.668484204365171,0.42248252347627147
traditional_scalar__rise_20_80,57,1103,237,0.713148380935676,0.5401007337846705
traditional_scalar__rise_20_80,58,1099,180,0.7128158626526417,0.4800788765719093
traditional_scalar__rise_20_80,60,1400,352,0.7831746616932687,0.6676725876482102
traditional_scalar__rise_20_80,62,1400,348,0.7556624491936541,0.6508084559591596
traditional_scalar__rise_20_80,64,1321,264,0.7316554857945585,0.5435274667732053
traditional_scalar__rise_20_80,65,1128,224,0.6890555862831858,0.48083491264867906
traditional_scalar__tail_10_17_over_total,42,1124,232,0.8250879464976032,0.73876808802306
traditional_scalar__tail_10_17_over_total,50,1170,201,0.796215003414301,0.6870933511511065
traditional_scalar__tail_10_17_over_total,57,1103,237,0.8382446088032666,0.786136141442029
traditional_scalar__tail_10_17_over_total,58,1099,180,0.8732801354128883,0.8034877105661349
traditional_scalar__tail_10_17_over_total,60,1400,352,0.888182577203331,0.8505668777931429
traditional_scalar__tail_10_17_over_total,62,1400,348,0.9112555176784232,0.8856120310834964
traditional_scalar__tail_10_17_over_total,64,1321,264,0.8720650210716436,0.8051255958164568
traditional_scalar__tail_10_17_over_total,65,1128,224,0.8571724873577751,0.7915716171126023
traditional_scalar__tail_12_17_over_total,42,1124,232,0.8101177130044843,0.7187503418162267
traditional_scalar__tail_12_17_over_total,50,1170,201,0.7837489538889659,0.6689281057639893
traditional_scalar__tail_12_17_over_total,57,1103,237,0.8332894826594945,0.7781536263918939
traditional_scalar__tail_12_17_over_total,58,1099,180,0.8630274452907749,0.786364753882647
traditional_scalar__tail_12_17_over_total,60,1400,352,0.8747885582928522,0.8287819170945991
traditional_scalar__tail_12_17_over_total,62,1400,348,0.9066556313098202,0.8771715050443978
traditional_scalar__tail_12_17_over_total,64,1321,264,0.8507031048421776,0.7816976452225568
traditional_scalar__tail_12_17_over_total,65,1128,224,0.8435030815423517,0.7794686563564539
traditional_scalar__tail_14_17_over_total,42,1124,232,0.8020865548167622,0.7078689249027645
traditional_scalar__tail_14_17_over_total,50,1170,201,0.7777983149269134,0.6570912145470751
traditional_scalar__tail_14_17_over_total,57,1103,237,0.8272283450755693,0.7676597442806208
traditional_scalar__tail_14_17_over_total,58,1099,180,0.8538205779228631,0.7693296051433529
traditional_scalar__tail_14_17_over_total,60,1400,352,0.856864807425399,0.8104886697601151
traditional_scalar__tail_14_17_over_total,62,1400,348,0.8992340806782919,0.8705884815892813
traditional_scalar__tail_14_17_over_total,64,1321,264,0.8294056936441043,0.7665604230899089
traditional_scalar__tail_14_17_over_total,65,1128,224,0.833557206068268,0.7729747421552149
traditional_scalar__time_kurtosis,42,1124,232,0.5573971702489562,0.26541928649949575
traditional_scalar__time_kurtosis,50,1170,201,0.49242949339987374,0.18864547123042014
traditional_scalar__time_kurtosis,57,1103,237,0.5215550423402617,0.3059343404042269
traditional_scalar__time_kurtosis,58,1099,180,0.49434772095272644,0.18975361352054676
traditional_scalar__time_kurtosis,60,1400,352,0.5576205759888966,0.3425990292995076
traditional_scalar__time_kurtosis,62,1400,348,0.5001502338184519,0.3013014008065921
traditional_scalar__time_kurtosis,64,1321,264,0.583193572431983,0.2902849792169214
traditional_scalar__time_kurtosis,65,1128,224,0.5661988384955753,0.2955991236431327
traditional_scalar__time_skewness,42,1124,232,0.6070482835936293,0.3674241290872634
traditional_scalar__time_skewness,50,1170,201,0.621346312811587,0.3433369149955451
traditional_scalar__time_skewness,57,1103,237,0.6270889973787042,0.41511462719570213
traditional_scalar__time_skewness,58,1099,180,0.6667633901583847,0.41619418100954764
traditional_scalar__time_skewness,60,1400,352,0.5631478790770299,0.3669223419565526
traditional_scalar__time_skewness,62,1400,348,0.5657231982867882,0.3956941065100434
traditional_scalar__time_skewness,64,1321,264,0.5333670192941716,0.2867765988536264
traditional_scalar__time_skewness,65,1128,224,0.54873676517067,0.31918368661544816
traditional_scalar__time_variance,42,1124,232,0.5589821400958713,0.32032051121422733
traditional_scalar__time_variance,50,1170,201,0.5601712798237912,0.2749906256384799
traditional_scalar__time_variance,57,1103,237,0.6248672299042106,0.394854186844392
traditional_scalar__time_variance,58,1099,180,0.5638495949703785,0.2829214894253713
traditional_scalar__time_variance,60,1400,352,0.5826709967036781,0.41203981552515817
traditional_scalar__time_variance,62,1400,348,0.644940124994537,0.4684095145627476
traditional_scalar__time_variance,64,1321,264,0.5907729136205958,0.3343014225643488
traditional_scalar__time_variance,65,1128,224,0.5941055625790139,0.3071343838373455
traditional_scalar__width20,42,1124,232,0.5661749072212773,0.2467199084442826
traditional_scalar__width20,50,1170,201,0.5663170217026324,0.21282723826579997
traditional_scalar__width20,57,1103,237,0.6399884039329182,0.30725074058989593
traditional_scalar__width20,58,1099,180,0.6101771248942087,0.2364924475271264
traditional_scalar__width20,60,1400,352,0.632100917331714,0.38466547966912373
traditional_scalar__width20,62,1400,348,0.7012149818626807,0.45737123831882975
traditional_scalar__width20,64,1321,264,0.627841804994123,0.2999887673514201
traditional_scalar__width20,65,1128,224,0.6208789309418457,0.2683159326416056
traditional_scalar__width50,42,1124,232,0.5799805744549249,0.2509509433321428
traditional_scalar__width50,50,1170,201,0.5841047599977409,0.2247103611317055
traditional_scalar__width50,57,1103,237,0.6223969752779644,0.29392056139105516
traditional_scalar__width50,58,1099,180,0.6283460282916215,0.2585402150140501
traditional_scalar__width50,60,1400,352,0.6324031705412907,0.37146153892164063
traditional_scalar__width50,62,1400,348,0.697048042043617,0.4285786755986166
traditional_scalar__width50,64,1321,264,0.6216708236575785,0.28768248458410145
traditional_scalar__width50,65,1128,224,0.5982908304361568,0.24772112127963164
traditional_scalar__zero_crossings_derivative,42,1124,232,0.6761080292252979,0.33476827730458025
traditional_scalar__zero_crossings_derivative,50,1170,201,0.7157299159517171,0.3456271185547314
traditional_scalar__zero_crossings_derivative,57,1103,237,0.677015425692597,0.3267295883125067
traditional_scalar__zero_crossings_derivative,58,1099,180,0.743462096481683,0.34448571185114457
traditional_scalar__zero_crossings_derivative,60,1400,352,0.7013169023247744,0.41332954393227406
traditional_scalar__zero_crossings_derivative,62,1400,348,0.7205118329618461,0.4245504332784127
traditional_scalar__zero_crossings_derivative,64,1321,264,0.7107433129784123,0.38141658918162846
traditional_scalar__zero_crossings_derivative,65,1128,224,0.7011249604930467,0.34581119928161375
