heldout_run,check,value,pass,selector
65,forbidden_heldout_oracle_binned_sigma68_ns,2.872990732862707,True,median_first4
65,ml_shuffled_target_sigma68_ns,2.964272843998169,True,median_first4
58,train_heldout_run_overlap,0.0,True,dynamic_range
58,train_heldout_event_id_overlap,0.0,True,dynamic_range
58,drift_basis_contains_run_one_hot,0.0,True,dynamic_range
58,drift_basis_uses_heldout_targets,0.0,True,dynamic_range
58,final_fit_train_rows_only,1.0,True,dynamic_range
58,normalized_waveform_exact_hash_overlap,0.0,True,dynamic_range
58,binned_selected_shuffled_target_sigma68_ns,3.8046498308143297,False,dynamic_range
58,global_selected_shuffled_target_sigma68_ns,2.7449863862646655,True,dynamic_range
58,forbidden_heldout_oracle_binned_sigma68_ns,3.328174074561463,True,dynamic_range
58,ml_shuffled_target_sigma68_ns,3.1033665626954057,True,dynamic_range
59,train_heldout_run_overlap,0.0,True,dynamic_range
59,train_heldout_event_id_overlap,0.0,True,dynamic_range
59,drift_basis_contains_run_one_hot,0.0,True,dynamic_range
59,drift_basis_uses_heldout_targets,0.0,True,dynamic_range
59,final_fit_train_rows_only,1.0,True,dynamic_range
59,normalized_waveform_exact_hash_overlap,0.0,True,dynamic_range
59,binned_selected_shuffled_target_sigma68_ns,4.485507697919505,False,dynamic_range
59,global_selected_shuffled_target_sigma68_ns,2.82457534379653,True,dynamic_range
59,forbidden_heldout_oracle_binned_sigma68_ns,4.259957639315504,True,dynamic_range
59,ml_shuffled_target_sigma68_ns,3.194765122471729,True,dynamic_range
60,train_heldout_run_overlap,0.0,True,dynamic_range
60,train_heldout_event_id_overlap,0.0,True,dynamic_range
60,drift_basis_contains_run_one_hot,0.0,True,dynamic_range
60,drift_basis_uses_heldout_targets,0.0,True,dynamic_range
60,final_fit_train_rows_only,1.0,True,dynamic_range
60,normalized_waveform_exact_hash_overlap,0.0,True,dynamic_range
60,binned_selected_shuffled_target_sigma68_ns,3.2901047723224295,False,dynamic_range
60,global_selected_shuffled_target_sigma68_ns,2.5650980753467896,True,dynamic_range
60,forbidden_heldout_oracle_binned_sigma68_ns,3.2057030049767574,True,dynamic_range
60,ml_shuffled_target_sigma68_ns,3.0795510920923945,True,dynamic_range
61,train_heldout_run_overlap,0.0,True,dynamic_range
61,train_heldout_event_id_overlap,0.0,True,dynamic_range
61,drift_basis_contains_run_one_hot,0.0,True,dynamic_range
61,drift_basis_uses_heldout_targets,0.0,True,dynamic_range
61,final_fit_train_rows_only,1.0,True,dynamic_range
61,normalized_waveform_exact_hash_overlap,0.0,True,dynamic_range
61,binned_selected_shuffled_target_sigma68_ns,3.636599192432638,False,dynamic_range
61,global_selected_shuffled_target_sigma68_ns,2.6404669908751908,True,dynamic_range
61,forbidden_heldout_oracle_binned_sigma68_ns,3.309619882646671,True,dynamic_range
61,ml_shuffled_target_sigma68_ns,3.032515787302289,True,dynamic_range
62,train_heldout_run_overlap,0.0,True,dynamic_range
62,train_heldout_event_id_overlap,0.0,True,dynamic_range
62,drift_basis_contains_run_one_hot,0.0,True,dynamic_range
62,drift_basis_uses_heldout_targets,0.0,True,dynamic_range
62,final_fit_train_rows_only,1.0,True,dynamic_range
62,normalized_waveform_exact_hash_overlap,0.0,True,dynamic_range
62,binned_selected_shuffled_target_sigma68_ns,3.8758135023066105,False,dynamic_range
62,global_selected_shuffled_target_sigma68_ns,2.8790043523636406,True,dynamic_range
62,forbidden_heldout_oracle_binned_sigma68_ns,4.037436351607207,True,dynamic_range
62,ml_shuffled_target_sigma68_ns,3.2276494285529655,True,dynamic_range
63,train_heldout_run_overlap,0.0,True,dynamic_range
63,train_heldout_event_id_overlap,0.0,True,dynamic_range
63,drift_basis_contains_run_one_hot,0.0,True,dynamic_range
63,drift_basis_uses_heldout_targets,0.0,True,dynamic_range
63,final_fit_train_rows_only,1.0,True,dynamic_range
63,normalized_waveform_exact_hash_overlap,0.0,True,dynamic_range
63,binned_selected_shuffled_target_sigma68_ns,4.485583706760255,False,dynamic_range
63,global_selected_shuffled_target_sigma68_ns,2.681987006003669,True,dynamic_range
63,forbidden_heldout_oracle_binned_sigma68_ns,4.137116922451856,True,dynamic_range
63,ml_shuffled_target_sigma68_ns,3.1710595702528233,True,dynamic_range
65,train_heldout_run_overlap,0.0,True,dynamic_range
65,train_heldout_event_id_overlap,0.0,True,dynamic_range
65,drift_basis_contains_run_one_hot,0.0,True,dynamic_range
65,drift_basis_uses_heldout_targets,0.0,True,dynamic_range
65,final_fit_train_rows_only,1.0,True,dynamic_range
65,normalized_waveform_exact_hash_overlap,0.0,True,dynamic_range
65,binned_selected_shuffled_target_sigma68_ns,4.478252349813846,False,dynamic_range
65,global_selected_shuffled_target_sigma68_ns,2.809065435772719,True,dynamic_range
65,forbidden_heldout_oracle_binned_sigma68_ns,3.7110316835672075,True,dynamic_range
65,ml_shuffled_target_sigma68_ns,3.1168977229387234,True,dynamic_range
