heldout_run,check,value,pass,selector
58,train_heldout_run_overlap,0.0,True,median_first4
58,train_heldout_event_id_overlap,0.0,True,median_first4
58,drift_basis_contains_run_one_hot,0.0,True,median_first4
58,drift_basis_uses_heldout_targets,0.0,True,median_first4
58,final_fit_train_rows_only,1.0,True,median_first4
58,normalized_waveform_exact_hash_overlap,0.0,True,median_first4
58,binned_selected_shuffled_target_sigma68_ns,3.0056738783721135,False,median_first4
58,global_selected_shuffled_target_sigma68_ns,3.0402488583363745,True,median_first4
58,forbidden_heldout_oracle_binned_sigma68_ns,2.5126620783158593,True,median_first4
58,ml_shuffled_target_sigma68_ns,3.184072444866186,True,median_first4
59,train_heldout_run_overlap,0.0,True,median_first4
59,train_heldout_event_id_overlap,0.0,True,median_first4
59,drift_basis_contains_run_one_hot,0.0,True,median_first4
59,drift_basis_uses_heldout_targets,0.0,True,median_first4
59,final_fit_train_rows_only,1.0,True,median_first4
59,normalized_waveform_exact_hash_overlap,0.0,True,median_first4
59,binned_selected_shuffled_target_sigma68_ns,4.912696020822296,True,median_first4
59,global_selected_shuffled_target_sigma68_ns,2.961659850929874,True,median_first4
59,forbidden_heldout_oracle_binned_sigma68_ns,3.788652653111516,True,median_first4
59,ml_shuffled_target_sigma68_ns,3.3985513404830305,True,median_first4
60,train_heldout_run_overlap,0.0,True,median_first4
60,train_heldout_event_id_overlap,0.0,True,median_first4
60,drift_basis_contains_run_one_hot,0.0,True,median_first4
60,drift_basis_uses_heldout_targets,0.0,True,median_first4
60,final_fit_train_rows_only,1.0,True,median_first4
60,normalized_waveform_exact_hash_overlap,0.0,True,median_first4
60,binned_selected_shuffled_target_sigma68_ns,3.170255194491554,True,median_first4
60,global_selected_shuffled_target_sigma68_ns,2.6029915792342173,True,median_first4
60,forbidden_heldout_oracle_binned_sigma68_ns,2.2085620756701516,False,median_first4
60,ml_shuffled_target_sigma68_ns,3.145463805341951,True,median_first4
61,train_heldout_run_overlap,0.0,True,median_first4
61,train_heldout_event_id_overlap,0.0,True,median_first4
61,drift_basis_contains_run_one_hot,0.0,True,median_first4
61,drift_basis_uses_heldout_targets,0.0,True,median_first4
61,final_fit_train_rows_only,1.0,True,median_first4
61,normalized_waveform_exact_hash_overlap,0.0,True,median_first4
61,binned_selected_shuffled_target_sigma68_ns,2.92561315961787,False,median_first4
61,global_selected_shuffled_target_sigma68_ns,2.7241644008238532,True,median_first4
61,forbidden_heldout_oracle_binned_sigma68_ns,2.39301713331533,True,median_first4
61,ml_shuffled_target_sigma68_ns,3.0583599985020804,True,median_first4
62,train_heldout_run_overlap,0.0,True,median_first4
62,train_heldout_event_id_overlap,0.0,True,median_first4
62,drift_basis_contains_run_one_hot,0.0,True,median_first4
62,drift_basis_uses_heldout_targets,0.0,True,median_first4
62,final_fit_train_rows_only,1.0,True,median_first4
62,normalized_waveform_exact_hash_overlap,0.0,True,median_first4
62,binned_selected_shuffled_target_sigma68_ns,3.5723843192501956,True,median_first4
62,global_selected_shuffled_target_sigma68_ns,3.0178468600284964,True,median_first4
62,forbidden_heldout_oracle_binned_sigma68_ns,2.684152255774059,True,median_first4
62,ml_shuffled_target_sigma68_ns,3.1786584372169617,True,median_first4
63,train_heldout_run_overlap,0.0,True,median_first4
63,train_heldout_event_id_overlap,0.0,True,median_first4
63,drift_basis_contains_run_one_hot,0.0,True,median_first4
63,drift_basis_uses_heldout_targets,0.0,True,median_first4
63,final_fit_train_rows_only,1.0,True,median_first4
63,normalized_waveform_exact_hash_overlap,0.0,True,median_first4
63,binned_selected_shuffled_target_sigma68_ns,4.510222765899797,True,median_first4
63,global_selected_shuffled_target_sigma68_ns,2.8820862777712764,True,median_first4
63,forbidden_heldout_oracle_binned_sigma68_ns,3.671996823215058,False,median_first4
63,ml_shuffled_target_sigma68_ns,3.4196146637256395,True,median_first4
65,train_heldout_run_overlap,0.0,True,median_first4
65,train_heldout_event_id_overlap,0.0,True,median_first4
65,drift_basis_contains_run_one_hot,0.0,True,median_first4
65,drift_basis_uses_heldout_targets,0.0,True,median_first4
65,final_fit_train_rows_only,1.0,True,median_first4
65,normalized_waveform_exact_hash_overlap,0.0,True,median_first4
65,binned_selected_shuffled_target_sigma68_ns,4.023466815155132,True,median_first4
65,global_selected_shuffled_target_sigma68_ns,2.841020145505958,True,median_first4
