method,base_method,drift_order,n,pred_mean_ns,target_mean_ns,heldout_run,selector
s02d_global_timewalk_drift1,template_phase,1,45,2.3637111376240068,2.548765728063405,58,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,45,2.8372178070231704,3.10208788274721,58,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,45,3.821310922761967,3.2505778124363878,58,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,45,-5.685090590195188,-5.276819304215406,58,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,45,-4.215774614610106,-5.049041526437632,58,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,45,1.4864608913415702,1.424429407406033,58,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,45,2.5731426079061452,2.548765728063405,58,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,45,3.036475439940424,2.802389896809373,58,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,45,4.01586986716,3.550275798374225,58,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,450,-4.504390789638376,-7.901453725289531,59,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,450,-2.8290598904565285,-2.6739380685077863,59,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,450,-1.7834686702133367,-3.184342253845679,59,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,450,-0.2449668186325203,5.10657540620312,59,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,450,1.681410436565401,4.5766880630289295,59,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,450,4.344674891088075,4.076470578410938,59,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,450,-5.223094603901628,-8.821206220666904,59,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,450,-3.284151223862261,-2.151151339864273,59,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,450,-2.301734647909148,-0.7403391543080446,59,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,450,-1.10257184402147,3.6346252230443996,59,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,450,0.8823893711447983,4.018360936859998,59,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,450,3.77545119430016,4.059710554934814,59,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,450,-5.002564110243972,-7.854012879775919,59,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,450,-3.0969240899456687,-2.278868210972505,59,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,450,-2.080990162164003,-1.001802582018542,59,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,450,-0.7856061276109787,3.070603514949458,59,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,450,1.3004179804542255,3.916518624900264,59,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,450,4.323470974317501,4.1475615329172335,59,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,450,-4.906755076101945,-4.938968538235029,59,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,450,-3.9328101776566635,-4.438412982679464,59,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,450,1.0600722447518385,1.2797454031700821,59,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,450,2.035064620751513,2.2044194374255617,59,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,450,2.5532655460841616,2.522651639475371,59,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,450,3.138510129346352,3.3705650408436036,59,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,450,-4.931840152988231,-4.938968538235029,59,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,450,-3.9558558246563593,-4.438412982679464,59,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,450,1.0612987807529883,1.2797454031700821,59,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,450,2.033311318795481,2.2051201272717,59,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,450,2.546759138144368,2.524318306142039,59,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,450,3.1343096317369676,3.368197684330799,59,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,450,-5.194082188323476,-4.9306352049016935,59,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,450,-4.220849546536205,-4.446746316012797,59,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,450,1.1477142352533758,1.283296437939289,59,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,450,2.108324551206197,2.2029704721947687,59,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,450,2.60531357815009,2.5416856626548436,59,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,450,3.196714074985923,3.349428948125717,59,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,478,-4.056443133390052,-5.938059866635887,60,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,477,-1.6958910233813531,-1.9433137962277802,60,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,478,-0.6541065325272974,-0.3385387906124952,60,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,477,1.2171325912674225,2.4925634768323555,60,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,477,3.594193616578777,3.133946360112071,60,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,478,6.5212340719049555,2.601108047579246,60,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,478,-4.0527711574727405,-5.949769597149872,60,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,477,-1.6678939728670885,-1.883366523521656,60,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,478,-0.6342878112489021,-0.3405401464580694,60,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,477,1.1948955133101167,2.4503466212622675,60,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,477,3.5475924379794073,3.201558349511287,60,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,478,6.461906219478917,2.529655268002998,60,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,478,-4.269887791708171,-5.969287697758586,60,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,477,-1.8188736146412736,-1.6870644754199127,60,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,478,-0.7833384267334007,-0.42504202316070927,60,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,477,1.030483199796509,2.3852834786701926,60,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,477,3.4287474953627877,3.0964521838441836,60,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,478,6.387501966677597,2.60759717647564,60,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,478,-4.55595974308927,-4.554271088876866,60,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,477,-3.596001187896534,-4.0933323261518355,60,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,478,0.8818232282728409,1.043629160712338,60,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,477,1.8226597788160839,2.0469606767256754,60,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,477,2.3062315682786836,2.509313283567854,60,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,478,2.9912935489062242,3.048668791165311,60,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,478,-4.5887354582233915,-4.554271088876866,60,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,477,-3.628242987724625,-4.0933323261518355,60,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,478,0.9066252394432145,1.047308984178787,60,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,477,1.8339000604485889,2.053830418551437,60,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,477,2.3062796501922698,2.502462316620422,60,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,478,2.998351933818545,3.0449702320985224,60,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,478,-4.506263248399634,-4.554271088876866,60,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,477,-3.5611381691714143,-4.0933323261518355,60,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,478,0.883321745655557,1.0488967574360313,60,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,477,1.808433751615247,2.0443401316523,60,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,477,2.2827238073969114,2.5234642269640806,60,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,478,2.9612165259137693,3.031894918290991,60,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,538,-4.894505270741241,-6.2378217163208145,61,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,537,-2.220035022664615,-1.9251563852307638,61,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,538,-1.1127043869821374,0.26716337879965374,61,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,537,0.9210025175773524,2.8072125183793286,61,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,537,3.014821385926822,2.8354195267180446,61,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,538,5.74726914562165,2.2600924837137844,61,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,538,-4.8862078542006095,-6.223558060565765,61,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,537,-2.216256970680616,-1.8842849687710042,61,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,538,-1.1012457805899512,0.21210427576042135,61,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,537,0.9481491651883006,2.8072125183793286,61,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,537,3.0475820735596906,2.8354195267180446,61,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,538,5.785884510678571,2.2600924837137844,61,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,538,-5.242146776724502,-6.342163910969838,61,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,537,-2.5069006459872356,-1.6745363354685308,61,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,538,-1.4503675084418104,0.25537245458262664,61,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,537,0.5480415749338392,2.5425521349103977,61,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,537,2.719592585741825,2.9678586769771402,61,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,538,5.574436379125437,2.2580468581771598,61,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,538,-4.977733958446196,-4.45495207116575,61,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,537,-4.18000697758322,-3.1905866720393914,61,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,538,1.2889278686268173,0.6777121146078176,61,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,537,2.0920664877893125,2.0586897340083254,61,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,537,2.612957743033954,2.216629285587918,61,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,538,3.3275222287071053,2.6945238401304445,61,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,538,-4.970310290100715,-4.451699283061661,61,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,537,-4.169054806973847,-3.1938455174770075,61,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,538,1.2823755826971854,0.6777121146078176,61,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,537,2.087236448887175,2.0549302724309038,61,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,537,2.610090260464642,2.2203887471653387,61,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,538,3.3246796191641645,2.6945238401304445,61,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,538,-4.905183439064103,-4.460528279344189,61,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,537,-4.10647718246953,-3.1850000798606204,61,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,538,1.249797365476873,0.6766777417430855,61,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,537,2.0599572692639496,2.0838741466621338,61,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,537,2.624576562641052,2.1486590807462047,61,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,538,3.333508681528908,2.7382644776883063,61,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,471,-4.854597710909687,-6.379847416223459,62,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,470,-2.4509712630995497,-3.4182333847110886,62,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,471,-1.319283252861427,-0.8436650539919223,62,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,470,0.33275991919589876,3.8421878346127487,62,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,470,2.358208548929997,3.861467418993147,62,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,471,5.9183011677962964,2.9471891615517665,62,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,471,-4.7489312615971775,-6.288273600537536,62,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,470,-2.379774897508588,-3.1580391906044936,62,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,471,-1.2267611860642018,-1.385203442502674,62,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,470,0.4922026841812398,4.040852477461949,62,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,470,2.5003481371797815,3.9509286778603183,62,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,471,6.027587056930271,2.849997800115892,62,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,471,-5.081887227656693,-6.418678576701119,62,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,470,-2.5918454261879544,-3.456395173793228,62,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,471,-1.4627766601479164,-0.7145915780399539,62,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,470,0.1438771472468999,3.8099553186872637,62,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,470,2.2072836478231035,3.879730863278952,62,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,471,5.793681823191234,2.908967025566324,62,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,471,-5.06548823719387,-4.7563631335233625,62,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,470,-4.044161423462808,-4.447020273178564,62,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,471,1.0763257600374798,1.339553070869583,62,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,470,2.0951227742265726,2.2123114515628988,62,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,470,2.594554274089298,2.5946045905105612,62,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,471,3.22125427651727,3.057678403671706,62,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,471,-4.943129507899803,-4.754239991272832,62,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,470,-3.912161305101792,-4.449147932753032,62,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,471,0.9877041170548205,1.3387143044911733,62,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,470,2.021747482006651,2.219999060276481,62,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,470,2.5479969218705345,2.5693813117110533,62,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,471,3.166847039953273,3.0760156094139903,62,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,471,-4.793589726205517,-4.7365845505660875,62,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,470,-3.783860004449931,-4.466840938227238,62,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,471,0.9462861518809572,1.340409321450997,62,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,470,1.9732701401666894,2.2149031901398195,62,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,470,2.503132666215442,2.55745590525197,62,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,471,3.1098574050788628,3.091305730458414,62,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,221,-4.785624500820419,-9.603758783522643,63,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,220,-2.8061321060433917,-2.876731729978681,63,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,221,-1.7934867603534146,-0.8677037149215553,63,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,220,-0.35482433458283774,4.3457297987095345,63,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,220,1.5934675509567742,4.938233328695096,63,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,221,4.106712005192722,4.093223098291681,63,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,221,-4.77148798981302,-9.238509085288932,63,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,220,-2.9050734267592904,-2.2090611970885865,63,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,221,-1.8816582961470192,-1.900717159891839,63,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,220,-0.31184319084332096,4.632682013375874,63,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,220,1.6781116655816424,4.715871244747555,63,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,221,4.27662723428909,4.032039578087281,63,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,221,-4.564192983881051,-9.349208668814466,63,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,220,-2.7149565940522438,-2.2068558586807727,63,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,221,-1.6619897016794065,-1.7068514446033194,63,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,220,-0.01702236401488598,4.4788178384926285,63,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,220,2.0220000355089867,4.742223440413592,63,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,221,4.630650093676899,4.073613088758983,63,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,221,-4.938498449575519,-4.645778234006884,63,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,220,-3.8966738089485466,-4.452637551160321,63,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,221,1.1617103756205436,1.5236132354698204,63,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,220,2.05151417112991,2.1693757130190305,63,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,220,2.5127267329911085,2.425482791066231,63,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,221,3.1714971190254375,2.9805875793357837,63,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,221,-4.708126730344902,-4.645778234006884,63,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,220,-3.6636794859622364,-4.452637551160321,63,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,221,1.0377644347560222,1.5133000781640575,63,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,220,1.9397929780688283,2.173788404998242,63,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,220,2.424849415307203,2.4151891370558376,63,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,221,3.070091002404814,2.9967550879848055,63,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,221,-4.814095015608045,-4.652565564323626,63,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,220,-3.7815374061814766,-4.445819369342139,63,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,221,1.082499479251834,1.516759824237753,63,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,220,1.976787629216943,2.1703129328060298,63,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,220,2.453959308998769,2.4266855359857176,63,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,221,3.0988276833078454,2.985310708959586,63,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,45,-5.425462914188466,-8.80827177047338,65,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,45,-3.286323773056299,-5.916511594712027,65,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,45,-2.2554522054648127,-0.09093975088282132,65,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,45,-1.021849509636183,3.6738646546319846,65,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,45,0.7423515001095212,6.442672777164277,65,dynamic_range
s02d_binned_timewalk_drift0,s02b_template,0,45,3.64215569008843,4.699185684271978,65,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,45,-5.248995684999317,-9.082403801582023,65,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,45,-3.3566728024530286,-3.470511530838615,65,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,45,-2.305154189546816,-1.706256388745108,65,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,45,-0.8877136323473066,2.4290149561143073,65,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,45,1.031710059680134,7.159488294417504,65,dynamic_range
s02d_binned_timewalk_drift1,s02b_template,1,45,3.966248570970699,4.6706684706339425,65,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,45,-2.7021480704088807,-8.03288511406233,65,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,45,-1.0412044729415126,-1.1299715162618722,65,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,45,0.3229058370599182,0.26586629653486776,65,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,45,2.4523651591159976,-0.19311379190318256,65,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,45,5.4427887169127445,3.055565287014099,65,dynamic_range
s02d_binned_timewalk_drift2,s02b_template,2,45,9.151457720047368,6.034538838678424,65,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,45,-5.360911144294508,-4.93972960546668,65,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,45,-3.901909686560083,-4.395285161022239,65,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,45,1.1514005674357104,1.834798201208485,65,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,45,2.1918603295808037,2.180062835829167,65,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,45,2.6971305263330754,2.4456464491776697,65,dynamic_range
s02d_global_timewalk_drift0,template_phase,0,45,3.5169930673465553,2.874507280273614,65,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,45,-5.071056606843232,-4.984174049911125,65,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,45,-3.609634458604582,-4.350840716577795,65,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,45,1.0054639809699615,1.772866899921136,65,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,45,2.039361206476392,2.220406329392427,65,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,45,2.635205130135264,2.5544827654381734,65,dynamic_range
s02d_global_timewalk_drift1,template_phase,1,45,3.3801598168941944,2.787258771737199,65,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,45,-6.783282934185422,-4.97861849435557,65,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,45,-5.335106343213999,-4.356396272133351,65,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,45,1.557628702981032,1.703739662725758,65,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,45,2.5770546269427377,2.2156709640131087,65,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,45,3.366830502948258,2.3320747675378484,65,dynamic_range
s02d_global_timewalk_drift2,template_phase,2,45,4.0008690146963435,3.0835293722122206,65,dynamic_range
