method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,heldout_run,selector
of_2_10,2.0,heldout,2289,-3.6086402552341355,3.4813561567370908,3.872376959898597,0.16470074268239407,1.102621395699278,5.812639973097641,59,median_first4
of_3_11,2.0,train,9171,-3.4915529250534405,3.464329822512211,3.8890114982728083,0.1625776905462872,1.538190961736574,10.769334576937545,59,median_first4
of_3_11,2.0,heldout,2289,-3.7550467683029396,3.4186388613179988,3.8289956089066455,0.1620795107033639,188.64315528373953,5.018742694191916,59,median_first4
of_4_12,2.0,train,9171,-3.5456069203858576,3.3665934306226215,4.047835972129819,0.1653036746265402,132.7071653319914,8.943937983366018,59,median_first4
of_4_12,2.0,heldout,2289,-3.8791059992765966,3.3579742937158077,3.882638375635139,0.1620795107033639,1.243566050443435,6.225906571651265,59,median_first4
le500,2.0,train,9036,-1.2347271120344985,4.2150031017980325,6.565521139230693,0.21602478972996902,218.1201389287571,1.3723161307116634,60,median_first4
le500,2.0,heldout,2424,-1.752144972076458,3.983702456246327,7.9065441157033645,0.19884488448844884,208.70361570446178,1.1228800684844102,60,median_first4
cfd10,2.0,train,9036,-2.6824731798059283,3.2405893821848135,6.589843979310098,0.04659141212926073,264.55739847426753,17.611917664492708,60,median_first4
cfd10,2.0,heldout,2424,-2.8467103131570575,3.2085017307935164,7.495046830248049,0.04372937293729373,287.4678521464896,5.789632774698061,60,median_first4
cfd20,2.0,train,9036,-2.7940363497892413,3.148561278661922,5.886958944878372,0.05754758742806552,299.2380100153876,13.999474512531261,60,median_first4
cfd20,2.0,heldout,2424,-2.8184186273716314,3.138618995026782,7.2620101671075705,0.0594059405940594,304.07450481318807,4.948351630043332,60,median_first4
cfd30,2.0,train,9036,-2.680626271895097,3.239425484498436,5.965273586414804,0.08897742363877822,277.2298911009398,12.845932228524331,60,median_first4
cfd30,2.0,heldout,2424,-2.783180425804723,3.2877541313475347,7.346525599999202,0.09570957095709572,280.50129998719297,4.674486946598311,60,median_first4
cfd40,2.0,train,9036,-2.444576289014332,3.402959166194231,6.046047433709117,0.11310314298362108,211.55871797716773,9.385540103867962,60,median_first4
cfd40,2.0,heldout,2424,-2.5408963229593837,3.4424995774391984,7.450630765263077,0.12334983498349834,200.30484481274667,3.570651349280473,60,median_first4
cfd50,2.0,train,9036,-2.074400412990336,3.594408256000615,6.691654536198972,0.1397742363877822,186.59163115049057,6.2255072485749405,60,median_first4
cfd50,2.0,heldout,2424,-2.304352394268168,3.604317660973906,7.7198444874179595,0.1613036303630363,1.4651658658934192,2.555363053698972,60,median_first4
template_phase,2.0,train,9036,-3.327857976325543,2.6639289881627697,3.2848153176790413,0.06341301460823373,1.2210323094281843,194.87290305090895,60,median_first4
template_phase,2.0,heldout,2424,-3.7331089522876297,2.6639289881627697,3.2789954013216214,0.09447194719471948,0.7984457947654724,53.718953001264204,60,median_first4
of_1_9,2.0,train,9036,-3.0183501008994824,3.363401479383354,3.800538872345413,0.15183709606020362,138.105062111993,9.715207377417215,60,median_first4
of_1_9,2.0,heldout,2424,-3.392567415104409,3.414239973412691,3.9097235901388014,0.17615511551155116,8.46473143686993,3.845271964726242,60,median_first4
of_2_10,2.0,train,9036,-3.179488046307629,3.4070277222010485,3.847254614750194,0.15925188136343515,10.23890328036268,9.970154571005073,60,median_first4
of_2_10,2.0,heldout,2424,-3.5441632833666574,3.459504262156601,3.927119663734471,0.18523102310231024,5.179806332675749,3.7111640812070283,60,median_first4
of_3_11,2.0,train,9036,-3.361824671223175,3.3642947079043055,3.875980128333779,0.15084108012394865,12.336774758374098,10.33246717811479,60,median_first4
of_3_11,2.0,heldout,2424,-3.67430845782318,3.536462547531122,3.92102746424851,0.17037953795379537,1.2296613321471612,2.8136419990161574,60,median_first4
of_4_12,2.0,train,9036,-3.382851670592135,3.3038312310136972,4.028987158180606,0.15737051792828685,99.39963772976614,7.537142480882618,60,median_first4
of_4_12,2.0,heldout,2424,-3.6793758443736486,3.5255280967999556,4.080217741949705,0.18935643564356436,5.991435227775991,3.1923604047622467,60,median_first4
le500,2.0,train,8661,-1.5125403677058387,4.287462140050292,6.868092235708249,0.22514721163837895,251.9732328173552,1.060692816262501,61,median_first4
le500,2.0,heldout,2799,-1.0015033271560299,3.750141281051537,6.899220858130814,0.16863165416220077,225.12879175335092,1.4688045970529275,61,median_first4
cfd10,2.0,train,8661,-2.8195406833895156,3.280196409799009,6.758889486821187,0.04629950352153331,288.67194827882116,17.34817457190008,61,median_first4
cfd10,2.0,heldout,2799,-2.4411486120889947,3.0683003496926986,6.894338554395546,0.041443372633083245,284.83416828984224,6.014619584522845,61,median_first4
cfd20,2.0,train,8661,-2.951019243100781,3.215891684102064,6.070611551398162,0.06627410229765617,327.4779818764924,17.79654979227865,61,median_first4
cfd20,2.0,heldout,2799,-2.4509304544313295,2.9140833320178547,6.59865538327557,0.04858878170775277,221.27481865690828,3.5477527537742177,61,median_first4
cfd30,2.0,train,8661,-2.8593488007100305,3.32265607029411,6.224948868169467,0.09871839279528923,288.72568821321255,16.115069554452745,61,median_first4
cfd30,2.0,heldout,2799,-2.289964445912908,3.0050369787378557,6.45912111840082,0.06823865666309396,222.16742225485945,3.3089928398545894,61,median_first4
cfd40,2.0,train,8661,-2.6322082828378868,3.4804281558810346,6.363440043843314,0.12435053688950468,222.1857641131447,11.15336767441656,61,median_first4
cfd40,2.0,heldout,2799,-1.9754947996279029,3.1386247745618814,6.3804191778651465,0.09396212933190425,229.1585275650671,2.5722014092374734,61,median_first4
cfd50,2.0,train,8661,-2.3380723407807196,3.686485111330704,7.035994224547034,0.1539083246738252,1.4285718299890404,6.825504070949829,61,median_first4
cfd50,2.0,heldout,2799,-1.6418683241891827,3.299647906643221,6.55035565826186,0.1157556270096463,193.7539193736445,2.1445458618463786,61,median_first4
template_phase,2.0,train,8661,-3.851319537264338,2.81458639785723,3.294771258362884,0.09075164530654659,1.3429979226783326,98.94622762076955,61,median_first4
template_phase,2.0,heldout,2799,-2.62917279571446,2.7035130270822876,3.207161448714155,0.04287245444801715,35.06647989599802,64.50674400250192,61,median_first4
of_1_9,2.0,train,8661,-3.4114547409214993,3.4337051088497104,3.8261055782985793,0.16233691259669783,194.25395650949724,13.430902754509173,61,median_first4
of_1_9,2.0,heldout,2799,-2.867950525962236,3.2131809082737934,3.7871568181899797,0.14612361557699177,4.34238976940543,3.162680837969231,61,median_first4
of_2_10,2.0,train,8661,-3.525687813725071,3.465844856438472,3.8699101591885867,0.16868721856598545,94.16017536443918,12.065583231771019,61,median_first4
of_2_10,2.0,heldout,2799,-2.8963262868826405,3.3315403692840295,3.867078726013672,0.15398356555912826,3.7801378694840633,2.4752301387078486,61,median_first4
of_3_11,2.0,train,8661,-3.739734119470633,3.4590995768934065,3.8655037045638254,0.17053458030250548,1.3327452243796658,12.506578991849434,61,median_first4
of_3_11,2.0,heldout,2799,-3.0063803631566444,3.2762058795226983,3.9152622793456078,0.14183637013219008,3.6397962869389784,2.912172481005004,61,median_first4
of_4_12,2.0,train,8661,-3.744993647917049,3.3898335573581653,4.001565807137471,0.16718623715506292,154.11310269539797,11.44197748559958,61,median_first4
of_4_12,2.0,heldout,2799,-2.9922959878701576,3.1701789424811055,4.0616342816316235,0.15112540192926044,3.427472430558187,2.3414791715085572,61,median_first4
le500,2.0,train,9039,-1.3490973123262258,4.13739769471975,7.146792108106569,0.2079876092488107,221.85676788032296,1.138100089927566,62,median_first4
le500,2.0,heldout,2421,-1.3906365523437643,4.314709746997533,5.756105031642925,0.22800495662949194,277.63810889835133,1.142886334708105,62,median_first4
cfd10,2.0,train,9039,-2.721596778621766,3.21094184023658,7.2232401092506615,0.04535899988936829,246.1078216074418,17.29671394959677,62,median_first4
cfd10,2.0,heldout,2421,-2.7391924388887148,3.303227614599568,4.851278348496022,0.04543577034283354,250.76102393038272,5.801284084345282,62,median_first4
cfd20,2.0,train,9039,-2.7843149997452485,3.1319676380430206,6.49757966383908,0.05730722425047018,305.2684310726605,13.644868695099893,62,median_first4
cfd20,2.0,heldout,2421,-2.9104041865078614,3.2316856378650773,4.955452322869143,0.06319702602230483,305.59152938302867,5.227346682931456,62,median_first4
cfd30,2.0,train,9039,-2.6674612901991424,3.2227790597701786,6.481884215563005,0.08762031198141387,260.4337335730429,12.751026295826158,62,median_first4
cfd30,2.0,heldout,2421,-2.862418604651161,3.35878504539669,5.481087556832388,0.10037174721189591,250.47995750237828,5.283522464465839,62,median_first4
cfd40,2.0,train,9039,-2.4308725884946867,3.384797906728197,6.55784878407913,0.11306560460227902,205.80233258937204,8.699934967759187,62,median_first4
cfd40,2.0,heldout,2421,-2.58512634886781,3.510109172175021,5.618441829995417,0.1235026848409748,1.0718838687111991,3.1251784038723915,62,median_first4
cfd50,2.0,train,9039,-2.11159357706142,3.5659697823593675,7.150068599901101,0.14216174355570307,201.75463941814164,5.659205151621052,62,median_first4
cfd50,2.0,heldout,2421,-2.2720999799593287,3.735544732889161,6.011024448075302,0.15530772408095828,1.3022918955347944,2.833706422970556,62,median_first4
template_phase,2.0,train,9039,-3.5526224943040106,2.776311247151998,3.3085451516778104,0.07268503153003651,1.3590462823793215,113.35715620083671,62,median_first4
template_phase,2.0,heldout,2421,-3.8029023864212164,2.9011713010933917,3.358911128134605,0.09293680297397769,0.534808075899928,42.55569643228379,62,median_first4
of_1_9,2.0,train,9039,-3.2009274524330493,3.4374501688806998,3.8323077856328918,0.1606372386325921,166.39823514062266,12.612980981959204,62,median_first4
of_1_9,2.0,heldout,2421,-3.312612921323314,3.3870816059720563,3.8101888121479193,0.1536555142503098,139.14346473985378,3.91797192444721,62,median_first4
of_2_10,2.0,train,9039,-3.3329278473202706,3.480226837458318,3.8745909900552093,0.1667219825201903,133.98219609329894,11.927608089712113,62,median_first4
of_2_10,2.0,heldout,2421,-3.4666018114128363,3.4441004047292827,3.8473653115793143,0.16067740603056588,130.402489779072,3.4858125167711074,62,median_first4
of_3_11,2.0,train,9039,-3.5090894064560842,3.459891165039536,3.873777599607407,0.1611903971678283,93.49598760849683,13.683932538467264,62,median_first4
of_3_11,2.0,heldout,2421,-3.6733531520679676,3.416976760062025,3.9203085487055196,0.16026435357290375,1.3456516402234602,3.768037595601343,62,median_first4
of_4_12,2.0,train,9039,-3.5357130598047206,3.371959596655241,3.9936086214035984,0.16473061179333998,137.5284125681252,10.45567294609341,62,median_first4
of_4_12,2.0,heldout,2421,-3.715533963998105,3.4093765547960477,4.12429493366623,0.16398182569186287,203.36053974568486,3.3467895827028715,62,median_first4
le500,2.0,train,10350,-1.3586769599300457,4.130086289966432,6.8213326289005805,0.20714975845410627,222.09195903083128,1.1391331036901275,63,median_first4
le500,2.0,heldout,1110,-1.319753876392566,4.583909700007694,7.374415951535576,0.26216216216216215,322.83848147147853,1.37443984902839,63,median_first4
cfd10,2.0,train,10350,-2.715561075070255,3.2231364051533062,6.80848679467583,0.04463768115942029,320.726026590193,19.605265961712217,63,median_first4
cfd10,2.0,heldout,1110,-2.809220206458404,3.3315524587883734,6.640219649259828,0.05225225225225225,242.46233867324588,2.8154112432401996,63,median_first4
cfd20,2.0,train,10350,-2.7864908292375095,3.1242645730659313,6.16216829951675,0.057004830917874394,289.26470608378787,15.455538172141283,63,median_first4
cfd20,2.0,heldout,1110,-3.0056042907040226,3.4035141628299086,6.5830265869175175,0.07207207207207207,316.9725770697338,4.393756259298289,63,median_first4
cfd30,2.0,train,10350,-2.685840819226202,3.2267608464810174,6.2514534247349625,0.08927536231884058,267.33727089844774,14.432396629587474,63,median_first4
cfd30,2.0,heldout,1110,-2.8414114112722952,3.4846886834183652,6.581527673468596,0.0963963963963964,0.8946339864481381,2.796414992466682,63,median_first4
cfd40,2.0,train,10350,-2.451788590258566,3.386902345949777,6.335876110637654,0.1132367149758454,189.09422019412008,10.459719160194517,63,median_first4
cfd40,2.0,heldout,1110,-2.567911305517743,3.5834597127172714,6.691306540627018,0.12882882882882882,1.153238683877,1.5903990723707762,63,median_first4
cfd50,2.0,train,10350,-2.1366796872021183,3.575320247027155,6.771280308962895,0.14347826086956522,202.5710016168593,7.120508776982332,63,median_first4
cfd50,2.0,heldout,1110,-2.1782285032212236,3.759772549262583,8.221552387263516,0.15855855855855855,1.4482049102748815,1.2916521541321138,63,median_first4
template_phase,2.0,train,10350,-3.524984349437311,2.7624921747186413,3.2852600809794676,0.07256038647342995,1.4112900572333398,131.669053691962,63,median_first4
template_phase,2.0,heldout,1110,-3.792535319238546,2.878716689818031,3.381787187237262,0.0963963963963964,0.7599028414983818,18.883976575955828,63,median_first4
of_1_9,2.0,train,10350,-3.170537098102354,3.38627229042713,3.8166929711544517,0.15681159420289856,165.1695352548591,11.790364758271172,63,median_first4
of_1_9,2.0,heldout,1110,-3.206599544767329,3.604826933548911,3.8391146962395295,0.16306306306306306,1.0863256186759014,2.254953731032266,63,median_first4
of_2_10,2.0,train,10350,-3.300634219909341,3.4288018806301928,3.869388630898835,0.16367149758454105,149.79238196426945,11.98671157279848,63,median_first4
of_2_10,2.0,heldout,1110,-3.3813170172097795,3.6073593140869273,3.8765178643661042,0.16576576576576577,1.0079175322038687,2.665658918635515,63,median_first4
of_3_11,2.0,train,10350,-3.46906650505629,3.4296361518044467,3.8834200380335706,0.16067632850241545,5.121570492858846,12.078206345052873,63,median_first4
of_3_11,2.0,heldout,1110,-3.7668975535969977,3.5823342196157366,3.8712485166093074,0.17747747747747747,1.1992509005987146,3.0432883249000042,63,median_first4
of_4_12,2.0,train,10350,-3.497740344852584,3.3574089282721293,4.025648942615835,0.1638647342995169,168.75420448602887,8.443582357122999,63,median_first4
of_4_12,2.0,heldout,1110,-3.9111642661292763,3.451954760703928,4.002194312848231,0.1783783783783784,1.0854328001981068,3.4255598207293647,63,median_first4
le500,2.0,train,11262,-1.3356114401036336,4.1728426264554965,6.916718440520688,0.21248446101935714,218.7025520067009,1.3548904161779425,65,median_first4
le500,2.0,heldout,198,-2.0493670935837667,3.9726274193107756,4.010145019658937,0.20707070707070707,2.0979210883854167,0.8406468781894344,65,median_first4
cfd10,2.0,train,11262,-2.7079688275300775,3.2322543162531985,6.841240621584095,0.04519623512697567,273.6532294360862,21.424576538294964,65,median_first4
cfd10,2.0,heldout,198,-3.4451008565078567,3.0629045253402962,2.8649239922136607,0.03535353535353535,1.1495007250301263,1.5453931014483553,65,median_first4
cfd20,2.0,train,11262,-2.7866963126832403,3.1489177557334376,6.247918260868378,0.05753862546616942,361.29870828288836,17.30763822934271,65,median_first4
cfd20,2.0,heldout,198,-3.53533965096263,2.9933861916712807,2.7426839288126446,0.06565656565656566,1.080252995353314,0.9151422810042005,65,median_first4
cfd30,2.0,train,11262,-2.6830112627752634,3.248187916243043,6.328506642476719,0.09021488190374712,271.3869670900939,16.287136310699232,65,median_first4
cfd30,2.0,heldout,198,-3.303444011390951,2.988227268470215,2.7679334036667225,0.08080808080808081,1.2908880161954148,1.0905007353696827,65,median_first4
cfd40,2.0,train,11262,-2.448163958119716,3.4136074578117164,6.415150230528003,0.11489966258213462,248.6589576820768,11.404008852105385,65,median_first4
cfd40,2.0,heldout,198,-2.979142680863422,3.0263353811180798,2.923553927326153,0.09090909090909091,1.392925810942965,1.137858004022677,65,median_first4
cfd50,2.0,train,11262,-2.1280167011408437,3.5994037050294807,6.973273415571774,0.14544485881726157,171.37657259508964,7.385776523490411,65,median_first4
cfd50,2.0,heldout,198,-2.938161358114286,3.273311768824813,3.1056200609006472,0.12626262626262627,1.5463930561857002,1.1306562062080958,65,median_first4
template_phase,2.0,train,11262,-3.8304301157923035,2.777183911488386,3.3235671374540225,0.09802876931273309,1.318892550999361,138.15324583473227,65,median_first4
template_phase,2.0,heldout,198,-3.8304301157923035,2.889152765080617,2.576694889725475,0.050505050505050504,0.4426909975832632,3.2136307740985623,65,median_first4
of_1_9,2.0,train,11262,-3.273199167148686,3.422784090209985,3.840927486580187,0.15920795595808915,164.20242358035844,15.053679629337346,65,median_first4
of_1_9,2.0,heldout,198,-2.744638941322247,3.362250551988985,3.153961829364481,0.15151515151515152,2.507998112763741,1.5492591909660445,65,median_first4
of_2_10,2.0,train,11262,-3.4148927818938155,3.4627347908471675,3.8873967685811786,0.16524595986503285,135.12579428110186,14.321671899119309,65,median_first4
of_2_10,2.0,heldout,198,-2.844350996627089,3.5432740334312633,3.284118018890215,0.15151515151515152,0.700110842364047,1.3587431175245013,65,median_first4
of_3_11,2.0,train,11262,-3.5940102117290706,3.452368627838441,3.9000457657727643,0.16577872491564552,6.060366929639311,14.089696275899165,65,median_first4
of_3_11,2.0,heldout,198,-3.344046788509626,3.3185763785031255,2.9804589483669663,0.10101010101010101,1.5138929387842701,1.7723133456134406,65,median_first4
of_4_12,2.0,train,11262,-3.6263269010346626,3.377403361605647,4.043498254622855,0.16542354821523708,117.70399083434025,11.822806176248937,65,median_first4
of_4_12,2.0,heldout,198,-3.3770133539239104,2.8446568308503455,2.9097181473805436,0.08585858585858586,1.8265311161199884,1.6328331911937894,65,median_first4
le500,2.0,train,12024,-0.9944934783207593,4.259780645836091,7.225527770932282,0.22513306719893547,261.3814059523491,1.5137437789481565,58,dynamic_range
le500,2.0,heldout,222,-1.809188908407112,4.258864164088971,4.245089183209422,0.2072072072072072,6.7788760599297,1.500347291080429,58,dynamic_range
cfd10,2.0,train,13206,-2.052161671260613,3.171809381058719,7.943464171495132,0.07375435408147811,280.51684286059526,52.29022161677377,58,dynamic_range
cfd10,2.0,heldout,270,-2.120910331031185,3.1437919036322777,13.633592270762309,0.08888888888888889,208.32415840917105,2.148270944650127,58,dynamic_range
cfd20,2.0,train,13206,-2.0802733590500893,3.122862329084522,8.114498035052481,0.058988338633954265,259.33364297938124,28.35884857675215,58,dynamic_range
cfd20,2.0,heldout,270,-2.294109028982575,3.067842979809417,6.514333312268265,0.05555555555555555,241.7824916394587,2.187059834159138,58,dynamic_range
cfd30,2.0,train,13206,-1.9666820802488267,3.2259679896261275,8.293938464170356,0.07852491291837044,268.8780256104778,20.0268765743397,58,dynamic_range
cfd30,2.0,heldout,270,-1.970720755876556,3.1373370966157625,6.785460525757561,0.10740740740740741,191.898128249095,1.6937027857461258,58,dynamic_range
cfd40,2.0,train,13206,-1.7944683340680214,3.3931834445324744,8.4294160338248,0.10851128275026503,236.03013376390075,11.832196044566734,58,dynamic_range
cfd40,2.0,heldout,270,-1.8361253710692846,3.348055370058612,6.958390520165262,0.12962962962962962,4.240471187670801,1.379372985784216,58,dynamic_range
cfd50,2.0,train,13206,-1.5942807200762878,3.571424477211464,8.701028070692695,0.14296531879448734,203.3922050905478,11.853557668565148,58,dynamic_range
cfd50,2.0,heldout,270,-1.633504288239184,3.4714127813260003,6.026337135954195,0.17777777777777778,219.35571696503894,1.721013571324634,58,dynamic_range
template_phase,2.0,train,13206,-4.083400204394053,2.7962303131294846,4.200958587354437,0.11055580796607603,220.76350754848616,324.13026524581204,58,dynamic_range
template_phase,2.0,heldout,270,-4.083400204394053,2.5507605240619498,5.004981797436906,0.08888888888888889,0.8411819951024403,6.348679270764686,58,dynamic_range
of_1_9,2.0,train,13206,-3.314733170705715,4.355391612450314,127.48581208193787,0.263062244434348,1.2454018704005296,10.063351271554149,58,dynamic_range
of_1_9,2.0,heldout,270,-3.0937079056149166,5.093187595574444,178.44769254851,0.35185185185185186,191.8895312790338,1.6395182123006058,58,dynamic_range
of_2_10,2.0,train,13206,-3.5222958035030523,4.288538793996547,110.89647026616771,0.2623807360290777,6.748244343519221,11.914771363052262,58,dynamic_range
of_2_10,2.0,heldout,270,-3.3586316420513533,5.541921874833506,159.7938236736693,0.35185185185185186,3.167682179882577,1.7161680121678597,58,dynamic_range
of_3_11,2.0,train,13206,-3.8779492667372644,4.092391656646665,89.76630248799266,0.2548084204149629,1.4782968128727698,11.487283662878992,58,dynamic_range
of_3_11,2.0,heldout,270,-3.9493157046029523,4.9239326805809895,128.35490044602253,0.31851851851851853,1.019578550768349,1.2472225301843187,58,dynamic_range
of_4_12,2.0,train,13206,-4.123920411694829,4.16853357783682,69.96110662969399,0.27093745267302743,8.24953348079443,10.552706455215525,58,dynamic_range
of_4_12,2.0,heldout,270,-4.027519842576968,5.169214991189185,98.46772228769714,0.32592592592592595,3.0457958685657878,1.7801911693086323,58,dynamic_range
le500,2.0,train,9774,-1.0376364089221113,4.1903432062394455,7.054647936038079,0.21679967260077757,224.91469539416818,1.753912932635163,59,dynamic_range
le500,2.0,heldout,2472,-0.9317805472911438,4.51325043471363,7.667399828088897,0.2580906148867314,196.27513709215285,1.0185008422086463,59,dynamic_range
cfd10,2.0,train,10776,-2.034080864883851,3.1482203838259046,7.895920672843928,0.07340386043058648,318.3014865009594,42.409383846023296,59,dynamic_range
cfd10,2.0,heldout,2700,-2.1122063987281514,3.2607206801241215,8.856401277617472,0.07592592592592592,289.3514685439419,11.586715459280056,59,dynamic_range
cfd20,2.0,train,10776,-2.036524696929673,3.112799849742327,7.744102772671238,0.05920564216778025,312.2159668124456,23.30542302073804,59,dynamic_range
cfd20,2.0,heldout,2700,-2.281562431315841,3.1652612211163844,9.31981276656477,0.06222222222222222,299.16388047215605,7.088792809412183,59,dynamic_range
cfd30,2.0,train,10776,-1.91067498516985,3.2073762892770894,7.938137275108356,0.07767260579064587,242.42627060775467,17.764960583928797,59,dynamic_range
cfd30,2.0,heldout,2700,-2.208155325710159,3.274683639248173,9.458511895567598,0.08518518518518518,311.1025073918107,5.092904080241241,59,dynamic_range
cfd40,2.0,train,10776,-1.7429457797020405,3.363378140341844,8.07894720273302,0.10662583518930957,217.8508792207666,9.624229335596457,59,dynamic_range
cfd40,2.0,heldout,2700,-2.1056282852749213,3.4748421733780193,9.579076768917922,0.11814814814814815,281.240548267091,3.79942649174077,59,dynamic_range
