feature,coefficient,method,base_method,drift_order,train_pulses,heldout_pulses,heldout_run,selector
B8_peak_sample,-1.553695858636849,s02d_binned_timewalk_drift2,s02b_template,2,10251,3225,61,dynamic_range
B8_area_over_amp,-6.08933156891796,s02d_binned_timewalk_drift2,s02b_template,2,10251,3225,61,dynamic_range
B8_template_sse,-2.766268902467662,s02d_binned_timewalk_drift2,s02b_template,2,10251,3225,61,dynamic_range
B4_run_z1,0.01753856097652756,s02d_binned_timewalk_drift2,s02b_template,2,10251,3225,61,dynamic_range
B6_run_z1,0.11355427563644337,s02d_binned_timewalk_drift2,s02b_template,2,10251,3225,61,dynamic_range
B8_run_z1,0.14068199257079655,s02d_binned_timewalk_drift2,s02b_template,2,10251,3225,61,dynamic_range
B4_run_z2,0.20800159027874326,s02d_binned_timewalk_drift2,s02b_template,2,10251,3225,61,dynamic_range
B6_run_z2,0.1228600883675316,s02d_binned_timewalk_drift2,s02b_template,2,10251,3225,61,dynamic_range
B8_run_z2,0.40927058782884546,s02d_binned_timewalk_drift2,s02b_template,2,10251,3225,61,dynamic_range
intercept,0.0,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B4_intercept,0.9476948716662917,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B4_log_amp,-7.888890850126685,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B4_log_amp2,4.33878929308848,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B4_inv_amp,-1.6046409075622317,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B4_peak_sample,0.4787832845234093,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B4_area_over_amp,-1.4262924778790662,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B4_template_sse,0.033305811796971056,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B6_intercept,-19.010044994776266,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B6_log_amp,37.668768396776706,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B6_log_amp2,-18.480427483180268,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B6_inv_amp,0.5954475104005413,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B6_peak_sample,0.4315653550547656,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B6_area_over_amp,-0.36558614302982745,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B6_template_sse,-0.450514253901331,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B8_intercept,18.06235099269668,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B8_log_amp,-28.405831532175014,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B8_log_amp2,10.695358255142663,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B8_inv_amp,0.035670113004119756,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B8_peak_sample,0.3068357560781398,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B8_area_over_amp,1.667311142258843,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
B8_template_sse,0.800117646112563,s02d_global_timewalk_drift0,template_phase,0,10251,3225,61,dynamic_range
intercept,0.0,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B4_intercept,1.0403614995086625,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B4_log_amp,-8.18973485680502,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B4_log_amp2,4.515811908216933,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B4_inv_amp,-1.6166827964575283,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B4_peak_sample,0.4748366871028499,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B4_area_over_amp,-1.4367305718521917,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B4_template_sse,0.03233279787093055,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B6_intercept,-19.059516889290858,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B6_log_amp,37.67939687643987,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B6_log_amp2,-18.490293180917238,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B6_inv_amp,0.5964429128555163,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B6_peak_sample,0.4320021232707457,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B6_area_over_amp,-0.36357115506580334,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B6_template_sse,-0.4496050941933249,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B8_intercept,18.019156264130885,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B8_log_amp,-28.406299826428658,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B8_log_amp2,10.688539927283449,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B8_inv_amp,0.030090665350404847,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B8_peak_sample,0.3073100430438104,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B8_area_over_amp,1.6629148119000008,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B8_template_sse,0.8001319183089441,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B4_run_z1,0.036718589773204774,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B6_run_z1,-0.008149635510559219,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
B8_run_z1,-0.023898258667218755,s02d_global_timewalk_drift1,template_phase,1,10251,3225,61,dynamic_range
intercept,0.0,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B4_intercept,1.022085580982661,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B4_log_amp,-8.061464786806415,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B4_log_amp2,4.393374586187876,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B4_inv_amp,-1.615491765531636,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B4_peak_sample,0.4883229901965303,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B4_area_over_amp,-1.4297144948299176,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B4_template_sse,0.03657807147991936,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B6_intercept,-19.141534543964024,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B6_log_amp,37.847380614956684,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B6_log_amp2,-18.59845856730837,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B6_inv_amp,0.599444521409984,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B6_peak_sample,0.4368901832724706,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B6_area_over_amp,-0.3619926377144354,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B6_template_sse,-0.45016683508378746,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B8_intercept,18.11944984042724,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B8_log_amp,-28.732504091975684,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B8_log_amp2,10.871381584175646,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B8_inv_amp,0.031313886859110907,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B8_peak_sample,0.3007388515987631,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B8_area_over_amp,1.6761369380944025,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B8_template_sse,0.8067551558949847,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B4_run_z1,0.03356533285415531,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B6_run_z1,-0.009410462756455457,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B8_run_z1,-0.021922478199077704,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B4_run_z2,-0.04744838813366112,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B6_run_z2,-0.02009317925165211,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
B8_run_z2,0.03407939953460274,s02d_global_timewalk_drift2,template_phase,2,10251,3225,61,dynamic_range
intercept,0.0,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B4_intercept,68.0639516767589,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B4_log_amp,-248.79516300340208,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B4_log_amp2,124.802470323996,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B4_inv_amp,-7.704501741315116,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B4_peak_sample,0.18552385019061718,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B4_area_over_amp,-2.903600280565499,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B4_template_sse,0.813931085537963,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B6_intercept,-14.582940410785907,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B6_log_amp,-119.21713102260328,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B6_log_amp2,79.17166107031366,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B6_inv_amp,-1.8599765397771741,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B6_peak_sample,-2.152727863104685,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B6_area_over_amp,-2.524003447248106,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B6_template_sse,-0.9243965003811739,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B8_intercept,-53.48100294140644,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B8_log_amp,-34.822056909664376,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B8_log_amp2,31.542480176690685,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B8_inv_amp,-1.6621122836790632,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B8_peak_sample,-1.1251620948766956,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B8_area_over_amp,-2.7225043015100465,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
B8_template_sse,-0.6769483495712455,s02d_binned_timewalk_drift0,s02b_template,0,10653,2823,62,dynamic_range
intercept,0.0,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B4_intercept,68.04784742724404,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B4_log_amp,-248.60081501071747,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B4_log_amp2,124.73422816193285,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B4_inv_amp,-7.703950846682189,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B4_peak_sample,0.18011211894190743,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B4_area_over_amp,-2.9118505614219146,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B4_template_sse,0.8102498562150855,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B6_intercept,-14.458774965958694,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B6_log_amp,-119.26701751161022,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B6_log_amp2,79.19042313832674,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B6_inv_amp,-1.8599961466884445,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B6_peak_sample,-2.1519073282809846,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B6_area_over_amp,-2.522283602180835,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B6_template_sse,-0.9240635165862009,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B8_intercept,-53.58906415230557,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B8_log_amp,-34.40195059299033,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B8_log_amp2,31.374247117755925,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B8_inv_amp,-1.618388824833946,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B8_peak_sample,-1.1312845585965776,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B8_area_over_amp,-2.6980128711525206,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B8_template_sse,-0.6860748761695149,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B4_run_z1,0.030957935191634173,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B6_run_z1,-0.014408257327368298,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
B8_run_z1,0.1843299436205989,s02d_binned_timewalk_drift1,s02b_template,1,10653,2823,62,dynamic_range
intercept,0.0,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B4_intercept,67.69492167555197,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B4_log_amp,-248.94150794498248,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B4_log_amp2,125.1066143951209,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B4_inv_amp,-7.6990082634570225,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B4_peak_sample,0.1446694910235928,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B4_area_over_amp,-2.9236020887263003,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B4_template_sse,0.8045913674433954,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B6_intercept,-13.96987377031428,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B6_log_amp,-121.70004620503403,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B6_log_amp2,80.82122399286031,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B6_inv_amp,-1.902947779378066,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B6_peak_sample,-2.2222574266379556,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B6_area_over_amp,-2.572055158037345,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B6_template_sse,-0.94291761604103,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B8_intercept,-53.725039570526995,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B8_log_amp,-35.630922390684056,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B8_log_amp2,32.30662170935619,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B8_inv_amp,-1.5527116291567722,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B8_peak_sample,-1.21943095101636,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B8_area_over_amp,-2.6030310666629752,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B8_template_sse,-0.6621154688216202,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B4_run_z1,0.0044612876886459376,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B6_run_z1,-0.05487332144132061,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B8_run_z1,0.11387425254899666,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B4_run_z2,0.17249526050283337,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B6_run_z2,0.2560481119903167,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
B8_run_z2,0.43390227978424556,s02d_binned_timewalk_drift2,s02b_template,2,10653,2823,62,dynamic_range
intercept,0.0,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B4_intercept,14.759920203322512,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B4_log_amp,-19.707867742777413,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B4_log_amp2,9.998721740180576,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B4_inv_amp,-1.7816627865098376,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B4_peak_sample,0.5342979209754077,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B4_area_over_amp,-1.1762456981863982,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B4_template_sse,0.03886704862187765,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B6_intercept,-28.35177858877338,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B6_log_amp,70.16448543073228,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B6_log_amp2,-34.65182861225387,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B6_inv_amp,0.8916590146271555,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B6_peak_sample,0.46071615769077306,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B6_area_over_amp,-0.5148327458320597,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B6_template_sse,-0.45788017898918687,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B8_intercept,13.591858864138409,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B8_log_amp,-3.8876168611379067,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B8_log_amp2,-2.214951882632157,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B8_inv_amp,0.05687731479216846,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B8_peak_sample,0.30677155658265626,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B8_area_over_amp,0.8960666609202189,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
B8_template_sse,0.43040012487768303,s02d_global_timewalk_drift0,template_phase,0,10653,2823,62,dynamic_range
intercept,0.0,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B4_intercept,14.535438698539547,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B4_log_amp,-19.21974379459228,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B4_log_amp2,9.827566088121756,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B4_inv_amp,-1.7803019662001285,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B4_peak_sample,0.520661205496986,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B4_area_over_amp,-1.1970306717534476,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B4_template_sse,0.029600368415608407,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B6_intercept,-28.24927342382025,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B6_log_amp,70.08683345559426,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B6_log_amp2,-34.622511467566916,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B6_inv_amp,0.891616534791015,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B6_peak_sample,0.46197943186713086,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B6_area_over_amp,-0.5121818569750379,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B6_template_sse,-0.4573620987303311,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B8_intercept,13.713835190118637,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B8_log_amp,-4.011966720973109,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B8_log_amp2,-2.1651837298041006,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B8_inv_amp,0.04391516792330949,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B8_peak_sample,0.30858676351167796,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B8_area_over_amp,0.888801869044756,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B8_template_sse,0.43310411400713533,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B4_run_z1,0.07801765944934919,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B6_run_z1,-0.02216468878072722,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
B8_run_z1,-0.05467003810813442,s02d_global_timewalk_drift1,template_phase,1,10653,2823,62,dynamic_range
intercept,0.0,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B4_intercept,14.538342444783964,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B4_log_amp,-18.932025393238252,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B4_log_amp2,9.511482273496885,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B4_inv_amp,-1.7845595081365981,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B4_peak_sample,0.5508744378333736,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B4_area_over_amp,-1.1870029323820586,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B4_template_sse,0.03444053376082622,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B6_intercept,-28.182247081401066,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B6_log_amp,69.59420437321984,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B6_log_amp2,-34.29236989639692,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B6_inv_amp,0.8829212254109651,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B6_peak_sample,0.4477451009937052,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B6_area_over_amp,-0.5222508024076971,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B6_template_sse,-0.46117494797846237,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B8_intercept,13.643905093635242,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B8_log_amp,-4.151638372146626,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B8_log_amp2,-2.0592569991105414,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B8_inv_amp,0.05136781879220642,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B8_peak_sample,0.29858019264003005,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B8_area_over_amp,0.8995853923605738,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B8_template_sse,0.435825858379189,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B4_run_z1,0.10060292095972148,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B6_run_z1,-0.030352430235221946,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B8_run_z1,-0.06266863921877892,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B4_run_z2,-0.14703255955187197,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B6_run_z2,0.05180899172706696,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
B8_run_z2,0.049259449862800425,s02d_global_timewalk_drift2,template_phase,2,10653,2823,62,dynamic_range
intercept,0.0,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B4_intercept,27.25804523889458,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B4_log_amp,-178.12546165261438,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B4_log_amp2,91.30605685888445,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B4_inv_amp,-8.291842602416557,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B4_peak_sample,0.08644873430919632,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B4_area_over_amp,-4.339068385813371,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B4_template_sse,1.9225139515542509,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B6_intercept,27.655190153766974,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B6_log_amp,-207.4728193271453,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B6_log_amp2,123.38974318266246,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B6_inv_amp,-3.881144548571277,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B6_peak_sample,-2.3199474560009428,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B6_area_over_amp,-2.3697426901114444,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B6_template_sse,0.056196415827468954,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B8_intercept,-54.913244519277775,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B8_log_amp,-36.91636102438962,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B8_log_amp2,32.385741193158026,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
B8_inv_amp,-1.7936160404679888,s02d_binned_timewalk_drift0,s02b_template,0,12153,1323,63,dynamic_range
