method,n_runs,dynamic_minus_median_mean_ns,ci_low,ci_high,min_run_delta_ns,max_run_delta_ns
S02 train-best global template (template_phase),7,-0.1698019901993086,-0.24342407418061182,-0.10796286982315095,-0.3369447944930499,-0.092042579850105
S02d global selected drift,7,0.19176084992890002,0.15926352996508938,0.2234912513848367,0.12961933320215158,0.2550083992667824
S02b global timewalk no drift,7,0.19488827042247697,0.16119744360043864,0.22678996215815708,0.12961933320215158,0.2550083992667824
S02 ML ridge,7,0.41062239525384137,0.2548613575667273,0.5579951203049391,0.034089570304974615,0.7490093046044
S02d binned selected drift,7,1.5464392023140705,1.3191455844961837,1.794830535763344,1.0857394238396276,2.15602763344373
S02b binned timewalk no drift,7,1.578989040353368,1.3625254467875345,1.8072371765423791,1.0857394238396276,2.1592796806464065
