method,n_events,n_runs,positive_fraction,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier_isotonic,brier_ci_low,brier_ci_high,purity_at_80pct_eff,purity_ci_low,purity_ci_high,bootstrap_valid
traditional calibrated charge-depth logistic,29134,33,0.5,0.985552736677294,0.9771724737088623,0.9922167077055629,0.9833750721618818,0.9756286524399669,0.9903292047257134,0.04871932590890932,0.03460574350163136,0.0647699518971621,0.9885476756023074,0.9862087396961642,0.9908167465397073,400
ML raw B2 waveform + train-only PCA latent HGB,29134,33,0.5,0.9859412898142259,0.9782924860426851,0.9925479806921873,0.9872860109822869,0.9801644781865549,0.9932414786079725,0.04626751075891563,0.033952653355260404,0.061393279429363734,0.9945378509857472,0.9917080256760762,0.9972149981989439,400
leakage sentinel: topology-only logistic,29134,33,0.5,0.8091416293809207,0.7834514546751137,0.8370528192870317,0.7400551494677138,0.7146811603118665,0.7724951822144039,0.1669477305775959,0.15246844002963109,0.18035570983480612,0.7405312658871378,0.7063053013760214,0.7765482948749157,400
leakage sentinel: even-charge calibration-proxy logistic,29134,33,0.5,0.985196964324116,0.9768185707288431,0.9922822878900646,0.982574819983445,0.9744663526642972,0.9898226492736468,0.04943683421357527,0.0345776960206157,0.0634063172928289,0.9886315432255876,0.9860196843373609,0.991234684247358,400
leakage sentinel: forbidden odd-energy-label logistic,29134,33,0.5,0.9914590224015328,0.9845424236755886,0.9968710335664043,0.991923184468637,0.985673442445731,0.9969940819281319,0.03951161341521177,0.026589624716224045,0.05300048363741516,1.0,1.0,1.0,400
leakage sentinel: run-only logistic,29134,33,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.5,400
leakage sentinel: group/event-order logistic,29134,33,0.5,0.478026627355614,0.47028439898423063,0.48473565707300326,0.4780505010459936,0.47153090060147196,0.48539128900096706,0.2500413327194628,0.25000006479382275,0.2501263104642578,0.4939595608494765,0.4898203203388702,0.4973074230791571,400
leakage sentinel: shuffled-label waveform HGB,29134,33,0.5,0.4882469532898196,0.43739803558591456,0.5423491272999353,0.47467425055895435,0.44350307160147184,0.5120443110476733,0.250851420825575,0.24791432043200393,0.2545393945554506,0.5134956919289608,0.4915395449685249,0.5354231530966448,400
