fold,family_label,traditional_template_score,s07f_shape_rf_score,template_rf_score_corr,both_above_threshold
holdout_low58_high60,1,3.6666666666666665,0.5946860970930573,0.1873179761175385,0
holdout_low58_high60,1,1.0,0.58638993370194,0.1873179761175385,0
holdout_low58_high60,1,0.6666666666666666,0.28434439425518654,0.1873179761175385,0
holdout_low58_high60,0,0.3333333333333333,0.4857656596452267,0.1873179761175385,0
holdout_low58_high60,0,1.0,0.344611270753857,0.1873179761175385,0
holdout_low58_high60,0,3.3333333333333335,0.43489797734523017,0.1873179761175385,0
holdout_low58_high60,0,-0.6666666666666666,0.38860521244267215,0.1873179761175385,0
holdout_low58_high60,1,1.0,0.5243169291986333,0.1873179761175385,0
holdout_low58_high60,0,1.3333333333333333,0.49863353655680315,0.1873179761175385,0
holdout_low58_high60,1,3.6666666666666665,0.4006815165399768,0.1873179761175385,0
holdout_low58_high60,0,2.3333333333333335,0.41871130084139113,0.1873179761175385,0
holdout_low58_high60,0,0.6666666666666666,0.3257150815475301,0.1873179761175385,0
holdout_low58_high60,0,0.0,0.5451602979674721,0.1873179761175385,0
holdout_low58_high60,0,0.0,0.38611724602557207,0.1873179761175385,0
holdout_low58_high60,0,-0.3333333333333333,0.33969508120975,0.1873179761175385,0
holdout_low58_high60,0,1.6666666666666667,0.5515219675795011,0.1873179761175385,0
holdout_low58_high60,0,1.6666666666666667,0.4675020989592308,0.1873179761175385,0
holdout_low58_high60,0,0.6666666666666666,0.33041418513193466,0.1873179761175385,0
holdout_low58_high60,0,0.0,0.5596884633204088,0.1873179761175385,0
holdout_low58_high60,0,1.6666666666666667,0.4962692226427618,0.1873179761175385,0
holdout_low58_high60,1,1.0,0.293903435729047,0.1873179761175385,0
holdout_low58_high60,1,0.6666666666666666,0.6172517963233635,0.1873179761175385,0
holdout_low58_high60,1,2.0,0.4568061519835332,0.1873179761175385,0
holdout_low58_high60,1,0.3333333333333333,0.49873448539595294,0.1873179761175385,0
holdout_low58_high60,1,0.6666666666666666,0.5561914536638533,0.1873179761175385,0
holdout_low58_high60,1,1.3333333333333333,0.5459652652538304,0.1873179761175385,0
holdout_low58_high60,0,0.3333333333333333,0.47509335453933155,0.1873179761175385,0
holdout_low58_high60,0,2.3333333333333335,0.4135935459946435,0.1873179761175385,0
holdout_low58_high60,0,1.0,0.391903077217494,0.1873179761175385,0
holdout_low58_high60,0,1.6666666666666667,0.6858926924614294,0.1873179761175385,0
holdout_low58_high60,0,3.3333333333333335,0.43723866843087805,0.1873179761175385,0
holdout_low58_high60,0,0.6666666666666666,0.536457824978677,0.1873179761175385,0
holdout_low58_high60,1,3.0,0.6051862559894726,0.1873179761175385,0
holdout_low58_high60,0,1.0,0.38034979044102674,0.1873179761175385,0
holdout_low58_high60,1,3.6666666666666665,0.42482562731300977,0.1873179761175385,0
holdout_low58_high60,1,0.6666666666666666,0.4365374899837919,0.1873179761175385,0
holdout_low58_high60,0,1.3333333333333333,0.4933768665103806,0.1873179761175385,0
holdout_low58_high60,0,1.0,0.5071500790496613,0.1873179761175385,0
holdout_low58_high60,1,-0.3333333333333333,0.5203591010485931,0.1873179761175385,0
holdout_low58_high60,1,1.0,0.4201365820340579,0.1873179761175385,0
holdout_low58_high60,0,2.6666666666666665,0.5466280739138484,0.1873179761175385,0
holdout_low58_high60,1,0.6666666666666666,0.2714540545580818,0.1873179761175385,0
holdout_low58_high60,1,0.6666666666666666,0.2718984592083154,0.1873179761175385,0
holdout_low58_high60,1,0.6666666666666666,0.418230154759177,0.1873179761175385,0
holdout_low58_high60,0,0.3333333333333333,0.5289480040455384,0.1873179761175385,0
holdout_low58_high60,1,1.0,0.4723073833605082,0.1873179761175385,0
holdout_low58_high60,1,1.0,0.35650448087126874,0.1873179761175385,0
holdout_low58_high60,0,3.6666666666666665,0.43666388666373995,0.1873179761175385,0
holdout_low58_high60,0,2.0,0.4424768035132256,0.1873179761175385,0
holdout_low58_high60,1,-0.3333333333333333,0.3010281911705375,0.1873179761175385,0
holdout_low58_high60,1,0.6666666666666666,0.4061516518331636,0.1873179761175385,0
holdout_low58_high60,1,-0.6666666666666666,0.4127696436950456,0.1873179761175385,0
holdout_low58_high60,1,3.3333333333333335,0.4346933437791428,0.1873179761175385,0
holdout_low58_high60,1,1.3333333333333333,0.5186292027796116,0.1873179761175385,0
holdout_low58_high60,1,2.3333333333333335,0.543003703551925,0.1873179761175385,0
holdout_low58_high60,1,0.6666666666666666,0.3788363332147137,0.1873179761175385,0
holdout_low58_high60,1,1.0,0.551579128180119,0.1873179761175385,0
holdout_low58_high60,0,1.0,0.6327291118897997,0.1873179761175385,0
holdout_low58_high60,0,0.6666666666666666,0.42924891355555406,0.1873179761175385,0
holdout_low58_high60,1,1.3333333333333333,0.7174742911302865,0.1873179761175385,0
holdout_low58_high60,0,-0.3333333333333333,0.36606398196301565,0.1873179761175385,0
holdout_low58_high60,1,1.3333333333333333,0.5645254255264369,0.1873179761175385,0
holdout_low58_high60,0,1.3333333333333333,0.6068033518131447,0.1873179761175385,0
holdout_low58_high60,1,0.6666666666666666,0.6263152544717028,0.1873179761175385,0
holdout_low58_high61,0,2.2222222222222223,0.7006109842203626,0.1873179761175385,1
holdout_low58_high61,0,0.4444444444444444,0.4690027558994998,0.1873179761175385,0
holdout_low58_high61,1,0.0,0.43299943191073526,0.1873179761175385,0
holdout_low58_high61,1,1.3333333333333333,0.4797238373303102,0.1873179761175385,0
holdout_low58_high61,1,0.4444444444444444,0.3482786229049089,0.1873179761175385,0
holdout_low58_high61,1,1.3333333333333333,0.39447750682141225,0.1873179761175385,0
holdout_low58_high61,0,2.2222222222222223,0.6679992247240475,0.1873179761175385,1
holdout_low58_high61,0,0.0,0.525856325146261,0.1873179761175385,0
holdout_low58_high61,0,0.8888888888888888,0.4642859072569186,0.1873179761175385,0
holdout_low58_high61,1,1.3333333333333333,0.4626755842689423,0.1873179761175385,0
holdout_low58_high61,0,0.8888888888888888,0.3314335704847293,0.1873179761175385,0
holdout_low58_high61,1,1.3333333333333333,0.37943570975640306,0.1873179761175385,0
holdout_low58_high61,0,3.5555555555555554,0.5739943514376871,0.1873179761175385,0
holdout_low58_high61,0,1.3333333333333333,0.622972304151187,0.1873179761175385,0
holdout_low58_high61,1,4.444444444444445,0.45758992691923206,0.1873179761175385,0
holdout_low58_high61,0,2.2222222222222223,0.48762279941436915,0.1873179761175385,0
holdout_low58_high61,1,-0.4444444444444444,0.2613064988656541,0.1873179761175385,0
holdout_low58_high61,1,3.5555555555555554,0.45208262342086825,0.1873179761175385,0
holdout_low58_high61,1,1.3333333333333333,0.42309024809781826,0.1873179761175385,0
holdout_low58_high61,1,1.3333333333333333,0.642190984784444,0.1873179761175385,0
holdout_low58_high61,1,1.3333333333333333,0.601340760902269,0.1873179761175385,0
holdout_low58_high61,1,2.2222222222222223,0.6945771432729565,0.1873179761175385,1
holdout_low58_high61,0,0.8888888888888888,0.2764145425898199,0.1873179761175385,0
