method,score_col,score_shift_high_minus_low,score_shift_ci_low,score_shift_ci_high,candidate_excess_high_minus_low,candidate_excess_ci_low,candidate_excess_ci_high,current_family_auc,current_family_auc_ci_low,current_family_auc_ci_high,n_matched_events
traditional_template,traditional_template_score,-0.1045751633986928,-0.2184268528818029,0.012845215157353995,-0.052941176470588235,-0.09941520467836257,-0.01162292358803987,0.46695501730103806,0.4331262580453472,0.5000585994331791,340
s07f_shape_rf,s07f_shape_rf_score,0.01136304518143047,-0.007747741882801544,0.03209843615168553,0.011764705882352941,-0.026737967914438502,0.05555555555555555,0.5277162629757786,0.4832657683298418,0.576736701713533,340
amplitude_only_rf,amplitude_only_rf_score,0.011702610628331797,-0.007039858853369866,0.024995257725281984,0.07058823529411765,-0.012738853503184714,0.14821802935010475,0.5349134948096885,0.457409972299169,0.596938775510204,340
shuffled_label_rf,shuffled_label_rf_score,-0.0019600191215109817,-0.011203799881544164,0.011112301990997886,-0.011764705882352941,-0.03429064039408867,0.0,0.5052595155709343,0.45595179260090946,0.5687134364965007,340
