event_key,run,eventno,evt,run_family,d_t_ns,abs_c_t_ns,clean_label,gross_label,event_max_amp,b2_amp,event_charge,baseline_lowering_proxy,anomaly_shape_proxy,fold,family_label,traditional_template_score,traditional_template_prob,s07f_shape_rf_score,s07f_shape_rf_prob,amplitude_only_rf_score,shuffled_label_rf_score,traditional_threshold,s07f_threshold,amplitude_threshold,shuffled_threshold
58:421877:5573:32871,58,421877,5573,low_all_three_rate_edge,6.695324904439872,7.659217927485912,0,0,3265.0,2895.0,79333.5,61.0,1.0024184510116203,holdout_low58_high61,0,2.2222222222222223,0.6363636363636364,0.48762279941436915,0.4411764705882353,0.4181186046119686,0.47579370510976987,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:512651:8174:123639,61,512651,8174,high_all_three_rate,1.9514527712544911,0.512612778439216,1,0,2930.5,2546.0,76925.5,367.0,0.36707549851764615,holdout_low58_high61,1,-0.4444444444444444,0.41596638655462187,0.2613064988656541,0.05555555555555555,0.33069412909340784,0.4036325005330477,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:529934:7970:140922,61,529934,7970,high_all_three_rate,5.070967741935476,6.932295866935476,0,0,4371.5,4371.5,72116.0,34.5,1.0153177543459675,holdout_low58_high61,1,3.5555555555555554,0.6363636363636364,0.45208262342086825,0.4411764705882353,0.5113781558900156,0.5332789770386123,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:536582:14179:147568,61,536582,14179,high_all_three_rate,3.6249464538032257,1.533861550419637,0,0,3489.0,3004.0,82720.0,38.5,0.8257511601910504,holdout_low58_high61,1,1.3333333333333333,0.603448275862069,0.42309024809781826,0.3392207292725414,0.46837429033227934,0.5671534631668035,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:524066:2453:135054,61,524066,2453,high_all_three_rate,3.9667992102116756,6.373808739849736,0,0,6215.0,5127.5,171899.5,15.5,0.8404617576738234,holdout_low58_high61,1,1.3333333333333333,0.603448275862069,0.642190984784444,0.8260869565217391,0.6315743150042444,0.5772800057196912,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:533663:11467:144649,61,533663,11467,high_all_three_rate,3.2389696710502847,2.5849608827196846,0,0,4285.0,2832.5,100145.0,14.5,0.7524472891566266,holdout_low58_high61,1,1.3333333333333333,0.603448275862069,0.601340760902269,0.8260869565217391,0.6637442829982878,0.4820128936103241,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:530466:8456:141454,61,530466,8456,high_all_three_rate,7.078323573934782,0.17582506361786443,0,0,3505.5,3500.0,114419.0,17.5,0.7661331486072626,holdout_low58_high61,1,2.2222222222222223,0.6363636363636364,0.6945771432729565,0.9152542372881356,0.6350333830544981,0.5475537867459742,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:394965:13201:6007,58,394965,13201,low_all_three_rate_edge,7.1014613011095165,10.388199831890283,0,0,3699.0,2424.5,74776.5,22.5,0.6587154851029006,holdout_low58_high61,0,0.8888888888888888,0.5923344947735192,0.2764145425898199,0.15306122448979592,0.5080526652957624,0.4622311295752465,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:422340:6010:33333,58,422340,6010,low_all_three_rate_edge,7.502994954249317,3.9646906850377093,0,0,5040.0,5040.0,112100.0,18.5,1.0015168588021148,holdout_low58_high61,0,2.6666666666666665,0.6363636363636364,0.47850070540387357,0.4411764705882353,0.5494711204382107,0.4654686861206417,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:522368:887:133356,61,522368,887,high_all_three_rate,5.995528698713429,8.111128843923154,0,0,2610.5,2324.0,44780.5,24.5,1.0069496974281393,holdout_low58_high61,1,3.5555555555555554,0.6363636363636364,0.4683147687295187,0.4411764705882353,0.5003329571511905,0.489619884989542,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:417804:1777:28806,58,417804,1777,low_all_three_rate_edge,6.028348103441687,8.768907318499345,0,0,4339.5,4339.5,65322.0,33.0,1.0186738407975946,holdout_low58_high61,0,4.888888888888889,0.7142857142857143,0.40488597704181206,0.3333333333333333,0.443570230371165,0.6411928118536993,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:421531:5255:32526,58,421531,5255,low_all_three_rate_edge,6.512428520253152,9.008882437245653,0,0,3381.5,2548.5,80967.0,7.0,0.7232513734423153,holdout_low58_high61,0,1.3333333333333333,0.603448275862069,0.28633098112802385,0.15306122448979592,0.4695976165399,0.46599405044839803,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:410621:11439:21629,58,410621,11439,low_all_three_rate_edge,6.9717997421847,5.263564911609407,0,0,2876.5,2173.5,55322.5,47.5,1.0094197633381774,holdout_low58_high61,0,3.5555555555555554,0.6363636363636364,0.5874508005954682,0.8235294117647058,0.44283591320364096,0.43913612653455897,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:391841:10300:2900,58,391841,10300,low_all_three_rate_edge,4.928271064045262,6.220851213707249,0,0,5070.5,4885.5,114383.5,37.0,1.0047443597637913,holdout_low58_high61,0,3.111111111111111,0.6363636363636364,0.45483965775699253,0.4411764705882353,0.5912275494537622,0.5648350428370028,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:535549:13217:146535,61,535549,13217,high_all_three_rate,5.0126449504533,4.875582545582667,0,0,2607.0,1551.0,47911.0,16.0,0.7267622205583485,holdout_low58_high61,1,1.3333333333333333,0.603448275862069,0.34802296772442165,0.20930232558139536,0.4905798692784766,0.611666047345006,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:536469:14074:147455,61,536469,14074,high_all_three_rate,3.24485764910429,1.8085019803995692,0,0,3723.5,3346.0,21709.5,82.0,1.0316885964912281,holdout_low58_high61,1,4.888888888888889,0.7142857142857143,0.4189189239077035,0.3333333333333333,0.6550621323029877,0.7025214050476083,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:523985:2378:134973,61,523985,2378,high_all_three_rate,5.950039162252224,4.082444025160541,0,0,3291.0,3291.0,91981.5,30.0,0.7726829518628759,holdout_low58_high61,1,1.3333333333333333,0.603448275862069,0.47218581761051037,0.4411764705882353,0.540609376904034,0.5636260717941912,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:533258:11094:144244,61,533258,11094,high_all_three_rate,3.541319882303487,4.969922851890065,0,0,3004.5,2357.0,70887.5,406.0,0.37670965982153287,holdout_low58_high61,1,0.8888888888888888,0.5923344947735192,0.40357686783814667,0.3333333333333333,0.41327278174248255,0.47381259255447017,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:530007:8037:140995,61,530007,8037,high_all_three_rate,3.975746268656721,5.308448299827994,0,0,3580.5,2227.5,73096.0,15.5,0.621544949786098,holdout_low58_high61,1,0.8888888888888888,0.5923344947735192,0.5339698730228791,0.5616438356164384,0.4948809394266308,0.48191298624147955,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:392066:10514:3123,58,392066,10514,low_all_three_rate_edge,3.8833956732449693,6.4138118402557325,0,0,5431.0,2050.5,93002.0,9.0,0.6367562075315932,holdout_low58_high61,0,0.8888888888888888,0.5923344947735192,0.33363905880332034,0.15306122448979592,0.5529803716587758,0.5057063111776098,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:417165:1152:28167,58,417165,1152,low_all_three_rate_edge,3.7031321526301326,2.498339616819706,0,0,2917.5,2561.0,78956.0,152.0,0.3897475744466378,holdout_low58_high61,0,0.0,0.5923344947735192,0.372720286349537,0.23333333333333334,0.4034388997585579,0.4417004746483946,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:404147:5411:15165,58,404147,5411,low_all_three_rate_edge,6.1042555373875445,6.2993260541881995,0,0,4401.0,3481.0,100402.5,36.0,0.9898489959332935,holdout_low58_high61,0,2.2222222222222223,0.6363636363636364,0.49450547300740333,0.5616438356164384,0.5260503633200716,0.5250915756726301,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:515083:10461:126071,61,515083,10461,high_all_three_rate,4.850022996413081,3.5244363786381356,0,0,4224.5,3067.5,101353.0,20.5,0.5915077674442769,holdout_low58_high61,1,0.4444444444444444,0.5923344947735192,0.5683284215945767,0.574074074074074,0.41457336511314247,0.3709322275641663,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:392204:10642:3261,58,392204,10642,low_all_three_rate_edge,5.036936657211463,5.160806749201065,0,0,3628.0,2897.5,100462.0,25.5,0.7034607828320991,holdout_low58_high61,0,1.7777777777777777,0.6363636363636364,0.6259569668949796,0.8260869565217391,0.6077909276805924,0.5922506625218793,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:526591:4854:137579,61,526591,4854,high_all_three_rate,7.504466840861014,9.06150373456586,0,0,3696.0,3499.0,95486.0,58.0,0.7780785737867283,holdout_low58_high61,1,1.3333333333333333,0.603448275862069,0.42498833633083266,0.34146341463414637,0.45030096030158157,0.4801301459842203,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:393248:11615:4294,58,393248,11615,low_all_three_rate_edge,4.128197356234736,4.253938731547109,0,0,3724.0,3048.5,44724.0,25.5,1.0080491421309044,holdout_low58_high61,0,4.444444444444445,0.6363636363636364,0.4451643846052759,0.4411764705882353,0.43542189452684,0.6533707506088111,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:522505:1010:133493,61,522505,1010,high_all_three_rate,6.714913382479395,7.964008898325261,0,0,3828.5,2911.0,103684.5,32.5,0.7546637936123739,holdout_low58_high61,1,1.7777777777777777,0.6363636363636364,0.6892934438492361,0.9152542372881356,0.6322563512770183,0.5025366927958487,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:418054:2008:29056,58,418054,2008,low_all_three_rate_edge,5.754585857612582,5.285679723882382,0,0,5543.5,5543.5,109922.0,16.0,0.9029169607151257,holdout_low58_high61,0,1.7777777777777777,0.6363636363636364,0.48697233601705403,0.4411764705882353,0.44019271878651933,0.5730106562438121,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:406766:7856:17781,58,406766,7856,low_all_three_rate_edge,5.20619789165265,4.66088938489834,0,0,3310.0,2595.0,74782.5,29.5,1.0048811983471075,holdout_low58_high61,0,2.6666666666666665,0.6363636363636364,0.49239393441992285,0.5616438356164384,0.441799298444875,0.4702024968640415,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:407215:8277:18230,58,407215,8277,low_all_three_rate_edge,4.659118509799519,7.146396012150376,0,0,4939.0,2496.0,99195.0,28.0,0.7267048412285267,holdout_low58_high61,0,1.3333333333333333,0.603448275862069,0.4264798882836411,0.34146341463414637,0.5588168742997228,0.513728582407887,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:417735:1712:28737,58,417735,1712,low_all_three_rate_edge,4.740127933493454,2.509400907101906,0,0,3265.0,2851.5,41877.0,24.5,1.0008117824423055,holdout_low58_high61,0,4.888888888888889,0.7142857142857143,0.4291236579945214,0.34146341463414637,0.5596061429450627,0.6691139938266248,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:405830:6983:16845,58,405830,6983,low_all_three_rate_edge,5.0072050901992,5.440946933933525,0,0,4175.5,3205.0,103121.5,22.0,0.6751292225760978,holdout_low58_high61,0,0.8888888888888888,0.5923344947735192,0.46317513074379685,0.4411764705882353,0.4728424403336512,0.4809700994044853,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:537746:15261:148732,61,537746,15261,high_all_three_rate,3.7673350773409027,5.215419045702767,0,0,3887.0,3302.0,108152.0,17.0,0.7243630481252525,holdout_low58_high61,1,0.8888888888888888,0.5923344947735192,0.5309987919310533,0.5616438356164384,0.6092624567242837,0.46859770335605144,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:404180:5444:15198,58,404180,5444,low_all_three_rate_edge,3.069253854612331,3.343607323836167,0,0,3272.5,2389.5,70965.5,1149.0,0.3742600761603137,holdout_low58_high61,0,0.0,0.5923344947735192,0.5592517631486053,0.574074074074074,0.46530619668890894,0.5499325218385817,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:520084:15157:131072,61,520084,15157,high_all_three_rate,5.822387942414764,5.207081172970163,0,0,4395.0,3438.5,104933.0,37.5,0.9993849728363003,holdout_low58_high61,1,3.5555555555555554,0.6363636363636364,0.5854700384589855,0.8235294117647058,0.6669232234851369,0.48947168109283495,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:402542:3915:13565,58,402542,3915,low_all_three_rate_edge,7.407867545888735,5.483323638271486,0,0,3141.0,3141.0,66770.5,13.0,0.9961781452304813,holdout_low58_high61,0,2.6666666666666665,0.6363636363636364,0.48553980753425147,0.4411764705882353,0.43813991235409555,0.48778896367096025,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:420237:4046:31237,58,420237,4046,low_all_three_rate_edge,2.0780760423604896,0.9710717697958238,1,0,3062.5,2104.5,63339.5,1133.5,0.36991119144922985,holdout_low58_high61,0,-0.8888888888888888,0.34965034965034963,0.33393567771815297,0.15306122448979592,0.43582873979737186,0.43335859748785216,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:505647:1574:116635,61,505647,1574,high_all_three_rate,6.565903286905723,3.903020600547862,0,0,5598.5,4474.5,106848.0,24.5,0.8516599040944303,holdout_low58_high61,1,4.888888888888889,0.7142857142857143,0.5919795594527408,0.8235294117647058,0.5972536039982718,0.6031421049939684,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:398580:196:9615,58,398580,196,low_all_three_rate_edge,5.559270190861298,6.184424509110528,0,0,3344.0,3344.0,88721.5,35.5,0.9473539895804772,holdout_low58_high61,0,2.2222222222222223,0.6363636363636364,0.5675250875074658,0.574074074074074,0.49009864849913776,0.4706892506914538,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:532264:10158:143252,61,532264,10158,high_all_three_rate,4.638416110905645,6.238954149199387,0,0,4854.0,3781.5,134772.0,9.5,0.6404361014639293,holdout_low58_high61,1,1.7777777777777777,0.6363636363636364,0.7034261054629433,0.9152542372881356,0.5960895566856922,0.4495827115070033,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:401283:2737:12310,58,401283,2737,low_all_three_rate_edge,6.181472238009341,2.580092384618773,0,0,3998.0,3998.0,96320.0,28.5,0.8768235052393671,holdout_low58_high61,0,1.7777777777777777,0.6363636363636364,0.4936951316092214,0.5616438356164384,0.5094341974806782,0.5226232268158777,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:505916:1823:116904,61,505916,1823,high_all_three_rate,3.933814735988676,2.8926982571910003,0,0,3178.0,3178.0,65952.0,12.5,1.0012176454216533,holdout_low58_high61,1,3.111111111111111,0.6363636363636364,0.46964714375080024,0.4411764705882353,0.4268869395839673,0.4101221687019044,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:507886:3659:118874,61,507886,3659,high_all_three_rate,4.167510238058057,0.9914763281027348,0,0,3398.5,2985.0,60212.5,86.0,1.0233512148942885,holdout_low58_high61,1,4.444444444444445,0.6363636363636364,0.5455195320744213,0.574074074074074,0.5766536407119349,0.5129238189966728,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:509975:5647:120963,61,509975,5647,high_all_three_rate,3.069211372924091,0.22487175028257766,0,0,3268.0,2447.5,67321.5,259.0,0.3488098242072504,holdout_low58_high61,1,0.0,0.5923344947735192,0.5146921213330843,0.5616438356164384,0.6375280602118524,0.4579708959031571,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:392294:10722:3348,58,392294,10722,low_all_three_rate_edge,4.967859348087487,6.345190185520195,0,0,2771.5,1852.5,53296.5,20.5,0.7467368421052631,holdout_low58_high61,0,1.3333333333333333,0.603448275862069,0.33193352792751585,0.15306122448979592,0.4761223195243603,0.5376104867797693,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:520090:15163:131078,61,520090,15163,high_all_three_rate,3.41344971723629,3.44646926308279,0,0,3044.5,2945.0,70416.0,35.5,0.9977095428156749,holdout_low58_high61,1,3.5555555555555554,0.6363636363636364,0.5766096707546606,0.574074074074074,0.43203312255366677,0.4646762361994984,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:403406:4719:14427,58,403406,4719,low_all_three_rate_edge,5.976116885175344,7.905386826444925,0,0,4951.0,3078.5,23821.0,30.0,1.043010752688172,holdout_low58_high61,0,4.888888888888889,0.7142857142857143,0.42556365592678813,0.34146341463414637,0.5086484823313103,0.6870072511112176,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:504513:541:115501,61,504513,541,high_all_three_rate,4.989585662019287,8.95685282019874,0,0,5368.5,1696.5,89094.0,14.5,0.6278308692833693,holdout_low58_high61,1,0.8888888888888888,0.5923344947735192,0.5778144745462725,0.574074074074074,0.5351988674926158,0.5162451311010319,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
61:504545:571:115533,61,504545,571,high_all_three_rate,1.4772559928004547,1.6920939123534424,1,0,3090.5,1536.0,57646.5,387.0,0.3912532198454475,holdout_low58_high61,1,-0.4444444444444444,0.41596638655462187,0.3702852570594305,0.23333333333333334,0.5629807651187718,0.4913703149094979,1.7777777777777777,0.6159530475140123,0.594857532580532,0.6125198987066461
58:398580:196:9615,58,398580,196,low_all_three_rate_edge,5.559270190861298,6.184424509110528,0,0,3344.0,3344.0,88721.5,35.5,0.9473539895804772,holdout_low58_high62,0,1.6666666666666667,0.6363636363636364,0.5754941374933711,0.6068376068376068,0.47505050012997463,0.4979450291097273,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
62:552841:12498:163827,62,552841,12498,high_all_three_rate,5.540049606069459,3.5265869569546737,0,0,3041.0,2978.5,71030.5,48.0,0.997615727203203,holdout_low58_high62,1,2.6666666666666665,0.6363636363636364,0.5741122468337244,0.6068376068376068,0.5586372999223954,0.4125934958363721,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
58:399602:1163:10635,58,399602,1163,low_all_three_rate_edge,5.175653647791776,2.8252691476419756,0,0,2681.0,2087.0,60294.0,22.0,0.9657111952406706,holdout_low58_high62,0,1.6666666666666667,0.6363636363636364,0.45026759572954095,0.4409937888198758,0.4239298127957038,0.5219897588332121,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
58:420237:4046:31237,58,420237,4046,low_all_three_rate_edge,2.0780760423604896,0.9710717697958238,1,0,3062.5,2104.5,63339.5,1133.5,0.36991119144922985,holdout_low58_high62,0,-0.6666666666666666,0.37142857142857144,0.444390466894741,0.4409937888198758,0.45744457464116633,0.47811616893543946,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
62:557780:710:168766,62,557780,710,high_all_three_rate,1.6692614585675294,2.2137870372878297,1,0,3256.5,2252.5,66402.0,801.5,0.40816362923071436,holdout_low58_high62,1,-0.3333333333333333,0.37735849056603776,0.3940326480113513,0.2413793103448276,0.47280751860858516,0.5640773547016892,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
62:550486:10277:161472,62,550486,10277,high_all_three_rate,5.440022913955403,6.222327563085322,0,0,6382.5,2106.5,94882.5,13.5,0.631539804053786,holdout_low58_high62,1,0.6666666666666666,0.5878048780487805,0.293468426624981,0.075,0.5470171899436856,0.39131690402907576,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
58:417165:1152:28167,58,417165,1152,low_all_three_rate_edge,3.7031321526301326,2.498339616819706,0,0,2917.5,2561.0,78956.0,152.0,0.3897475744466378,holdout_low58_high62,0,0.0,0.5878048780487805,0.36705337248862535,0.2336448598130841,0.41027198839045825,0.5022257774432511,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
62:541751:2640:152737,62,541751,2640,high_all_three_rate,6.219494738333964,8.1088065606925,0,0,2954.0,2809.5,42674.0,32.0,1.0089153046062407,holdout_low58_high62,1,3.3333333333333335,0.6363636363636364,0.4305911300936959,0.4409937888198758,0.4237452967285361,0.47349398699860573,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
58:420245:4054:31245,58,420245,4054,low_all_three_rate_edge,6.500537724994821,7.151485734775555,0,0,5983.0,5983.0,97647.0,15.0,0.6283729120068529,holdout_low58_high62,0,0.6666666666666666,0.5878048780487805,0.31242489173128674,0.1896551724137931,0.4756280430604567,0.48128999528057065,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
62:542879:3691:153865,62,542879,3691,high_all_three_rate,1.993363359685766,3.4799749004256633,1,0,4289.0,2251.5,77011.0,723.0,0.43230120657072246,holdout_low58_high62,1,-0.3333333333333333,0.37735849056603776,0.29614658399264404,0.1,0.5220514624575153,0.548661682871926,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
62:553174:12801:164160,62,553174,12801,high_all_three_rate,6.314324271147996,9.672509428015744,0,0,4903.5,4903.5,151406.0,19.0,0.6671697318545554,holdout_low58_high62,1,0.3333333333333333,0.5878048780487805,0.5268793597913239,0.6068376068376068,0.6237272268657539,0.5818809493633238,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
58:404180:5444:15198,58,404180,5444,low_all_three_rate_edge,3.069253854612331,3.343607323836167,0,0,3272.5,2389.5,70965.5,1149.0,0.3742600761603137,holdout_low58_high62,0,0.0,0.5878048780487805,0.5348933904738454,0.6068376068376068,0.4494291233763586,0.5709820153429374,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
62:566235:8624:177221,62,566235,8624,high_all_three_rate,5.17389751007569,4.0354436849658555,0,0,3017.0,3017.0,87515.0,27.0,0.7332460977661465,holdout_low58_high62,1,1.3333333333333333,0.6363636363636364,0.36042631466094205,0.2336448598130841,0.5080995844822478,0.31958548066229897,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
62:550427:10224:161413,62,550427,10224,high_all_three_rate,5.630898662832024,6.2949904929545255,0,0,3449.0,2691.0,78613.0,9.0,0.7509226932668329,holdout_low58_high62,1,1.0,0.5878048780487805,0.38253180943618004,0.2336448598130841,0.44210618623338005,0.5310145708827176,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
58:406766:7856:17781,58,406766,7856,low_all_three_rate_edge,5.20619789165265,4.66088938489834,0,0,3310.0,2595.0,74782.5,29.5,1.0048811983471075,holdout_low58_high62,0,2.0,0.6363636363636364,0.4631083531486268,0.4409937888198758,0.46860602901366905,0.5735569171675837,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
62:545917:6515:156903,62,545917,6515,high_all_three_rate,5.808690832671488,5.546762696659073,0,0,4869.5,4869.5,123140.0,52.0,0.7640586136044122,holdout_low58_high62,1,1.0,0.5878048780487805,0.4376825377715774,0.4409937888198758,0.5731470749276104,0.544141025095303,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
58:421531:5255:32526,58,421531,5255,low_all_three_rate_edge,6.512428520253152,9.008882437245653,0,0,3381.5,2548.5,80967.0,7.0,0.7232513734423153,holdout_low58_high62,0,1.0,0.5878048780487805,0.34004209501462995,0.2336448598130841,0.4575940424991872,0.5052053672134657,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
62:572116:14081:183102,62,572116,14081,high_all_three_rate,7.3775493333073925,12.606266844301935,0,0,4242.5,3075.0,97630.0,16.0,0.6539401801082646,holdout_low58_high62,1,0.6666666666666666,0.5878048780487805,0.4741233234650475,0.4642857142857143,0.47185335186680727,0.5215717201455227,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
58:393248:11615:4294,58,393248,11615,low_all_three_rate_edge,4.128197356234736,4.253938731547109,0,0,3724.0,3048.5,44724.0,25.5,1.0080491421309044,holdout_low58_high62,0,3.3333333333333335,0.6363636363636364,0.45029563065728834,0.4409937888198758,0.47031221627927006,0.4074754215688334,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
62:563500:6018:174486,62,563500,6018,high_all_three_rate,5.640061038630137,7.9825355775786875,0,0,3386.0,2432.5,47904.0,25.5,1.0094339622641508,holdout_low58_high62,1,2.6666666666666665,0.6363636363636364,0.4634561018952116,0.4409937888198758,0.4946629662938932,0.49339708246451774,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
62:569989:12118:180975,62,569989,12118,high_all_three_rate,6.201601702177953,6.154174930734939,0,0,4266.5,4097.5,117965.0,9.0,0.6182833304189252,holdout_low58_high62,1,0.3333333333333333,0.5878048780487805,0.5011127854730787,0.5263157894736842,0.49956405692070854,0.5681090825088974,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
62:554706:14246:165692,62,554706,14246,high_all_three_rate,4.892569208353571,3.8058411897262445,0,0,3113.0,3113.0,64122.0,11.5,0.8604594330400781,holdout_low58_high62,1,1.3333333333333333,0.6363636363636364,0.5062472586597683,0.5263157894736842,0.41989285063642195,0.3816010884572222,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
58:401283:2737:12310,58,401283,2737,low_all_three_rate_edge,6.181472238009341,2.580092384618773,0,0,3998.0,3998.0,96320.0,28.5,0.8768235052393671,holdout_low58_high62,0,1.3333333333333333,0.6363636363636364,0.5077449365292973,0.5263157894736842,0.4977927399322715,0.4565017708836282,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
58:394786:13037:5828,58,394786,13037,low_all_three_rate_edge,4.229411573683194,5.156585939059795,0,0,2201.5,2192.0,17990.5,57.0,1.0182111572153063,holdout_low58_high62,0,3.6666666666666665,0.6666666666666666,0.45846056826156734,0.4409937888198758,0.47716738743305415,0.39959978866992796,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
62:549571:9434:160557,62,549571,9434,high_all_three_rate,6.9727131344549775,9.184698458547928,0,0,3136.0,1662.0,16010.5,228.0,1.750549450549451,holdout_low58_high62,1,3.6666666666666665,0.6666666666666666,0.4359199012032492,0.4409937888198758,0.5370284971275704,0.45194473758121717,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
58:394684:12945:5726,58,394684,12945,low_all_three_rate_edge,3.0336287649517217,4.490894629542428,0,0,2932.0,1835.5,65598.0,718.0,0.35102040816326524,holdout_low58_high62,0,-0.3333333333333333,0.37735849056603776,0.29695014617071896,0.1661356933124188,0.44881756908413845,0.4659601042341259,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
58:409157:10061:20168,58,409157,10061,low_all_three_rate_edge,7.085679495221569,2.260308190596703,0,0,3209.0,2916.0,87059.0,28.5,0.7146726714966385,holdout_low58_high62,0,1.0,0.5878048780487805,0.48980895200538044,0.4642857142857143,0.5951290617255555,0.35281125221240156,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
58:404147:5411:15165,58,404147,5411,low_all_three_rate_edge,6.1042555373875445,6.2993260541881995,0,0,4401.0,3481.0,100402.5,36.0,0.9898489959332935,holdout_low58_high62,0,1.6666666666666667,0.6363636363636364,0.47674483215008245,0.4642857142857143,0.471506978221565,0.5418045271146537,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
62:540899:1850:151885,62,540899,1850,high_all_three_rate,4.937717295151103,6.077472981665558,0,0,3358.0,2610.5,74016.5,32.5,0.7711287577992059,holdout_low58_high62,1,1.0,0.5878048780487805,0.4728439954757226,0.4642857142857143,0.44764840002991185,0.5138331348632615,2.0,0.6248422009942686,0.5764954641678759,0.617557503512024
