method,stratum,value,n_pulses,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pedestal_slew_slope_ns_per_adc
1d_cnn,pedestal_bin,"(-3967.516, -258.26]",197,-7.421630298783697,13.598010104561334,0.3096446700507614,0.004947930340140845
1d_cnn,pedestal_bin,"(-258.26, -9.37]",167,-3.782935341836584,9.41396341262448,0.15568862275449102,0.01907761595490451
1d_cnn,pedestal_bin,"(-9.37, 609.332]",189,-3.574104700663927,10.449436379974914,0.17989417989417988,0.017093882397423613
1d_cnn,energy_bin,"(599.999, 13961.084]",207,-5.787116005253328,11.216112489605512,0.24154589371980675,0.0044591765759466875
1d_cnn,energy_bin,"(13961.084, 16000.0]",346,-4.1656671337783235,10.82353597807477,0.20520231213872833,0.0046071839893652485
1d_cnn,pileup_sideband,near,220,-1.324857823132839,11.649035997734895,0.2318181818181818,0.005435313012995379
1d_cnn,pileup_sideband,mid,250,-5.079207758522872,10.332009235390634,0.188,0.0012781207643124963
1d_cnn,saturation_proximity,below-saturation-proxy,318,-4.493994241980284,10.671285361177102,0.20125786163522014,0.005139099215764716
1d_cnn,saturation_proximity,saturated-proxy,235,-4.564769648896796,10.862789674058083,0.2425531914893617,0.004779766881199777
1d_cnn,stave,B2,79,-8.748023948087571,12.389721950136106,0.3291139240506329,0.0030183824642261614
1d_cnn,stave,B4,167,-7.787418330842852,12.368250836979096,0.33532934131736525,0.005299746186639345
1d_cnn,stave,B6,128,-3.553383394755767,9.358293010615233,0.15625,-0.0022016415675142342
1d_cnn,stave,B8,179,-2.3854569429031613,8.952809316565403,0.10614525139664804,0.0028535703327214404
deltaE_over_E_likelihood_template,pedestal_bin,"(-3967.516, -258.26]",66,-4.673212089969361,10.009915715310646,0.2878787878787879,0.0041322852798008885
deltaE_over_E_likelihood_template,pedestal_bin,"(-258.26, -9.37]",70,-0.44011811235098897,10.540118734351092,0.18571428571428572,0.018075442972837426
deltaE_over_E_likelihood_template,pedestal_bin,"(-9.37, 609.332]",101,1.222764409616861,11.684014040232293,0.2079207920792079,-0.007168980409095241
deltaE_over_E_likelihood_template,energy_bin,"(599.999, 13961.084]",91,-2.5348201878682364,10.894648758977695,0.21978021978021978,0.0087350638672589
deltaE_over_E_likelihood_template,energy_bin,"(13961.084, 16000.0]",146,-1.2463674922334844,10.416517364611508,0.22602739726027396,0.0068571347324781024
deltaE_over_E_likelihood_template,pileup_sideband,near,74,3.6697656216704955,17.947400486612203,0.3783783783783784,0.007913283710471746
deltaE_over_E_likelihood_template,pileup_sideband,mid,132,-1.5859799080857861,9.23389004970448,0.15151515151515152,0.005808174574133704
deltaE_over_E_likelihood_template,saturation_proximity,below-saturation-proxy,153,-1.24636749223348,10.977768026169358,0.19607843137254902,0.011160731516671974
deltaE_over_E_likelihood_template,saturation_proximity,saturated-proxy,84,-1.5859799080857861,12.251683766163545,0.27380952380952384,0.007399694258081754
deltaE_over_E_likelihood_template,stave,B2,44,-3.311491467661223,16.62412572947821,0.3181818181818182,0.008946014623942547
deltaE_over_E_likelihood_template,stave,B4,28,-7.494182835769516,12.159994281253462,0.32142857142857145,0.0019892816977563725
deltaE_over_E_likelihood_template,stave,B6,57,-1.8371051330622201,10.45811005695893,0.2631578947368421,0.009397325136126218
deltaE_over_E_likelihood_template,stave,B8,108,-0.6356606588153735,6.614641466677356,0.1388888888888889,0.0132166063245873
derivative_slew_residual_fusion_new,pedestal_bin,"(-3967.516, -258.26]",175,-1.1952071779846563,9.567003929420247,0.16,0.0034772167361083206
derivative_slew_residual_fusion_new,pedestal_bin,"(-258.26, -9.37]",187,-1.1923540791918885,7.648294581351188,0.0962566844919786,0.018786102156366172
derivative_slew_residual_fusion_new,pedestal_bin,"(-9.37, 609.332]",156,0.7629394545707902,7.319495257507061,0.11538461538461539,0.005502483574895192
derivative_slew_residual_fusion_new,energy_bin,"(599.999, 13961.084]",154,-1.0353998206367132,8.542925341825173,0.14285714285714285,0.0024582126604914246
derivative_slew_residual_fusion_new,energy_bin,"(13961.084, 16000.0]",364,-0.29258606421080025,7.870936981293248,0.11538461538461539,0.0027350389734723825
derivative_slew_residual_fusion_new,pileup_sideband,near,208,1.3588833483855023,7.9175699033424936,0.125,0.0025344764850714695
derivative_slew_residual_fusion_new,pileup_sideband,mid,228,-0.8993492679761461,9.373476285655038,0.12280701754385964,0.0012184167206096886
derivative_slew_residual_fusion_new,saturation_proximity,below-saturation-proxy,256,-0.25996135039532575,8.019114349336617,0.1328125,0.002904520660759581
derivative_slew_residual_fusion_new,saturation_proximity,saturated-proxy,262,-0.7785983216652204,8.19953843489974,0.11450381679389313,0.002601629229188743
derivative_slew_residual_fusion_new,stave,B2,90,-5.061847049422692,7.581663042479194,0.16666666666666666,0.0015703490799718473
derivative_slew_residual_fusion_new,stave,B4,150,-2.0829960093177746,8.732041106288507,0.14666666666666667,0.0024444905192295115
derivative_slew_residual_fusion_new,stave,B6,116,2.005885844912534,7.301546537523473,0.11206896551724138,-0.00309103098180476
derivative_slew_residual_fusion_new,stave,B8,162,2.0725574807482117,6.174552670897006,0.08641975308641975,-0.0011468614741361191
gradient_boosted_trees,pedestal_bin,"(-3967.516, -258.26]",184,-1.339189944864696,8.750423017736335,0.16847826086956522,0.0030233091422746804
gradient_boosted_trees,pedestal_bin,"(-258.26, -9.37]",192,-1.5980015135995007,7.964958670168498,0.078125,0.020377822536429863
gradient_boosted_trees,pedestal_bin,"(-9.37, 609.332]",163,1.0292922370861035,7.5039977626762955,0.11042944785276074,0.005560673876936052
gradient_boosted_trees,energy_bin,"(599.999, 13961.084]",173,-1.2139180070731026,8.024080955631359,0.12138728323699421,0.0023665866470898088
gradient_boosted_trees,energy_bin,"(13961.084, 16000.0]",366,-0.5043761905925592,7.895061607315771,0.11748633879781421,0.002197232875973341
gradient_boosted_trees,pileup_sideband,near,222,0.5776639020372798,7.841566405429201,0.11711711711711711,0.0018116648650341976
gradient_boosted_trees,pileup_sideband,mid,236,-0.84560246193782,9.189932693342021,0.1228813559322034,0.0012929225690708483
gradient_boosted_trees,saturation_proximity,below-saturation-proxy,272,-0.5043761905925592,8.325777895302341,0.13602941176470587,0.0026526231343023256
gradient_boosted_trees,saturation_proximity,saturated-proxy,267,-0.9136602744043554,7.741699718437882,0.10112359550561797,0.0023579728540528222
gradient_boosted_trees,stave,B2,102,-4.63936236498677,7.953652213891186,0.16666666666666666,0.0014022899966146891
gradient_boosted_trees,stave,B4,154,-1.995617480527665,8.213311871165928,0.13636363636363635,0.002156184317822386
gradient_boosted_trees,stave,B6,117,2.1054623671887995,6.280800811238686,0.10256410256410256,-0.002301036910310582
gradient_boosted_trees,stave,B8,166,1.5064527690731921,6.426746831786436,0.08433734939759036,0.002148884717369228
joint_sequence_transformer,pedestal_bin,"(-3967.516, -258.26]",179,-3.818948560054274,16.438037835306897,0.37988826815642457,0.004369767292100602
joint_sequence_transformer,pedestal_bin,"(-258.26, -9.37]",162,-1.2964823023905447,11.020383270067653,0.18518518518518517,0.017042970547689
joint_sequence_transformer,pedestal_bin,"(-9.37, 609.332]",172,0.5252639331731013,11.80863530542571,0.20348837209302326,0.02065532347101732
joint_sequence_transformer,energy_bin,"(599.999, 13961.084]",195,-1.9200318247384995,14.417109941762153,0.30256410256410254,0.00419520037694866
joint_sequence_transformer,energy_bin,"(13961.084, 16000.0]",318,-0.4286818183592578,12.14398167718893,0.23270440251572327,0.00625182219917814
joint_sequence_transformer,pileup_sideband,near,208,3.2907847824919445,17.429339144714845,0.40384615384615385,0.0046685327638065705
joint_sequence_transformer,pileup_sideband,mid,232,-0.2871363929241788,8.722732805742728,0.11637931034482758,0.0033351993560479906
joint_sequence_transformer,saturation_proximity,below-saturation-proxy,296,-1.8904593329687414,11.88515029566464,0.22972972972972974,0.005929522714352247
joint_sequence_transformer,saturation_proximity,saturated-proxy,217,0.3093931817014983,14.202024958564753,0.2995391705069124,0.00556419342502989
joint_sequence_transformer,stave,B2,86,-5.2409603552210005,15.368411917913189,0.36046511627906974,0.003351046443861102
joint_sequence_transformer,stave,B4,138,-4.09517780757688,15.1995427391822,0.38405797101449274,0.0061502460742061185
joint_sequence_transformer,stave,B6,114,0.2725538990394005,10.773720825524276,0.13157894736842105,-0.0006631204699156218
joint_sequence_transformer,stave,B8,175,0.3715888948057877,11.650551608138855,0.19428571428571428,0.00876432837313579
mlp,pedestal_bin,"(-3967.516, -258.26]",184,-3.5442561729263566,18.184909150635214,0.42934782608695654,-0.0017349572428192383
mlp,pedestal_bin,"(-258.26, -9.37]",183,-0.6342921012341307,13.898520431890004,0.32786885245901637,0.030716873201697456
mlp,pedestal_bin,"(-9.37, 609.332]",193,2.0956914085005884,13.90075765345265,0.29015544041450775,0.041663605326386036
mlp,energy_bin,"(599.999, 13961.084]",189,-2.563778954645093,17.955412578841496,0.42328042328042326,-0.0007179059121702189
mlp,energy_bin,"(13961.084, 16000.0]",371,0.1484197389636499,14.879696820260133,0.30997304582210244,0.0028250326031575438
mlp,pileup_sideband,near,224,1.7928590915451537,14.283050851560828,0.32142857142857145,0.001737224292680972
mlp,pileup_sideband,mid,240,-2.45956587499335,15.061810666066508,0.3375,-0.0037133253425795086
mlp,saturation_proximity,below-saturation-proxy,310,-0.884294476297538,16.2062786138738,0.3774193548387097,0.008348071352037833
mlp,saturation_proximity,saturated-proxy,250,0.1332537060503336,14.980131130452888,0.312,-0.0011745339635125338
mlp,stave,B2,87,-6.331805803139261,18.042975578561872,0.45977011494252873,-0.0015330369584535624
mlp,stave,B4,184,-0.9558572871877402,16.564044818313132,0.3858695652173913,0.0010826066393927203
mlp,stave,B6,127,-2.4642169368622113,15.633865984524112,0.33070866141732286,0.013466858156132293
mlp,stave,B8,162,2.0993216795572067,12.412715873447638,0.25925925925925924,0.002018692201311499
ridge,pedestal_bin,"(-3967.516, -258.26]",178,-3.064551669976243,10.75459947977727,0.24719101123595505,0.0044119880407482185
ridge,pedestal_bin,"(-258.26, -9.37]",195,-0.4026467500989206,9.181462084652125,0.09230769230769231,0.01202495335274485
ridge,pedestal_bin,"(-9.37, 609.332]",192,-0.6335125435040379,10.429473829192327,0.20833333333333334,-0.019282496236298997
ridge,energy_bin,"(599.999, 13961.084]",177,-2.4697855189962503,10.788673806896607,0.1977401129943503,0.003625161515455919
ridge,energy_bin,"(13961.084, 16000.0]",388,-1.3584672823502242,10.200405718678834,0.17268041237113402,0.0036095643732289937
ridge,pileup_sideband,near,234,1.044172269600967,9.601985204053959,0.14102564102564102,0.003364023909582142
ridge,pileup_sideband,mid,238,-2.8830404652158537,11.321769328022125,0.18487394957983194,0.0010847866341516278
ridge,saturation_proximity,below-saturation-proxy,294,-1.6436946014303322,11.387378031146987,0.19047619047619047,0.003602882749402132
ridge,saturation_proximity,saturated-proxy,271,-1.6549629636693197,9.731045714613618,0.16974169741697417,0.004153461026846965
ridge,stave,B2,99,-7.781438895887529,12.082463251670296,0.30303030303030304,0.0026293137674805586
ridge,stave,B4,173,-4.254546224458728,10.721280204201427,0.2138728323699422,0.0033090057774109033
ridge,stave,B6,130,0.6517601575447873,9.11896657558327,0.15384615384615385,-0.001049369234302658
ridge,stave,B8,163,1.4082803411509026,8.096008120914172,0.09202453987730061,0.003796203084291049
template_residual_boosted_stack_new,pedestal_bin,"(-3967.516, -258.26]",175,-1.1356187208785062,9.573556858796755,0.16,0.003549926722926772
template_residual_boosted_stack_new,pedestal_bin,"(-258.26, -9.37]",187,-1.0750344613942708,7.846648815634619,0.09090909090909091,0.017346974234838112
template_residual_boosted_stack_new,pedestal_bin,"(-9.37, 609.332]",156,1.3688159804359312,7.596752166120809,0.10897435897435898,0.006688022422119211
template_residual_boosted_stack_new,energy_bin,"(599.999, 13961.084]",154,-0.8203081847751958,8.569656335768991,0.14285714285714285,0.002615024100408892
template_residual_boosted_stack_new,energy_bin,"(13961.084, 16000.0]",364,-0.3114083226667841,8.096193039434786,0.10989010989010989,0.0029466531359032514
template_residual_boosted_stack_new,pileup_sideband,near,208,1.5865067542246836,7.784549725222501,0.1201923076923077,0.002616670257875991
template_residual_boosted_stack_new,pileup_sideband,mid,228,-0.8633831407161763,9.16951137856454,0.11842105263157894,0.001433317753933472
template_residual_boosted_stack_new,saturation_proximity,below-saturation-proxy,256,-0.4949755488365515,8.078588255001005,0.1328125,0.002868077042178972
template_residual_boosted_stack_new,saturation_proximity,saturated-proxy,262,-0.6515927812695166,8.422872790637227,0.10687022900763359,0.0029340922783523717
template_residual_boosted_stack_new,stave,B2,90,-4.266521567921728,7.225031218744094,0.14444444444444443,0.0018089046804666443
template_residual_boosted_stack_new,stave,B4,150,-2.606854110038177,8.702220471596323,0.14666666666666667,0.002729816576737697
template_residual_boosted_stack_new,stave,B6,116,1.6580463089169406,6.556212983767791,0.11206896551724138,-0.002687971783303878
template_residual_boosted_stack_new,stave,B8,162,2.0543565109036166,6.252155496977672,0.08641975308641975,-0.0007670981148620514
