method,time_bias_ns,time_sigma68_ns,time_abs90_ns,late_tail_rate_abs_gt_15ns,calibration_slope,pedestal_slew_slope_ns_per_adc,pileup_miss_rate,false_split_rate,n_events,n_pulses,winner_score,time_bias_ns_ci_low,time_bias_ns_ci_high,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,time_abs90_ns_ci_low,time_abs90_ns_ci_high,late_tail_rate_abs_gt_15ns_ci_low,late_tail_rate_abs_gt_15ns_ci_high,calibration_slope_ci_low,calibration_slope_ci_high,pedestal_slew_slope_ns_per_adc_ci_low,pedestal_slew_slope_ns_per_adc_ci_high,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate_ci_low,false_split_rate_ci_high,winner_score_ci_low,winner_score_ci_high
gradient_boosted_trees,-0.7346297374868804,7.942589696454695,16.027072885963427,0.11873840445269017,0.8072499298518317,0.002291421464421095,0.30606060606060603,0.24545454545454545,660,539,10.257026728365016,-1.019646963383396,-0.20436359985383845,7.313561569577061,9.13409263435604,15.202471568699893,16.821737940464768,0.10800744878957169,0.12727623727623727,0.7911387666422406,0.8248823694681735,0.0005749737899288204,0.003929714208728143,0.24545454545454545,0.3515151515151515,0.18484848484848485,0.30606060606060603,9.61572661708799,11.50216685062402
derivative_slew_residual_fusion_new,-0.5587564105479759,8.183424228879634,16.09286002688546,0.12355212355212356,0.8155353257576811,0.0025860478726377834,0.3393939393939394,0.24848484848484848,660,518,10.548561712670402,-1.2626578953306122,0.07701364555446233,7.495755030974861,8.691225503561432,15.46284547179801,18.37777109944632,0.10721247563352826,0.14056224899598393,0.8074362525270529,0.8248975596348656,0.0005732001617639235,0.004244304572571316,0.2847727272727273,0.38181818181818183,0.18484848484848485,0.31212121212121213,9.82132351775591,11.034271444855678
template_residual_boosted_stack_new,-0.5569959205436614,8.236251978518226,16.158972910409716,0.11969111969111969,0.8019016275005225,0.0027763108310849246,0.3393939393939394,0.24848484848484848,660,518,10.606350611624547,-0.8771141586868492,-0.013091391328785562,7.58969503322129,8.652717388946277,15.393995107598077,18.32860947977953,0.10916002126528442,0.1317365269461078,0.7946124111541812,0.8117063754553958,0.0007762786276265926,0.004461339995072223,0.2878787878787879,0.38181818181818183,0.18484848484848485,0.31212121212121213,9.845742039435036,10.962356108245208
ridge,-1.6549629636693197,10.439572581297014,19.999193259992825,0.18053097345132743,0.779322245039084,0.003637870298282004,0.28484848484848485,0.2818181818181818,660,565,13.360136482995532,-2.3684111094338967,-1.0918682703356897,9.458454363765686,11.53994606807956,18.997149506268304,21.22143800528237,0.1672473867595819,0.2006861063464837,0.7488061819431115,0.8189753284092637,0.0014759724062800245,0.006273600485149624,0.23333333333333334,0.33636363636363636,0.23333333333333334,0.32727272727272727,12.451854169651988,14.566661521747271
deltaE_over_E_likelihood_template,-1.5033264795195578,11.06971597583701,23.541634334963266,0.22362869198312235,0.8528395127270314,0.007347389121121353,0.6878787878787879,0.09393939393939393,660,237,14.937723364419618,-3.3399909872815137,-0.397523123921264,8.906437704626855,14.18935694214885,22.056146656380484,27.394092649161852,0.17355371900826447,0.26778242677824265,0.8141818333092637,0.8946778728160615,0.0034065886447489802,0.012910340938469248,0.6363636363636364,0.7272727272727273,0.0696969696969697,0.13333333333333333,12.376189409424551,17.90329407972815
1d_cnn,-4.514380740564086,10.850695536820274,22.17030890619761,0.21880650994575046,0.7331261627209076,0.004557267452777951,0.2878787878787879,0.2515151515151515,660,553,14.960846484986767,-5.1666351550258405,-3.3840858136643304,9.369239582047419,12.20411320083829,20.768035597883394,24.036002923377442,0.1867704280155642,0.25318761384335153,0.7097207548691239,0.7580197411883018,0.002062939885814587,0.007246387606972028,0.25143939393939396,0.3151515151515151,0.1787878787878788,0.32727272727272727,13.526893390073507,16.591991153127147
joint_sequence_transformer,-1.0706458272193053,13.086489391550531,23.03825804911221,0.25925925925925924,0.8735204488523007,0.005225247741789341,0.3333333333333333,0.22121212121212122,660,513,16.035465719879422,-1.8824636226588964,-0.2508832133437888,11.802594802258936,14.570944236270439,21.098194745245586,24.42872228121704,0.2134387351778656,0.300187617260788,0.8458564182689032,0.9259769449682448,0.0036002325311605106,0.006700174475097412,0.29393939393939394,0.37280303030303025,0.17265151515151517,0.2727272727272727,14.498527538806002,17.886025132673513
mlp,-0.6609850085516866,15.457106375854886,27.413671581708282,0.3482142857142857,0.7654210874904255,0.0011981402757491122,0.296969696969697,0.2909090909090909,660,560,18.764043788569456,-2.287109229162567,0.3849294020812799,14.396190661285404,16.476545808322896,26.009306602891844,30.799327654520532,0.31529850746268656,0.3862493466479601,0.7403167981380886,0.7925247102306858,-0.0015840496387484139,0.0034440320114308555,0.2545454545454545,0.3333333333333333,0.23030303030303031,0.35454545454545455,17.491041000921573,20.12505748804138
