consumer,stratum,method,n_pair_residuals,n_events,n_runs,atom_gate_fraction,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns
timing,all,analytic_timewalk,11460,3820,7,0.5902268760907504,1.244169340772551,1.4947512901245903,1.5510917109777835,2.666988996928635,0.019109947643979056
timing,all,hgb_waveform_amp_shape_stave,11460,3820,7,0.5902268760907504,-0.5651883899025881,-0.5800552938889112,1.1074168319603352,2.1317098900814804,0.013787085514834206
timing,all,s03l_atom_gated_hgb,11460,3820,7,0.5902268760907504,0.18954871934826192,-0.01992387079005905,1.6156236280298666,2.437750472693401,0.02225130890052356
timing,S03l high-risk atoms,analytic_timewalk,6764,2678,7,1.0,1.2183181564120098,1.4838448685658108,1.5351699442993287,3.0332673171873132,0.024541691306918984
timing,S03l high-risk atoms,hgb_waveform_amp_shape_stave,6764,2678,7,1.0,-0.5684873316900532,-0.5949358465653631,1.0175682735175333,2.411933701056263,0.018923713778829097
timing,S03l high-risk atoms,s03l_atom_gated_hgb,6764,2678,7,1.0,-0.5684873316900532,-0.5949358465653631,1.0175682735175333,2.411933701056263,0.018923713778829097
timing,S03l nominal atoms,analytic_timewalk,4696,2302,7,0.0,1.2814047349409288,1.5110004117618345,1.5838984535622223,2.025623632961514,0.011286201022146508
timing,S03l nominal atoms,hgb_waveform_amp_shape_stave,4696,2302,7,0.0,-0.5604366773279686,-0.5578633556486672,1.2319201772272894,1.6462715910281551,0.0068143100511073255
timing,S03l nominal atoms,s03l_atom_gated_hgb,4696,2302,7,0.0,1.2814047349409288,1.5110004117618345,1.5838984535622223,2.025623632961514,0.011286201022146508
charge,all_charge_matched,analytic_timewalk,11460,3820,7,0.5902268760907504,1.244169340772551,1.4947512901245903,1.5510917109777835,2.666988996928635,0.019109947643979056
charge,all_charge_matched,hgb_waveform_amp_shape_stave,11460,3820,7,0.5902268760907504,-0.5651883899025881,-0.5800552938889112,1.1074168319603352,2.1317098900814804,0.013787085514834206
charge,all_charge_matched,s03l_atom_gated_hgb,11460,3820,7,0.5902268760907504,0.18954871934826192,-0.01992387079005905,1.6156236280298666,2.437750472693401,0.02225130890052356
energy,all_energy_support,analytic_timewalk,11460,3820,7,0.5902268760907504,1.244169340772551,1.4947512901245903,1.5510917109777835,2.666988996928635,0.019109947643979056
energy,all_energy_support,hgb_waveform_amp_shape_stave,11460,3820,7,0.5902268760907504,-0.5651883899025881,-0.5800552938889112,1.1074168319603352,2.1317098900814804,0.013787085514834206
energy,all_energy_support,s03l_atom_gated_hgb,11460,3820,7,0.5902268760907504,0.18954871934826192,-0.01992387079005905,1.6156236280298666,2.437750472693401,0.02225130890052356
pileup,all_timing_tail_proxy,analytic_timewalk,11460,3820,7,0.5902268760907504,1.244169340772551,1.4947512901245903,1.5510917109777835,2.666988996928635,0.019109947643979056
pileup,all_timing_tail_proxy,hgb_waveform_amp_shape_stave,11460,3820,7,0.5902268760907504,-0.5651883899025881,-0.5800552938889112,1.1074168319603352,2.1317098900814804,0.013787085514834206
pileup,all_timing_tail_proxy,s03l_atom_gated_hgb,11460,3820,7,0.5902268760907504,0.18954871934826192,-0.01992387079005905,1.6156236280298666,2.437750472693401,0.02225130890052356
pid,all_topology_proxy,analytic_timewalk,11460,3820,7,0.5902268760907504,1.244169340772551,1.4947512901245903,1.5510917109777835,2.666988996928635,0.019109947643979056
pid,all_topology_proxy,hgb_waveform_amp_shape_stave,11460,3820,7,0.5902268760907504,-0.5651883899025881,-0.5800552938889112,1.1074168319603352,2.1317098900814804,0.013787085514834206
pid,all_topology_proxy,s03l_atom_gated_hgb,11460,3820,7,0.5902268760907504,0.18954871934826192,-0.01992387079005905,1.6156236280298666,2.437750472693401,0.02225130890052356
timing,s03l_atom_label=high_amplitude_or_saturation,analytic_timewalk,1330,729,7,1.0,1.575039808182324,1.3025992046429877,2.03576027911661,3.573691204708409,0.05413533834586466
timing,s03l_atom_label=high_amplitude_or_saturation,hgb_waveform_amp_shape_stave,1330,729,7,1.0,-0.40542542959169625,-0.35627565134765854,1.2156201482627453,2.516406267718992,0.039097744360902256
timing,s03l_atom_label=high_amplitude_or_saturation,s03l_atom_gated_hgb,1330,729,7,1.0,-0.40542542959169625,-0.35627565134765854,1.2156201482627453,2.516406267718992,0.039097744360902256
timing,s03l_atom_label=high_amplitude_or_saturation+pretrigger_lowering,analytic_timewalk,260,180,7,1.0,1.557958508893908,1.275741260065729,1.5897437237013246,5.38179643624456,0.04230769230769231
timing,s03l_atom_label=high_amplitude_or_saturation+pretrigger_lowering,hgb_waveform_amp_shape_stave,260,180,7,1.0,-0.24962252564693477,-0.5640761729701467,0.9754075144668404,3.9842818155127286,0.05
timing,s03l_atom_label=high_amplitude_or_saturation+pretrigger_lowering,s03l_atom_gated_hgb,260,180,7,1.0,-0.24962252564693477,-0.5640761729701467,0.9754075144668404,3.9842818155127286,0.05
timing,s03l_atom_label=high_amplitude_or_saturation+template_mismatch,analytic_timewalk,420,249,7,1.0,1.5179570678599243,1.3979166515794397,1.874702885346607,2.0921708983358234,0.016666666666666666
timing,s03l_atom_label=high_amplitude_or_saturation+template_mismatch,hgb_waveform_amp_shape_stave,420,249,7,1.0,-0.3111844217108979,-0.2678985636321194,1.210133408305965,1.2657706320642703,0.004761904761904762
timing,s03l_atom_label=high_amplitude_or_saturation+template_mismatch,s03l_atom_gated_hgb,420,249,7,1.0,-0.3111844217108979,-0.2678985636321194,1.210133408305965,1.2657706320642703,0.004761904761904762
timing,s03l_atom_label=high_amplitude_or_saturation+template_mismatch+pretrigger_lowering,analytic_timewalk,205,125,6,1.0,0.8246812596688892,1.0985740852783792,1.1399535103244647,4.182964735675369,0.02926829268292683
timing,s03l_atom_label=high_amplitude_or_saturation+template_mismatch+pretrigger_lowering,hgb_waveform_amp_shape_stave,205,125,6,1.0,-0.8521655108724362,-0.7095949092536955,0.716360407218117,3.617173659156412,0.03902439024390244
timing,s03l_atom_label=high_amplitude_or_saturation+template_mismatch+pretrigger_lowering,s03l_atom_gated_hgb,205,125,6,1.0,-0.8521655108724362,-0.7095949092536955,0.716360407218117,3.617173659156412,0.03902439024390244
timing,s03l_atom_label=nominal,analytic_timewalk,4696,2302,7,0.0,1.2814047349409288,1.5110004117618345,1.5838984535622223,2.025623632961514,0.011286201022146508
timing,s03l_atom_label=nominal,hgb_waveform_amp_shape_stave,4696,2302,7,0.0,-0.5604366773279686,-0.5578633556486672,1.2319201772272894,1.6462715910281551,0.0068143100511073255
timing,s03l_atom_label=nominal,s03l_atom_gated_hgb,4696,2302,7,0.0,1.2814047349409288,1.5110004117618345,1.5838984535622223,2.025623632961514,0.011286201022146508
timing,s03l_atom_label=pretrigger_lowering,analytic_timewalk,824,490,7,1.0,1.3329966449746447,1.9401991877417295,1.1481913570412285,3.0260007947274175,0.01820388349514563
